2Theta, Counts
41.31474	,186.3638
41.33476	,183.78116
41.35478	,173.45213
41.3748	,171.67012
41.39482	,182.14656
41.41484	,187.78186
41.43485,	182.999
41.45487	,183.48564
41.47489	,179.80797
41.49491	,178.38038
41.51493	,171.62578
41.53495	,179.38543
41.55496	,179.0024
41.57498	,179.45919
41.595	,172.52164
41.61502	,186.56555
41.63504	,188.11549
41.65506	,176.66201
41.67507	,188.05588
41.69509	,175.94162
41.71511	,177.99302
41.73513	,179.75106
41.75515	,177.8235
41.77517	,182.43509
41.79519	,184.53535
41.8152	,172.5782
41.83522	,179.42344
41.85524	,177.59758
41.87526	,188.35879
41.89528	,186.29854
41.9153	,185.9923
41.93532	,183.09252
41.95533	,183.71403
41.97535	,172.99737
41.99537	,171.55726
42.01539	,176.09697
42.03541	,165.58611
42.05543	,170.6218
42.07544	,179.78919
42.09546	,184.76209
42.11548	,185.25591
42.1355	,181.59104
42.15552	,185.72147
42.17554	,184.38026
42.19556	,171.11657
42.21557	,188.17717
42.23559	,172.32701
42.25561	,166.36985
42.27563	,183.40105
42.29565	,180.73923
42.31567	,178.21042
42.33568	,181.68324
42.3557	,174.99157
42.37572	,175.93595
42.39574	,177.70376
42.41576	,187.38667
42.43578	,186.18647
42.4558	,172.89384
42.47581	,182.27798
42.49583	,176.85212
42.51585	,174.79936
42.53587	,180.0497
42.55589	,189.55187
42.57591	,173.77325
42.59592	,178.38177
42.61594	,186.57382
42.63596	,194.49224
42.65598	,183.97694
42.676	,172.94312
42.69602	,180.79369
42.71604	,191.11326
42.73605	,190.91113
42.75607	,185.63138
42.77609	,179.98626
42.79611	,193.03125
42.81613	,179.20468
42.83615	,179.78876
42.85617	,183.26932
42.87618	,189.2766
42.8962	,182.41423
42.91622	,182.49484
42.93624	,195.05271
42.95626	,191.9933
42.97628	,191.37124
42.9963	,192.6206
43.01632	,191.64569
43.03633	,199.08298
43.05635	,199.86283
43.07637	,202.12413
43.09639	,202.23949
43.11641	,195.23505
43.13643	,196.26763
43.15645	,214.68726
43.17646	,206.56289
43.19648	,206.60835
43.2165	,218.07027
43.23652	,210.46258
43.25654	,218.19472
43.27656	,241.06686
43.29658	,243.39769
43.31659	,259.86961
43.33661	,270.10281
43.35663	,283.92201
43.37665	,299.29101
43.39667	,336.6995
43.41669	,414.55346
43.43671	,528.19592
43.45672	,649.53694
43.47674	,866.37102
43.49676	,1121.39317
43.51678	,1405.7257
43.5368	,1635.72926
43.55682	,1812.2575
43.57684	,1953.49487
43.59686	,2041.38962
43.61687	,2067.67619
43.63689	,2076.90721
43.65691	,2016.03183
43.67693	,1886.60875
43.69695	,1762.92893
43.71697	,1629.87825
43.73699	,1496.84006
43.757	,1347.51946
43.77702	,1246.95582
43.79704	,1142.73634
43.81706	,1008.39817
43.83708	,901.59458
43.8571	,807.26854
43.87712	,726.31576
43.89714	,662.97899
43.91715	,579.74142
43.93717	,536.0591
43.95719	,473.9415
43.97721	,416.55444
43.99723	,385.58583
44.01725	,344.47812
44.03727	,307.68528
44.05729	,294.91337
44.0773	,268.53328
44.09732	,265.45834
44.11734	,252.33056
44.13736	,249.77424
44.15738	,243.30747
44.1774	,240.63959
44.19742	,234.12439
44.21744	,231.30011
44.23745	,228.87984
44.25747	,239.78746
44.27749	,244.73381
44.29751	,247.08163
44.31753	,263.75567
44.33755	,281.31295
44.35757	,289.33109
44.37759	,315.21194
44.39761	,356.25831
44.41762	,393.57759
44.43764	,452.27692
44.45766	,522.82171
44.47768,	650.961
44.4977	,823.55739
44.51772	,1039.67335
44.53774	,1335.47625
44.55775	,1604.02254
44.57777	,1900.54874
44.59779	,2125.03098
44.61781	,2251.87986
44.63783	,2316.97593
44.65785	,2343.67819
44.67787	,2320.50227
44.69789	,2265.28062
44.71791	,2118.99069
44.73792	,1958.23207
44.75794	,1798.75341
44.77796	,1652.24351
44.79798	,1515.31234
44.818	,1346.38098
44.83802	,1212.8078
44.85804	,1101.92883
44.87806	,973.00697
44.89807	,881.58901
44.91809	,789.62876
44.93811	,717.37073
44.95813	,651.30702
44.97815	,590.5176
44.99817	,516.68147
45.01819	,477.59808
45.03821	,426.30802
45.05823	,374.42273
45.07824	,335.53057
45.09826	,311.38506
45.11828	,275.91014
45.1383,	253.41
45.15832	,232.92616
45.17834	,222.89958
45.19836	,202.76962
45.21838	,197.81045
45.2384	,192.70425
45.25841	,186.8866
45.27843	,180.67566
45.29845	,175.6307
45.31847	,179.88744
45.33849	,181.23233
45.35851	,170.40344
45.37853	,165.64742
45.39855	,169.02728
45.41856	,162.23783
45.43858	,167.00461
45.4586	,165.48256
45.47862	,167.57134
45.49864	,169.2791
45.51866	,167.48885
45.53868	,167.19464
45.5587	,160.4366
45.57872	,170.76881
45.59874	,164.57408
45.61875	,154.15937
45.63877	,147.62136
45.65879	,158.01332
45.67881	,157.05186
45.69883	,156.05347
45.71885	,158.28587
45.73887	,166.68157
45.75889	,159.87013
45.77891	,152.15995
45.79892	,161.69902
45.81894	,163.17004
45.83896	,165.5124
45.85898	,156.2579
45.879	,156.46148
45.89902	,160.33948
45.91904	,152.82909
45.93906	,158.49485
45.95908	,154.67695
45.9791	,152.64241
45.99912	,153.97216
46.01913	,150.65753
46.03915	,154.55931
46.05917	,162.09206
46.07919	,160.10237
46.09921	,159.52663
46.11923	,161.63219
46.13925	,153.86274
46.15927	,153.21385
46.17929	,141.79778
46.19931	,156.36098
46.21932	,157.61281
46.23934	,152.46302
46.25936	,149.43053
46.27938	,157.60248
46.2994	,157.02878
46.31942	,151.10304
46.33944,	151.289
46.35946	,141.71108
46.37948	,147.0599
46.3995	,153.00521
46.41952	,156.99694
46.43953	,162.16651
46.45955	,156.10412
46.47957	,148.83135
46.49959	,154.7331
46.51961	,162.01755
46.53963	,150.58822
46.55965	,149.36355
46.57967	,148.15592
46.59969	,152.72131
46.6197	,144.15734
46.63972	,146.94878
46.65974	,150.40292
46.67976	,144.79942
46.69978	,143.3004
46.7198	,147.02161
46.73982	,151.98936
46.75984	,153.17139
46.77986	,147.38041
46.79988	,143.29809
46.8199	,146.38253
46.83992	,154.63045
46.85994	,157.12957
46.87995	,155.18142
46.89997	,148.74027
46.91999	,154.15969
46.94001	,146.78168
46.96003	,151.53859
46.98005	,142.46336
47.00007	,149.67298
47.02009	,152.41404
47.04011	,156.16976
47.06013	,146.52017
47.08015	,144.15617
47.10016	,147.04738
47.12018	,143.44556
47.1402	,141.16209
47.16022	,146.84914
47.18024	,150.3227
47.20026	,133.04329
47.22028	,138.33404
47.2403	,135.16193
47.26032	,144.67567
47.28034	,144.49021
47.30036	,140.09136
47.32037	,139.82165
47.34039	,144.81254
47.36041	,149.23387
47.38043	,140.67876
47.40045	,141.65176
47.42047	,143.04723
47.44049	,148.68585
47.46051	,151.89683
47.48053	,144.17258
47.50055	,142.51206
47.52057	,146.14501
47.54059	,139.76428
47.56061	,145.80509
47.58062	,147.74606
47.60064	,141.61212
47.62066	,153.9255
47.64068	,151.98277
47.6607	,146.52362
47.68072	,139.65605
47.70074	,142.3762
47.72076	,146.4917
47.74078	,142.50514
47.7608	,141.81249
47.78082	,142.12913
47.80084	,148.93039
47.82086	,145.1387
47.84088	,155.7762
47.86089	,138.85458
47.88091	,139.89016
47.90093	,139.59416
47.92095	,149.53637
47.94097	,142.24482
47.96099	,145.95808
47.98101	,138.25174
48.00103	,153.71561
48.02105	,142.56847
48.04107	,147.46544
48.06109	,137.19486
48.08111	,140.1498
48.10113	,138.64955
48.12114	,139.38577
48.14116	,147.42827
48.16118	,139.66473
48.1812	,140.10294
48.20122	,148.89485
48.22124	,145.34841
48.24126	,137.09272
48.26128	,139.44809
48.2813,	148.8843
48.30132	,139.17443
48.32134	,141.87609
48.34136	,138.87588
48.36138	,136.99324
48.3814	,145.08939
48.40142	,151.07352
48.42143,	135.911
48.44145	,146.03303
48.46147	,142.10665
48.48149	,142.7649
48.50151	,138.5067
48.52153	,134.92883
48.54155	,134.95142
48.56157	,142.00418
48.58159	,140.90736
48.60161	,139.46733
48.62163	,145.63862
48.64165	,135.33254
48.66167	,139.84918
48.68169	,147.40533
48.70171	,147.74151
48.72173	,131.5909
48.74175	,147.7898
48.76176	,139.96633
48.78178	,132.93997
48.8018	,140.29814
48.82182	,141.64461
48.84184,	133.65
48.86186,	140.996
48.88188	,135.98311
48.9019	,138.13121
48.92192	,141.55161
48.94194	,136.53032
48.96196	,144.97891
48.98198	,137.73427
49.002	,135.89746
49.02202	,144.22916
49.04204	,138.79711
49.06206	,133.10839
49.08208	,136.07297
49.10209	,141.61052
49.12211	,136.41162
49.14213	,140.64061
49.16215	,139.89482
49.18217	,144.00113
49.20219	,135.12654
49.22221	,134.89836
49.24223	,135.75263
49.26225	,137.21326
49.28227	,144.75522
49.30229	,144.41428
49.32231	,144.15676
49.34233	,139.94899
49.36235	,141.83208
49.38237	,127.76413
49.40239	,142.13143
49.42241	,148.30967
49.44243	,133.42918
49.46245	,133.6238
49.48246	,137.28695
49.50249	,139.11252
49.5225	,139.21117
49.54252	,145.9455
49.56254	,132.53021
49.58256	,137.9112
49.60258	,139.24011
49.6226	,138.43147
49.64262	,142.65619
49.66264	,141.88651
49.68266	,139.57431
49.70268	,142.8414
49.7227	,140.55859
49.74272	,143.81604
49.76274	,143.17804
49.78276	,138.01352
49.80278	,136.90771
49.8228	,141.57402
49.84282	,142.01425
49.86284	,142.75626
49.88286	,151.50439
49.90288	,146.89009
49.92289	,141.13489
49.94291	,133.76249
49.96293	,141.95296
49.98295	,141.29985
50.00297,	139.217
50.02299	,148.05185
50.04301	,143.89676
50.06303	,148.67639
50.08305	,141.99168
50.10307	,148.79818
50.12309	,155.97127
50.14311	,150.74805
50.16313	,145.0327
50.18315	,148.39154
50.20317	,141.92164
50.22319	,154.02728
50.24321	,160.43947
50.26323	,160.86737
50.28325	,158.9108
50.30327	,161.04023
50.32329	,166.14328
50.34331	,163.91636
50.36333	,165.75625
50.38335	,178.87944
50.40337	,186.8473
50.42339	,181.42681
50.44341	,192.49323
50.46343	,208.13026
50.48344	,219.96912
50.50346	,224.90387
50.52348	,245.46728
50.5435	,264.88546
50.56352	,285.24773
50.58354	,317.07218
50.60356	,364.25266
50.62358	,420.26379
50.6436	,494.40436
50.66362	,563.06864
50.68364	,647.66458
50.70366	,708.2967
50.72368	,794.42335
50.7437	,828.51084
50.76372	,836.19672
50.78374	,857.39171
50.80376	,852.13443
50.82378	,834.35825
50.8438	,839.99074
50.86382	,801.44811
50.88384	,758.09442
50.90386	,711.75675
50.92388	,676.75678
50.9439	,620.58612
50.96392	,578.22385
50.98394	,536.61304
51.00396	,480.12779
51.02398	,435.37472
51.044	,398.60121
51.06402	,373.86263
51.08404	,349.97466
51.10406	,311.95042
51.12408	,293.00404
51.1441	,264.57268
51.16411	,252.4264
51.18414	,230.38909
51.20415	,219.79283
51.22418	,202.39828
51.24419	,193.17613
51.26421	,185.02167
51.28423	,180.67996
51.30425	,166.23278
51.32427	,154.67538
51.34429	,149.36191
51.36431	,155.76407
51.38433	,155.62375
51.40435	,147.66624
51.42437	,141.35245
51.44439	,145.51148
51.46441	,136.89292
51.48443	,144.42877
51.50445	,141.91433
51.52447	,146.42613
51.54449	,132.19887
51.56451	,140.29459
51.58453	,135.94716
51.60455	,135.97187
51.62457	,129.58802
51.64459	,129.79079
51.66461	,134.01684
51.68463	,137.45631
51.70465	,131.65102
51.72467	,129.79068
51.74469	,128.91763
51.76471	,132.48723
51.78473	,123.23197
51.80475	,124.29587
51.82477	,131.66215
51.84479	,130.11363
51.86481	,127.90332
51.88483	,128.7389
51.90485	,127.79108
51.92487	,120.79451
51.94489	,126.63242
51.96491	,130.21731
51.98493	,130.63484
52.00495	,127.78138
52.02497	,128.68522
52.04499	,120.83745
52.06501	,129.84983
52.08503	,121.37167
52.10505	,120.47147
52.12507	,119.80097
52.14509	,129.4116
52.16511	,128.57392
52.18513	,126.36936
52.20515	,127.22264
52.22517	,128.74403
52.24519	,123.58748
52.26521	,121.3903
52.28523	,131.56689
52.30525	,122.89749
52.32527	,122.09419
52.34529	,125.52439
52.36531	,125.38145
52.38533	,127.10519
52.40535	,125.81606
52.42537	,128.27037
52.44539	,126.40087
52.46541	,116.23817
52.48543	,121.89032
52.50545	,123.46047
52.52547	,122.99171
52.54549	,127.77181
52.56551,	124.984
52.58553	,120.46635
52.60555	,127.33241
52.62557	,122.21966
52.64559	,122.3944
52.66561	,128.22341
52.68563	,124.50009
52.70565	,123.96084
52.72567	,121.95626
52.74569	,124.34824
52.76571	,118.54893
52.78573	,123.6407
52.80575	,116.53504
52.82577	,117.28832
52.84579	,125.53838
52.86581	,120.59147
52.88583	,127.89116
52.90585	,130.31896
52.92587	,124.01226
52.94589	,113.25488
52.96591	,120.19861
52.98593	,124.18404
53.00595	,124.24119
53.02597	,127.68195
53.04599	,119.23594
53.06601	,124.08703
53.08603	,118.88331
53.10605	,123.46637
53.12607	,123.42223
53.14609	,130.40343
53.16611	,124.46984
53.18613	,124.01074
53.20615	,119.57893
53.22617	,115.92125
53.24619	,124.34124
53.26621	,130.2731
53.28623	,127.16119
53.30625	,124.30179
53.32627	,126.73048
53.34629	,119.46732
53.36631	,113.63425
53.38633	,119.84974
53.40635	,121.81207
53.42637	,123.36189
53.44639	,117.05665
53.46641	,118.90576
53.48643	,123.69163
53.50645	,123.44502
53.52647	,110.29247
53.54649	,123.21868
53.56651	,116.32154
53.58653	,115.05035
53.60655	,121.03934
53.62657,	117.335
53.6466	,112.34174
53.66661	,123.60036
53.68664	,119.59518
53.70666	,121.31089
53.72668	,123.38009
53.7467	,120.93605
53.76672	,116.31447
53.78674	,124.0582
53.80676	,125.0042
53.82678	,122.05962
53.8468	,119.71556
53.86682,	121.6903
53.88684	,117.66498
53.90686,	116.1465
53.92688	,116.79808
53.9469,	118.2628
53.96692	,118.91174
53.98694	,127.19023
54.00696	,116.99178
54.02698	,122.08884
54.047	,115.05741
54.06702	,116.18445
54.08704	,122.07357
54.10706	,119.64782
54.12708	,114.36922
54.1471	,118.68061
54.16712	,116.99716
54.18714	,117.58092
54.20716	,112.60003
54.22718	,109.59902
54.2472	,111.99834
54.26722,	109.3068
54.28724	,110.92582
54.30726	,110.50398
54.32728	,112.38648
54.3473	,121.71018
54.36732	,122.73112
54.38735	,118.88866
54.40737	,124.00193
54.42739	,108.04914
54.44741	,113.46871
54.46743	,112.03885
54.48745	,115.83494
54.50747	,116.05112
54.52749	,115.10925
54.54751	,116.61468
54.56753	,111.93882
54.58755	,116.16012
54.60757	,113.55859
54.62759	,111.52158
54.64761	,113.72747
54.66763	,109.34284
54.68765	,116.13892
54.70767	,114.80477
54.72769	,117.45008
54.74771	,114.0846
54.76773	,121.60186
54.78775	,120.55991
54.80777	,114.73858
54.82779	,119.53913
54.84781	,116.5083
54.86783	,121.3075
54.88786	,118.22562
54.90788	,117.72859
54.9279	,121.20434
54.94792	,116.4698
54.96794	,122.35478
54.98796	,117.14972
55.00798	,114.18338
55.028	,115.62229
55.04802	,114.36239
55.06804	,111.04832
55.08806	,113.30536
55.10808	,106.79827
55.1281	,106.56771
55.14812	,114.13297
55.16814	,116.27891
55.18816	,118.62422
55.20818	,115.49905
55.2282	,116.02015
55.24822	,111.48804
55.26824	,110.11303
55.28826	,118.27632
55.30828	,112.60268
55.32831	,113.10862
55.34833	,111.23289
55.36835	,111.78599
55.38837	,116.14732
55.40839	,116.11586
55.42841	,110.4389
55.44843	,112.41993
55.46845	,106.14249
55.48847	,114.65906
55.50849	,112.76906
55.52851	,112.18392
55.54853	,110.63433
55.56855	,114.25869
55.58857	,111.78631
55.60859	,108.12921
55.62861	,110.75276
55.64863	,118.77002
55.66866	,116.36562
55.68867	,112.2835
55.7087	,109.79243
55.72872	,112.44241
55.74874	,113.1079
55.76876	,108.42029
55.78878	,106.42994
55.8088	,113.99184
55.82882	,104.88885
55.84884	,105.89611
55.86886	,112.95452
55.88888	,114.12778
55.9089	,112.31422
55.92892	,109.67297
55.94894	,115.39306
55.96896	,110.23032
55.98898	,113.36497
56.00901	,120.41819
56.02903	,116.37697
56.04905	,114.32908
56.06907	,118.40392
56.08909	,108.84732
56.10911	,114.41836
56.12913	,109.68878
56.14915	,110.71307
56.16917	,107.63529
56.18919	,108.83443
56.20921,	109.417
56.22923	,110.32319
56.24925	,116.01175
56.26927	,114.14769
56.28929	,113.7355
56.30932	,115.59897
56.32934	,111.92001
56.34936	,108.4994
56.36938	,106.53732
56.3894	,114.24809
56.40942	,108.43221
56.42944	,108.9493
56.44946	,109.04632
56.46948	,105.85131
56.4895	,109.44034
56.50952	,103.71577
56.52954	,104.4384
56.54956	,108.86581
56.56959	,108.05851
56.58961	,107.34488
56.60963	,110.00728
56.62965	,111.62987
56.64967	,117.70402
56.66969	,113.92598
56.68971	,108.7383
56.70973	,109.58092
56.72975	,105.95986
56.74977	,106.06921
56.76979	,114.40594
56.78981	,115.0153
56.80983	,105.91617
56.82986	,104.49025
56.84988	,108.31707
56.8699	,113.35418
56.88992	,106.76378
56.90994	,105.91603
56.92996	,110.92025
56.94998	,116.94183
56.97	,116.92026
56.99002	,114.26015
57.01004	,101.76392
57.03006	,105.13826
57.05008	,104.02671
57.0701	,109.41126
57.09013	,102.34974
57.11015	,108.9184
57.13017	,109.42208
57.15019	,105.39229
57.17021	,110.06251
57.19023	,108.58079
57.21025	,102.75017
57.23027	,107.63387
57.25029	,106.53687
57.27031	,109.39644
57.29034	,109.68817
57.31036	,120.67486
57.33038	,111.1991
57.3504	,111.75746
57.37042	,106.26614
57.39044	,107.22162
57.41046	,106.87996
57.43048	,107.65971
57.4505	,109.02135
57.47052	,105.29073
57.49054	,103.93992
57.51056	,101.73835
57.53059	,111.14814
57.55061	,109.58661
57.57063	,109.07328
57.59065	,108.88956
57.61067	,108.79726
57.63069	,104.66449
57.65071	,110.98278
57.67073	,108.53229
57.69075	,107.24327
57.71078	,115.21974
57.7308	,107.0701
57.75082	,99.95154
57.77084	,105.47269
57.79086	,107.53993
57.81088	,103.81171
57.8309	,106.54898
57.85092	,102.27801
57.87094	,103.72191
57.89096	,106.65001
57.91099	,108.23142
57.93101	,110.20989
57.95103	,108.18312
57.97105	,108.95454
57.99107	,108.05357
58.01109	,107.85546
58.03111	,105.61774
58.05113	,112.25606
58.07115	,111.49259
58.09117	,104.72276
58.11119	,105.2413
58.13122	,104.36436
58.15124	,104.40169
58.17126	,110.18453
58.19128	,106.6375
58.2113	,104.1047
58.23132	,103.20844
58.25134	,107.80069
58.27136	,103.97004
58.29138	,112.8866
58.31141	,110.80286
58.33143,	105.674
58.35145	,102.55203
58.37147	,108.88568
58.39149	,106.64033
58.41151	,106.35862
58.43153	,106.09553
58.45155	,103.92979
58.47158	,103.7556
58.4916	,106.58456
58.51162	,106.97928
58.53164	,104.49988
58.55166	,108.02786
58.57168	,100.87695
58.5917	,103.76978
58.61172	,104.24561
58.63174	,103.13964
58.65176	,107.01224
58.67179	,108.20831
58.69181	,111.08737
58.71183	,108.95284
58.73185	,103.72709
58.75187	,107.41785
58.77189	,110.33925
58.79191	,110.8348
58.81194	,104.82849
58.83196	,110.19445
58.85198	,108.20367
58.872	,99.55352
58.89202	,105.0113
58.91204	,107.39884
58.93206	,105.70641
58.95208	,111.47153
58.9721	,112.57109
58.99213	,108.83322
59.01215	,108.66311
59.03217	,110.72378
59.05219	,107.05799
59.07221	,104.23339
59.09223	,110.84961
59.11225	,105.01039
59.13227	,99.31793
59.1523	,103.00545
59.17232	,102.55351
59.19234	,108.05041
59.21236	,101.01455
59.23238	,102.06588
59.2524	,101.12673
59.27242	,101.98824
59.29244	,109.0303
59.31247	,111.41462
59.33249	,105.20924
59.35251	,103.92347
59.37253	,102.55726
59.39255	,104.12259
59.41257	,101.92326
59.43259	,105.0807
59.45262	,104.07053
59.47264	,101.56857
59.49266	,108.14396
59.51268	,105.09112
59.5327	,102.52786
59.55272,	98.2629
59.57274	,105.49938
59.59277	,102.80495
59.61279	,98.47179
59.63281	,105.58713
59.65283,	101.919
59.67285,	102.428
59.69287	,99.93266
59.71289,	97.6707
59.73291	,100.39939
59.75294	,97.92128
59.77296	,99.06572
59.79298,	99.4268
59.813	,97.41274
59.83302	,106.4933
59.85304	,101.85467
59.87307	,98.38089
59.89309	,100.34816
59.91311	,101.00207
59.93313	,104.07121
59.95315	,105.84117
59.97317	,102.68357
59.99319	,100.35166
60.01321	,98.66796
60.03324	,108.77758
60.05326	,103.37393
60.07328	,108.73396
60.0933	,112.54749
60.11332	,107.25225
60.13334	,99.89926
60.15336	,105.90995
60.17339	,103.30268
60.19341	,102.31159
60.21343	,103.20063
60.23345	,111.42019
60.25347	,105.45665
60.27349,	105.1439
60.29352	,104.32927
60.31354	,105.34951
60.33356	,103.76188
60.35358	,102.14969
60.3736	,101.79639
60.39362,	102.3786
60.41364	,101.91104
60.43367	,105.63134
60.45369	,102.54312
60.47371	,98.57786
60.49373	,101.55584
60.51375	,99.09311
60.53377,	99.0043
60.5538	,93.24572
60.57382	,95.68193
60.59384	,99.60576
60.61386	,103.7538
60.63388	,104.63687
60.6539	,98.32234
60.67393	,98.35232
60.69395	,96.88367
60.71397	,107.83937
60.73399	,95.77108
60.75401	,101.03696
60.77403	,97.91806
60.79405	,100.66429
60.81408	,99.33826
60.8341	,100.14558
60.85412	,99.19466
60.87414	,102.58871
60.89416	,103.74354
60.91419	,107.41255
60.93421	,102.91662
60.95423	,99.73802
60.97425	,104.95671
60.99427	,95.31752
61.01429	,101.1664
61.03431	,101.2552
61.05434	,96.07889
61.07436	,100.46546
61.09438,	99.9781
61.1144	,92.82275
61.13442	,97.37521
61.15445	,100.04962
61.17447	,103.05782
61.19449	,100.09299
61.21451,	97.9984
61.23453	,99.33778
61.25455	,98.84809
61.27458	,99.06197
61.2946	,101.29884
61.31462	,101.27906
61.33464	,105.07484
61.35466	,99.73082
61.37468	,96.58064
61.39471	,102.59845
61.41473	,100.84457
61.43475	,95.03067
61.45477	,100.63425
61.47479	,103.07822
61.49482	,98.73886
61.51484	,102.3372
61.53486	,107.3525
61.55488	,104.22592
61.5749	,95.94519
61.59492	,92.96016
61.61495	,97.14335
61.63497	,98.82505
61.65499	,98.46456
61.67501	,99.51422
61.69503	,95.94422
