# 2Theta,Counts
  36.97081,  53.82910
  36.99083,  53.32397
  37.01084,  48.06296
  37.03086,  59.43479
  37.05088,  57.34739
  37.07090,  55.01691
  37.09092,  60.07960
  37.11093,  54.66790
  37.13095,  54.12143
  37.15097,  52.17901
  37.17099,  53.50946
  37.19100,  51.00906
  37.21102,  49.36788
  37.23104,  53.74485
  37.25106,  54.49613
  37.27108,  51.88609
  37.29110,  43.93457
  37.31111,  49.94543
  37.33113,  49.85531
  37.35115,  51.35379
  37.37117,  47.38941
  37.39118,  55.32377
  37.41120,  56.17003
  37.43122,  56.12390
  37.45124,  49.92878
  37.47126,  54.83793
  37.49127,  52.85139
  37.51129,  50.16779
  37.53131,  46.60665
  37.55133,  48.77250
  37.57135,  53.50307
  37.59136,  50.13725
  37.61138,  54.04080
  37.63140,  55.79308
  37.65142,  52.12604
  37.67144,  55.86952
  37.69145,  60.54551
  37.71147,  57.15917
  37.73149,  55.35450
  37.75151,  51.67768
  37.77153,  49.16730
  37.79154,  54.19895
  37.81156,  51.79389
  37.83158,  51.86138
  37.85160,  50.19846
  37.87162,  51.82461
  37.89163,  53.68123
  37.91165,  52.92264
  37.93167,  50.05047
  37.95169,  47.91901
  37.97171,  52.28973
  37.99172,  53.74956
  38.01174,  52.40685
  38.03176,  50.02609
  38.05178,  54.29669
  38.07180,  54.42762
  38.09181,  52.88807
  38.11183,  51.86345
  38.13185,  54.63358
  38.15187,  51.67520
  38.17189,  55.13176
  38.19190,  52.98390
  38.21192,  46.34459
  38.23194,  51.82813
  38.25196,  50.08195
  38.27198,  52.25929
  38.29199,  51.80321
  38.31201,  44.50588
  38.33203,  44.91468
  38.35205,  50.29352
  38.37207,  53.06347
  38.39208,  48.31554
  38.41210,  50.58637
  38.43212,  50.54123
  38.45214,  50.27990
  38.47216,  50.19577
  38.49217,  42.90132
  38.51219,  46.71971
  38.53221,  50.43022
  38.55223,  50.46343
  38.57225,  45.07692
  38.59227,  45.61729
  38.61228,  47.85630
  38.63230,  46.46789
  38.65232,  47.21081
  38.67234,  51.63048
  38.69236,  48.22461
  38.71237,  49.53763
  38.73239,  53.99861
  38.75241,  58.20230
  38.77243,  47.53933
  38.79245,  53.37570
  38.81246,  53.21889
  38.83248,  46.71711
  38.85250,  51.43250
  38.87252,  54.42198
  38.89254,  48.21253
  38.91255,  47.98859
  38.93257,  49.29995
  38.95259,  47.95215
  38.97261,  49.57436
  38.99263,  44.07695
  39.01265,  50.69046
  39.03266,  47.26681
  39.05268,  48.77607
  39.07270,  49.39066
  39.09272,  46.25704
  39.11274,  56.32735
  39.13275,  51.51848
  39.15277,  49.73758
  39.17279,  49.86715
  39.19281,  46.77021
  39.21283,  51.36724
  39.23284,  50.73418
  39.25286,  50.51761
  39.27288,  48.62396
  39.29290,  50.21983
  39.31292,  52.37393
  39.33293,  45.52272
  39.35295,  46.27752
  39.37297,  47.32431
  39.39299,  47.39180
  39.41301,  48.38719
  39.43303,  49.50637
  39.45304,  53.47480
  39.47306,  55.47740
  39.49308,  53.93850
  39.51310,  50.64414
  39.53312,  47.60583
  39.55313,  46.36668
  39.57315,  51.96983
  39.59317,  49.90917
  39.61319,  53.85755
  39.63321,  47.39348
  39.65323,  41.07477
  39.67324,  44.20126
  39.69326,  44.18395
  39.71328,  46.38920
