Two Theta,Summed Intensity
39.03000000000001,1526892.2059869212
39.050000000000004,1533411.6748355504
39.07000000000001,1512963.848910886
39.09,1605595.5838683427
39.11000000000001,1594852.4623544638
39.13,1551104.9187487043
39.150000000000006,1573251.0092800066
39.17,1552237.466231037
39.190000000000005,1527967.8428643444
39.21000000000001,1554380.3843910885
39.230000000000004,1547851.257772524
39.25000000000001,1526640.2093359747
39.27,1540761.2883059422
39.290000000000006,1550443.5171215432
39.31,1530657.5892679663
39.330000000000005,1508592.7643471905
39.35,1465202.1244542103
39.370000000000005,1565782.107578505
39.39000000000001,1556935.6950709606
39.410000000000004,1513234.4521064383
39.43000000000001,1485682.4940703993
39.45,1509164.240473781
39.470000000000006,1569105.642679006
39.49,1488610.8533504629
39.510000000000005,1546126.9700201289
39.53000000000001,1503737.9934275916
39.550000000000004,1558117.2348749472
39.57000000000001,1524208.9952559036
39.59,1537236.6674475959
39.61000000000001,1507275.584807695
39.63,1413544.5861792194
39.650000000000006,1493492.9897530023
39.67,1537702.5658434376
39.690000000000005,1501048.982136978
39.71000000000001,1550186.2736313865
39.730000000000004,1503327.8187691537
39.75000000000001,1476308.3156540361
39.77,1482302.6441338114
39.790000000000006,1511152.343601713
39.81,1494016.6694958017
39.830000000000005,1464010.6530903524
39.85,1542148.5634731986
39.870000000000005,1534365.3288434395
39.89000000000001,1512127.5025657513
39.910000000000004,1524997.9758232743
39.93000000000001,1552904.6033701417
39.95,1547020.2803105994
39.970000000000006,1475520.9288468817
39.99,1531588.7427163343
40.010000000000005,1500129.8184081826
40.03000000000001,1521026.8699710425
40.050000000000004,1589762.7775696989
40.07000000000001,1567507.7303651886
40.09,1503821.72497605
40.11000000000001,1513937.3414522484
40.13,1586546.4956473631
40.150000000000006,1548595.4308897455
40.17,1582094.0865662622
40.190000000000005,1580207.6987320506
40.21000000000001,1544123.173105447
40.230000000000004,1536242.8884540142
40.25000000000001,1607962.5714358448
40.27,1651206.7577361478
40.290000000000006,1562890.3408656535
40.31,1573500.3716845873
40.330000000000005,1606459.4767271962
40.35,1553476.2408595467
40.370000000000005,1561229.9747171113
40.39000000000001,1558066.7977123805
40.410000000000004,1532183.2884441994
40.43000000000001,1560291.0136358317
40.45,1538377.7758392487
40.470000000000006,1583853.069854288
40.49,1573498.3181108115
40.510000000000005,1636641.132008442
40.53000000000001,1584046.599177928
40.550000000000004,1573430.5230891167
40.57000000000001,1539637.6365400716
40.59,1536938.4910959003
40.61000000000001,1550392.1183573017
40.63,1544552.7675711666
40.650000000000006,1486415.432889178
40.67,1582224.0109661927
40.690000000000005,1585310.3422811367
40.71000000000001,1590212.5620896772
40.730000000000004,1520670.0969974229
40.75000000000001,1487089.4039915868
40.77,1480443.4401731968
40.790000000000006,1583857.0554252367
40.81,1518088.170758379
40.830000000000005,1509423.4936798604
40.85,1550157.5711729105
40.870000000000005,1587186.24397863
40.89000000000001,1505345.526402604
40.910000000000004,1544667.9306426267
40.93000000000001,1490789.1034858695
40.95,1471668.3226904208
40.970000000000006,1501909.6080682906
40.99,1556957.8640740314
41.010000000000005,1538288.1042756012
41.03000000000001,1551034.922929389
41.050000000000004,1565425.5620756715
41.07000000000001,1535791.2378880805
41.09,1557050.9585486178
41.11000000000001,1566577.2437718033
41.13,1565068.9876580222
41.150000000000006,1549826.2211376452
41.17,1505900.5384708536
41.190000000000005,1561049.5290874497
41.21,1513399.4049962463
41.230000000000004,1520883.2400537494
41.25000000000001,1564924.7983407632
41.27,1556751.9788812979
41.290000000000006,1532148.6591891167
41.31,1556607.1086375893
41.330000000000005,1550598.5412633407
41.35,1516922.5600346227
41.370000000000005,1534720.6275296786
41.39000000000001,1523766.0067853793
41.410000000000004,1568591.2831426132
41.43000000000001,1566239.6183722322
41.45,1636558.496121909
41.470000000000006,1537954.438649421
41.49,1524781.1290020212
41.510000000000005,1564526.471239519
41.53000000000001,1491754.2822751352
41.550000000000004,1518005.6440825409
41.57000000000001,1539058.4302898333
41.59,1560980.3269296077
41.61000000000001,1510826.8432916377
41.63,1548542.9002815736
41.650000000000006,1537558.7457298797
41.67,1509897.9045097355
41.690000000000005,1601504.7688273736
41.71,1552356.9574678056
41.730000000000004,1599551.0353567423
41.75000000000001,1590667.5655918769
41.77,1669088.8402814665
41.790000000000006,1609553.2265938316
41.81,1625759.1692994598
41.830000000000005,1578251.2062450594
41.85,1554810.9484397299
41.870000000000005,1561677.114625048
41.89000000000001,1586807.7331579379
41.910000000000004,1583461.4333048204
41.93000000000001,1646949.3592353337
41.95,1649259.5858081407
41.970000000000006,1562598.5401965785
41.99,1616338.9628244087
42.010000000000005,1659954.5928573583
42.03000000000001,1599240.0292867399
42.050000000000004,1608175.1331832723
42.07000000000001,1643469.0944537881
42.09,1615043.1663295568
42.11000000000001,1672740.7290516065
42.13,1675203.5341064865
42.150000000000006,1652450.1326775784
42.17,1638770.0542956926
42.190000000000005,1624672.1952339804
42.21,1644944.4758553759
42.230000000000004,1625601.5920733593
42.25000000000001,1635995.0005155397
42.27,1662853.8121168544
42.290000000000006,1702439.649564952
42.31,1735136.6015374311
42.330000000000005,1694704.6913369463
42.35,1736696.144336674
42.370000000000005,1740296.0538215323
42.39000000000001,1667735.3708815987
42.410000000000004,1746834.8468060438
42.43000000000001,1783028.3817560188
42.45,1809212.6969864825
42.470000000000006,1819845.3625508214
42.49,1830016.491735213
42.510000000000005,1885031.9843591594
42.53000000000001,1876953.1623355064
42.550000000000004,1928783.6923263888
42.57000000000001,1950336.5354219784
