Two Theta,Summed Intensity
39.03000000000001,1716212.6194701414
39.050000000000004,1717752.994256745
39.07000000000001,1763169.3721925623
39.09,1714189.2155606116
39.11000000000001,1793754.0286933633
39.13,1827969.9159341329
39.150000000000006,1845998.3956077003
39.17,1769882.6951392845
39.190000000000005,1723564.5831139686
39.21000000000001,1707368.8847333458
39.230000000000004,1786736.1651120768
39.25000000000001,1779122.653823661
39.27,1794440.3177440658
39.290000000000006,1737565.1516076806
39.31,1779783.7616073997
39.330000000000005,1669981.8391972906
39.35,1749751.781603354
39.370000000000005,1803506.002329464
39.39000000000001,1735415.9734757189
39.410000000000004,1738560.980179692
39.43000000000001,1798956.9245615313
39.45,1802488.472936291
39.470000000000006,1839440.2709695492
39.49,1768119.708594302
39.510000000000005,1750557.502172979
39.53000000000001,1802583.846749437
39.550000000000004,1715549.1890944815
39.57000000000001,1735473.9094992126
39.59,1733290.8636611295
39.61000000000001,1764628.4093782415
39.63,1721041.7608237718
39.650000000000006,1759010.4672169476
39.67,1721203.4628900655
39.690000000000005,1714834.7613849635
39.71000000000001,1751630.8735851403
39.730000000000004,1716765.3310346394
39.75000000000001,1724949.149514295
39.77,1807770.9143509332
39.790000000000006,1764402.485531888
39.81,1762682.3361425083
39.830000000000005,1733779.1751802755
39.85,1751938.9977392778
39.870000000000005,1718374.424348796
39.89000000000001,1786249.3649152317
39.910000000000004,1783079.0654000458
39.93000000000001,1699748.471432418
39.95,1687712.7794540904
39.970000000000006,1763637.371242327
39.99,1773258.9673127255
40.010000000000005,1756223.2408457901
40.03000000000001,1780787.599007197
40.050000000000004,1777050.2169558108
40.07000000000001,1770860.7915287777
40.09,1807261.0371102772
40.11000000000001,1726038.631629344
40.13,1739257.1991918003
40.150000000000006,1767931.8599788488
40.17,1743534.6333639151
40.190000000000005,1765071.9758727006
40.21000000000001,1809284.6519742182
40.230000000000004,1820993.020579441
40.25000000000001,1869255.504709977
40.27,1843739.7449063049
40.290000000000006,1845066.896545905
40.31,1799536.7640540781
40.330000000000005,1839102.3521853294
40.35,1776998.4348603413
40.370000000000005,1789919.2646324923
40.39000000000001,1841773.6892629967
40.410000000000004,1804257.4366912262
40.43000000000001,1796286.3801123293
40.45,1788739.9754476554
40.470000000000006,1833947.9667529478
40.49,1757254.3242290262
40.510000000000005,1775346.4046286005
40.53000000000001,1737977.0078009563
40.550000000000004,1795928.0572059178
40.57000000000001,1742909.0217514895
40.59,1806331.2546000634
40.61000000000001,1839845.8010977225
40.63,1805115.2040950044
40.650000000000006,1734943.643234232
40.67,1720307.2020653065
40.690000000000005,1715303.3253003885
40.71000000000001,1770167.2421373052
40.730000000000004,1791316.0211865
40.75000000000001,1751599.2827332653
40.77,1763339.7064310599
40.790000000000006,1816362.872646176
40.81,1717764.0853531822
40.830000000000005,1759384.9566876697
40.85,1780361.9325984092
40.870000000000005,1750694.4555596728
40.89000000000001,1802812.2703688547
40.910000000000004,1704951.2167576794
40.93000000000001,1757480.0585258466
40.95,1790051.758920939
40.970000000000006,1755358.4894668413
40.99,1782987.681621646
41.010000000000005,1857501.3774217959
41.03000000000001,1702037.5254982098
41.050000000000004,1735696.560819782
41.07000000000001,1686222.8547198423
41.09,1815598.8471739658
41.11000000000001,1797905.1048549332
41.13,1789902.7346483457
41.150000000000006,1781551.1177485387
41.17,1771733.9204470753
41.190000000000005,1750949.5119810547
41.21,1771330.2150836554
41.230000000000004,1820110.5620458259
41.25000000000001,1777112.4942690695
41.27,1794793.0827236124
41.290000000000006,1756696.3917493818
41.31,1768148.1133032641
41.330000000000005,1738010.4680300083
41.35,1807487.5145635237
41.370000000000005,1838047.9795496047
41.39000000000001,1782773.8041036474
41.410000000000004,1735931.7605918888
41.43000000000001,1788351.241345672
41.45,1820819.5069171053
41.470000000000006,1780106.4850065482
41.49,1801488.2639514087
41.510000000000005,1816893.5970051223
41.53000000000001,1804451.5221934891
41.550000000000004,1839931.1186315038
41.57000000000001,1824907.3946141526
41.59,1846915.8208441476
41.61000000000001,1773553.3283729572
41.63,1798948.8086895314
41.650000000000006,1855871.8032713877
41.67,1833548.6697792816
41.690000000000005,1822583.9333296178
41.71,1795143.8158165682
41.730000000000004,1841639.9266464983
41.75000000000001,1816037.5910217997
41.77,1827144.7127624808
41.790000000000006,1856854.3991137652
41.81,1888181.7073733371
41.830000000000005,1809692.8688581714
