Two Theta,Summed Intensity
39.03000000000001,1497980.8333554193
39.050000000000004,1440060.695928517
39.07000000000001,1444882.706488099
39.09,1401765.0763054239
39.11000000000001,1444317.8044635004
39.13,1419369.2126943113
39.150000000000006,1399088.9911628258
39.17,1374855.080818232
39.190000000000005,1418458.8381870876
39.21000000000001,1429301.0740789839
39.230000000000004,1388395.806868966
39.25000000000001,1391819.3000262657
39.27,1488949.5145995994
39.290000000000006,1400109.430809426
39.31,1433919.7661995725
39.330000000000005,1417780.7021053
39.35,1423274.0594752
39.370000000000005,1412904.0187324416
39.39000000000001,1384759.7377648633
39.410000000000004,1435923.1397259738
39.43000000000001,1455948.8985668435
39.45,1452539.3812972314
39.470000000000006,1475322.143439885
39.49,1417311.86442352
39.510000000000005,1391637.5046372435
39.53000000000001,1409598.5196788525
39.550000000000004,1366772.2631587705
39.57000000000001,1493100.8457316677
39.59,1447857.9287756
39.61000000000001,1438006.5377251008
39.63,1433078.4733740524
39.650000000000006,1420462.609455638
39.67,1432037.825060579
39.690000000000005,1442622.9618031832
39.71000000000001,1421911.8278402232
39.730000000000004,1426841.901463219
39.75000000000001,1455989.5681999363
39.77,1417508.765821593
39.790000000000006,1390224.8704184776
39.81,1427751.8958882168
39.830000000000005,1387083.3038273258
39.85,1439941.7897357352
39.870000000000005,1392049.2097769415
39.89000000000001,1402647.3304892154
39.910000000000004,1422053.640982845
39.93000000000001,1390387.4961243921
39.95,1407567.0916697865
39.970000000000006,1412824.6161073274
39.99,1419272.7656375316
40.010000000000005,1397507.6339088106
40.03000000000001,1371678.2499524795
40.050000000000004,1396845.8050353522
40.07000000000001,1417315.6125002897
40.09,1414773.4446529704
40.11000000000001,1422628.737807771
40.13,1370745.3065480615
40.150000000000006,1411819.0818736777
40.17,1479214.8930222658
40.190000000000005,1507728.5357648348
40.21000000000001,1511437.2522518362
40.230000000000004,1473862.6823133077
40.25000000000001,1470054.2909637073
40.27,1491512.4358985631
40.290000000000006,1465612.1800547084
40.31,1485228.9827671144
40.330000000000005,1474805.8849187903
40.35,1435753.6866285598
40.370000000000005,1462137.794564246
40.39000000000001,1458405.798139658
40.410000000000004,1471631.6326544126
40.43000000000001,1473597.6178042903
40.45,1482277.5997819514
40.470000000000006,1524807.694455179
40.49,1502179.0235081932
40.510000000000005,1550239.9753852363
40.53000000000001,1505264.031173304
40.550000000000004,1498471.904567681
40.57000000000001,1417458.236129323
40.59,1452525.1562353526
40.61000000000001,1430807.5570116078
40.63,1468051.251233555
40.650000000000006,1463491.4682057009
40.67,1428626.257249108
40.690000000000005,1373060.7110379154
40.71000000000001,1399575.541410689
