x,y_obs
23.99,0
24,1
24.01,1
24.02,2
24.03,0
24.04,2
24.05,0
24.06,1
24.07,1
24.08,2
24.09,0
24.1,1
24.11,0
24.12,2
24.13,0
24.14,1
24.15,1
24.16,2
24.17,0
24.18,1
24.19,1
24.2,2
24.21,-1
24.22,2
24.23,-1
24.24,2
24.25,0
24.26,1
24.27,1
24.28,2
24.29,1
24.3,5
24.31,1
24.32,2
24.33,0
24.34,1
24.35,0
24.36,2
24.37,1
24.38,1
24.39,0
24.4,1
24.41,0
24.42,2
24.43,1
24.44,2
24.45,0
24.46,2
24.47,0
24.48,2
24.49,1
24.5,2
24.51,1
24.52,1
24.53,1
24.54,2
24.55,1
24.56,1
24.57,-2
24.58,1
24.59,0
24.6,2
24.61,0
24.62,1
24.63,0
24.64,2
24.65,0
24.66,2
24.67,0
24.68,1
24.69,0
24.7,2
24.71,0
24.72,1
24.73,0
24.74,2
24.75,1
24.76,2
24.77,1
24.78,1
24.79,1
24.8,2
24.81,1
24.82,2
24.83,1
24.84,2
24.85,1
24.86,2
24.87,-1
24.88,4
24.89,0
24.9,1
24.91,1
24.92,2
24.93,0
24.94,1
24.95,0
24.96,2
24.97,1
24.98,1
24.99,1
25,1
25.01,0
25.02,2
25.03,1
25.04,2
25.05,1
25.06,1
25.07,0
25.08,1
25.09,0
25.1,3
25.11,0
25.12,1
25.13,1
25.14,1
25.15,1
25.16,1
25.17,0
25.18,2
25.19,0
25.2,1
25.21,1
25.22,2
25.23,0
25.24,2
25.25,0
25.26,2
25.27,0
25.28,1
25.29,0
25.3,1
25.31,0
25.32,2
25.33,0
25.34,2
25.35,0
25.36,2
25.37,1
25.38,2
25.39,1
25.4,2
25.41,0
25.42,2
25.43,0
25.44,1
25.45,1
25.46,1
25.47,0
25.48,2
25.49,1
25.5,2
25.51,0
25.52,2
25.53,0
25.54,1
25.55,1
25.56,1
25.57,-1
25.58,1
25.59,-1
25.6,1
25.61,0
25.62,2
25.63,0
25.64,1
25.65,0
25.66,1
25.67,1
25.68,1
25.69,0
25.7,3
25.71,1
25.72,4
25.73,0
25.74,2
25.75,-1
25.76,1
25.77,1
25.78,3
25.79,0
25.8,1
25.81,0
25.82,2
25.83,1
25.84,2
25.85,-1
25.86,1
25.87,-1
25.88,2
25.89,0
25.9,2
25.91,0
25.92,3
25.93,-1
25.94,2
25.95,1
25.96,2
25.97,1
25.98,2
25.99,-1
26,1
26.01,-1
26.02,1
26.03,1
26.04,2
26.05,0
26.06,1
26.07,0
26.08,1
26.09,0
26.1,1
26.11,-1
26.12,1
26.13,0
26.14,1
26.15,1
26.16,2
26.17,1
26.18,2
26.19,1
26.2,3
26.21,1
26.22,1
26.23,1
26.24,1
26.25,1
26.26,2
26.27,-2
26.28,2
26.29,0
26.3,1
26.31,1
26.32,2
26.33,0
26.34,2
26.35,-2
26.36,1
26.37,0
26.38,4
26.39,-1
26.4,1
26.41,0
26.42,2
26.43,1
26.44,2
26.45,0
26.46,1
26.47,1
26.48,3
26.49,0
26.5,1
26.51,1
26.52,2
26.53,1
26.54,2
26.55,-1
26.56,2
26.57,1
26.58,2
26.59,0
26.6,2
26.61,0
26.62,2
26.63,0
26.64,2
26.65,0
26.66,3
26.67,0
26.68,2
26.69,0
26.7,2
26.71,1
26.72,1
26.73,1
26.74,2
26.75,0
26.76,2
26.77,0
26.78,2
26.79,0
26.8,1
26.81,0
26.82,2
26.83,1
26.84,2
26.85,1
26.86,1
26.87,-1
26.88,1
26.89,1
26.9,1
26.91,0
26.92,2
26.93,0
26.94,2
26.95,0
26.96,1
26.97,0
26.98,2
26.99,1
27,2
27.01,0
27.02,2
27.03,1
27.04,2
27.05,0
27.06,1
27.07,0
27.08,1
27.09,0
27.1,2
27.11,1
27.12,1
27.13,0
27.14,2
27.15,0
27.16,2
27.17,0
27.18,2
27.19,0
27.2,2
27.21,0
27.22,2
27.23,1
27.24,3
27.25,0
27.26,2
27.27,1
27.28,2
27.29,0
27.3,2
27.31,0
27.32,1
27.33,1
27.34,2
27.35,0
27.36,2
27.37,0
27.38,3
27.39,0
27.4,2
27.41,1
27.42,2
27.43,1
27.44,1
27.45,1
27.46,2
27.47,0
27.48,3
27.49,0
27.5,1
27.51,1
27.52,2
27.53,1
27.54,2
27.55,-1
27.56,1
27.57,0
27.58,3
27.59,0
27.6,1
27.61,0
27.62,1
27.63,1
27.64,2
27.65,1
27.66,2
27.67,1
27.68,2
27.69,0
27.7,2
27.71,0
27.72,1
27.73,1
27.74,1
27.75,0
27.76,1
27.77,0
27.78,1
27.79,-1
27.8,1
27.81,-1
27.82,2
27.83,0
27.84,1
27.85,0
27.86,5
27.87,0
27.88,2
27.89,0
27.9,2
27.91,1
27.92,1
27.93,0
27.94,2
27.95,-1
27.96,2
27.97,0
27.98,3
27.99,0
28,2
28.01,1
28.02,2
28.03,1
28.04,1
28.05,1
28.06,2
28.07,0
28.08,1
28.09,0
28.1,2
28.11,1
28.12,1
28.13,1
28.14,2
28.15,1
28.16,3
28.17,1
28.18,1
28.19,1
28.2,1
28.21,1
28.22,1
28.23,0
28.24,1
28.25,0
28.26,1
28.27,0
28.28,2
28.29,1
28.3,1
28.31,0
28.32,1
28.33,-2
28.34,2
28.35,0
28.36,1
28.37,0
28.38,1
28.39,1
28.4,2
28.41,0
28.42,1
28.43,0
28.44,1
28.45,1
28.46,1
28.47,1
28.48,2
28.49,1
28.5,1
28.51,0
28.52,2
28.53,0
28.54,1
28.55,-2
28.56,1
28.57,0
28.58,2
28.59,0
28.6,1
28.61,0
28.62,1
28.63,1
28.64,2
28.65,0
28.66,2
28.67,0
28.68,2
28.69,0
28.7,2
28.71,1
28.72,1
28.73,1
28.74,2
28.75,-1
28.76,1
28.77,1
28.78,3
28.79,0
28.8,1
28.81,0
28.82,1
28.83,0
28.84,2
28.85,0
28.86,5
28.87,0
28.88,1
28.89,1
28.9,1
28.91,0
28.92,1
28.93,1
28.94,3
28.95,1
28.96,1
28.97,0
28.98,2
28.99,0
29,4
29.01,0
29.02,2
29.03,0
29.04,2
29.05,0
29.06,2
29.07,1
29.08,2
29.09,0
29.1,2
29.11,1
29.12,1
29.13,1
29.14,1
29.15,0
29.16,3
29.17,0
29.18,2
29.19,0
29.2,2
29.21,0
29.22,1
29.23,1
29.24,2
29.25,0
29.26,2
29.27,-1
29.28,1
29.29,1
29.3,2
29.31,0
29.32,1
29.33,1
29.34,1
29.35,1
29.36,2
29.37,0
29.38,1
29.39,0
29.4,2
29.41,0
29.42,2
29.43,1
29.44,2
29.45,0
29.46,1
29.47,-1
29.48,1
29.49,1
29.5,2
29.51,0
29.52,2
29.53,0
29.54,2
29.55,1
29.56,1
29.57,0
29.58,2
29.59,-1
29.6,2
29.61,1
29.62,3
29.63,0
29.64,2
29.65,0
29.66,1
29.67,0
29.68,2
29.69,0
29.7,2
29.71,0
29.72,2
29.73,0
29.74,2
29.75,1
29.76,3
29.77,0
29.78,2
29.79,0
29.8,2
29.81,0
29.82,1
29.83,0
29.84,2
29.85,0
29.86,1
29.87,0
29.88,1
29.89,0
29.9,2
29.91,1
29.92,2
29.93,0
29.94,1
29.95,-1
29.96,2
29.97,-3
29.98,1
29.99,0
30,2
30.01,1
30.02,2
30.03,0
30.04,1
30.05,0
30.06,4
30.07,0
30.08,2
30.09,0
30.1,1
30.11,0
30.12,2
30.13,1
30.14,2
30.15,1
30.16,3
30.17,1
30.18,2
30.19,1
30.2,2
30.21,-1
30.22,2
30.23,-2
30.24,2
30.25,0
30.26,1
30.27,0
30.28,2
30.29,0
30.3,2
30.31,0
30.32,2
30.33,0
30.34,1
30.35,0
30.36,2
30.37,1
30.38,1
30.39,0
30.4,2
30.41,1
30.42,1
30.43,1
30.44,2
30.45,0
30.46,2
30.47,1
30.48,1
30.49,1
30.5,2
30.51,0
30.52,1
30.53,0
30.54,2
30.55,0
30.56,2
30.57,1
30.58,1
30.59,0
30.6,1
30.61,1
30.62,1
30.63,0
30.64,2
30.65,0
30.66,2
30.67,0
30.68,2
30.69,1
30.7,2
30.71,1
30.72,2
30.73,-1
30.74,2
30.75,-2
30.76,2
30.77,0
30.78,1
30.79,0
30.8,3
30.81,-1
30.82,1
30.83,0
30.84,1
30.85,0
30.86,2
30.87,0
30.88,1
30.89,1
30.9,1
30.91,1
30.92,2
30.93,1
30.94,2
30.95,0
30.96,2
30.97,1
30.98,2
30.99,0
31,2
31.01,0
31.02,4
31.03,-1
31.04,2
31.05,0
31.06,2
31.07,-1
31.08,2
31.09,0
31.1,1
31.11,0
31.12,1
31.13,0
31.14,1
31.15,1
31.16,2
31.17,0
31.18,2
31.19,1
31.2,1
31.21,0
31.22,1
31.23,1
31.24,2
31.25,1
31.26,1
31.27,0
31.28,2
31.29,0
31.3,1
31.31,1
31.32,2
31.33,0
31.34,2
31.35,1
31.36,1
31.37,0
31.38,1
31.39,0
31.4,2
31.41,1
31.42,1
31.43,0
31.44,3
31.45,1
31.46,2
31.47,0
31.48,2
31.49,0
31.5,2
31.51,-1
31.52,1
31.53,0
31.54,1
31.55,-1
31.56,1
31.57,0
31.58,2
31.59,0
31.6,2
31.61,0
31.62,1
31.63,0
31.64,2
31.65,0
31.66,1
31.67,0
31.68,1
31.69,0
31.7,1
31.71,0
31.72,2
31.73,0
31.74,2
31.75,1
31.76,2
31.77,0
31.78,2
31.79,-1
31.8,2
31.81,1
31.82,2
31.83,0
31.84,2
31.85,1
31.86,2
31.87,0
31.88,1
31.89,1
31.9,1
31.91,1
31.92,2
31.93,0
31.94,2
31.95,1
31.96,1
31.97,1
31.98,3
31.99,0
32,2
32.01,0
32.02,2
32.03,0
32.04,1
32.05,1
32.06,1
32.07,1
32.08,3
32.09,0
32.1,1
32.11,0
32.12,2
32.13,0
32.14,2
32.15,0
32.16,1
32.17,0
32.18,2
32.19,1
32.2,1
32.21,0
32.22,3
32.23,1
32.24,2
32.25,0
32.26,1
32.27,1
32.28,2
32.29,0
32.3,2
32.31,-1
32.32,2
32.33,0
32.34,2
32.35,0
32.36,1
32.37,-1
32.38,2
32.39,0
32.4,2
32.41,-1
32.42,2
32.43,1
32.44,3
32.45,0
32.46,2
32.47,1
32.48,1
32.49,1
32.5,2
32.51,0
32.52,3
32.53,-2
32.54,1
32.55,0
32.56,1
32.57,1
32.58,1
32.59,1
32.6,2
32.61,0
32.62,1
32.63,-1
32.64,2
32.65,0
32.66,2
32.67,0
32.68,2
32.69,0
32.7,2
32.71,0
32.72,1
32.73,-1
32.74,2
32.75,0
32.76,1
32.77,0
32.78,1
32.79,0
32.8,2
32.81,1
32.82,2
32.83,0
32.84,1
32.85,-2
32.86,2
32.87,1
32.88,2
32.89,0
32.9,1
32.91,0
32.92,2
32.93,1
32.94,1
32.95,0
32.96,1
32.97,0
32.98,1
32.99,1
33,3
33.01,0
33.02,2
33.03,1
33.04,1
33.05,1
33.06,2
33.07,0
33.08,2
33.09,1
33.1,3
33.11,0
33.12,1
33.13,0
33.14,1
33.15,0
33.16,2
33.17,0
33.18,2
33.19,0
33.2,1
33.21,0
33.22,1
33.23,1
33.24,1
33.25,1
33.26,2
33.27,0
33.28,2
33.29,0
33.3,1
33.31,1
33.32,2
33.33,0
33.34,2
33.35,0
33.36,1
33.37,1
33.38,2
33.39,1
33.4,1
33.41,0
33.42,1
33.43,0
33.44,2
33.45,0
33.46,1
33.47,0
33.48,1
33.49,0
33.5,1
33.51,0
33.52,1
33.53,-1
33.54,1
33.55,1
33.56,2
33.57,1
33.58,2
33.59,-0.96
33.6,2.04
33.61,0
33.62,2.04
33.63,0
33.64,2.04
33.65,0
33.66,1.041
33.67,0
33.68,2.061
33.69,0.061
33.7,1.061
33.71,0
33.72,1.061
33.73,0
33.74,2.062
33.75,1
33.76,2.062
33.77,1
33.78,1.062
33.79,1
33.8,2.063
33.81,0
33.82,1.063
33.83,0
33.84,2.063
33.85,0
33.86,3
33.87,0
33.88,1.064
33.89,1
33.9,1.065
33.91,1
33.92,2
33.93,0
33.94,2
33.95,1
33.96,3
33.97,1
33.98,1.066
33.99,0
34,2.066
34.01,0
34.02,2.067
34.03,1
34.04,4
34.05,1
34.06,1.067
34.07,0
34.08,1.068
34.09,0
34.1,1.068
34.11,0
34.12,1.069
34.13,1
34.14,1.069
34.15,0
34.16,3
34.17,1
34.18,2.07
34.19,0.07
34.2,2
34.21,1
34.22,3
34.23,0.071
34.24,2
34.25,0
34.26,3
34.27,0
34.28,2.072
34.29,0
34.3,1.072
34.31,1
34.32,2.073
34.33,1
34.34,1.073
34.35,1
34.36,2
34.37,0
34.38,3
34.39,1
34.4,2.074
34.41,1
34.42,2
34.43,0
34.44,1.075
34.45,0
34.46,1.076
34.47,0
34.48,1.076
34.49,0
34.5,2.077
34.51,0
34.52,1.077
34.53,-0.923
34.54,2.077
34.55,0
34.56,1.078
34.57,-1.922
34.58,1.078
34.59,0
34.6,2.079
34.61,0.079
34.62,2.079
34.63,0
34.64,2.08
34.65,0
34.66,2
34.67,1
34.68,2.081
34.69,1
34.7,1.081
34.71,0
34.72,1.082
34.73,0
34.74,3
34.75,0
34.76,1.083
34.77,0.083
34.78,2
34.79,0.084
34.8,4
34.81,1
34.82,1.084
34.83,1
34.84,2
34.85,1
34.86,1.085
34.87,0
34.88,3
34.89,-1.914
34.9,4
34.91,1
34.92,3
34.93,1
34.94,3
34.95,1
34.96,3
34.97,0
34.98,2.089
34.99,0.089
35,2
35.01,0
35.02,4
35.03,1
35.04,2.09
35.05,1
35.06,2
35.07,0
35.08,1.092
35.09,0
35.1,2.092
35.11,0.093
35.12,1.093
35.13,1
35.14,2
35.15,1
35.16,2
35.17,0
35.18,1.095
35.19,1
35.2,3
35.21,0.096
35.22,4
35.23,0
35.24,2.097
35.25,0.097
35.26,2.097
35.27,0.098
35.28,2.098
35.29,0
35.3,2.099
35.31,0.099
35.32,2.099
35.33,0.1
35.34,2.1
35.35,1
35.36,1.101
35.37,1
35.38,2.101
35.39,0.102
35.4,1.102
35.41,1
35.42,1.103
35.43,0
35.44,2.103
35.45,0
35.46,2.104
35.47,0
35.48,3
35.49,0
35.5,2.106
35.51,0
35.52,1.106
35.53,0.107
35.54,1.107
35.55,1
35.56,2.108
35.57,1
35.58,2
35.59,0.109
35.6,2.109
35.61,1
35.62,2.11
35.63,1
35.64,2.111
35.65,1
35.66,2
35.67,0
35.68,2.113
35.69,1
35.7,1.113
35.71,1
35.72,3
35.73,0
35.74,1.115
35.75,1
35.76,2
35.77,0.116
35.78,1.117
35.79,1
35.8,1.118
35.81,0.118
35.82,1.119
35.83,1
35.84,2
35.85,0.12
35.86,2
35.87,0
35.88,2
35.89,1
35.9,3
35.91,1
35.92,1.667
35.93,0.669
35.94,2.67
35.95,1
35.96,2
35.97,0.676
35.98,3
35.99,0
36,3
36.01,1
36.02,1.957
36.03,0
36.04,2.962
36.05,1
36.06,1.968
36.07,0
36.08,5
36.09,0
36.1,1.979
36.11,0.981
36.12,2
36.13,0.987
36.14,2
36.15,0
36.16,3
36.17,1
36.18,2.001
36.19,1
36.2,2.007
36.21,1.01
36.22,3
36.23,-1.984
36.24,2.018
36.25,1
36.26,2.024
36.27,0
36.28,3
36.29,1
36.3,2
36.31,1
36.32,2.042
36.33,0
36.34,3.049
36.35,1
36.36,3.055
36.37,0
36.38,2.061
36.39,0
36.4,5
36.41,0.07
36.42,2.074
36.43,-0.923
36.44,2.08
36.45,1.083
36.46,2.086
36.47,0
36.48,2.093
36.49,0.096
36.5,2
36.51,1.103
36.52,2
36.53,1
36.54,2.113
36.55,0
36.56,2.12
36.57,1
36.58,2.126
36.59,-2.87
36.6,3.196
36.61,1
36.62,2.203
36.63,1.207
36.64,2
36.65,1.214
36.66,2
36.67,0
36.68,2
36.69,0
36.7,3
36.71,1
36.72,2
36.73,-0.597
36.74,2.408
36.75,0.412
36.76,3.416
36.77,-0.517
36.78,2.488
36.79,0.492
36.8,3.497
36.81,0.501
36.82,4
36.83,1
36.84,3
36.85,0.52
36.86,3.524
36.87,1
36.88,2
36.89,0.539
36.9,3.544
36.91,0
36.92,2
36.93,1.558
36.94,3
36.95,0
36.96,2.573
36.97,1.578
36.98,3
36.99,0
37,4
37.01,0
37.02,2.603
37.03,0
37.04,3.613
37.05,1.618
37.06,3.623
37.07,1.629
37.08,2
37.09,-0.361
37.1,5
37.11,1
37.12,2
37.13,0.66
37.14,2.666
37.15,1
37.16,2
37.17,1
37.18,4
37.19,0.693
37.2,3.699
37.21,-0.296
37.22,8
37.23,0.715
37.24,2
37.25,-2.273
37.26,2
37.27,1.738
37.28,2.744
37.29,1
37.3,4
37.31,0.762
37.32,2.768
37.33,1.774
37.34,3
37.35,0
37.36,2.792
37.37,-2.202
37.38,2.804
37.39,1
37.4,2
37.41,-0.178
37.42,3
37.43,1
37.44,2
37.45,1
37.46,3.854
37.47,1.86
37.48,3
37.49,1.873
37.5,3.88
37.51,1.886
37.52,3.893
37.53,1
37.54,2.906
37.55,1.913
37.56,3
37.57,1
37.58,2
37.59,0.94
37.6,3
37.61,0.954
37.62,4
37.63,-0.032
37.64,2.975
37.65,0.982
37.66,2.989
37.67,-0.004
37.68,4.003
37.69,1
37.7,3.018
37.71,2
37.72,2.032
37.73,2
37.74,6
37.75,1
37.76,3
37.77,0
37.78,3
37.79,2
37.8,2.093
37.81,0.1
37.82,2.108
37.83,1
37.84,3.124
37.85,1
37.86,4.14
37.87,1
37.88,5
37.89,1.164
37.9,4.172
37.91,1.181
37.92,4.189
37.93,1
37.94,2.206
37.95,0.214
37.96,3
37.97,1.231
37.98,3
37.99,-0.752
38,2.257
38.01,2
38.02,3.275
38.03,-1.717
38.04,3.292
38.05,1
38.06,4
38.07,-0.681
38.08,4
38.09,2
38.1,2.347
38.11,1.356
38.12,2.366
38.13,2
38.14,3
38.15,0
38.16,3.404
38.17,1
38.18,4
38.19,0.433
38.2,4.443
38.21,1.453
38.22,4
38.23,2
38.24,3.483
38.25,2
38.26,3
38.27,1
38.28,3.524
38.29,1
38.3,3
38.31,2
38.32,3.567
38.33,0
38.34,3.588
38.35,2
38.36,3.61
38.37,0
38.38,4
38.39,0.643
38.4,4
38.41,0
38.42,2.678
38.43,-0.311
38.44,3.701
38.45,2
38.46,4
38.47,2
38.48,3
38.49,2
38.5,4
38.51,1.784
38.52,4
38.53,1
38.54,2.822
38.55,2
38.56,3.847
38.57,-0.14
38.58,2.872
38.59,-0.115
38.6,2.898
38.61,1
38.62,3
38.63,0.938
38.64,3
38.65,2
38.66,3
38.67,0
38.68,3.006
38.69,2
38.7,3.034
38.71,2.049
38.72,3.063
38.73,2
38.74,4.092
38.75,2
38.76,4
38.77,2
38.78,4.151
38.79,1
38.8,3.181
38.81,2
38.82,3.212
38.83,2.228
38.84,4.243
38.85,-0.741
38.86,4
38.87,2
38.88,3.308
38.89,0
38.9,3
38.91,2
38.92,3.374
38.93,1.391
38.94,5
38.95,0
38.96,4
38.97,1
38.98,3
38.99,-0.504
39,4
39.01,2
39.02,4.55
39.03,2
39.04,3
39.05,1.606
39.06,3
39.07,2.645
39.08,3.664
39.09,0
39.1,4
39.11,2
39.12,3
39.13,2.763
39.14,4
39.15,2.805
39.16,3.825
39.17,1
39.18,3.868
39.19,0
39.2,4
39.21,2.933
39.22,3
39.23,2.977
39.24,4
39.25,1
39.26,5.045
39.27,1.069
39.28,5.092
39.29,2.116
39.3,5
39.31,2
39.32,4
39.33,3
39.34,6.238
39.35,2.263
39.36,4.289
39.37,2.315
39.38,4
39.39,1.367
39.4,6
39.41,1.421
39.42,5.448
39.43,3
39.44,5
39.45,3
39.46,3.56
39.47,1.589
39.48,4
39.49,1
39.5,4.677
39.51,1.707
39.52,3.738
39.53,-4.231
39.54,4.8
39.55,2.832
39.56,4.864
39.57,1
39.58,4.929
39.59,3
39.6,3.996
39.61,0
39.62,4.065
39.63,3.1
39.64,4
39.65,3.171
39.66,4.207
39.67,3
39.68,5
39.69,1.32
39.7,5
39.71,-1.603
39.72,8
39.73,3.476
39.74,5
39.75,3.558
39.76,4
39.77,1.642
39.78,5.685
39.79,-2.271
39.8,4
39.81,3.818
39.82,7
39.83,2
39.84,6
39.85,2
39.86,5.053
39.87,2
39.88,8
39.89,2
39.9,8.255
39.91,3
39.92,4.361
39.93,1.415
39.94,5
39.95,2
39.96,7
39.97,3
39.98,6.701
39.99,3.762
40,6.823
40.01,1.885
40.02,6
40.03,2
40.04,5.08
40.05,3
40.06,11
40.07,4
40.08,6
40.09,4
40.1,5.505
40.11,3.581
40.12,7.658
40.13,1.737
40.14,5.818
40.15,2.9
40.16,6.985
40.17,0.071
40.18,9
40.19,1.249
40.2,6.341
40.21,4.435
40.22,6.532
40.23,3.631
40.24,6
40.25,5
40.26,6.942
40.27,5
40.28,7.163
40.29,2.278
40.3,6
40.31,5
40.32,6.641
40.33,4
40.34,9.9
40.35,4.035
40.36,7
40.37,5.317
40.38,14
40.39,3
40.4,8
40.41,3.934
40.42,7.1
40.43,4.272
40.44,10.449
40.45,5
40.46,8.822
40.47,4
40.48,13
40.49,5.431
40.5,7.649
40.51,5
40.52,8
40.53,7.353
40.54,9
40.55,3.869
40.56,13
40.57,7
40.58,11
40.59,3.034
40.6,9
40.61,8
40.62,10.049
40.63,7
40.64,11
40.65,9.211
40.66,14.637
40.67,8
40.68,11
40.69,9
40.7,17
40.71,11
40.72,12
40.73,10.324
40.74,16
40.75,11.67
40.76,13
40.77,8
40.78,20.023
40.79,12.913
40.8,14.865
40.81,12.884
40.82,19
40.83,13.152
40.84,20.418
40.85,16
40.86,19
40.87,17.866
40.88,26
40.89,20
40.9,25
40.91,11
40.92,27.358
40.93,22
40.94,28
40.95,19
40.96,31
40.97,32.986
40.98,46
40.99,35.417
41,44.062
41.01,42
41.02,63
41.03,59.877
41.04,92.15
41.05,84
41.06,115.13
41.07,117
41.08,178
41.09,187
41.1,266.857
41.11,318.363
41.12,406
41.13,463.818
41.14,576.499
41.15,619.944
41.16,773.785
41.17,784
41.18,866.731
41.19,848.072
41.2,914.236
41.21,847
41.22,883.762
41.23,766.19
41.24,763
41.25,680
41.26,683.754
41.27,620
41.28,625
41.29,520.126
41.3,553.881
41.31,480.183
41.32,460.469
41.33,344.338
41.34,334.716
41.35,267.784
41.36,237.649
41.37,190
41.38,167.982
41.39,115.742
41.4,109.151
41.41,81
41.42,75.559
41.43,62.782
41.44,55.452
41.45,39.3
41.46,45
41.47,28.494
41.48,44.358
41.49,32
41.5,37.269
41.51,22.769
41.52,31.739
41.53,20.078
41.54,26.715
41.55,15.6
41.56,23.698
41.57,19
41.58,25
41.59,17.006
41.6,21.719
41.61,17.544
41.62,20.472
41.63,15
41.64,20
41.65,14.775
41.66,26.023
41.67,11.334
41.68,23.702
41.69,13
41.7,23.592
41.71,13.106
41.72,18.66
41.73,10
41.74,18.882
41.75,12.543
41.76,16
41.77,12.955
41.78,26
41.79,14
41.8,19.27
41.81,14.088
41.82,16.927
41.83,11.786
41.84,17.663
41.85,10.559
41.86,23
