"Instparm: Type","PXC"
"Instparm: Bank",      1.00
"Instparm: Lam1",      1.54
"Instparm: Lam2",      1.54
"Instparm: Zero",  0.000000
"Instparm: Polariz.",      0.70
"Instparm: Azimuth",      0.00
"Instparm: I(L2)/I(L1)",      0.50
"Instparm: U",      9.42
"Instparm: V",    -12.57
"Instparm: W",     22.76
"Instparm: X",      0.66
"Instparm: Y",      2.50
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Instparm: Source","?"
"Samparm: InstrName",
"Samparm: Scale",    100.00
"Samparm: Type",Bragg-Brentano
"Samparm: DisplaceX",      0.00
"Samparm: DisplaceY",      0.00
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"Samparm: Shift",      0.00
"Samparm: Transparency",      0.00
"Samparm: SurfRoughA",      0.00
"Samparm: SurfRoughB",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
90.31,90,0.0111111,98.6416,1,5.78369
90.32,105,0.00952381,103.974,1,5.78419
90.33,95,0.0105263,109.779,1,5.78469
90.34,126,0.00793651,116.121,1,5.78519
90.35,113.161,0.008837,123.08,1,5.7857
90.36,134.513,0.00743423,130.756,1,5.7862
90.37,122,0.00819672,139.278,1,5.7867
90.38,169,0.00591716,148.809,1,5.7872
90.39,159,0.00628931,159.563,1,5.7877
90.4,178.631,0.00559813,171.816,1,5.7882
90.41,171,0.00584795,185.924,1,5.78871
90.42,204.684,0.00488557,202.342,1,5.78921
90.43,196.292,0.00509444,221.646,1,5.78971
90.44,248,0.00403226,244.548,1,5.79021
90.45,262.821,0.00380487,271.91,1,5.79071
90.46,328,0.00304878,304.757,1,5.79121
90.47,341.528,0.00292801,344.264,1,5.79171
90.48,394,0.00253807,391.74,1,5.79222
90.49,442.17,0.00226158,448.585,1,5.79272
90.5,527,0.00189753,516.229,1,5.79322
90.51,565,0.00176991,596.049,1,5.79372
90.52,693.516,0.00144193,689.258,1,5.79422
90.53,782,0.00127877,796.782,1,5.79472
90.54,971.217,0.00102964,919.108,1,5.79522
90.55,1024,0.000976562,1056.12,1,5.79572
90.56,1252.76,0.000798239,1206.88,1,5.79622
90.57,1352,0.000739645,1369.37,1,5.79673
90.58,1599,0.000625391,1540.16,1,5.79723
90.59,1673,0.000597729,1714,1,5.79773
90.6,1936,0.000516529,1883.42,1,5.79823
90.61,2031.26,0.000492306,2038.63,1,5.79873
90.62,2229.96,0.000448438,2167.98,1,5.79923
90.63,2248,0.00044484,2259.52,1,5.79973
90.64,2327,0.000429738,2303.47,1,5.80023
90.65,2218,0.000450857,2294.97,1,5.80073
90.66,2319.24,0.000431175,2235.62,1,5.80123
90.67,2082,0.000480307,2133.01,1,5.80173
90.68,2072.89,0.000482418,1998.45,1,5.80223
90.69,1832.35,0.000545746,1844.18,1,5.80273
90.7,1708.67,0.00058525,1681.34,1,5.80323
90.71,1505,0.000664452,1518.92,1,5.80373
90.72,1389.33,0.000719771,1363.66,1,5.80423
90.73,1151,0.00086881,1220.32,1,5.80473
90.74,1100.21,0.000908914,1092.11,1,5.80523
90.75,969,0.00103199,981.048,1,5.80573
90.76,904,0.00110619,888.307,1,5.80623
90.77,806.769,0.00123951,814.385,1,5.80673
90.78,759.592,0.0013165,759.296,1,5.80723
90.79,699.38,0.00142984,722.69,1,5.80773
90.8,741,0.00134953,703.941,1,5.80823
90.81,687,0.0014556,702.213,1,5.80873
90.82,734.971,0.0013606,716.485,1,5.80923
90.83,654.106,0.0015288,745.553,1,5.80973
90.84,823.97,0.00121364,787.985,1,5.81023
90.85,806,0.00124069,842.042,1,5.81073
90.86,929.084,0.00107633,905.542,1,5.81123
90.87,960,0.00104167,975.677,1,5.81173
90.88,1066.58,0.000937573,1048.79,1,5.81223
90.89,1091.41,0.000916244,1120.21,1,5.81273
90.9,1231.46,0.000812042,1184.23,1,5.81323
90.91,1234.17,0.000810258,1234.59,1,5.81373
90.92,1284,0.000778816,1265.36,1,5.81423
90.93,1247.72,0.00080146,1272.36,1,5.81473
90.94,1299.58,0.00076948,1254.29,1,5.81523
90.95,1183.22,0.000845151,1213.11,1,5.81573
90.96,1217.71,0.000821215,1153.35,1,5.81622
90.97,1046,0.000956023,1080.78,1,5.81672
90.98,1027,0.00097371,1001.04,1,5.81722
90.99,867.736,0.00115242,918.868,1,5.81772
91,842,0.00118765,837.725,1,5.81822
91.01,759.71,0.00131629,759.855,1,5.81872
91.02,717,0.0013947,686.506,1,5.81922
91.03,616.443,0.00162221,618.221,1,5.81972
91.04,573.261,0.00174441,555.131,1,5.82022
91.05,473,0.00211416,497.202,1,5.82072
91.06,453,0.00220751,444.386,1,5.82121
91.07,395.297,0.00252974,396.649,1,5.82171
91.08,371.857,0.00268921,353.928,1,5.82221
91.09,307,0.00325733,316.082,1,5.82271
91.1,294.726,0.00339298,282.863,1,5.82321
91.11,245.863,0.00406731,253.931,1,5.82371
91.12,237.785,0.00420548,228.892,1,5.82421
91.13,199,0.00502513,207.333,1,5.8247
91.14,207.705,0.00481452,188.853,1,5.8252
91.15,166,0.0060241,173.081,1,5.8257
91.16,169.381,0.00590384,159.691,1,5.8262
91.17,138.792,0.00720504,148.396,1,5.8267
91.18,161.906,0.00617644,138.953,1,5.82719
91.19,122,0.00819672,131.154,1,5.82769
91.2,152,0.00657895,124.821,1,5.82819
91.21,92.6009,0.010799,119.8,1,5.82869
91.22,133.913,0.00746751,115.957,1,5.82919
91.23,108,0.00925926,113.164,1,5.82969
91.24,122,0.00819672,111.3,1,5.83018
91.25,94,0.0106383,110.238,1,5.83068
91.26,134,0.00746269,109.839,1,5.83118
91.27,91.8741,0.0108845,109.937,1,5.83168
91.28,117,0.00854701,110.333,1,5.83217
91.29,110.563,0.00904458,110.782,1,5.83267
91.3,116.996,0.00854733,110.998,1,5.83317
91.31,104,0.00961538,110.677,1,5.83367
91.32,117.084,0.00854085,109.542,1,5.83416
91.33,95.8142,0.0104369,107.407,1,5.83466
91.34,111.45,0.00897261,104.225,1,5.83516
91.35,95.1958,0.0105047,100.098,1,5.83566
91.36,97.4765,0.0102589,95.2383,1,5.83615
91.37,83,0.0120482,89.9083,1,5.83665
91.38,90,0.0111111,84.3628,1,5.83715
91.39,75,0.0133333,78.8152,1,5.83765
91.4,73.8537,0.0135403,73.4268,1,5.83814
91.41,55,0.0181818,68.3097,1,5.83864
91.42,65.0705,0.0153679,63.5353,1,5.83914
91.43,54.2872,0.0184206,59.1436,1,5.83963
91.44,62.3016,0.016051,55.1508,1,5.84013
91.45,49,0.0204082,51.5551,1,5.84063
91.46,57,0.0175439,48.3412,1,5.84113
91.47,34,0.0294118,45.4844,1,5.84162
91.48,56,0.0178571,42.9539,1,5.84212
91.49,36,0.0277778,40.7153,1,5.84262
91.5,47,0.0212766,38.7333,1,5.84311
91.51,32.9472,0.0303516,36.9736,1,5.84361
91.52,41.8078,0.023919,35.4039,1,5.84411
91.53,33,0.030303,33.9952,1,5.8446
91.54,33,0.030303,32.7222,1,5.8451
91.55,28,0.0357143,31.5633,1,5.8456
91.56,31,0.0322581,30.5003,1,5.84609
91.57,19.0371,0.0525291,29.5185,1,5.84659
91.58,36.2118,0.0276153,28.6059,1,5.84709
91.59,25.5057,0.0392068,27.7529,1,5.84758
91.6,34,0.0294118,26.9517,1,5.84808
91.61,23,0.0434783,26.1963,1,5.84857
91.62,31,0.0322581,25.4816,1,5.84907
91.63,23,0.0434783,24.8036,1,5.84957
91.64,30.3181,0.0329836,24.1591,1,5.85006
91.65,18.0902,0.0552787,23.5451,1,5.85056
91.66,23,0.0434783,22.9593,1,5.85106
91.67,18,0.0555556,22.3996,1,5.85155
91.68,29,0.0344828,21.8643,1,5.85205
91.69,12,0.0833333,21.3516,1,5.85254
91.7,24.7203,0.0404526,20.8601,1,5.85304
91.71,15,0.0666667,20.3886,1,5.85353
91.72,29.8716,0.0334767,19.9358,1,5.85403
91.73,17,0.0588235,19.5006,1,5.85453
91.74,21.164,0.0472502,19.082,1,5.85502
91.75,14,0.0714286,18.6791,1,5.85552
91.76,22,0.0454545,18.291,1,5.85601
91.77,13,0.0769231,17.917,1,5.85651
91.78,21,0.047619,17.5563,1,5.857
91.79,16,0.0625,17.2082,1,5.8575
91.8,26,0.0384615,16.8721,1,5.85799
91.81,16.0949,0.0621315,16.5474,1,5.85849
91.82,20.4673,0.0488585,16.2336,1,5.85899
91.83,15,0.0666667,15.9302,1,5.85948
91.84,19,0.0526316,15.6366,1,5.85998
91.85,13,0.0769231,15.3524,1,5.86047
91.86,16.1543,0.0619029,15.0772,1,5.86097
91.87,13,0.0769231,14.8105,1,5.86146
91.88,19.1043,0.0523443,14.5521,1,5.86196
91.89,13,0.0769231,14.3016,1,5.86245
91.9,18,0.0555556,14.0586,1,5.86295
91.91,9,0.111111,13.8228,1,5.86344
91.92,15.1878,0.0658423,13.5939,1,5.86394
91.93,12,0.0833333,13.3717,1,5.86443
91.94,17,0.0588235,13.1558,1,5.86493
91.95,11,0.0909091,12.946,1,5.86542
91.96,18,0.0555556,12.7422,1,5.86592
91.97,10.0879,0.099129,12.5439,1,5.86641
91.98,12.7023,0.0787258,12.3512,1,5.8669
91.99,9.32723,0.107213,12.1636,1,5.8674
92,13.9622,0.0716218,11.9811,1,5.86789
92.01,5,0.2,11.8035,1,5.86839
92.02,16,0.0625,11.6305,1,5.86888
92.03,11,0.0909091,11.4621,1,5.86938
92.04,17,0.0588235,11.298,1,5.86987
92.05,9,0.111111,11.1381,1,5.87037
92.06,14,0.0714286,10.9823,1,5.87086
92.07,9,0.111111,10.8303,1,5.87135
92.08,12.3644,0.0808772,10.6822,1,5.87185
92.09,9,0.111111,10.5377,1,5.87234
92.1,11.7936,0.0847916,10.3968,1,5.87284
92.11,6.5186,0.153407,10.2593,1,5.87333
92.12,13,0.0769231,10.1251,1,5.87382
92.13,8.98821,0.111257,9.9941,1,5.87432
92.14,10,0.1,9.86621,1,5.87481
92.15,8.48264,0.117888,9.74132,1,5.87531
92.16,12,0.0833333,9.61934,1,5.8758
92.17,4,0.25,9.50018,1,5.87629
92.18,10,0.1,9.38375,1,5.87679
92.19,8,0.125,9.26997,1,5.87728
92.2,11,0.0909091,9.15877,1,5.87777
92.21,7.10011,0.140843,9.05005,1,5.87827
92.22,13.8875,0.0720071,8.94376,1,5.87876
92.23,5,0.2,8.83982,1,5.87926
92.24,10.4763,0.0954534,8.73816,1,5.87975
92.25,5.27742,0.189486,8.63871,1,5.88024
92.26,9.08283,0.110098,8.54142,1,5.88074
92.27,8,0.125,8.44621,1,5.88123
92.28,9,0.111111,8.35304,1,5.88172
92.29,6.5237,0.153287,8.26185,1,5.88222
92.3,13,0.0769231,8.17258,1,5.88271
92.31,7,0.142857,8.08518,1,5.8832
92.32,8.99918,0.111121,7.99959,1,5.8837
92.33,4.83155,0.206973,7.91578,1,5.88419
92.34,8,0.125,7.83368,1,5.88468
92.35,1.50653,0.663776,7.75327,1,5.88517
92.36,11.349,0.0881138,7.67448,1,5.88567
92.37,5.19458,0.192509,7.59729,1,5.88616
92.38,9,0.111111,7.52164,1,5.88665
92.39,6,0.166667,7.44751,1,5.88715
92.4,8.74968,0.11429,7.37484,1,5.88764
92.41,5,0.2,7.30361,1,5.88813
92.42,9,0.111111,7.23377,1,5.88862
92.43,1,1,7.1653,1,5.88912
92.44,8,0.125,7.09816,1,5.88961
92.45,2,0.5,7.03232,1,5.8901
92.46,7,0.142857,6.96774,1,5.89059
92.47,5,0.2,6.90439,1,5.89109
92.48,8.6845,0.115148,6.84225,1,5.89158
92.49,6.56257,0.152379,6.78129,1,5.89207
92.5,8.44294,0.118442,6.72147,1,5.89256
92.51,3,0.333333,6.66278,1,5.89306
92.52,8.21036,0.121797,6.60518,1,5.89355
92.53,5.0973,0.196182,6.54865,1,5.89404
92.54,8.98634,0.11128,6.49317,1,5.89453
92.55,4.87742,0.205026,6.43871,1,5.89502
92.56,7,0.142857,6.38525,1,5.89552
92.57,4,0.25,6.33277,1,5.89601
92.58,9.56248,0.104575,6.28124,1,5.8965
92.59,5.4613,0.183107,6.23065,1,5.89699
92.6,8.36194,0.11959,6.18097,1,5.89748
92.61,5.26436,0.189956,6.13218,1,5.89798
92.62,9,0.111111,6.08427,1,5.89847
92.63,5,0.2,6.03721,1,5.89896
92.64,6,0.166667,5.991,1,5.89945
92.65,3.8912,0.25699,5.9456,1,5.89994
92.66,10.802,0.0925754,5.901,1,5.90043
92.67,5,0.2,5.85719,1,5.90092
92.68,6.62831,0.150868,5.81415,1,5.90142
92.69,4,0.25,5.77187,1,5.90191
92.7,6.46065,0.154783,5.73032,1,5.9024
92.71,3,0.333333,5.6895,1,5.90289
92.72,9.29878,0.107541,5.64939,1,5.90338
92.73,3.21994,0.310565,5.60997,1,5.90387
92.74,8,0.125,5.57124,1,5.90436
92.75,4.06634,0.245922,5.53317,1,5.90486
92.76,6,0.166667,5.49576,1,5.90535
92.77,4.91797,0.203336,5.45899,1,5.90584
92.78,8,0.125,5.42285,1,5.90633
92.79,5,0.2,5.38733,1,5.90682
92.8,7.70483,0.129789,5.35242,1,5.90731
92.81,4,0.25,5.3181,1,5.9078
92.82,5.56873,0.179574,5.28436,1,5.90829
92.83,2,0.5,5.25121,1,5.90878
92.84,7,0.142857,5.21861,1,5.90927
92.85,2,0.5,5.18657,1,5.90976
92.86,6,0.166667,5.15507,1,5.91026
92.87,4,0.25,5.1241,1,5.91075
92.88,5.18733,0.192778,5.09366,1,5.91124
92.89,4,0.25,5.06374,1,5.91173
92.9,6,0.166667,5.03432,1,5.91222
92.91,5,0.2,5.0054,1,5.91271
92.92,7,0.142857,4.97697,1,5.9132
92.93,4.89803,0.204164,4.94901,1,5.91369
92.94,5,0.2,4.92154,1,5.91418
92.95,4.78904,0.20881,4.89452,1,5.91467
92.96,11,0.0909091,4.86797,1,5.91516
92.97,3,0.333333,4.84186,1,5.91565
92.98,6,0.166667,4.8162,1,5.91614
92.99,4.58194,0.218248,4.79097,1,5.91663
93,5,0.2,4.76617,1,5.91712
93.01,3,0.333333,4.7418,1,5.91761
93.02,6,0.166667,4.71784,1,5.9181
93.03,3.38857,0.29511,4.69429,1,5.91859
93.04,5.34228,0.187186,4.67114,1,5.91908
93.05,-1.70323,1,4.64839,1,5.91957
93.06,7.25206,0.137892,4.62603,1,5.92006
93.07,2,0.5,4.60406,1,5.92055
93.08,5,0.2,4.58246,1,5.92104
93.09,4,0.25,4.56124,1,5.92153
93.1,6,0.166667,4.54039,1,5.92202
93.11,4.03982,0.247536,4.51991,1,5.92251
93.12,5,0.2,4.49978,1,5.923
93.13,0,1,4.48001,1,5.92349
93.14,5,0.2,4.46059,1,5.92398
93.15,2,0.5,4.44151,1,5.92447
93.16,7,0.142857,4.42277,1,5.92495
93.17,4,0.25,4.40437,1,5.92544
93.18,7,0.142857,4.3863,1,5.92593
93.19,3,0.333333,4.36856,1,5.92642
93.2,6.70228,0.149203,4.35114,1,5.92691
93.21,1.66808,0.59949,4.33404,1,5.9274
93.22,5,0.2,4.31726,1,5.92789
93.23,2,0.5,4.30079,1,5.92838
93.24,4.56925,0.218854,4.28462,1,5.92887
93.25,4,0.25,4.26877,1,5.92936
93.26,6,0.166667,4.25321,1,5.92984
93.27,3,0.333333,4.23795,1,5.93033
93.28,5.44598,0.183622,4.22299,1,5.93082
93.29,3.41663,0.292686,4.20832,1,5.93131
93.3,6.38787,0.156547,4.19393,1,5.9318
93.31,2.35967,0.423788,4.17984,1,5.93229
93.32,8,0.125,4.16602,1,5.93278
93.33,3,0.333333,4.15249,1,5.93327
93.34,4.27846,0.233729,4.13923,1,5.93375
93.35,4,0.25,4.12625,1,5.93424
93.36,5.22708,0.191311,4.11354,1,5.93473
93.37,2.2022,0.454091,4.1011,1,5.93522
93.38,5.17786,0.19313,4.08893,1,5.93571
93.39,3.15404,0.317053,4.07702,1,5.9362
93.4,4.13076,0.242086,4.06538,1,5.93668
93.41,1,1,4.054,1,5.93717
93.42,5.08575,0.196628,4.04287,1,5.93766
93.43,4,0.25,4.03201,1,5.93815
93.44,5.04279,0.198303,4.0214,1,5.93864
93.45,0.0220755,45.2991,4.01104,1,5.93912
93.46,5,0.2,4.00093,1,5.93961
93.47,1.98215,0.504502,3.99108,1,5.9401
93.48,4.96294,0.201494,3.98147,1,5.94059
93.49,3.94421,0.253536,3.97211,1,5.94108
93.5,5,0.2,3.96299,1,5.94156
93.51,3.90824,0.25587,3.95412,1,5.94205
93.52,5,0.2,3.94549,1,5.94254
93.53,3,0.333333,3.9371,1,5.94303
93.54,4.85792,0.20585,3.92896,1,5.94351
93.55,1.8421,0.542858,3.92105,1,5.944
93.56,7,0.142857,3.91338,1,5.94449
93.57,2.8119,0.355631,3.90595,1,5.94498
93.58,4,0.25,3.89875,1,5.94546
93.59,3.78359,0.264299,3.89179,1,5.94595
93.6,6.77014,0.147707,3.88507,1,5.94644
93.61,2.75716,0.362692,3.87858,1,5.94693
93.62,5.74464,0.174075,3.87232,1,5.94741
93.63,0.732595,1.36501,3.8663,1,5.9479
93.64,5.72101,0.174794,3.86051,1,5.94839
93.65,1,1,3.85495,1,5.94888
93.66,4,0.25,3.84962,1,5.94936
93.67,2.68904,0.371879,3.84452,1,5.94985
93.68,7.67931,0.13022,3.83966,1,5.95034
93.69,2,0.5,3.83502,1,5.95082
93.7,5.66124,0.17664,3.83062,1,5.95131
93.71,0.652896,1.53164,3.82645,1,5.9518
93.72,6,0.166667,3.82251,1,5.95228
93.73,2,0.5,3.8188,1,5.95277
93.74,6.63064,0.150815,3.81532,1,5.95326
93.75,2.62415,0.381076,3.81207,1,5.95374
93.76,5,0.2,3.80906,1,5.95423
93.77,3,0.333333,3.80628,1,5.95472
93.78,5.60746,0.178334,3.80373,1,5.9552
93.79,3.60283,0.27756,3.80141,1,5.95569
93.8,6,0.166667,3.79933,1,5.95618
93.81,3,0.333333,3.79749,1,5.95666
93.82,4.59175,0.217782,3.79587,1,5.95715
93.83,1.589,0.629326,3.7945,1,5.95764
93.84,5.58673,0.178996,3.79336,1,5.95812
93.85,2,0.5,3.79247,1,5.95861
93.86,5,0.2,3.79181,1,5.95909
93.87,3.58278,0.279113,3.79139,1,5.95958
93.88,7.58243,0.131884,3.79121,1,5.96007
93.89,2.58256,0.387212,3.79128,1,5.96055
93.9,4.58319,0.218189,3.79159,1,5.96104
93.91,2.58431,0.386951,3.79215,1,5.96152
93.92,5,0.2,3.79296,1,5.96201
93.93,2,0.5,3.79402,1,5.9625
93.94,4.59065,0.217834,3.79532,1,5.96298
93.95,-0.406231,1,3.79688,1,5.96347
93.96,5,0.2,3.7987,1,5.96395
93.97,3,0.333333,3.80077,1,5.96444
93.98,5.60621,0.178373,3.80311,1,5.96492
93.99,3.6114,0.276901,3.8057,1,5.96541
94,8,0.125,3.80856,1,5.9659
94.01,3.62337,0.275986,3.81169,1,5.96638
94.02,6.63016,0.150826,3.81508,1,5.96687
94.03,3,0.333333,3.81875,1,5.96735
94.04,5,0.2,3.82269,1,5.96784
94.05,2,0.5,3.82691,1,5.96832
94.06,5,0.2,3.83141,1,5.96881
94.07,-1.32762,1,3.83619,1,5.96929
94.08,4,0.25,3.84126,1,5.96978
94.09,3,0.333333,3.84662,1,5.97026
94.1,5.70454,0.175299,3.85227,1,5.97075
94.11,3,0.333333,3.85822,1,5.97123
94.12,7,0.142857,3.86448,1,5.97172
94.13,1,1,3.87103,1,5.9722
94.14,5,0.2,3.8779,1,5.97269
94.15,2.77426,0.360457,3.88713,1,5.97317
94.16,5,0.2,3.89463,1,5.97366
94.17,2,0.5,3.90246,1,5.97414
94.18,6,0.166667,3.91061,1,5.97463
94.19,1.84227,0.542808,3.92114,1,5.97511
94.2,10,0.1,3.92996,1,5.9756
94.21,2.87825,0.347434,3.93912,1,5.97608
94.22,5,0.2,3.94864,1,5.97657
94.23,-1.08299,1,3.9585,1,5.97705
94.24,6.93746,0.144145,3.96873,1,5.97753
94.25,3,0.333333,3.97932,1,5.97802
94.26,6.98056,0.143255,3.99028,1,5.9785
94.27,3.00325,0.332973,4.00162,1,5.97899
94.28,6,0.166667,4.01335,1,5.97947
94.29,3.05093,0.327769,4.02546,1,5.97996
94.3,5.07596,0.197007,4.03798,1,5.98044
94.31,0,1,4.0509,1,5.98092
94.32,7.12846,0.140283,4.06423,1,5.98141
94.33,3,0.333333,4.07799,1,5.98189
94.34,7.18434,0.139192,4.09217,1,5.98238
94.35,2,0.5,4.10679,1,5.98286
94.36,5.24372,0.190704,4.12186,1,5.98334
94.37,2.27477,0.439604,4.13739,1,5.98383
94.38,8.30675,0.120384,4.15338,1,5.98431
94.39,-1.66032,1,4.16984,1,5.98479
94.4,5,0.2,4.18679,1,5.98528
94.41,1.40845,0.709998,4.20423,1,5.98576
94.42,6.44435,0.155175,4.22217,1,5.98625
94.43,1,1,4.24064,1,5.98673
94.44,5,0.2,4.25963,1,5.98721
94.45,2.55832,0.390881,4.27916,1,5.9877
94.46,6.60255,0.151457,4.30128,1,5.98818
94.47,3.64385,0.274435,4.32193,1,5.98866
94.48,5,0.2,4.34315,1,5.98915
94.49,1,1,4.36497,1,5.98963
94.5,4.77479,0.209433,4.38739,1,5.99011
94.51,4,0.25,4.41044,1,5.9906
94.52,4.86823,0.205414,4.43411,1,5.99108
94.53,3.91689,0.255305,4.45844,1,5.99156
94.54,9,0.111111,4.48344,1,5.99205
94.55,4,0.25,4.50912,1,5.99253
94.56,5,0.2,4.5355,1,5.99301
94.57,3.12519,0.31998,4.5626,1,5.99349
94.58,5.18087,0.193018,4.59043,1,5.99398
94.59,2,0.5,4.61903,1,5.99446
94.6,5,0.2,4.64942,1,5.99494
94.61,3.35919,0.297691,4.6796,1,5.99543
94.62,5.42118,0.184462,4.71059,1,5.99591
94.63,2.48689,0.402108,4.74345,1,5.99639
94.64,5,0.2,4.77615,1,5.99687
94.65,4,0.25,4.80974,1,5.99736
94.66,8.68851,0.115095,4.84425,1,5.99784
94.67,2,0.5,4.87971,1,5.99832
94.68,6,0.166667,4.91613,1,5.9988
94.69,2,0.5,4.95355,1,5.99929
94.7,5,0.2,4.992,1,5.99977
94.71,4.06301,0.246123,5.03151,1,6.00025
94.72,7.14421,0.139974,5.0721,1,6.00073
94.73,4,0.25,5.11383,1,6.00121
94.74,9.31342,0.107372,5.15671,1,6.0017
94.75,2,0.5,5.20079,1,6.00218
94.76,9,0.111111,5.2461,1,6.00266
94.77,4.58536,0.218085,5.29268,1,6.00314
94.78,6,0.166667,5.34058,1,6.00362
94.79,3.77967,0.264574,5.38983,1,6.00411
94.8,7.88098,0.126888,5.44049,1,6.00459
94.81,2.98518,0.334988,5.49259,1,6.00507
94.82,6.09238,0.164139,5.54619,1,6.00555
94.83,4.20267,0.237944,5.60134,1,6.00603
94.84,9,0.111111,5.65808,1,6.00652
94.85,4.43297,0.225582,5.71649,1,6.007
94.86,6.55321,0.152597,5.7766,1,6.00748
94.87,4.67699,0.213813,5.83849,1,6.00796
94.88,9.80445,0.101994,5.90223,1,6.00844
94.89,3,0.333333,5.96786,1,6.00892
94.9,7.07297,0.141383,6.03649,1,6.0094
94.91,2,0.5,6.10615,1,6.00989
94.92,7,0.142857,6.17793,1,6.01037
94.93,6,0.166667,6.25192,1,6.01085
94.94,7,0.142857,6.32819,1,6.01133
94.95,0,1,6.40685,1,6.01181
94.96,8,0.125,6.48797,1,6.01229
94.97,6,0.166667,6.57166,1,6.01277
94.98,9.31605,0.107342,6.65803,1,6.01325
94.99,5,0.2,6.74717,1,6.01374
95,11.6784,0.0856281,6.8392,1,6.01422
95.01,3.86849,0.258498,6.93425,1,6.0147
95.02,7.06486,0.141546,7.03243,1,6.01518
95.03,5,0.2,7.13388,1,6.01566
95.04,9.47749,0.105513,7.23875,1,6.01614
95.05,6,0.166667,7.34717,1,6.01662
95.06,10,0.1,7.4593,1,6.0171
95.07,2,0.5,7.57531,1,6.01758
95.08,8,0.125,7.69538,1,6.01806
95.09,7.63937,0.130901,7.81968,1,6.01854
95.1,11,0.0909091,7.94842,1,6.01902
95.11,5,0.2,8.08179,1,6.0195
95.12,15,0.0666667,8.22002,1,6.01998
95.13,7,0.142857,8.36334,1,6.02046
95.14,10.024,0.0997607,8.51199,1,6.02094
95.15,7,0.142857,8.66625,1,6.02143
95.16,13.6527,0.0732454,8.82637,1,6.02191
95.17,8.98534,0.111292,8.99267,1,6.02239
95.18,10,0.1,9.16545,1,6.02287
95.19,7,0.142857,9.34505,1,6.02335
95.2,11,0.0909091,9.53183,1,6.02383
95.21,7.45234,0.134186,9.72617,1,6.02431
95.22,11,0.0909091,9.92847,1,6.02479
95.23,8.27836,0.120797,10.1392,1,6.02527
95.24,11,0.0909091,10.3588,1,6.02575
95.25,7.17539,0.139365,10.5877,1,6.02623
95.26,13,0.0769231,10.8265,1,6.0267
95.27,7.15171,0.139827,11.0759,1,6.02718
95.28,13.6725,0.0731394,11.3363,1,6.02766
95.29,11.2168,0.0891517,11.6084,1,6.02814
95.3,12.7861,0.07821,11.893,1,6.02862
95.31,9,0.111111,12.1909,1,6.0291
95.32,13.0056,0.0768897,12.5028,1,6.02958
95.33,10.6594,0.0938139,12.8297,1,6.03006
95.34,16,0.0625,13.1725,1,6.03054
95.35,11,0.0909091,13.5323,1,6.03102
95.36,19.8203,0.0504533,13.9101,1,6.0315
95.37,9,0.111111,14.3074,1,6.03198
95.38,15.4505,0.0647228,14.7252,1,6.03246
95.39,15,0.0666667,15.1653,1,6.03294
95.4,17,0.0588235,15.629,1,6.03342
95.41,10,0.1,16.1182,1,6.0339
95.42,18.2695,0.0547362,16.6347,1,6.03437
95.43,16,0.0625,17.1807,1,6.03485
95.44,22.5166,0.0444117,17.7583,1,6.03533
95.45,13,0.0769231,18.3701,1,6.03581
95.46,20,0.05,19.0189,1,6.03629
95.47,13,0.0769231,19.7076,1,6.03677
95.48,21,0.047619,20.4396,1,6.03725
95.49,12,0.0833333,21.2186,1,6.03773
95.5,24,0.0416667,22.0486,1,6.03821
95.51,21.8688,0.0457273,22.9344,1,6.03868
95.52,25,0.04,23.8809,1,6.03916
95.53,22.7877,0.0438833,24.8939,1,6.03964
95.54,34,0.0294118,25.9797,1,6.04012
95.55,23.2913,0.0429344,27.1457,1,6.0406
95.56,30,0.0333333,28.4,1,6.04108
95.57,27,0.037037,29.7523,1,6.04155
95.58,32,0.03125,31.2134,1,6.04203
95.59,26.5931,0.0376038,32.7965,1,6.04251
95.6,40.0341,0.0249787,34.5171,1,6.04299
95.61,29.7877,0.0335709,36.3938,1,6.04347
95.62,40.9,0.0244499,38.45,1,6.04395
95.63,29.4287,0.0339805,40.7143,1,6.04442
95.64,50.4466,0.0198229,43.2233,1,6.0449
95.65,38,0.0263158,46.0231,1,6.04538
95.66,57,0.0175439,49.1726,1,6.04586
95.67,43,0.0232558,52.7469,1,6.04634
95.68,68.6819,0.0145599,56.841,1,6.04681
95.69,52,0.0192308,61.574,1,6.04729
95.7,69.1871,0.0144536,67.0936,1,6.04777
95.71,66.1589,0.0151151,73.5795,1,6.04825
95.72,93,0.0107527,81.2465,1,6.04872
95.73,82.6912,0.0120932,90.3456,1,6.0492
95.74,109,0.00917431,101.162,1,6.04968
95.75,102,0.00980392,114.011,1,6.05016
95.76,129.46,0.00772438,129.23,1,6.05063
95.77,145.325,0.00688113,147.163,1,6.05111
95.78,170.287,0.00587244,168.144,1,6.05159
95.79,168.952,0.00591882,192.476,1,6.05207
95.8,238,0.00420168,220.405,1,6.05254
95.81,239,0.0041841,252.085,1,6.05302
95.82,320.087,0.00312415,287.543,1,6.0535
