lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma_sample,sigma_exp[1],sigma_exp[2],phase_mu[1],phase_mu[2],group_effect[1],group_effect[2],group_effect[3],group_effect[4],group_effect[5],group_effect[6],group_effect[7]
444.281,0.892547,0.0990316,6.0,63.0,0.0,-441.286,0.0122089,0.00303079,0.0203087,0.113517,0.350451,-0.00931456,-0.00359767,-0.0015544,0.0038304,0.0132541,0.0179142,0.00907581
442.556,0.721677,0.0990316,5.0,31.0,0.0,-436.859,0.00788785,0.00362835,0.0163426,0.114048,0.350148,-0.011273,-0.00566645,-0.00175342,0.00110598,0.00915796,0.0162639,0.00705494
445.227,0.991788,0.0990316,4.0,15.0,0.0,-440.276,0.00719964,0.00354417,0.0180571,0.115001,0.351591,-0.0111396,-0.00575473,-0.00212757,0.000722721,0.0121936,0.0152248,0.00690045
446.092,0.966686,0.0990316,5.0,63.0,0.0,-441.85,0.0113762,0.00280374,0.0194715,0.121528,0.358122,-0.01848,-0.0125984,-0.00839997,-0.00496001,0.00350242,0.0107535,0.0010112
443.027,0.773185,0.0990316,5.0,63.0,0.0,-438.953,0.00903534,0.0029231,0.0208318,0.11956,0.35081,-0.0167961,-0.010358,-0.00549709,-0.00303762,0.00729627,0.0136885,0.00165277
444.794,0.998373,0.0990316,6.0,71.0,0.0,-439.958,0.00954651,0.00320324,0.0186137,0.119975,0.361292,-0.0166684,-0.0116983,-0.00868025,-0.00469059,0.00437324,0.0105075,0.00228703
442.342,0.888004,0.0990316,3.0,15.0,0.0,-437.325,0.0100729,0.00317407,0.019435,0.119688,0.357461,-0.0175587,-0.0108346,-0.00598087,-0.00288397,0.00691873,0.00930759,-0.000102041
442.668,0.997844,0.0990316,3.0,15.0,0.0,-439.228,0.0104189,0.00311862,0.0194542,0.120113,0.356758,-0.0180417,-0.0112882,-0.00604078,-0.00294673,0.00813878,0.00974287,0.000849239
445.636,0.947323,0.0990316,3.0,7.0,0.0,-439.654,0.0100202,0.00309379,0.0196346,0.118733,0.35727,-0.0166894,-0.0110249,-0.00599263,-0.00440593,0.00730554,0.0113146,0.00393339
444.669,0.780096,0.0990316,3.0,15.0,0.0,-435.73,0.0102544,0.00307915,0.0204063,0.118787,0.356587,-0.016243,-0.010777,-0.00615687,-0.00475054,0.00743632,0.0143372,0.00262256
443.304,0.978315,0.0990316,4.0,15.0,0.0,-440.115,0.00767432,0.00302136,0.0225728,0.118384,0.356742,-0.0165851,-0.00993608,-0.00457684,-0.00149883,0.00749885,0.0113363,0.00518915
442.446,0.930271,0.0990316,5.0,31.0,0.0,-438.597,0.00950607,0.00295182,0.0228393,0.117666,0.358163,-0.013756,-0.00921924,-0.00708825,-0.00270876,0.0088711,0.0151698,0.00393174
442.3,0.770973,0.0990316,5.0,63.0,0.0,-436.653,0.0114156,0.0029135,0.0193842,0.116123,0.352486,-0.0124151,-0.00605245,-0.00413025,-0.00108672,0.0107467,0.017773,0.00678953
442.172,0.896393,0.0990316,4.0,23.0,0.0,-436.937,0.00976491,0.003217,0.0173586,0.114358,0.352536,-0.012335,-0.00691904,-0.000603022,0.00252797,0.0108034,0.0139366,0.00693714
445.055,0.805238,0.0990316,5.0,31.0,0.0,-435.462,0.00655431,0.00318042,0.019892,0.11485,0.35139,-0.0126084,-0.00682761,-0.00189113,0.00225419,0.0109223,0.0150883,0.00698804
444.424,0.983391,0.0990316,5.0,31.0,0.0,-440.993,0.0117396,0.00321965,0.0167453,0.116737,0.353597,-0.0134432,-0.0058657,-0.00349675,-0.00108888,0.00759918,0.0145853,0.00526923
443.799,0.996549,0.0990316,5.0,63.0,0.0,-439.33,0.0103014,0.00260206,0.0191533,0.115218,0.351896,-0.0125978,-0.00493146,-0.00254893,0.00029569,0.00956769,0.0162351,0.00583967
441.631,0.923605,0.0990316,5.0,31.0,0.0,-437.207,0.0152574,0.0036824,0.0214597,0.117064,0.354163,-0.0147054,-0.00602267,-0.00478732,-0.00228861,0.00804575,0.0140032,0.00358695
443.406,0.951939,0.0990316,5.0,31.0,0.0,-438.579,0.01542,0.00337789,0.0196913,0.116369,0.353197,-0.0133129,-0.0101623,-0.00355565,0.000116903,0.00980976,0.014387,0.00645166
442.474,0.902674,0.0990316,4.0,31.0,0.0,-431.712,0.00940257,0.0034565,0.0200566,0.116557,0.35995,-0.014604,-0.00564676,-0.00410826,-0.00177666,0.00868275,0.0148818,0.00430864
443.765,0.9992,0.0990316,4.0,31.0,0.0,-439.696,0.0103094,0.00321936,0.019991,0.116068,0.360479,-0.0125658,-0.00845403,-0.00368942,2.24457e-05,0.00888743,0.0142991,0.00683076
445.512,0.968089,0.0990316,4.0,31.0,0.0,-437.722,0.00843914,0.0030548,0.0206866,0.116033,0.353908,-0.0121066,-0.00752298,-0.00350725,-0.00116852,0.00922621,0.0156659,0.00421243
443.591,0.977207,0.0990316,4.0,23.0,0.0,-442.068,0.0102429,0.00292899,0.0189067,0.116934,0.35208,-0.0154005,-0.00773325,-0.00345271,0.00054854,0.0097718,0.0131566,0.00668746
442.089,0.915786,0.0990316,5.0,31.0,0.0,-432.614,0.0134046,0.00357825,0.0184741,0.118004,0.355338,-0.0120581,-0.00975448,-0.00577407,-0.00270475,0.0089465,0.0144416,0.00364259
437.563,0.894656,0.0990316,3.0,7.0,0.0,-433.708,0.0134198,0.00356511,0.0178315,0.117931,0.353952,-0.0116967,-0.0095297,-0.00741824,-0.00444766,0.010131,0.0129912,0.00400714
437.6,0.991161,0.0990316,6.0,71.0,0.0,-432.01,0.00856183,0.00325345,0.0206682,0.108716,0.346332,-0.00879645,-0.000358538,0.00633353,0.0083135,0.0159861,0.0220488,0.0129529
442.836,0.886666,0.0990316,4.0,15.0,0.0,-429.159,0.0108169,0.00308011,0.0221862,0.108854,0.343855,-0.00600922,-0.000896715,0.00240965,0.00580898,0.0177354,0.0234257,0.0138077
440.735,0.906128,0.0990316,5.0,31.0,0.0,-434.552,0.0127055,0.00366963,0.0196136,0.110279,0.35014,-0.00682433,-0.00169667,0.00436635,0.00712706,0.0155273,0.0186041,0.0106137
441.284,0.88807,0.0990316,4.0,31.0,0.0,-434.874,0.0109694,0.00324382,0.0202381,0.113049,0.34833,-0.00993987,-0.00338385,-0.00165685,0.00188362,0.0136494,0.0211164,0.0104358
440.41,0.960581,0.0990316,5.0,47.0,0.0,-433.449,0.00916264,0.00385659,0.0182058,0.11743,0.355737,-0.0163856,-0.00671717,-0.00518491,-0.000739845,0.00755499,0.0104047,0.00469035
441.111,0.999923,0.0990316,4.0,15.0,0.0,-437.485,0.0110768,0.00398396,0.0201666,0.117772,0.354465,-0.0124827,-0.0102539,-0.00514009,-0.0038376,0.00755732,0.014246,0.00287084
442.053,0.97168,0.0990316,3.0,15.0,0.0,-435.633,0.0109446,0.00417105,0.0200749,0.118666,0.353557,-0.0154572,-0.00827554,-0.0057878,-0.00198846,0.00792253,0.0131341,0.00245725
441.798,0.989038,0.0990316,4.0,15.0,0.0,-438.999,0.0107209,0.00416811,0.019915,0.118447,0.353103,-0.0158129,-0.00793331,-0.00447344,-0.00284157,0.00775836,0.0118998,0.00226391
442.03,0.916975,0.0990316,5.0,63.0,0.0,-434.142,0.0142757,0.00309861,0.0229121,0.11597,0.356077,-0.0135353,-0.00640554,-0.00304395,-0.000282243,0.0109109,0.0160569,0.00861851
440.093,0.946058,0.0990316,4.0,15.0,0.0,-437.474,0.0137551,0.00294865,0.022094,0.115095,0.360957,-0.0118956,-0.00708951,-0.00231914,0.000978726,0.0102641,0.0158176,0.00448878
441.981,0.998757,0.0990316,4.0,31.0,0.0,-433.277,0.00934113,0.00272131,0.0256298,0.116038,0.353731,-0.01401,-0.00799558,-0.00435998,-0.000785109,0.0113815,0.016664,0.00623947
441.753,0.974153,0.0990316,5.0,31.0,0.0,-436.229,0.0143801,0.00335353,0.0158577,0.115408,0.35411,-0.0111371,-0.00621277,-0.00111993,0.000955668,0.00911075,0.0140256,0.00561509
441.511,0.935195,0.0990316,4.0,15.0,0.0,-435.43,0.0136097,0.00320446,0.0165281,0.114033,0.354203,-0.0124708,-0.00569822,-0.00230338,0.00115039,0.0127277,0.0181498,0.0095637
439.646,0.986188,0.0990316,5.0,31.0,0.0,-435.656,0.00717068,0.00297636,0.023727,0.112685,0.347391,-0.00870294,-0.0033254,0.00124632,0.00416232,0.012485,0.0167201,0.0077388
440.497,0.97673,0.0990316,5.0,31.0,0.0,-436.08,0.0115256,0.00368031,0.017118,0.113882,0.352026,-0.00935371,-0.00418355,-0.000117358,0.00284118,0.00991149,0.0144455,0.00621943
442.142,0.844085,0.0990316,5.0,63.0,0.0,-431.624,0.00718344,0.00300337,0.0158621,0.115483,0.352211,-0.0125445,-0.00673909,-0.0025377,-0.00120699,0.00890421,0.0134468,0.00578594
443.631,0.997263,0.0990316,5.0,31.0,0.0,-437.955,0.00970444,0.00354016,0.0199098,0.119587,0.355695,-0.0155215,-0.00979765,-0.00499165,-0.00339195,0.0084671,0.0109389,0.00257187
446.667,0.993248,0.0990316,5.0,63.0,0.0,-442.854,0.00898382,0.00307054,0.0187051,0.116214,0.35349,-0.0132285,-0.00725069,-0.00263576,-0.000594063,0.0108376,0.0137223,0.00524431
446.085,0.758049,0.0990316,5.0,47.0,0.0,-441.422,0.0112057,0.00298988,0.0187985,0.111436,0.347537,-0.00840825,-0.00206015,0.00126838,0.00451086,0.0158306,0.0199901,0.0108458
445.726,0.935588,0.0990316,3.0,7.0,0.0,-440.6,0.0112109,0.00299982,0.0186594,0.111287,0.347519,-0.00846529,-0.00150275,0.0020474,0.00413385,0.015438,0.01904,0.0108768
445.117,0.977753,0.0990316,4.0,31.0,0.0,-442.116,0.0113597,0.00298327,0.0215513,0.111022,0.349665,-0.00811945,-0.00353709,0.00118938,0.00505514,0.0140198,0.0211761,0.0110161
445.675,0.865075,0.0990316,7.0,191.0,0.0,-439.021,0.0119942,0.00291313,0.0208607,0.109964,0.348394,-0.00706031,-0.00184487,0.0018725,0.00595164,0.0156936,0.0220417,0.0121547
444.69,0.822618,0.0990316,3.0,15.0,0.0,-438.906,0.0120288,0.00296984,0.0207116,0.110359,0.347907,-0.00602361,-0.00156386,0.00191298,0.00601424,0.0157596,0.0220268,0.0115573
442.894,0.920483,0.0990316,4.0,15.0,0.0,-439.118,0.0112236,0.00337015,0.0193714,0.109346,0.342758,-0.00693581,-0.00104599,0.00301079,0.00754963,0.0153538,0.0206698,0.0113838
441.52,0.9717,0.0990316,6.0,79.0,0.0,-435.286,0.00895567,0.00273125,0.0189861,0.121077,0.360982,-0.0161398,-0.010427,-0.0081806,-0.00459066,0.00539958,0.00983176,0.000173922
441.517,1.0,0.0990316,6.0,79.0,0.0,-437.288,0.0116851,0.00374964,0.0200358,0.11271,0.352394,-0.00751493,-0.00307879,0.00217249,0.00389982,0.0124978,0.0177252,0.00905541
441.493,0.942531,0.0990316,6.0,127.0,0.0,-434.658,0.0119925,0.00272823,0.0177208,0.107235,0.342888,-0.00379678,0.00223371,0.00622583,0.00801271,0.0204495,0.0247371,0.0144573
441.922,0.952476,0.0990316,5.0,31.0,0.0,-434.66,0.0114733,0.00344199,0.0240189,0.107897,0.342844,-0.00478587,0.000577523,0.00553543,0.00695644,0.0185037,0.023409,0.0132668
443.578,0.925418,0.0990316,5.0,31.0,0.0,-438.465,0.0132445,0.00308519,0.0216347,0.107826,0.345228,-0.00475413,0.0015852,0.00422792,0.00875774,0.0182255,0.0233524,0.0157006
441.794,0.841851,0.0990316,4.0,31.0,0.0,-431.907,0.0147402,0.00354247,0.0197251,0.106387,0.339884,-0.00370211,0.00166807,0.00723137,0.00874004,0.019382,0.0249355,0.0141525
440.814,0.873169,0.0990316,4.0,15.0,0.0,-435.984,0.0147936,0.0035288,0.0195084,0.106124,0.340391,-0.00461187,0.000978266,0.00662562,0.00913718,0.0207263,0.0238605,0.0158251
440.83,0.907688,0.0990316,4.0,31.0,0.0,-436.047,0.0127257,0.0033307,0.0201738,0.106652,0.346683,-0.00326291,0.0016387,0.0081149,0.00924911,0.0208508,0.0233541,0.0149736
442.825,0.928092,0.0990316,5.0,47.0,0.0,-435.81,0.0126241,0.00319834,0.0216253,0.112733,0.345839,-0.0100475,-0.00344292,-0.00176913,0.00213692,0.0117544,0.0185774,0.0103896
440.611,0.93048,0.0990316,4.0,23.0,0.0,-436.368,0.0119552,0.00310447,0.0231764,0.113506,0.346423,-0.0101327,-0.00324183,-0.00276573,0.00205415,0.0129904,0.0181761,0.0107844
443.241,0.940984,0.0990316,5.0,31.0,0.0,-436.749,0.00813218,0.00326295,0.0173857,0.11652,0.356952,-0.0133828,-0.00540306,-0.00412424,-6.16112e-05,0.00979573,0.0153571,0.00660326
439.739,0.695092,0.0990316,4.0,15.0,0.0,-436.976,0.00773278,0.00341877,0.0175732,0.114295,0.353245,-0.0115227,-0.00823118,-0.00177347,0.000181295,0.00986248,0.0145528,0.00563326
442.545,0.995074,0.0990316,4.0,15.0,0.0,-433.467,0.00573663,0.00331937,0.0162513,0.115577,0.354013,-0.0104962,-0.00614639,-0.00308088,-0.000378355,0.00922618,0.0135886,0.00650628
441.196,0.840165,0.0990316,5.0,31.0,0.0,-434.856,0.0151475,0.00335806,0.0263062,0.114523,0.353162,-0.0119794,-0.00501615,-0.00235403,0.00122202,0.0110172,0.0157367,0.00646085
441.364,0.884302,0.0990316,4.0,23.0,0.0,-431.601,0.0083714,0.00338013,0.0185128,0.116539,0.356136,-0.0143915,-0.00809588,-0.00312413,0.000954598,0.0104766,0.0112482,0.00596895
439.861,0.969941,0.0990316,5.0,47.0,0.0,-432.202,0.0127022,0.00322355,0.0169196,0.114227,0.348033,-0.0124917,-0.00805987,-0.000393788,0.00170246,0.0136147,0.0167751,0.00833829
446.012,0.994669,0.0990316,5.0,39.0,0.0,-437.388,0.0144453,0.00308284,0.0207158,0.114684,0.351835,-0.0121277,-0.00492994,-0.00258434,0.00113903,0.0107482,0.0162498,0.00707519
439.681,0.836709,0.0990316,3.0,15.0,0.0,-436.501,0.0129268,0.00299709,0.0226973,0.114844,0.351017,-0.0104598,-0.00877482,-0.00046857,0.00073387,0.0127872,0.0172487,0.00757456
436.025,0.727921,0.0990316,5.0,31.0,0.0,-432.176,0.00750885,0.00331816,0.0226742,0.114677,0.355634,-0.00890868,-0.00777063,0.000589781,0.00151104,0.0130046,0.0177315,0.00824809
440.481,1.0,0.0990316,5.0,31.0,0.0,-433.236,0.0090832,0.00368585,0.022819,0.114306,0.354997,-0.0125981,-0.00414202,-0.00387889,0.000158304,0.00982597,0.0165394,0.00744715
443.056,0.923312,0.0990316,5.0,31.0,0.0,-436.088,0.00771927,0.00294577,0.018281,0.115042,0.349949,-0.0131519,-0.00793827,-0.0029977,0.000147468,0.0100004,0.0155613,0.00520451
442.795,0.985733,0.0990316,5.0,31.0,0.0,-438.815,0.00906774,0.00332739,0.0224878,0.115271,0.356058,-0.0138295,-0.00792582,-0.00355975,-0.00052459,0.00870752,0.0156624,0.00681396
442.414,0.99373,0.0990316,5.0,63.0,0.0,-438.219,0.0100418,0.00304483,0.0195257,0.112194,0.344936,-0.00982513,-0.00406777,-0.000501631,0.00277581,0.0137132,0.0174057,0.00791059
441.843,0.938211,0.0990316,4.0,15.0,0.0,-436.969,0.00952787,0.00291399,0.020065,0.113404,0.342061,-0.0115051,-0.00547983,-0.0010028,0.00190133,0.0112044,0.0179804,0.00936062
441.614,0.948728,0.0990316,6.0,95.0,0.0,-437.633,0.00916618,0.00342111,0.0209283,0.117846,0.364084,-0.0162939,-0.00968796,-0.00454391,-0.00344908,0.00752278,0.0136905,0.00420845
436.08,0.943865,0.0990316,4.0,31.0,0.0,-428.724,0.00772581,0.00268486,0.0234029,0.118038,0.365831,-0.0131393,-0.00842734,-0.00563826,-0.00115894,0.00755319,0.0121795,0.00488198
437.081,0.863354,0.0990316,4.0,23.0,0.0,-429.647,0.00789831,0.00271615,0.0234077,0.11848,0.364781,-0.0136864,-0.008833,-0.00533442,-0.00173685,0.00772328,0.0117739,0.00506537
438.092,0.946218,0.0990316,4.0,15.0,0.0,-429.89,0.0092298,0.00271073,0.0202351,0.11771,0.36135,-0.0163519,-0.0106656,-0.00461796,-0.00181102,0.00895185,0.0164381,0.00387162
441.725,0.826941,0.0990316,4.0,31.0,0.0,-428.358,0.00971755,0.00334683,0.0212068,0.117901,0.35806,-0.013965,-0.00858657,-0.00438427,-0.00165823,0.00746487,0.013446,0.000645498
444.014,0.99581,0.0990316,5.0,31.0,0.0,-438.188,0.00931613,0.00352628,0.0168604,0.116708,0.351677,-0.0139885,-0.00884503,-0.00337681,-0.000620165,0.0108826,0.0138283,0.00592448
444.119,0.787381,0.0990316,5.0,47.0,0.0,-436.764,0.00906001,0.00339499,0.0214635,0.121007,0.358411,-0.0169334,-0.0104503,-0.00833806,-0.0050393,0.00330327,0.010775,0.000730694
442.961,0.957087,0.0990316,5.0,39.0,0.0,-440.059,0.0100108,0.00299545,0.0174814,0.114827,0.35288,-0.00999903,-0.00531626,-0.00222711,0.000428676,0.00890627,0.0166881,0.00584593
443.609,0.821953,0.0990316,5.0,63.0,0.0,-436.66,0.0141816,0.00334043,0.0200776,0.11351,0.348223,-0.00930966,-0.00450585,-0.000875101,0.000668774,0.0137962,0.0168758,0.00860817
444.566,0.994739,0.0990316,5.0,63.0,0.0,-439.527,0.0124589,0.00285042,0.018596,0.115705,0.352076,-0.0117168,-0.00661974,-0.00302056,-0.00135038,0.011649,0.0148551,0.00650558
443.581,0.970371,0.0990316,5.0,63.0,0.0,-438.551,0.0154771,0.00343583,0.0178163,0.113534,0.352029,-0.0121596,-0.0039382,-0.000442395,0.00184562,0.0117502,0.0183692,0.0078299
438.392,0.540591,0.0990316,4.0,15.0,0.0,-433.26,0.0159283,0.00327829,0.0168158,0.114363,0.355107,-0.0103648,-0.00484106,8.00221e-05,0.00363938,0.0128472,0.0182395,0.00822251
444.18,0.994464,0.0990316,5.0,31.0,0.0,-434.536,0.0107106,0.00310413,0.0168749,0.113667,0.349636,-0.00922329,-0.00347553,-0.0012158,0.00175477,0.0124015,0.0179358,0.00985742
445.164,0.965042,0.0990316,5.0,31.0,0.0,-439.514,0.00962053,0.00348031,0.0214448,0.114422,0.351813,-0.0107486,-0.00560431,-0.00256754,-5.06398e-05,0.0105122,0.0162492,0.00771607
445.824,0.981262,0.0990316,5.0,63.0,0.0,-440.359,0.00983343,0.00339957,0.0179628,0.118736,0.355907,-0.0141542,-0.0088876,-0.00572024,-0.00333027,0.00686449,0.0125479,0.0044964
444.963,0.923036,0.0990316,5.0,31.0,0.0,-440.64,0.0095587,0.00317921,0.0201944,0.118026,0.361147,-0.0157726,-0.0094934,-0.00478944,-0.00109885,0.00863579,0.0134351,0.00347097
445.567,0.938462,0.0990316,3.0,7.0,0.0,-441.279,0.00916731,0.00314887,0.0202294,0.117973,0.360152,-0.0146085,-0.00921014,-0.00458466,-0.00208124,0.00732542,0.0144167,0.0032845
443.86,0.874027,0.0990316,4.0,15.0,0.0,-439.324,0.00808742,0.00313424,0.0201122,0.11881,0.352781,-0.0154276,-0.0112554,-0.00756281,-0.00346669,0.00857227,0.0122144,0.00194739
444.007,0.847366,0.0990316,5.0,63.0,0.0,-437.448,0.00954492,0.00296888,0.0191768,0.115519,0.355981,-0.0135049,-0.00741451,-0.00231792,-0.000213642,0.00871809,0.017374,0.00558806
441.521,0.964327,0.0990316,4.0,15.0,0.0,-437.471,0.00953167,0.00316343,0.02042,0.114945,0.351026,-0.00979298,-0.00877661,-0.00321076,0.0018363,0.0107463,0.0148037,0.00672193
445.901,0.955215,0.0990316,3.0,7.0,0.0,-437.371,0.010016,0.00317545,0.0196658,0.115556,0.352295,-0.0122956,-0.0071501,-0.00272056,0.00105779,0.0112193,0.017225,0.00536456
444.64,0.9963,0.0990316,4.0,31.0,0.0,-443.083,0.00842279,0.00294686,0.0191975,0.113639,0.351116,-0.0104848,-0.00452073,-0.00047718,0.00124823,0.0107938,0.0161205,0.0095864
442.345,0.936042,0.0990316,5.0,63.0,0.0,-435.512,0.0100042,0.00319059,0.0165856,0.112406,0.351904,-0.00951715,-0.00405899,-0.000341297,0.00413932,0.0154438,0.0196118,0.00839003
440.342,0.667704,0.0990316,4.0,15.0,0.0,-433.447,0.0116793,0.00275971,0.0171586,0.112193,0.350311,-0.00874561,-0.00225648,0.00168741,0.00273384,0.0120446,0.0179955,0.0116462
440.352,0.998386,0.0990316,5.0,31.0,0.0,-435.687,0.00964195,0.00299444,0.0158079,0.112008,0.346712,-0.00911225,-0.00468457,-0.000703808,0.00434131,0.0155542,0.0199518,0.00905405
440.538,0.991988,0.0990316,3.0,7.0,0.0,-436.6,0.00968524,0.00307463,0.0162727,0.111767,0.346827,-0.00878487,-0.000361564,0.000670919,0.00312839,0.01302,0.017623,0.0111804
440.228,0.966525,0.0990316,5.0,63.0,0.0,-433.38,0.00850312,0.00308042,0.016511,0.112034,0.348846,-0.00981276,-0.00139373,0.00184007,0.00563736,0.0133064,0.0168216,0.0095281
441.266,0.90758,0.0990316,5.0,63.0,0.0,-434.179,0.0168845,0.0031959,0.02367,0.107595,0.343674,-0.0048844,-0.000755511,0.0043323,0.00761583,0.017532,0.0236435,0.0152459
437.395,0.968601,0.0990316,4.0,31.0,0.0,-434.319,0.0173775,0.00351051,0.0263986,0.108915,0.343572,-0.00713636,0.0010955,0.0030965,0.00589537,0.0170138,0.0210504,0.0116427
439.449,0.924872,0.0990316,5.0,31.0,0.0,-434.441,0.0174667,0.00325067,0.0251354,0.109744,0.341563,-0.00755489,-0.00318984,0.00345738,0.00567994,0.0163607,0.0223135,0.0131265
441.535,0.916771,0.0990316,4.0,31.0,0.0,-435.051,0.0134361,0.00324353,0.0215251,0.110482,0.349567,-0.00532348,-0.000572653,0.00261829,0.00581688,0.0141049,0.021764,0.0111839
439.739,0.993831,0.0990316,6.0,127.0,0.0,-435.908,0.0133389,0.00336778,0.0193249,0.1035,0.342125,-0.00164423,0.00560181,0.00912139,0.0134677,0.0243219,0.0279573,0.0197446
442.018,0.997401,0.0990316,5.0,31.0,0.0,-434.345,0.0187376,0.00293372,0.0192471,0.106108,0.343076,-0.0039808,0.00226166,0.00512393,0.0100257,0.0189717,0.025747,0.0172004
443.241,0.946886,0.0990316,6.0,95.0,0.0,-436.532,0.0107331,0.00314294,0.0188583,0.123369,0.356726,-0.0212753,-0.0144137,-0.0121453,-0.00686023,0.000986257,0.00834158,-0.000592253
440.051,0.921245,0.0990316,4.0,31.0,0.0,-436.517,0.0106075,0.00316431,0.0173018,0.122663,0.352636,-0.0189286,-0.0144981,-0.00807152,-0.00738785,0.00440578,0.00689743,-0.000822197
444.261,0.832686,0.0990316,5.0,47.0,0.0,-436.527,0.01301,0.00288685,0.0179085,0.119272,0.362024,-0.0159674,-0.0108888,-0.0068494,-0.00384849,0.00568262,0.0110136,0.00266285
446.438,0.92771,0.0990316,5.0,31.0,0.0,-440.397,0.00963412,0.00339193,0.0192303,0.121239,0.359013,-0.0189095,-0.0122389,-0.00826689,-0.00519801,0.0052785,0.00978521,2.38926e-05
446.256,0.951213,0.0990316,4.0,15.0,0.0,-442.922,0.0111279,0.00324533,0.0191743,0.121215,0.361189,-0.0173573,-0.0124404,-0.00842013,-0.00533965,0.0040241,0.00996093,0.00171896
443.156,0.705678,0.0990316,3.0,15.0,0.0,-438.181,0.0129781,0.00293615,0.0189477,0.121596,0.358832,-0.0190078,-0.0110499,-0.00994691,-0.00549886,0.00609026,0.0108004,0.000901257
442.477,0.999329,0.0990316,5.0,31.0,0.0,-438.66,0.0130068,0.00357821,0.0170943,0.122534,0.358428,-0.0207322,-0.0128827,-0.0114819,-0.00657656,0.00256819,0.00799669,-0.001429
442.158,0.966033,0.0990316,5.0,47.0,0.0,-438.153,0.0120911,0.00355558,0.0175895,0.122012,0.35373,-0.0180186,-0.0136898,-0.00790031,-0.0067958,0.0025472,0.0085445,-0.000614395
443.48,0.931865,0.0990316,4.0,15.0,0.0,-437.27,0.0131784,0.00355591,0.0181437,0.121157,0.35708,-0.018356,-0.012019,-0.00988281,-0.0039801,0.00423274,0.0086626,-0.000164671
440.793,0.943648,0.0990316,4.0,31.0,0.0,-434.267,0.0111667,0.00400684,0.018877,0.12132,0.360454,-0.0174151,-0.0102597,-0.00925777,-0.00607913,0.00482678,0.00697227,0.000384235
440.796,0.978754,0.0990316,5.0,31.0,0.0,-436.182,0.0106185,0.00291763,0.019478,0.122907,0.36112,-0.0210354,-0.0165432,-0.0106662,-0.00601043,0.00246366,0.0106,-0.000339144
441.935,0.916514,0.0990316,5.0,31.0,0.0,-432.719,0.00799548,0.0032161,0.0180387,0.121808,0.35685,-0.0190936,-0.0148618,-0.00867192,-0.00439685,0.00400655,0.0113948,0.000586713
443.767,0.685451,0.0990316,5.0,31.0,0.0,-436.554,0.00753436,0.0034188,0.0186619,0.120755,0.359575,-0.0189629,-0.0113995,-0.00760959,-0.00580698,0.00405736,0.00876966,0.000268194
443.065,0.966677,0.0990316,4.0,31.0,0.0,-438.833,0.00944226,0.0030111,0.0180382,0.119773,0.35557,-0.0163639,-0.0124128,-0.00646234,-0.00365406,0.00514716,0.00874499,0.00245922
443.733,0.993186,0.0990316,4.0,31.0,0.0,-435.299,0.0103636,0.00295928,0.0187777,0.120497,0.354823,-0.0168428,-0.0118123,-0.0055036,-0.00398133,0.00385449,0.0105012,0.00162966
442.272,0.753826,0.0990316,4.0,23.0,0.0,-433.034,0.0112975,0.00261669,0.0211647,0.120452,0.354676,-0.0182594,-0.0118751,-0.00970275,-0.00499034,0.00711948,0.011249,0.00194607
443.285,0.962335,0.0990316,5.0,31.0,0.0,-436.79,0.0133217,0.00279997,0.021009,0.120757,0.361226,-0.0182015,-0.0112155,-0.0070146,-0.00350171,0.00412862,0.0100209,0.00111384
442.9,0.943793,0.0990316,3.0,7.0,0.0,-437.911,0.0151246,0.0027545,0.0214825,0.120645,0.361453,-0.0178734,-0.0121068,-0.00759929,-0.00305334,0.00526455,0.00962257,0.00143225
446.834,0.888135,0.0990316,5.0,63.0,0.0,-437.737,0.011807,0.00334937,0.0196907,0.117167,0.352923,-0.0133826,-0.00809638,-0.00429928,-0.000896064,0.00860479,0.0138664,0.00405053
446.567,0.999035,0.0990316,5.0,31.0,0.0,-445.172,0.0126564,0.00326884,0.0183493,0.117496,0.352098,-0.0147916,-0.00828615,-0.0048455,-0.00205547,0.00829348,0.0133635,0.00538345
444.988,0.902692,0.0990316,5.0,63.0,0.0,-439.887,0.00949612,0.00294431,0.0194859,0.109847,0.348906,-0.00779447,-0.000991599,0.00203953,0.00595698,0.0164963,0.0209052,0.0111441
442.377,0.965722,0.0990316,5.0,31.0,0.0,-438.623,0.0162337,0.00334374,0.0194319,0.110745,0.34748,-0.00696107,-0.00270383,0.00187472,0.00663744,0.014548,0.0220122,0.00988622
443.706,0.997364,0.0990316,6.0,95.0,0.0,-439.521,0.0113824,0.00294138,0.0215243,0.121633,0.358808,-0.0180081,-0.0135401,-0.00876343,-0.00427644,0.00377469,0.0113146,-0.00068357
440.943,0.784755,0.0990316,5.0,47.0,0.0,-436.745,0.010964,0.00293633,0.0211791,0.121464,0.35798,-0.0194949,-0.0123237,-0.0102161,-0.00657541,0.0047316,0.0113212,-0.00204602
444.764,0.915354,0.0990316,5.0,47.0,0.0,-436.781,0.00926174,0.00352571,0.0206471,0.123752,0.361401,-0.0205106,-0.0147578,-0.011905,-0.00810558,0.00196448,0.00692605,-0.00189094
443.112,0.853096,0.0990316,4.0,15.0,0.0,-439.305,0.0111112,0.00321374,0.0202112,0.125311,0.363683,-0.0204081,-0.017537,-0.0122854,-0.00968742,0.00157378,0.00501342,-0.00234503
