lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma_sample,sigma_exp[1],sigma_exp[2],phase_mu[1],phase_mu[2],group_effect[1],group_effect[2],group_effect[3],group_effect[4],group_effect[5],group_effect[6],group_effect[7]
437.23,0.912952,0.0884205,4.0,15.0,0.0,-435.222,0.0106688,0.00376946,0.0213524,0.11007,0.349781,-0.00753535,-0.0031138,0.00223935,0.00651769,0.0189265,0.0223116,0.00982508
438.051,0.926223,0.0884205,4.0,31.0,0.0,-430.666,0.013052,0.00321628,0.0194353,0.113765,0.347575,-0.00826925,-0.00379105,0.000829204,0.00156112,0.00976015,0.018089,0.010396
441.619,0.968362,0.0884205,4.0,15.0,0.0,-431.61,0.00871936,0.0032989,0.0198271,0.112205,0.347691,-0.0111001,-0.00394679,-0.000654367,0.0029756,0.015552,0.0177881,0.00817208
443.817,0.995859,0.0884205,4.0,31.0,0.0,-437.803,0.00977414,0.00338872,0.0181291,0.111972,0.347936,-0.00809463,-0.00433208,-0.000547039,0.0035939,0.0119493,0.0182968,0.00958883
440.367,0.970231,0.0884205,3.0,15.0,0.0,-436.004,0.00891842,0.00332673,0.0180175,0.112731,0.347768,-0.00830359,-0.00367947,0.0026147,0.00362029,0.0124426,0.0170407,0.0118351
437.949,0.952687,0.0884205,5.0,31.0,0.0,-431.003,0.0107139,0.00319152,0.0227315,0.112914,0.354833,-0.0102588,-0.00257795,-0.00127108,0.00387877,0.0150819,0.0212252,0.00842739
438.039,0.946953,0.0884205,4.0,31.0,0.0,-432.845,0.0114927,0.00317695,0.0225013,0.112411,0.354787,-0.0104028,-0.00254495,-0.00221506,0.00455702,0.0156202,0.0206456,0.00916579
441.505,0.910806,0.0884205,5.0,31.0,0.0,-432.009,0.0159699,0.00331805,0.0219699,0.111192,0.345111,-0.00914889,-0.00128718,0.000595752,0.00421442,0.0155622,0.0221677,0.0101988
437.886,0.94585,0.0884205,4.0,15.0,0.0,-432.448,0.0152361,0.00350679,0.0196439,0.111497,0.340123,-0.00655835,-0.00374908,0.00242606,0.00404882,0.0137674,0.0178318,0.00983811
441.14,0.993281,0.0884205,6.0,79.0,0.0,-431.163,0.00671094,0.00299971,0.0215312,0.121718,0.351553,-0.0182114,-0.0141298,-0.00813307,-0.00697108,0.00436953,0.00930868,0.000212255
441.661,0.994066,0.0884205,5.0,31.0,0.0,-437.449,0.00654116,0.00297065,0.0197554,0.121721,0.354045,-0.0186099,-0.0115301,-0.0103822,-0.00570385,0.00295844,0.00940041,-3.17976e-05
444.13,0.916962,0.0884205,4.0,15.0,0.0,-437.969,0.0101149,0.00299431,0.0193729,0.120023,0.35585,-0.0169192,-0.0133238,-0.00599696,-0.00479501,0.00741407,0.0108857,0.00193802
445.345,0.98485,0.0884205,4.0,31.0,0.0,-438.396,0.00975303,0.0030464,0.018934,0.120441,0.354874,-0.0184414,-0.0124706,-0.00611354,-0.0046412,0.00611456,0.0115384,0.00115892
445.829,0.976889,0.0884205,4.0,31.0,0.0,-441.969,0.0103256,0.00300723,0.0211641,0.120633,0.354556,-0.0167935,-0.0115052,-0.00919043,-0.00472783,0.00516267,0.0103075,0.00168288
445.301,0.950182,0.0884205,5.0,31.0,0.0,-440.582,0.0102047,0.00309341,0.0192099,0.120296,0.35309,-0.0178468,-0.0125072,-0.00587138,-0.00441623,0.0057976,0.0109986,0.00152607
443.856,0.979089,0.0884205,5.0,63.0,0.0,-440.209,0.0106743,0.00322651,0.01815,0.114766,0.355291,-0.0126324,-0.00654466,0.000268487,0.000951314,0.0118963,0.0162513,0.00651041
444.775,0.990172,0.0884205,4.0,31.0,0.0,-439.127,0.00640859,0.00331291,0.0188653,0.115173,0.353233,-0.0106506,-0.00602653,-0.00370923,0.000692189,0.00944578,0.0155659,0.00713557
443.934,0.845693,0.0884205,6.0,63.0,0.0,-437.243,0.0145692,0.00318197,0.0199521,0.120387,0.358009,-0.0175921,-0.0116377,-0.00799212,-0.00337198,0.00529934,0.00896722,0.000275203
442.157,0.994646,0.0884205,5.0,63.0,0.0,-439.738,0.010132,0.00304636,0.018922,0.124871,0.361846,-0.0214147,-0.0157195,-0.0110512,-0.00637587,0.000971843,0.00527176,-0.00351102
440.969,0.952352,0.0884205,6.0,95.0,0.0,-432.764,0.0133315,0.00369927,0.0196634,0.112005,0.345123,-0.00803633,-0.00286919,0.00142093,0.00282066,0.0126666,0.0209746,0.0119176
444.71,0.873468,0.0884205,6.0,95.0,0.0,-436.702,0.00751894,0.00323527,0.0194639,0.121816,0.360488,-0.0194004,-0.0124849,-0.00966729,-0.00663923,0.00308397,0.0101352,0.000992294
444.579,0.966729,0.0884205,5.0,31.0,0.0,-439.776,0.00967726,0.00300783,0.0170739,0.122173,0.361237,-0.0185564,-0.013996,-0.00853458,-0.00687621,0.0021702,0.00919738,-0.000707989
442.068,0.760095,0.0884205,4.0,23.0,0.0,-437.75,0.0115877,0.00316484,0.0196773,0.122001,0.359436,-0.0174855,-0.0138562,-0.0101373,-0.0079323,0.0052082,0.00731885,-0.000800648
438.282,0.99973,0.0884205,4.0,31.0,0.0,-436.283,0.0128487,0.00381086,0.0228875,0.122953,0.359722,-0.0223366,-0.01366,-0.00965819,-0.00505902,0.00121239,0.0102151,-0.000763967
435.441,0.969966,0.0884205,4.0,31.0,0.0,-429.19,0.0120084,0.00282594,0.0193288,0.12308,0.359075,-0.0239378,-0.0135803,-0.010388,-0.00455928,0.00231714,0.00813614,-0.0017941
445.141,0.994232,0.0884205,3.0,7.0,0.0,-433.293,0.0120115,0.00288595,0.0194462,0.123205,0.359301,-0.0208142,-0.0128734,-0.0108215,-0.00719933,0.00204093,0.00823565,-0.000405907
443.133,0.838968,0.0884205,3.0,7.0,0.0,-438.717,0.0121981,0.00278184,0.0196818,0.124045,0.362019,-0.0203031,-0.0167904,-0.0101233,-0.00768446,0.00304842,0.00807815,-0.0025116
441.409,0.985024,0.0884205,4.0,31.0,0.0,-436.142,0.0101531,0.00319332,0.018568,0.123519,0.365848,-0.0203926,-0.0140604,-0.00946647,-0.00967979,0.00272985,0.00866438,-0.00027006
441.014,0.902442,0.0884205,6.0,111.0,0.0,-437.517,0.0105707,0.00324458,0.0200658,0.10932,0.350078,-0.00540439,-0.00041032,0.00326739,0.00941815,0.0170888,0.0217387,0.0124104
436.178,0.996581,0.0884205,5.0,31.0,0.0,-431.197,0.0269769,0.00330298,0.017022,0.112071,0.342066,-0.00807435,-0.00285976,0.00052054,0.00379562,0.0160565,0.0196529,0.0101916
442.515,0.950592,0.0884205,5.0,63.0,0.0,-428.243,0.00645538,0.00325887,0.0193134,0.116119,0.357672,-0.0113359,-0.00629184,-0.00408636,0.00117378,0.00809387,0.0149337,0.00564057
441.23,0.688921,0.0884205,5.0,31.0,0.0,-433.032,0.0113122,0.00340955,0.0182406,0.115348,0.346837,-0.0112386,-0.00551582,-0.0035702,0.00210397,0.0082934,0.0160147,0.00555203
437.894,1.0,0.0884205,5.0,31.0,0.0,-428.224,0.00634798,0.00243337,0.0220207,0.116267,0.354366,-0.0123774,-0.00761131,-0.00511919,0.00124157,0.0086175,0.015225,0.0052387
444.212,0.812955,0.0884205,5.0,63.0,0.0,-429.294,0.0112417,0.0027051,0.0218773,0.118341,0.357797,-0.0161468,-0.00887764,-0.00545053,-0.00356147,0.00631142,0.012505,0.00353342
441.907,0.990956,0.0884205,5.0,63.0,0.0,-438.782,0.0109351,0.00274772,0.0223063,0.119256,0.358241,-0.0156363,-0.00945975,-0.00488333,-0.00432721,0.00520599,0.0119993,0.00350216
443.526,1.0,0.0884205,5.0,31.0,0.0,-438.809,0.00839246,0.0032816,0.0205165,0.117936,0.352652,-0.0149942,-0.00914848,-0.00697127,-0.000542206,0.0101011,0.0134373,0.00407314
445.213,0.999844,0.0884205,5.0,31.0,0.0,-440.332,0.0083276,0.00326505,0.020272,0.117284,0.353465,-0.0153882,-0.00796744,-0.00574862,-0.00124104,0.0104129,0.0137412,0.00442029
445.173,0.987012,0.0884205,4.0,31.0,0.0,-439.982,0.0098706,0.00293566,0.0192718,0.118564,0.352981,-0.0143408,-0.0102156,-0.004873,-0.00293479,0.00562247,0.0127693,0.00383222
444.126,0.951618,0.0884205,5.0,31.0,0.0,-439.457,0.00792874,0.00310821,0.0224643,0.117805,0.354188,-0.0131095,-0.00850383,-0.00477346,-0.00233314,0.00622371,0.0133428,0.00425205
443.344,0.706085,0.0884205,5.0,31.0,0.0,-436.232,0.00803393,0.00330174,0.0248106,0.116771,0.356453,-0.0158218,-0.00799325,-0.00348758,-0.00079076,0.00882439,0.0143044,0.00463125
441.188,0.971434,0.0884205,4.0,31.0,0.0,-434.781,0.00747929,0.00333531,0.0267216,0.11812,0.349154,-0.0154194,-0.00884597,-0.00605444,-0.00335934,0.00847942,0.0137552,0.00353337
440.374,0.94877,0.0884205,5.0,31.0,0.0,-433.806,0.00774783,0.00313683,0.0249926,0.114546,0.358089,-0.0113839,-0.00621159,-0.00150495,0.00168288,0.0132374,0.0171272,0.00562698
438.736,0.967925,0.0884205,5.0,63.0,0.0,-431.218,0.0123102,0.0028723,0.0264246,0.110892,0.338069,-0.00841359,-0.00217535,0.000208181,0.00475236,0.0147955,0.0213063,0.0116326
440.738,0.953695,0.0884205,5.0,31.0,0.0,-432.193,0.0101887,0.00249216,0.0221434,0.109466,0.346532,-0.0061024,-0.000162007,0.00360621,0.00522791,0.0176494,0.0227214,0.0127128
439.992,0.954381,0.0884205,5.0,31.0,0.0,-434.792,0.0106503,0.00263972,0.0206717,0.110742,0.34425,-0.00946007,-0.00243163,0.00268331,0.00635109,0.0144955,0.0188906,0.0123631
439.871,0.919556,0.0884205,6.0,79.0,0.0,-431.672,0.0135048,0.00257571,0.0220928,0.107747,0.34651,-0.00494415,0.000940244,0.00375514,0.00943774,0.01724,0.0228359,0.0133276
442.795,0.98798,0.0884205,5.0,63.0,0.0,-431.831,0.0101633,0.00324513,0.0197777,0.113315,0.354764,-0.00934691,-0.00340769,-0.000944522,0.00496977,0.012197,0.0177568,0.00821717
437.909,0.97916,0.0884205,6.0,95.0,0.0,-431.308,0.00677354,0.00383166,0.0225796,0.119895,0.350546,-0.0161042,-0.0102225,-0.00867023,-0.00196382,0.0044284,0.0101325,0.000541102
437.725,0.99411,0.0884205,5.0,31.0,0.0,-429.612,0.00654436,0.0034908,0.024636,0.118094,0.362834,-0.0136313,-0.0095633,-0.00398804,-0.00266265,0.008563,0.0103803,0.00285427
441.091,0.999616,0.0884205,4.0,15.0,0.0,-435.047,0.00811255,0.00339439,0.0238727,0.1173,0.358504,-0.015568,-0.00839687,-0.00602516,-0.00131996,0.00744642,0.0161742,0.00551758
438.923,0.961693,0.0884205,5.0,31.0,0.0,-432.412,0.0110878,0.00276555,0.0229278,0.117008,0.358232,-0.0127867,-0.010597,-0.00327584,-0.00271203,0.0104781,0.014564,0.00423753
442.041,0.999502,0.0884205,4.0,31.0,0.0,-431.988,0.0145942,0.00309468,0.0186894,0.117369,0.359583,-0.0169711,-0.00788376,-0.00457039,-0.00148523,0.0094748,0.0137894,0.00532739
441.421,0.995299,0.0884205,5.0,31.0,0.0,-436.178,0.0131191,0.00386864,0.0169436,0.118085,0.35295,-0.0126354,-0.00942211,-0.00455809,-0.0028034,0.00597094,0.0121693,0.00505782
443.239,0.883056,0.0884205,5.0,31.0,0.0,-436.19,0.00718077,0.00345866,0.0177662,0.116714,0.355888,-0.015029,-0.00610593,-0.00281991,-0.00224978,0.00899785,0.0145486,0.00571583
443.895,0.991105,0.0884205,5.0,63.0,0.0,-439.471,0.0111283,0.00302255,0.018163,0.120111,0.353424,-0.0178389,-0.0100946,-0.00618272,-0.00592244,0.00631527,0.0110687,0.00278993
442.78,0.936037,0.0884205,5.0,31.0,0.0,-437.315,0.0125001,0.00300038,0.0212122,0.120994,0.356431,-0.0165546,-0.0127116,-0.00830883,-0.00601531,0.0065764,0.00849979,0.000932855
438.325,0.943487,0.0884205,5.0,31.0,0.0,-434.526,0.0219163,0.00317521,0.0194398,0.121762,0.360817,-0.0174718,-0.0133123,-0.00985377,-0.00735662,0.00687609,0.00816166,0.00112372
439.13,0.951574,0.0884205,5.0,31.0,0.0,-433.272,0.0160912,0.0029118,0.01972,0.121823,0.355827,-0.0206891,-0.0128516,-0.00858479,-0.00487081,0.00124453,0.0104584,-6.30111e-05
440.667,0.98188,0.0884205,3.0,15.0,0.0,-434.022,0.0167722,0.00286999,0.0198301,0.121702,0.35596,-0.0202177,-0.0133234,-0.00869695,-0.00542776,0.00159966,0.0104107,9.9925e-05
440.363,0.99698,0.0884205,5.0,63.0,0.0,-435.047,0.0137133,0.00327258,0.0181245,0.126016,0.365395,-0.0233148,-0.0167534,-0.0130528,-0.00844206,-0.00239461,0.00639188,-0.00232714
432.995,0.633013,0.0884205,6.0,127.0,0.0,-423.758,0.0138613,0.00454289,0.0199145,0.132222,0.366237,-0.0285755,-0.0202439,-0.0192274,-0.0149314,-0.00880357,-0.000958467,-0.0104986
436.955,0.98119,0.0884205,4.0,31.0,0.0,-428.679,0.0158754,0.00398273,0.0206061,0.131836,0.370979,-0.0278915,-0.0224824,-0.0193954,-0.018403,-0.00450089,6.33734e-05,-0.00871923
439.006,0.983008,0.0884205,5.0,63.0,0.0,-432.538,0.0107301,0.00389018,0.0183448,0.128903,0.364891,-0.0251509,-0.0196911,-0.0158967,-0.0114455,-0.00455749,0.000160904,-0.00657281
439.752,0.876634,0.0884205,5.0,63.0,0.0,-434.973,0.0262083,0.00282824,0.0205631,0.130215,0.367184,-0.0281768,-0.0218899,-0.0182279,-0.0157687,-0.00355586,0.00215373,-0.00711022
443.423,0.983508,0.0884205,5.0,63.0,0.0,-433.419,0.013507,0.00306229,0.0209352,0.125907,0.365611,-0.0244667,-0.0166729,-0.0124576,-0.0105256,0.00116086,0.00473762,-0.00324119
440.787,0.947063,0.0884205,5.0,31.0,0.0,-437.434,0.0147955,0.00295061,0.0168539,0.127302,0.362286,-0.0257625,-0.0191495,-0.0127513,-0.0119118,-0.00245809,0.00441042,-0.00559708
442.936,0.999873,0.0884205,6.0,63.0,0.0,-437.364,0.0125454,0.00339864,0.0223299,0.126555,0.360798,-0.0246782,-0.0170717,-0.0135107,-0.0106446,-0.000113037,0.0058902,-0.00466292
439.809,0.774061,0.0884205,5.0,31.0,0.0,-436.182,0.0118531,0.00364796,0.0202591,0.123939,0.365306,-0.023839,-0.0146762,-0.0115228,-0.00957288,0.000684235,0.00748224,-0.00282641
442.388,0.997236,0.0884205,4.0,15.0,0.0,-438.009,0.0145333,0.00339985,0.0200281,0.125017,0.361535,-0.0194495,-0.016684,-0.0122906,-0.00813739,0.00143541,0.0055611,-0.00231144
440.449,0.998388,0.0884205,5.0,47.0,0.0,-437.728,0.0110499,0.00337882,0.0206038,0.124334,0.354411,-0.0236952,-0.0149866,-0.0113464,-0.00930923,0.00129291,0.00765212,-0.0027485
440.978,1.0,0.0884205,4.0,15.0,0.0,-437.892,0.0112386,0.00348486,0.0204211,0.125139,0.354403,-0.0213642,-0.017839,-0.0119441,-0.00922265,0.000403276,0.00572447,-0.00328282
443.97,0.91214,0.0884205,4.0,31.0,0.0,-435.928,0.0127946,0.00341426,0.0175682,0.12509,0.36048,-0.0225338,-0.0159195,-0.0126363,-0.0105229,0.000525086,0.00546789,-0.00361928
438.511,0.962856,0.0884205,3.0,7.0,0.0,-437.321,0.0134015,0.00336981,0.0171169,0.126285,0.358358,-0.0212486,-0.0156169,-0.0115288,-0.0103302,-0.00133834,0.00300181,-0.00413033
441.747,0.999444,0.0884205,4.0,31.0,0.0,-435.06,0.0154697,0.00344171,0.016342,0.125486,0.362824,-0.0231425,-0.0173045,-0.0124917,-0.0095524,0.00158322,0.00629788,-0.00218392
438.605,0.973619,0.0884205,5.0,31.0,0.0,-434.332,0.018637,0.00372673,0.0204432,0.124935,0.363063,-0.0223253,-0.0156815,-0.0120611,-0.00796903,0.00181173,0.0085705,-0.00537554
440.996,0.918415,0.0884205,4.0,15.0,0.0,-433.185,0.017624,0.00361249,0.0202788,0.124908,0.36151,-0.0208971,-0.0183098,-0.0114714,-0.00931675,0.00159367,0.0071849,-0.00166836
439.915,0.990201,0.0884205,4.0,15.0,0.0,-437.543,0.020307,0.00374177,0.0201593,0.123186,0.359177,-0.0209006,-0.0118598,-0.0108406,-0.00681869,0.00223494,0.00722117,-0.00209352
443.26,0.974362,0.0884205,5.0,63.0,0.0,-432.927,0.0079071,0.00334649,0.0204639,0.116704,0.354424,-0.0144789,-0.00480408,-0.00381583,-0.000383608,0.00887552,0.0138786,0.00437881
440.863,0.901821,0.0884205,4.0,31.0,0.0,-436.581,0.00818941,0.00308024,0.0194565,0.117908,0.351941,-0.0122374,-0.0113772,-0.00458569,-0.0019617,0.00794034,0.0138229,0.00602054
441.772,0.971639,0.0884205,4.0,15.0,0.0,-436.771,0.00992548,0.00278707,0.0190054,0.117775,0.353788,-0.0171607,-0.00726745,-0.00566853,-0.00174713,0.00852802,0.0129303,0.00269344
442.809,0.995187,0.0884205,5.0,63.0,0.0,-435.764,0.0112279,0.00306039,0.021044,0.117083,0.351445,-0.0158999,-0.00608684,-0.00424435,-0.000117601,0.00995977,0.0142832,0.00427158
439.8,0.930251,0.0884205,5.0,47.0,0.0,-435.445,0.0118304,0.00333202,0.0194819,0.112393,0.353679,-0.0104503,-0.000951448,0.000200726,0.0054873,0.0139644,0.019004,0.00786051
442.689,0.999865,0.0884205,5.0,31.0,0.0,-434.424,0.00785948,0.00333513,0.0246171,0.113769,0.351768,-0.00991718,-0.00483881,-0.000447013,0.0030973,0.0107887,0.0174082,0.0092202
440.725,0.831825,0.0884205,5.0,31.0,0.0,-433.547,0.0143551,0.00396899,0.0210715,0.11311,0.349841,-0.00847448,-0.00372709,0.000997992,0.00425651,0.011838,0.0177874,0.010069
443.076,0.973307,0.0884205,5.0,31.0,0.0,-438.376,0.00980057,0.00243073,0.0196224,0.113029,0.349681,-0.0102401,-0.00463382,-0.000558478,0.00157399,0.0137183,0.0177015,0.00847675
442.785,0.90277,0.0884205,5.0,31.0,0.0,-438.792,0.00941322,0.0037969,0.0181674,0.11341,0.352479,-0.00888028,-0.00448032,-0.000797379,0.00348511,0.0116127,0.0183907,0.0102088
439.716,0.844906,0.0884205,4.0,31.0,0.0,-430.434,0.0095082,0.00394238,0.0225965,0.111409,0.350135,-0.00774917,-0.00449747,0.000513084,0.00369543,0.0119602,0.0193178,0.00933161
438.148,0.996664,0.0884205,4.0,15.0,0.0,-435.709,0.00948161,0.00402273,0.0234702,0.113629,0.350397,-0.0092588,-0.00472843,-0.00144358,0.00197469,0.0146657,0.0183621,0.0108978
439.87,0.998162,0.0884205,4.0,31.0,0.0,-432.707,0.0101151,0.00383081,0.0232278,0.112271,0.352203,-0.0112777,-0.00325475,-0.000417509,0.00121872,0.0146943,0.0186779,0.00983073
441.527,0.911422,0.0884205,5.0,31.0,0.0,-432.142,0.0110411,0.00261095,0.0209353,0.112967,0.349789,-0.00965194,-0.00666343,-0.00108657,0.00377967,0.0130583,0.0178626,0.00826332
440.718,0.842942,0.0884205,3.0,7.0,0.0,-436.24,0.0108015,0.00257004,0.0207665,0.113078,0.350263,-0.0102504,-0.00592065,-0.00108247,0.00465674,0.0136935,0.0186324,0.00755146
444.104,0.956306,0.0884205,4.0,15.0,0.0,-436.519,0.0103008,0.00268287,0.0210539,0.113473,0.348815,-0.00994244,-0.00442439,9.60397e-05,0.00275289,0.0125024,0.0188342,0.00716568
443.98,0.914352,0.0884205,5.0,31.0,0.0,-435.488,0.00948515,0.0031154,0.01614,0.113944,0.352494,-0.0111511,-0.003482,-0.0024611,0.00161693,0.0108585,0.0162864,0.00819099
441.433,0.956455,0.0884205,5.0,63.0,0.0,-434.667,0.00673389,0.00357232,0.0181163,0.117912,0.351387,-0.0130962,-0.0103929,-0.00583748,-0.00228293,0.00560821,0.0139261,0.00499157
442.451,0.998803,0.0884205,5.0,63.0,0.0,-436.615,0.00699266,0.00323776,0.0182086,0.119724,0.354266,-0.017359,-0.00974713,-0.00572979,-0.00321793,0.0077189,0.00936799,0.00137028
441.877,0.927521,0.0884205,5.0,63.0,0.0,-438.933,0.00846492,0.00351059,0.0179596,0.117956,0.352476,-0.0139761,-0.0104063,-0.00670452,-0.00318198,0.00541201,0.0142089,0.00439756
439.882,0.996935,0.0884205,5.0,63.0,0.0,-434.755,0.0108323,0.00293939,0.0216834,0.121595,0.366193,-0.0203087,-0.0115395,-0.00757643,-0.00535526,0.00623197,0.00977882,0.000844679
438.341,0.969829,0.0884205,6.0,79.0,0.0,-429.3,0.0092825,0.00307839,0.0239358,0.126283,0.361997,-0.0241947,-0.0185887,-0.0122011,-0.00886602,-0.000204741,0.00296874,-0.00314543
440.605,0.89001,0.0884205,4.0,15.0,0.0,-429.733,0.00951331,0.00339597,0.022363,0.126099,0.365132,-0.0217923,-0.0166703,-0.0139116,-0.0113838,-0.000352119,0.00725026,-0.00433774
439.352,0.80014,0.0884205,4.0,31.0,0.0,-432.892,0.0109321,0.0034845,0.0201972,0.12698,0.368632,-0.0245733,-0.0190072,-0.013949,-0.00963048,3.00377e-05,0.00175946,-0.00588511
441.707,0.975452,0.0884205,4.0,15.0,0.0,-435.97,0.0116834,0.00338677,0.0202456,0.127026,0.366599,-0.0226939,-0.0198508,-0.0146437,-0.0100809,-0.000816923,0.00434001,-0.00350222
440.183,0.852171,0.0884205,4.0,31.0,0.0,-434.204,0.0133909,0.00333044,0.0206008,0.126164,0.366171,-0.0221051,-0.0191444,-0.0127138,-0.0117741,-0.00238823,0.00446664,-0.00311603
442.776,0.807623,0.0884205,5.0,31.0,0.0,-435.212,0.0104499,0.0034401,0.0190981,0.125553,0.360455,-0.0220714,-0.0178451,-0.0131691,-0.0108116,0.00107136,0.00510634,-0.00193804
441.323,0.986777,0.0884205,5.0,31.0,0.0,-436.553,0.010819,0.00401029,0.018169,0.125229,0.359428,-0.0225787,-0.0153801,-0.0116425,-0.00911768,-0.000522693,0.00621352,-0.00354843
434.877,0.978269,0.0884205,4.0,15.0,0.0,-429.252,0.00746708,0.00373446,0.0160342,0.124384,0.368568,-0.0194263,-0.0163747,-0.0108883,-0.00914866,0.00152912,0.00457247,-0.0012772
441.732,0.972213,0.0884205,4.0,15.0,0.0,-430.66,0.00837513,0.00361817,0.0175484,0.123856,0.361846,-0.0214325,-0.013584,-0.0116485,-0.00765859,0.000761073,0.00772447,-0.00352476
439.357,0.750282,0.0884205,5.0,63.0,0.0,-432.139,0.0162506,0.00382006,0.018295,0.121045,0.356869,-0.017473,-0.00994969,-0.00736421,-0.00334892,0.00518225,0.0124758,0.00108542
439.168,0.966867,0.0884205,5.0,63.0,0.0,-434.829,0.0181507,0.00391865,0.0183792,0.120097,0.357709,-0.0186315,-0.0125661,-0.00889093,-0.00610071,0.00467169,0.0108585,0.00128199
443.138,0.94553,0.0884205,5.0,63.0,0.0,-433.749,0.0150805,0.0029712,0.02117,0.124099,0.363362,-0.0214478,-0.0156715,-0.0116702,-0.00770202,0.00133134,0.00514887,-0.00262964
442.437,0.991955,0.0884205,4.0,31.0,0.0,-437.393,0.0144463,0.00338578,0.0210742,0.125373,0.365656,-0.0217841,-0.0161333,-0.0124633,-0.0100773,2.95593e-06,0.0080255,-0.00371068
440.563,0.915047,0.0884205,4.0,31.0,0.0,-434.634,0.0124631,0.00364775,0.0229348,0.126236,0.363059,-0.0223637,-0.0183437,-0.0138828,-0.00917711,0.00133233,0.00349713,-0.00414166
441.224,0.98634,0.0884205,4.0,15.0,0.0,-437.993,0.0136289,0.00373294,0.0221259,0.126202,0.363685,-0.0232337,-0.016417,-0.0143623,-0.0114157,-0.000204636,0.00616278,-0.0028309
439.434,0.946818,0.0884205,5.0,31.0,0.0,-434.897,0.0112635,0.00289103,0.0206534,0.126951,0.360162,-0.0238093,-0.0182854,-0.016227,-0.0116405,-0.00256069,0.00432056,-0.00305357
439.553,0.981657,0.0884205,5.0,31.0,0.0,-431.549,0.0195934,0.00314638,0.0176361,0.125642,0.368107,-0.0217325,-0.0169501,-0.0146924,-0.00950281,-0.000164764,0.00533822,-0.00198728
442.336,0.994647,0.0884205,5.0,63.0,0.0,-435.218,0.0159221,0.00306102,0.0187245,0.12324,0.358565,-0.0204126,-0.0148389,-0.0093651,-0.00733462,0.00444093,0.00774534,-0.00320511
440.575,0.807441,0.0884205,4.0,15.0,0.0,-433.009,0.0154663,0.00293116,0.0192548,0.123339,0.354503,-0.0201592,-0.0140449,-0.0114747,-0.00726703,0.00124595,0.00853182,0.00104673
441.094,0.983602,0.0884205,5.0,31.0,0.0,-437.385,0.00777767,0.00307918,0.0232261,0.120944,0.364576,-0.0187042,-0.0132088,-0.007396,-0.00507996,0.0058613,0.0091924,-0.000677347
442.651,0.971679,0.0884205,6.0,63.0,0.0,-435.451,0.00804229,0.00397804,0.0195,0.119173,0.354816,-0.0164632,-0.00997637,-0.00589138,-0.00283096,0.00740129,0.00997547,0.00113945
442.767,0.985925,0.0884205,5.0,63.0,0.0,-437.079,0.00807241,0.00365942,0.0205675,0.116825,0.359628,-0.0127898,-0.00776373,-0.00430645,-0.00144348,0.00792874,0.0154849,0.00640077
441.022,0.729808,0.0884205,5.0,31.0,0.0,-436.171,0.00920496,0.00362177,0.0216479,0.114253,0.35079,-0.0128704,-0.00696926,-0.00372546,0.000738788,0.0107033,0.0149294,0.0070916
447.267,0.988208,0.0884205,5.0,63.0,0.0,-439.448,0.00969168,0.00291601,0.0193659,0.119499,0.356131,-0.0164786,-0.0108226,-0.00539801,-0.00368784,0.00643162,0.0122349,0.00269787
447.0,0.974854,0.0884205,6.0,95.0,0.0,-445.242,0.00971905,0.00323119,0.0195114,0.1178,0.354785,-0.0151168,-0.00914569,-0.00492135,-0.00180793,0.00956278,0.0132453,0.00496001
442.622,0.892695,0.0884205,6.0,79.0,0.0,-439.292,0.0123995,0.00310201,0.0198518,0.124777,0.35803,-0.0215876,-0.0159989,-0.0119541,-0.00693927,0.00266153,0.00685039,-0.00405584
441.923,0.97896,0.0884205,3.0,7.0,0.0,-437.213,0.0119822,0.0030803,0.019662,0.124328,0.356684,-0.0223386,-0.0159275,-0.0119585,-0.00813983,0.00395246,0.00587587,-0.00121922
443.845,0.983662,0.0884205,5.0,63.0,0.0,-434.525,0.00849295,0.00340069,0.0172577,0.118081,0.356373,-0.0128563,-0.00898893,-0.00705367,-0.00342292,0.00810937,0.0132248,0.00350315
441.024,0.997523,0.0884205,4.0,31.0,0.0,-438.225,0.0082987,0.00333758,0.0161416,0.118802,0.35058,-0.0159935,-0.0100404,-0.0038577,-0.00228153,0.00569627,0.0106768,0.00351956
442.086,0.707833,0.0884205,5.0,31.0,0.0,-434.126,0.00871343,0.00308216,0.0175278,0.116939,0.357678,-0.0124349,-0.00724883,-0.00564331,-0.00108586,0.0104422,0.0158768,0.00544535
442.189,0.998756,0.0884205,5.0,63.0,0.0,-438.427,0.00928449,0.00309156,0.0173018,0.115481,0.357049,-0.0118531,-0.00568083,-0.0045035,-0.00173498,0.00935303,0.0151679,0.00556941
443.763,0.963504,0.0884205,4.0,31.0,0.0,-436.4,0.012044,0.00297346,0.022744,0.116523,0.353211,-0.0149177,-0.00738897,-0.00523888,-0.00212132,0.00925856,0.0137985,0.00574022
439.011,0.821239,0.0884205,5.0,31.0,0.0,-433.976,0.00981427,0.00332262,0.0253079,0.116499,0.347145,-0.0150229,-0.0102885,-0.0039836,-0.00236385,0.00917941,0.014053,0.00593145
445.217,0.98897,0.0884205,5.0,63.0,0.0,-431.482,0.0115531,0.00317653,0.0190533,0.120647,0.35809,-0.0178348,-0.0123366,-0.00651642,-0.00506339,0.00641667,0.0109142,0.00297234
