Two Theta,Summed Intensity
40.53000000000001,1440155835.3255339
40.550000000000004,1470092139.6488035
40.57000000000001,1423575345.8384724
40.59,1424069474.2137074
40.61000000000001,1408694584.2311332
40.63,1467803963.9655602
40.650000000000006,1461943194.1556
40.67,1459848781.6950128
40.690000000000005,1485051680.3592358
40.71000000000001,1401559382.9570112
40.730000000000004,1489801891.0717335
40.75000000000001,1421499404.1601992
40.77,1386059325.9314198
40.790000000000006,1446653582.2778463
40.81,1457162167.0910976
40.830000000000005,1442351944.3775992
40.85,1418739530.7620287
40.870000000000005,1479966959.9821029
40.89000000000001,1437913627.4006898
40.910000000000004,1415663958.3493412
40.93000000000001,1415349681.934724
40.95,1457231275.4040842
40.970000000000006,1458879015.7906785
40.99,1463005509.3508308
41.010000000000005,1412101766.0293689
41.03000000000001,1432375061.529181
41.050000000000004,1457279518.7382548
41.07000000000001,1430598600.8443718
41.09,1449770643.284263
41.11000000000001,1454979780.4263837
41.13,1462582862.2169538
41.150000000000006,1523927293.0126295
41.17,1479687122.903223
41.190000000000005,1422863677.6002004
41.21000000000001,1471842166.3029025
41.230000000000004,1425264036.4339993
41.25000000000001,1414191886.7505734
41.27,1425034786.8187535
41.290000000000006,1462427147.5973983
41.31,1399882274.8108375
41.330000000000005,1442244512.2770197
41.35,1440707980.2483568
41.370000000000005,1426148477.4462864
41.39000000000001,1454229185.4249496
41.410000000000004,1459557217.5210023
41.43000000000001,1395990515.1271677
41.45,1415642850.084379
41.470000000000006,1520915278.1868553
41.49,1469473409.1103644
41.510000000000005,1476951133.7792654
41.53000000000001,1386626741.453314
41.550000000000004,1422335192.7456114
41.57000000000001,1397747910.955159
41.59,1485194593.8560803
41.61000000000001,1531879927.4912572
41.63,1485188713.998001
41.650000000000006,1448471640.9879317
41.67,1414382279.5550036
41.690000000000005,1437785116.1969314
41.71000000000001,1462188269.41388
41.730000000000004,1491314725.7548552
41.75000000000001,1425246831.6651037
41.77,1450557092.9842868
41.790000000000006,1427434371.4428873
41.81,1441523472.1609547
41.830000000000005,1417968292.5289865
41.85,1438265875.0629275
41.870000000000005,1409956259.6690698
41.89000000000001,1465767670.710587
41.910000000000004,1479988940.8068237
41.93000000000001,1497078971.7438433
41.95,1489055027.2508128
41.970000000000006,1471105935.583137
41.99,1425254128.1901615
42.010000000000005,1471629298.4535544
42.03000000000001,1420570702.6451259
42.050000000000004,1408959470.4915183
42.07000000000001,1408834722.3476467
42.09,1502892764.989684
42.11000000000001,1440703013.3137808
42.13,1434682138.0405
42.150000000000006,1489273480.8480651
42.17,1474571602.9248517
42.190000000000005,1454905370.87502
42.21000000000001,1481977291.6175215
42.230000000000004,1416818131.6870213
42.25000000000001,1396375388.8471289
42.27,1457101436.3921165
42.290000000000006,1475779298.162823
42.31,1500782781.234215
42.330000000000005,1501991952.373868
42.35,1518427926.0079737
42.370000000000005,1435005139.1325948
42.39000000000001,1495315987.7742887
42.410000000000004,1457960520.9467168
42.43000000000001,1430588614.4218285
42.45,1478381232.3911314
42.470000000000006,1484865690.9566882
42.49,1508490096.8968875
42.510000000000005,1538576065.391831
42.53000000000001,1523538553.1533182
42.550000000000004,1502037709.8362672
42.57000000000001,1498859637.520595
42.59,1524643636.2854834
42.61000000000001,1500338065.0669289
42.63,1521454905.9396012
42.650000000000006,1520620506.9907544
42.67,1544685181.3454027
42.690000000000005,1542102043.9833138
42.71000000000001,1542268639.5372417
42.730000000000004,1511212168.7102413
42.75000000000001,1525316963.2794561
42.77,1522893668.0079374
42.790000000000006,1569071900.59992
42.81,1500797982.0294032
42.830000000000005,1589292669.6475322
42.85,1563349220.7472339
42.870000000000005,1549896542.867435
42.89000000000001,1575105676.9887602
42.910000000000004,1572827490.02866
42.93000000000001,1574320869.359667
42.95,1563324048.1116605
42.970000000000006,1575330506.580824
42.99,1590320930.92887
43.010000000000005,1585390306.5655165
43.03000000000001,1582762294.9580536
43.050000000000004,1550957242.2453115
43.07000000000001,1598783142.9671478
43.09,1650166557.8263452
43.11000000000001,1672033624.6303995
43.13,1735464608.53718
43.150000000000006,1728452317.2267485
43.17,1757181466.32846
43.190000000000005,1839729524.557401
43.21,1861896981.2050323
43.230000000000004,1962097701.1520133
43.25000000000001,1931642057.479249
43.27,2048319088.8020499
43.290000000000006,2154610059.1529016
43.31,2192181167.1749554
43.330000000000005,2284450860.440783
43.35,2485325214.318867
43.370000000000005,2570367384.2610984
43.39000000000001,2729935374.3004365
43.410000000000004,2790923863.268397
43.43000000000001,2905156827.7554607
43.45,3062637831.7066555
43.470000000000006,3045212658.429466
43.49,3180241029.7474265
43.510000000000005,3158084218.4469075
43.53000000000001,3186528926.0411263
43.550000000000004,3088443174.654866
43.57000000000001,2982966581.676841
43.59,2933698196.6918406
43.61000000000001,2787630381.0343237
43.63,2742316020.393661
43.650000000000006,2660841287.181083
43.67,2414715459.264986
