#x	y_obs
44.78	944
44.79	756.164
44.8	664
44.81	554.862
44.82	502
44.83	410.136
44.84	392
44.85	303.456
44.86	309.015
44.87	274.603
44.88	276.892
44.89	247.462
44.9	253
44.91	209
44.92	235.264
44.93	209.427
44.94	206.248
44.95	188
44.96	222
44.97	188.253
44.98	186.567
44.99	171
45	176.496
45.01	150.95
45.02	173
45.03	162
45.04	169
45.05	137
45.06	162
45.07	149.873
45.08	166.335
45.09	149
45.1	171.102
45.11	141
45.12	154
45.13	137
45.14	147.405
45.15	133.457
45.16	148.672
45.17	135
45.18	141
45.19	127.175
45.2	150.93
45.21	119.797
45.22	145
45.23	124
45.24	142.004
45.25	126.253
45.26	142
45.27	124.988
45.28	132.464
45.29	124.008
45.3	128.614
45.31	118
45.32	131
45.33	103
45.34	135
45.35	116.474
45.36	134
45.37	117
45.38	129.35
45.39	105
45.4	125
45.41	106
45.42	125
45.43	109
45.44	119
45.45	103.311
45.46	126.567
45.47	107.848
45.48	116
45.49	103.484
45.5	120
45.51	105.208
45.52	130
45.53	101.013
45.54	116
45.55	98.893
45.56	118
45.57	99
45.58	144
45.59	106.853
45.6	116
45.61	108
45.62	117
45.63	102
45.64	115.624
45.65	101
45.66	121
45.67	88.433
45.68	116.058
45.69	105.693
45.7	140
45.71	102
45.72	110.655
45.73	104.327
45.74	118.008
45.75	102
45.76	120.393
45.77	102
45.78	112.809
45.79	92.528
45.8	111
45.81	105.987
45.82	111
45.83	105
45.84	110.222
45.85	100.979
45.86	124.742
45.87	107
45.88	112.284
45.89	98.062
45.9	123.846
45.91	105.635
45.92	124.428
45.93	90
45.94	112
45.95	103
45.96	116.646
45.97	98.461
45.98	115
45.99	100
46	117.929
46.01	100.759
46.02	123
46.03	96
46.04	109.27
46.05	103.113
46.06	114
46.07	103.809
46.08	121.662
46.09	93.518
46.1	107.376
46.11	94.237
46.12	110
46.13	104.968
46.14	120.837
46.15	104
46.16	108
46.17	104
46.18	107
46.19	93.218
46.2	110.101
46.21	101.986
46.22	105.874
46.23	103
46.24	107.654
46.25	96.548
46.26	121.443
46.27	95
46.28	117
46.29	85.139
46.3	109.041
46.31	95
46.32	117.851
46.33	102.758
46.34	118
46.35	95.577
46.36	109.489
46.37	97.403
46.38	111
46.39	99
46.4	121.151
46.41	70.07
46.42	118
46.43	101
46.44	106
46.45	96.758
46.46	112
46.47	89.61
46.48	104
46.49	90
46.5	109.396
46.51	64.327
46.52	105
46.53	98
46.54	107
46.55	97
46.56	107
46.57	98
46.58	110
46.59	98.811
46.6	111
46.61	101.692
46.62	118.633
46.63	95.576
46.64	109.519
46.65	98
46.66	128
46.67	96
46.68	107
46.69	103
46.7	109.196
46.71	101
46.72	108
46.73	88.044
46.74	110.995
46.75	96
46.76	104
46.77	98.852
46.78	118.806
46.79	86.76
46.8	108.715
46.81	96.671
46.82	104.627
46.83	98.584
46.84	117
46.85	90.499
46.86	114.458
46.87	83
46.88	105.376
46.89	101.336
46.9	113
46.91	86.258
46.92	109.22
46.93	100
46.94	109.145
46.95	96
46.96	110
46.97	93.036
46.98	106.001
46.99	91.966
47	106
47.01	98.898
47.02	105
47.03	84
47.04	125
47.05	100
47.06	103.735
47.07	101.703
47.08	111.673
47.09	86
47.1	121
47.11	102
47.12	106
47.13	82.524
47.14	102.495
47.15	98.467
47.16	106
47.17	90.411
47.18	111
47.19	90
47.2	103.33
47.21	89
47.22	103
47.23	99.253
47.24	116.228
47.25	100.203
47.26	122.178
47.27	97
47.28	113.13
47.29	95
47.3	106
47.31	101
47.32	102.037
47.33	101
47.34	108
47.35	94
47.36	111.949
47.37	84
47.38	104.906
47.39	93.885
47.4	105
47.41	101.845
47.42	112
47.43	101
47.44	112
47.45	86.766
47.46	104
47.47	96.728
47.48	103
47.49	90.691
47.5	110
47.51	90.655
47.52	113
47.53	88
47.54	106.603
47.55	83
47.56	102.57
47.57	101
47.58	112
47.59	100.521
47.6	122
47.61	92.489
47.62	113.474
47.63	75
47.64	111.444
47.65	95.429
47.66	105.414
47.67	90.4
47.68	106
47.69	93.372
47.7	111.358
47.71	93.344
47.72	118
47.73	97.318
47.74	117
47.75	92
47.76	109.279
47.77	90.267
47.78	114
47.79	99.243
47.8	106.231
47.81	100
47.82	104
47.83	101.196
47.84	115
47.85	99.174
47.86	112
47.87	101
47.88	103.142
47.89	99.131
47.9	107.121
47.91	95
47.92	103.101
47.93	93
47.94	114
47.95	100
47.96	111.064
47.97	97.055
47.98	106
47.99	94
48	104.029
48.01	96.021
48.02	102.012
48.03	81
48.04	124.997
48.05	94
48.06	105.981
48.07	91
48.08	102.967
48.09	94
48.1	110.953
48.11	93.946
48.12	108.94
48.13	84.933
48.14	106
48.15	100.921
48.16	102.915
48.17	96
48.18	110
48.19	101
48.2	103
48.21	98
48.22	101.883
48.23	88
48.24	107
48.25	93
48.26	108
48.27	86
48.28	104.856
48.29	93
48.3	109.849
48.31	100
48.32	102
48.33	98.839
48.34	103.836
48.35	99.833
48.36	112.83
48.37	98.827
48.38	103
48.39	99
48.4	109.821
48.41	92
48.42	104
48.43	80.815
48.44	126
48.45	81.813
48.46	119.812
48.47	98
48.48	102.81
48.49	89
48.5	113
48.51	92.809
48.52	101.809
48.53	91.809
48.54	113
48.55	95.81
48.56	106
48.57	94
48.58	116.813
48.59	99.814
48.6	110
48.61	96
48.62	113.819
48.63	101
48.64	105.824
48.65	97.826
48.66	109.829
48.67	90
48.68	104
48.69	92
48.7	101.841
48.71	94
48.72	120
48.73	96
48.74	104.858
48.75	92.862
48.76	104
48.77	94
48.78	110
48.79	100.883
48.8	108.889
48.81	82.895
48.82	102
48.83	101
48.84	112.914
48.85	100.921
48.86	106
48.87	84
48.88	111.944
48.89	97
48.9	113.96
48.91	100
48.92	109
48.93	82
48.94	115
48.95	90.006
48.96	109
48.97	95
48.98	106
48.99	89
49	110.06
49.01	95.072
49.02	107.084
49.03	96.097
49.04	111
49.05	82
49.06	108.136
49.07	94.15
49.08	124.164
49.09	96
49.1	106.194
49.11	92
49.12	109.226
49.13	101.242
49.14	107
49.15	97
49.16	118.294
49.17	99.312
49.18	111
49.19	87
49.2	104.369
49.21	97.389
49.22	113.41
49.23	93
49.24	103.452
49.25	99
49.26	117
49.27	92.521
49.28	122
49.29	86.569
49.3	102.594
49.31	91.62
49.32	108
49.33	85.674
49.34	103.702
49.35	97
49.36	112
49.37	99.79
49.38	107
49.39	97
49.4	113.884
49.41	94
49.42	116.952
49.43	97.987
49.44	104
49.45	88
49.46	105
49.47	95.136
49.48	102.175
49.49	94.216
49.5	105.258
49.51	99.301
49.52	117
49.53	96.39
49.54	118
49.55	94
49.56	106.533
49.57	94
49.58	105
49.59	94
49.6	106
49.61	85.798
49.62	121.855
49.63	89.914
49.64	103.975
49.65	99
49.66	105
49.67	92
49.68	103
49.69	97.305
49.7	103
49.71	89.451
49.72	111
49.73	99.606
49.74	117.687
49.75	95
49.76	113.855
49.77	94
49.78	108.035
49.79	101.128
49.8	108.225
49.81	94
49.82	129
49.83	90.534
49.84	114
49.85	87
49.86	111.874
49.87	96.995
49.88	105
49.89	88.249
49.9	107
49.91	94.52
49.92	111
49.93	103
49.94	105
49.95	93
49.96	108.288
49.97	93
49.98	113.635
49.99	84
50	113.009
50.01	98
50.02	113
50.03	100.626
50.04	107
50.05	90
50.06	106.319
50.07	103.569
50.08	111.83
50.09	100.102
50.1	122.386
50.11	104
50.12	108.991
50.13	97.314
50.14	115
50.15	102.005
50.16	110.374
50.17	93.762
50.18	109
50.19	100
50.2	125
50.21	97.511
50.22	129
50.23	76
50.24	119
50.25	87.651
50.26	111
50.27	95
50.28	124.586
50.29	105
50.3	111
50.31	96.88
50.32	119.741
50.33	96.656
50.34	124
50.35	97
50.36	115.777
50.37	104.962
50.38	117
50.39	103.592
50.4	120
50.41	109.627
50.42	119.323
50.43	111.154
50.44	124
50.45	101.286
50.46	134.622
50.47	117
50.48	128
50.49	122
50.5	140
50.51	113.033
50.52	138.125
50.53	120
50.54	142.821
50.55	133
50.56	143.381
50.57	146.285
50.58	167
50.59	154
50.6	185
50.61	162.124
50.62	189
50.63	177.408
50.64	248
50.65	249
50.66	308
50.67	329.688
50.68	410.649
50.69	433
50.7	538
50.71	604.167
50.72	723.866
50.73	804.583
50.74	939.406
50.75	1008.971
50.76	1093.414
50.77	1127.407
50.78	1152
50.79	1122.746
50.8	1115.492
50.81	1015.188
50.82	995.819
50.83	891.66
50.84	883.542
50.85	814
50.86	817.088
50.87	735
50.88	774
50.89	740
50.9	770.401
50.91	693
50.92	683.378
50.93	627.09
50.94	601.992
50.95	535.95
50.96	498.875
50.97	420.519
50.98	383
50.99	307
51	295.536
51.01	240
51.02	238
51.03	203
51.04	194.044
51.05	175.63
51.06	179.579
51.07	153
51.08	173.206
51.09	128.729
51.1	150
51.11	130
51.12	141
51.13	124
51.14	134
51.15	120.559
51.16	131
51.17	103.067
51.18	127.275
51.19	118.73
51.2	133
51.21	93.265
51.22	121.298
51.23	104
51.24	117
51.25	98.25
51.26	115.807
51.27	111.464
51.28	114
51.29	109.044
51.3	124
51.31	99.93
51.32	113.971
51.33	109
51.34	112
51.35	98.426
51.36	120.674
51.37	107
51.38	111
51.39	106.66
51.4	112
51.41	104
51.42	109.95
51.43	100
51.44	107.949
51.45	94
51.46	126
51.47	98.622
51.48	108.221
51.49	105.837
51.5	120.471
51.51	101.121
51.52	110
51.53	92.466
51.54	112.159
51.55	93
51.56	110.583
51.57	102
51.58	109
51.59	101
51.6	108.563
51.61	97.332
51.62	113.11
51.63	99.896
51.64	137
51.65	100
51.66	109.3
51.67	102.115
51.68	104.937
51.69	96.765
51.7	104
51.71	91
51.72	117
51.73	98
51.74	107.988
51.75	103
51.76	109.712
51.77	99
51.78	113
51.79	87.329
51.8	116
51.81	103
51.82	114.98
51.83	95.871
51.84	107.765
51.85	96.662
51.86	119
51.87	98
51.88	104.37
51.89	100
51.9	103
51.91	101.101
51.92	108
51.93	95
51.94	110
51.95	92.776
51.96	112
51.97	92.626
51.98	120.554
51.99	102
52	104.415
52.01	97.348
52.02	110
52.03	98
52.04	105.157
52.05	96
52.06	111.037
52.07	97
52.08	120
52.09	97.868
52.1	103
52.11	98
52.12	104
52.13	100.66
52.14	109.611
52.15	97
52.16	108.516
52.17	97.47
52.18	107.425
52.19	100.381
52.2	107
52.21	72.296
52.22	102.254
52.23	101
52.24	110.174
52.25	96.136
52.26	108.098
52.27	101.06
52.28	108.024
52.29	94.988
52.3	119
52.31	91.919
52.32	103
52.33	100.852
52.34	107
52.35	91
52.36	106.757
52.37	86
52.38	102
52.39	91
52.4	105
52.41	82
52.42	105
52.43	85
52.44	110.527
52.45	93.501
52.46	115.475
52.47	96.449
52.48	111.424
52.49	95
52.5	123
52.51	92.352
52.52	107
52.53	99
52.54	105
52.55	91
52.56	110
52.57	84.217
52.58	116
52.59	90
52.6	109
52.61	98.135
52.62	112.115
52.63	96.096
52.64	109
52.65	96
52.66	108.039
52.67	90.021
52.68	107
52.69	84
52.7	106.968
52.71	97
52.72	102
52.73	98
52.74	104.9
52.75	75.884
52.76	117
52.77	95
52.78	106
52.79	93.822
52.8	109
52.81	87.792
52.82	119.777
52.83	100.763
52.84	105
52.85	88.735
52.86	112.721
52.87	97.707
52.88	110.694
52.89	78
52.9	101.667
52.91	97.654
52.92	106
52.93	93.629
52.94	109
52.95	92.605
52.96	101
52.97	83
52.98	109.569
52.99	93.557
53	109
53.01	100.534
53.02	108.523
53.03	94.512
53.04	117
53.05	93.491
53.06	108
53.07	96.47
53.08	119
53.09	92
53.1	103
53.11	99.429
53.12	103.419
53.13	94.409
53.14	104
53.15	97
53.16	107.381
53.17	94.372
53.18	117
53.19	85.353
53.2	124
53.21	88
53.22	110.327
53.23	96.318
53.24	104.31
53.25	87
53.26	117
53.27	80.285
53.28	103
53.29	93.269
53.3	102
53.31	89.253
53.32	125.245
53.33	89
53.34	102
53.35	93
53.36	108.215
53.37	96
53.38	105.2
53.39	93.193
53.4	106
53.41	89.178
53.42	109.171
53.43	99
53.44	115.158
53.45	92.151
53.46	122
53.47	80
53.48	104.131
53.49	85
53.5	117.118
53.51	93
53.52	106.105
53.53	90.099
53.54	111
53.55	95.087
53.56	103
53.57	91.075
53.58	115.069
53.59	86.063
53.6	112
53.61	99
53.62	112.046
53.63	96.04
53.64	115.034
53.65	91.029
53.66	101.023
53.67	89.018
53.68	101
53.69	99.007
53.7	107
53.71	93
53.72	109
53.73	95
53.74	127
53.75	86.976
53.76	106
53.77	89
53.78	110.961
53.79	96.956
53.8	109
53.81	95
53.82	102.942
53.83	96.937
53.84	109.933
53.85	98.928
53.86	111
53.87	97
53.88	110
53.89	100
53.9	112
53.91	94.901
53.92	106.897
53.93	95
53.94	117.888
53.95	91
53.96	110.88
53.97	94.876
53.98	102
53.99	89.867
54	110.863
54.01	86.859
54.02	111
54.03	93
54.04	115.848
54.05	99
54.06	111
54.07	96
54.08	112.832
54.09	86.828
54.1	109
54.11	100
54.12	115
54.13	90
54.14	104
54.15	89
54.16	116.803
54.17	96.799
54.18	122.796
54.19	92
54.2	105
54.21	98.786
54.22	100.782
54.23	95
54.24	105.775
54.25	95.772
54.26	111
54.27	88
54.28	100.762
54.29	92.759
54.3	103.756
54.31	96.753
54.32	100.75
54.33	94
54.34	113.743
54.35	93
54.36	102.737
54.37	76.734
54.38	100.731
54.39	83.728
54.4	104
54.41	99.722
54.42	100.719
54.43	97.716
54.44	107
54.45	97.711
54.46	104
54.47	94
54.48	112.702
54.49	93
54.5	119
54.51	93
54.52	106
54.53	97.689
54.54	116
54.55	96.683
54.56	104
54.57	83
54.58	101.675
54.59	98.673
54.6	109.67
54.61	86
54.62	109
54.63	96.663
54.64	105.66
54.65	97.658
54.66	117.655
54.67	89
54.68	100.65
54.69	79.648
54.7	111.645
54.71	96
54.72	101.641
54.73	95.638
54.74	100.636
54.75	98
54.76	108.631
54.77	100
54.78	110.627
54.79	82.624
54.8	110.622
54.81	91
54.82	108.618
54.83	99
54.84	107
54.85	98.611
54.86	100.609
54.87	84
54.88	109.605
54.89	90
54.9	110.6
54.91	94.598
54.92	107.596
54.93	96
54.94	117
54.95	87.59
54.96	100.588
54.97	88
54.98	101
54.99	88
55	105
55.01	92.578
55.02	103
55.03	97.574
55.04	102.572
55.05	92
55.06	100.516
55.07	96
55.08	101.513
55.09	96
55.1	104.509
55.11	95.507
55.12	103
55.13	96
55.14	109
55.15	88
55.16	106
55.17	99.471
55.18	103.47
55.19	94
55.2	110.466
55.21	100
55.22	120
55.23	97.461
55.24	102.46
55.25	96.458
55.26	106
55.27	99.455
55.28	108.453
55.29	94.452
55.3	113.45
55.31	87
55.32	103
55.33	100
55.34	104.444
55.35	92
55.36	100.441
55.37	99.44
55.38	113
55.39	91.437
55.4	111.435
55.41	88
55.42	111
55.43	92.431
55.44	103
55.45	99
55.46	108.427
55.47	93
55.48	115
55.49	96.423
55.5	110
55.51	95.42
55.52	119
55.53	81.417
55.54	110
55.55	90.415
55.56	112
55.57	94
55.58	108.411
55.59	90.409
55.6	103
55.61	99.407
55.62	107.405
55.63	92.404
55.64	105
55.65	82.402
55.66	105
55.67	92
55.68	110.398
55.69	88.397
55.7	112.395
55.71	99
55.72	103
55.73	95
55.74	119.39
55.75	98
55.76	104
55.77	92.387
55.78	105.386
55.79	99.384
55.8	112
55.81	96.382
55.82	106
55.83	81.38
55.84	104.379
55.85	99.378
55.86	105.376
55.87	93
55.88	114.374
55.89	96
55.9	102
55.91	98.371
55.92	105.37
55.93	90.369
55.94	110
55.95	93
55.96	108
55.97	96
55.98	107
55.99	95
56	108
56.01	96
56.02	104.359
56.03	93.358
56.04	100.357
56.05	93.356
56.06	120
56.07	86.354
56.08	101.353
56.09	83.352
56.1	114
56.11	89
56.12	117.245
56.13	84.244
56.14	106
56.15	99
56.16	105.241
56.17	95.24
56.18	117.24
56.19	87.239
56.2	104.238
56.21	97
56.22	100.184
56.23	96
56.24	114
56.25	98
56.26	105
56.27	96
56.28	102
56.29	95.22
56.3	114
56.31	92
56.32	122.218
56.33	85
56.34	105
56.35	92
56.36	107
56.37	89
56.38	108.215
56.39	100
56.4	114
56.41	84.233
56.42	107
56.43	95.232
56.44	107
56.45	98
56.46	109.231
56.47	86.23
56.48	101
56.49	92.23
56.5	103
56.51	94
56.52	116.228
56.53	97.228
56.54	100.227
56.55	78.227
56.56	117
56.57	89.226
56.58	106
56.59	83.225
56.6	128.225
56.61	92.224
56.62	115
56.63	83.224
56.64	105
56.65	99.223
56.66	111
56.67	97
56.68	120.222
56.69	98.221
56.7	114.221
56.71	87
56.72	118
56.73	86.22
56.74	119.22
56.75	98
56.76	111
56.77	94.218
56.78	107.218
56.79	89
56.8	103
56.81	96.217
56.82	102
56.83	94.216
56.84	111
56.85	88
56.86	113
56.87	80.215
56.88	102
56.89	87
56.9	113.214
56.91	80
56.92	114.214
56.93	96
56.94	103.213
56.95	83
56.96	103.212
56.97	100
56.98	106
56.99	98
57	106.211
57.01	98
57.02	101.211
57.03	98.211
57.04	107.21
57.05	87
57.06	114.21
57.07	98
57.08	111.209
57.09	99.209
57.1	115
57.11	92.208
57.12	116
57.13	99.208
57.14	111
57.15	97
57.16	103.207
57.17	96.207
57.18	106
57.19	100
57.2	112.206
57.21	98
57.22	101.206
57.23	99
57.24	107.205
57.25	96.205
57.26	103.205
57.27	95.205
57.28	106
57.29	80.204
57.3	108.204
57.31	87
57.32	107
57.33	96
57.34	103.204
57.35	90
57.36	104.203
57.37	99.203
57.38	110
57.39	86
57.4	111
57.41	98.202
57.42	110.202
57.43	86
57.44	111
57.45	93
57.46	107.201
57.47	99
57.48	111.201
57.49	85.201
57.5	106
57.51	95.201
57.52	110
57.53	99
57.54	118
57.55	97.2
57.56	102.2
57.57	97.2
57.58	106
57.59	86
57.6	102.2
57.61	88.199
57.62	110
57.63	83.199
57.64	108.199
57.65	88
57.66	107
57.67	96.199
57.68	105
57.69	90.199
57.7	107
57.71	93
57.72	115
57.73	89
57.74	113
57.75	99.198
57.76	107.198
57.77	98.198
57.78	119.198
57.79	93.198
57.8	105.198
57.81	88.198
57.82	103
57.83	87.197
57.84	107
57.85	90.197
57.86	110
57.87	87
57.88	104.197
57.89	97
57.9	105
57.91	98
57.92	114
57.93	99.197
57.94	102.197
57.95	97.197
57.96	103
57.97	96
57.98	103.197
57.99	99.197
58	106.197
58.01	97
58.02	111.197
58.03	93
58.04	103.197
58.05	89.197
58.06	106.197
58.07	94.197
58.08	106
58.09	93.197
58.1	111.197
58.11	100
58.12	117.197
58.13	98
58.14	119
58.15	98.197
58.16	112
58.17	87.197
58.18	114
58.19	92
58.2	101
58.21	79
58.22	103
58.23	90.197
58.24	106.197
58.25	93.197
58.26	118.197
58.27	96
58.28	105
58.29	78.197
58.3	103
58.31	82.197
58.32	123.197
58.33	92.197
58.34	106.197
58.35	91.197
58.36	111.197
58.37	97.197
58.38	108
58.39	95.198
58.4	129
58.41	99.198
58.42	101.198
58.43	86.198
58.44	102.198
58.45	95
58.46	104
58.47	98.198
58.48	110
58.49	99.198
58.5	104
58.51	92
58.52	119
58.53	93.199
58.54	104.199
58.55	96.199
58.56	114
58.57	92
58.58	109
58.59	100
58.6	127
58.61	97.2
58.62	104
58.63	95
58.64	117.2
58.65	99.2
58.66	102.2
58.67	80
58.68	110
58.69	96.201
58.7	108.201
58.71	97.201
58.72	111.201
58.73	92.201
58.74	102
58.75	96
58.76	111
58.77	99.202
58.78	120.202
58.79	98.202
58.8	110
58.81	89
58.82	105.203
58.83	91
58.84	106.203
58.85	94
58.86	105
58.87	93.204
58.88	109.204
58.89	96
58.9	105
58.91	82.205
58.92	118
58.93	94.205
58.94	100.205
58.95	89
58.96	104.206
58.97	92
58.98	119
58.99	95
59	103
59.01	96
59.02	105
59.03	91
59.04	102.208
59.05	89.208
59.06	116
59.07	93
59.08	102.209
59.09	92
59.1	111.209
59.11	96.209
59.12	107.21
59.13	95
59.14	107
59.15	99
59.16	115
59.17	88.211
59.18	105.211
59.19	91
59.2	106
59.21	91.212
59.22	103.212
59.23	96.213
59.24	102.213
59.25	94
59.26	107
59.27	95
59.28	116
59.29	98.215
59.3	116
59.31	99.215
59.32	100.216
59.33	77
59.34	111
59.35	87
59.36	105.217
59.37	81
59.38	103.218
59.39	89
59.4	102
59.41	100
59.42	111
59.43	98
59.44	111.22
59.45	86
59.46	101
59.47	98
59.48	107.221
59.49	100
59.5	107.222
59.51	88.222
59.52	119.223
59.53	96
59.54	101
59.55	92.224
59.56	103.224
59.57	99.225
59.58	103
59.59	97
59.6	105.226
59.61	99
59.62	102
59.63	86
59.64	115
59.65	100
59.66	108
59.67	87
59.68	118.23
59.69	100
59.7	108.231
59.71	87
59.72	112
59.73	93.232
59.74	116
59.75	92
59.76	110
59.77	91.234
59.78	117
59.79	96
59.8	101
59.81	94.236
59.82	102
59.83	93.237
59.84	102
59.85	87.238
59.86	104
59.87	93.239
59.88	130
