x            y_obs        weight       y_calc       y_bkg        
40.0         113.0        0.00885      100.894      100.0        
40.01        96.0         0.01042      100.898      100.0        
40.02        102.0        0.0098       100.902      100.0        
40.03        85.814       0.01165      100.907      100.0        
40.04        101.0        0.0099       100.911      100.0        
40.05        82.832       0.01207      100.916      100.0        
40.06        108.0        0.00926      100.92       100.0        
40.07        96.0         0.01042      100.925      100.0        
40.08        103.0        0.00971      100.93       100.0        
40.09        92.869       0.01077      100.934      100.0        
40.1         106.0        0.00943      100.939      100.0        
40.11        99.0         0.0101       100.944      100.0        
40.12        110.0        0.00909      100.948      100.0        
40.13        96.0         0.01042      100.953      100.0        
40.14        101.0        0.0099       100.958      100.0        
40.15        84.926       0.01177      100.963      100.0        
40.16        118.936      0.00841      100.968      100.0        
40.17        92.946       0.01076      100.973      100.0        
40.18        101.956      0.00981      100.978      100.0        
40.19        99.966       0.01         100.983      100.0        
40.2         105.0        0.00952      100.988      100.0        
40.21        88.0         0.01136      100.993      100.0        
40.22        103.996      0.00962      100.998      100.0        
40.23        83.007       0.01205      101.003      100.0        
40.24        103.017      0.00971      101.009      100.0        
40.25        94.0         0.01064      101.014      100.0        
40.26        110.0        0.00909      101.019      100.0        
40.27        83.049       0.01204      101.025      100.0        
40.28        103.06       0.0097       101.03       100.0        
40.29        91.0         0.01099      101.035      100.0        
40.3         107.0        0.00935      101.041      100.0        
40.31        93.093       0.01074      101.046      100.0        
40.32        105.0        0.00952      101.052      100.0        
40.33        95.0         0.01053      101.058      100.0        
40.34        112.0        0.00893      101.063      100.0        
40.35        99.0         0.0101       101.069      100.0        
40.36        114.0        0.00877      101.075      100.0        
40.37        93.161       0.01073      101.08       100.0        
40.38        103.0        0.00971      101.086      100.0        
40.39        96.0         0.01042      101.092      100.0        
40.4         105.196      0.00951      101.098      100.0        
40.41        97.0         0.01031      101.104      100.0        
40.42        103.0        0.00971      101.11       100.0        
40.43        95.233       0.0105       101.116      100.0        
40.44        119.245      0.00839      101.123      100.0        
40.45        97.257       0.01028      101.129      100.0        
40.46        106.0        0.00943      101.135      100.0        
40.47        88.283       0.01133      101.141      100.0        
40.48        108.295      0.00923      101.148      100.0        
40.49        88.308       0.01132      101.154      100.0        
40.5         112.0        0.00893      101.161      100.0        
40.51        92.0         0.01087      101.167      100.0        
40.52        103.0        0.00971      101.174      100.0        
40.53        90.0         0.01111      101.18       100.0        
40.54        108.0        0.00926      101.187      100.0        
40.55        94.388       0.01059      101.194      100.0        
40.56        104.0        0.00962      101.201      100.0        
40.57        89.415       0.01118      101.207      100.0        
40.58        109.0        0.00917      101.214      100.0        
40.59        92.443       0.01082      101.221      100.0        
40.6         108.457      0.00922      101.228      100.0        
40.61        94.0         0.01064      101.236      100.0        
40.62        101.486      0.00985      101.243      100.0        
40.63        90.0         0.01111      101.25       100.0        
40.64        104.515      0.00957      101.257      100.0        
40.65        89.529       0.01117      101.265      100.0        
40.66        104.544      0.00957      101.272      100.0        
40.67        95.0         0.01053      101.28       100.0        
40.68        105.0        0.00952      101.287      100.0        
40.69        96.0         0.01042      101.295      100.0        
40.7         128.605      0.00778      101.303      100.0        
40.71        95.0         0.01053      101.31       100.0        
40.72        107.0        0.00935      101.318      100.0        
40.73        95.0         0.01053      101.326      100.0        
40.74        107.0        0.00935      101.334      100.0        
40.75        99.0         0.0101       101.342      100.0        
40.76        104.0        0.00962      101.35       100.0        
40.77        92.0         0.01087      101.359      100.0        
40.78        105.734      0.00946      101.367      100.0        
40.79        85.751       0.01166      101.375      100.0        
40.8         110.0        0.00909      101.384      100.0        
40.81        92.0         0.01087      101.392      100.0        
40.82        107.0        0.00935      101.401      100.0        
