#x	y_obs
40	113
40.01	96
40.02	102
40.03	85.814
40.04	101
40.05	82.832
40.06	108
40.07	96
40.08	103
40.09	92.869
40.1	106
40.11	99
40.12	110
40.13	96
40.14	101
40.15	84.926
40.16	118.936
40.17	92.946
40.18	101.956
40.19	99.966
40.2	105
40.21	88
40.22	103.996
40.23	83.007
40.24	103.017
40.25	94
40.26	110
40.27	83.049
40.28	103.06
40.29	91
40.3	107
40.31	93.093
40.32	105
40.33	95
40.34	112
40.35	99
40.36	114
40.37	93.161
40.38	103
40.39	96
40.4	105.196
40.41	97
40.42	103
40.43	95.233
40.44	119.245
40.45	97.257
40.46	106
40.47	88.283
40.48	108.295
40.49	88.308
40.5	112
40.51	92
40.52	103
40.53	90
40.54	108
40.55	94.388
40.56	104
40.57	89.415
40.58	109
40.59	92.443
40.6	108.457
40.61	94
40.62	101.486
40.63	90
40.64	104.515
40.65	89.529
40.66	104.544
40.67	95
40.68	105
40.69	96
40.7	128.605
40.71	95
40.72	107
40.73	95
40.74	107
40.75	99
40.76	104
40.77	92
40.78	105.734
40.79	85.751
40.8	110
40.81	92
40.82	107
40.83	96
40.84	114
40.85	95.855
40.86	104.873
40.87	90
40.88	110
40.89	96
40.9	110
40.91	96
40.92	118
40.93	95.003
40.94	111
40.95	100.042
40.96	117
40.97	88
40.98	110.102
40.99	93
41	107
41.01	98.164
41.02	122.185
41.03	100
41.04	114.228
41.05	94.249
41.06	109
41.07	88
41.08	109
41.09	100.338
41.1	131
41.11	97.384
41.12	115
41.13	94.431
41.14	112
41.15	99.479
41.16	112.503
41.17	98
41.18	102.553
41.19	91.578
41.2	104.603
41.21	100
41.22	111
41.23	83
41.24	102
41.25	95.735
41.26	105
41.27	81
41.28	112.817
41.29	87.845
41.3	102.873
41.31	95
41.32	108.931
41.33	96.961
41.34	113.99
41.35	98.02
41.36	105
41.37	98
41.38	117.113
41.39	100
41.4	114.176
41.41	84.208
41.42	106.241
41.43	93.274
41.44	112.308
41.45	98.341
41.46	104.376
41.47	100.41
41.48	124.446
41.49	91
41.5	117
41.51	100
41.52	108.59
41.53	100.628
41.54	108
41.55	99.704
41.56	121.743
41.57	99
41.58	111.822
41.59	98.862
41.6	104
41.61	101.945
41.62	102.987
41.63	92
41.64	113.072
41.65	100
41.66	113
41.67	88.205
41.68	111
41.69	88.297
41.7	109
41.71	100
41.72	103.439
41.73	96.487
41.74	108.537
41.75	94.587
41.76	103
41.77	80.689
41.78	119
41.79	102
41.8	114
41.81	86
41.82	103
41.83	84
41.84	109
41.85	102
41.86	107
41.87	93
41.88	107
41.89	95.369
41.9	107.432
41.91	97.495
41.92	110.559
41.93	101.625
41.94	106
41.95	95
41.96	112.827
41.97	81.897
41.98	106
41.99	99
42	122
42.01	103.186
42.02	115.262
42.03	93
42.04	114
42.05	88
42.06	122
42.07	86.659
42.08	104
42.09	92
42.1	108.913
42.11	90
42.12	106.091
42.13	95
42.14	115
42.15	91.369
42.16	108.465
42.17	100.562
42.18	116
42.19	94.763
42.2	119
42.21	101.972
42.22	106
42.23	104
42.24	120
42.25	86
42.26	117
42.27	101
42.28	106
42.29	89.891
42.3	110.016
42.31	98
42.32	117.274
42.33	96
42.34	107
42.35	98
42.36	106.824
42.37	99
42.38	121.117
42.39	100
42.4	124.422
42.41	91
42.42	115
42.43	97
42.44	114.075
42.45	103.247
42.46	107.424
42.47	94
42.48	115
42.49	103
42.5	112
42.51	106.371
42.52	116
42.53	100
42.54	134
42.55	104.215
42.56	120
42.57	103
42.58	112.906
42.59	107
42.6	112
42.61	93
42.62	114
42.63	107.185
42.64	115
42.65	101
42.66	113.039
42.67	108
42.68	124
42.69	98
42.7	114
42.71	106.636
42.72	119
42.73	105.344
42.74	111
42.75	93.096
42.76	134.49
42.77	105.897
42.78	130.317
42.79	92
42.8	117
42.81	104
42.82	121.204
42.83	100.701
42.84	117
42.85	101
42.86	123.299
42.87	111.872
42.88	115
42.89	84.082
42.9	115.722
42.91	113
42.92	125
42.93	105
42.94	118
42.95	112
42.96	124.171
42.97	107.02
42.98	133.905
42.99	114
43	142.798
43.01	117
43.02	122.869
43.03	116
43.04	133.143
43.05	112.365
43.06	123
43.07	116.999
43.08	129
43.09	110.918
43.1	126.498
43.11	123
43.12	132
43.13	126.796
43.14	143
43.15	125.873
43.16	132
43.17	119.476
43.18	134.005
43.19	128
43.2	149.587
43.21	114
43.22	140.986
43.23	134
43.24	149
43.25	135
43.26	158.969
43.27	138
43.28	153.058
43.29	130
43.3	161.014
43.31	146
43.32	182.346
43.33	166.617
43.34	180.783
43.35	166
43.36	185
43.37	181.585
43.38	221.716
43.39	203
43.4	235
43.41	211
43.42	261.399
43.43	263.265
43.44	328.822
43.45	335
43.46	422
43.47	462.999
43.48	603
43.49	616.347
43.5	831.767
43.51	974
43.52	1191.586
43.53	1370.638
43.54	1805
43.55	1872.351
43.56	2177
43.57	2292.417
43.58	2547.886
43.59	2529.104
43.6	2719.798
43.61	2639.873
43.62	2577.701
43.63	2387.009
43.64	2395.731
43.65	2079
43.66	2140.879
43.67	1959
43.68	1975
43.69	1749
43.7	1765
43.71	1654
43.72	1578
43.73	1389.567
43.74	1325
43.75	1106.106
43.76	973
43.77	818
43.78	715
43.79	582.09
43.8	526.975
43.81	408.261
43.82	397
43.83	310
43.84	315.407
43.85	253
43.86	257
43.87	222
43.88	232.633
43.89	195.375
43.9	216
43.91	193
43.92	208
43.93	158.39
43.94	189
43.95	176.369
43.96	192.73
43.97	170.832
43.98	178.587
43.99	154.928
44	179.798
44.01	163
44.02	171
44.03	152.179
44.04	176.796
44.05	143.785
44.06	165.131
44.07	151
44.08	164
44.09	141.207
44.1	175.89
44.11	163.901
44.12	185.242
44.13	155
44.14	171.938
44.15	148
44.16	177.061
44.17	159.195
44.18	181
44.19	168.721
44.2	190
44.21	160.116
44.22	191.607
44.23	181.687
44.24	196
44.25	174.843
44.26	204
44.27	190.133
44.28	229
44.29	211
44.3	228
44.31	222
44.32	242.718
44.33	216.933
44.34	254.397
44.35	260.631
44.36	279.398
44.37	267.827
44.38	310.603
44.39	305
44.4	379
44.41	387
44.42	472
44.43	495.287
44.44	631.142
44.45	705
44.46	883.775
44.47	1050.303
44.48	1337.913
44.49	1617
44.5	2062.185
44.51	2362
44.52	2813
44.53	3174.551
44.54	3698.432
44.55	3934.021
44.56	4477.909
44.57	4564.345
44.58	4846.296
44.59	4589
44.6	4598.842
44.61	4333.111
44.62	4179.512
44.63	3866.334
44.64	3683.539
44.65	3477
44.66	3458
44.67	3213
44.68	3119.425
44.69	2867.39
44.7	2774
44.71	2484.79
44.72	2365
44.73	1954
44.74	1820.359
44.75	1515.412
44.76	1330.193
44.77	1083
44.78	934.979
44.79	761
44.8	653
44.81	514.97
44.82	490.898
44.83	393
44.84	368
44.85	312.58
44.86	343.626
44.87	270.376
44.88	276.592
44.89	225.92
44.9	246
44.91	209
44.92	231
44.93	195.953
44.94	224.148
44.95	194.689
44.96	208.381
44.97	185.072
44.98	210.638
44.99	177
45	180
45.01	163
45.02	166.866
45.03	162
45.04	171
45.05	152
45.06	157
45.07	148.487
45.08	173
45.09	142.924
45.1	169.041
45.11	131.394
45.12	156.964
45.13	132.734
45.14	147.689
45.15	134.815
45.16	159
45.17	125.528
45.18	139
45.19	123.787
45.2	137
45.21	116
45.22	134.539
45.23	111.657
45.24	128.864
45.25	124
45.26	138
45.27	116.969
45.28	146.482
45.29	111.06
45.3	129.7
45.31	110
45.32	127.15
45.33	117
45.34	124.806
45.35	114.704
45.36	143
45.37	110
45.38	128
45.39	110
45.4	133
45.41	110
45.42	120.095
45.43	115
45.44	123.504
45.45	115.751
45.46	127.023
45.47	98.321
45.48	119
45.49	110.987
45.5	124.352
