#x	y_obs
40	109
40.01	99.696
40.02	103.704
40.03	95
40.04	113
40.05	90.729
40.06	101.738
40.07	98.746
40.08	111
40.09	100
40.1	108
40.11	97.781
40.12	111
40.13	94.798
40.14	105.807
40.15	97
40.16	118
40.17	87
40.18	106
40.19	98.853
40.2	109.862
40.21	95
40.22	104
40.23	94
40.24	108
40.25	95.91
40.26	112.92
40.27	83
40.28	110
40.29	90.95
40.3	103.96
40.31	77.97
40.32	118.981
40.33	100
40.34	105.001
40.35	99
40.36	103.023
40.37	100
40.38	107
40.39	95.055
40.4	117.066
40.41	93
40.42	103.088
40.43	98.099
40.44	104.111
40.45	97.122
40.46	106
40.47	101
40.48	108
40.49	95
40.5	112.181
40.51	98.193
40.52	112.205
40.53	97.217
40.54	110
40.55	96.242
40.56	115
40.57	100
40.58	109.279
40.59	96
40.6	118.305
40.61	98
40.62	120.331
40.63	92.345
40.64	108.358
40.65	95.372
40.66	111.385
40.67	92.399
40.68	122
40.69	96.427
40.7	109
40.71	95
40.72	103
40.73	93
40.74	115.499
40.75	99.514
40.76	106
40.77	96.544
40.78	107
40.79	98
40.8	107
40.81	101
40.82	105
40.83	87
40.84	105.653
40.85	99.669
40.86	107.686
40.87	101
40.88	106
40.89	90
40.9	103.753
40.91	93.77
40.92	120.787
40.93	99
40.94	110.823
40.95	98
40.96	108
40.97	98.877
40.98	110.895
40.99	97.913
41	105
41.01	93.951
41.02	111
41.03	92
41.04	113
41.05	92
41.06	107.049
41.07	78.069
41.08	106
41.09	88.109
41.1	102
41.11	101
41.12	112
41.13	94.194
41.14	102.215
41.15	89.237
41.16	120.259
41.17	86
41.18	102
41.19	96
41.2	119
41.21	90
41.22	102.396
41.23	96
41.24	113
41.25	101.468
41.26	116.493
41.27	86
41.28	111.542
41.29	98.568
41.3	108
41.31	82
41.32	117.645
41.33	93
41.34	113.699
41.35	89.726
41.36	112.753
41.37	99
41.38	107
41.39	97
41.4	105
41.41	94
41.42	106
41.43	82.954
41.44	104.984
41.45	102
41.46	104
41.47	88.076
41.48	123
41.49	102
41.5	103
41.51	91
41.52	107
41.53	92.271
41.54	104.305
41.55	93.339
41.56	115
41.57	88
41.58	103
41.59	99.481
41.6	107.517
41.61	85.554
41.62	110
41.63	93.63
41.64	107.668
41.65	94.707
41.66	113.747
41.67	95
41.68	109.827
41.69	95
41.7	118.91
41.71	102
41.72	108
41.73	95.038
41.74	106.082
41.75	83
41.76	125.171
41.77	100
41.78	115
41.79	98.31
41.8	115
41.81	98
41.82	103
41.83	96
41.84	110
41.85	70.606
41.86	124
41.87	88.711
41.88	112
41.89	94.819
41.9	114
41.91	94
41.92	112.986
41.93	99
41.94	113.102
41.95	100
41.96	104.222
41.97	101.283
41.98	117.345
41.99	102.408
42	103.472
42.01	101.537
42.02	105
42.03	86.671
42.04	103.739
42.05	95.809
42.06	114
42.07	99.951
42.08	125
42.09	92.098
42.1	107
42.11	102.25
42.12	108.328
42.13	91.408
42.14	105
42.15	94
42.16	104
42.17	98
42.18	124.826
42.19	98.914
42.2	106
42.21	96
42.22	105.188
42.23	91
42.24	108.379
42.25	100.478
42.26	111
42.27	88.68
42.28	115.784
42.29	94
42.3	130
42.31	94
42.32	107
42.33	95
42.34	123.453
42.35	95
42.36	125.694
42.37	94
42.38	117
42.39	83.075
42.4	124.207
42.41	103
42.42	116.481
42.43	102
42.44	113.766
42.45	92.913
42.46	120.064
42.47	103
42.48	116
42.49	95
42.5	113.702
42.51	101.871
42.52	112.044
42.53	102
42.54	108
42.55	99.588
42.56	114.778
42.57	101
42.58	110
42.59	97.378
42.6	108.588
42.61	105.804
42.62	108
42.63	101.252
42.64	112.485
42.65	107
42.66	117.971
42.67	104
42.68	114
42.69	90.752
42.7	114
42.71	93.31
42.72	116
42.73	99
42.74	130.211
42.75	96.53
42.76	116
42.77	105
42.78	114
42.79	102.955
42.8	111
42.81	106
42.82	121
42.83	102.522
42.84	117
42.85	109
42.86	117.843
42.87	108
42.88	114
42.89	109.313
42.9	114
42.91	109
42.92	128
42.93	108
42.94	117
42.95	104.822
42.96	114
42.97	95.182
42.98	120.905
42.99	100
43	118.448
43.01	110.273
43.02	128
43.03	113
43.04	135.982
43.05	116
43.06	127
43.07	117
43.08	135.258
43.09	116.468
43.1	130.744
43.11	116
43.12	124
43.13	107.015
43.14	129.607
43.15	120.294
43.16	130.086
43.17	108
43.18	130
43.19	123.179
43.2	134.487
43.21	125.957
43.22	148
43.23	116.443
43.24	151
43.25	129
43.26	139
43.27	138.198
43.28	157
43.29	135
43.3	147
43.31	141
43.32	158.244
43.33	149.8
43.34	160.059
43.35	155
43.36	175.243
43.37	167.586
43.38	181.539
43.39	177
43.4	201
43.41	190
43.42	240.918
43.43	226
43.44	275.112
43.45	281
43.46	371
43.47	356.628
43.48	470.021
43.49	547.353
43.5	681
43.51	790.111
43.52	986
43.53	1116.872
43.54	1423.505
43.55	1503.843
43.56	1736
43.57	1823.674
43.58	2109
43.59	2058.72
43.6	2138.666
43.61	2084.486
43.62	2048.402
43.63	1937.77
43.64	1857
43.65	1736
43.66	1711
43.67	1522
43.68	1566.373
43.69	1455
43.7	1409
43.71	1300.763
43.72	1266.744
43.73	1123
43.74	1027
43.75	867.145
43.76	823
43.77	643
43.78	627
43.79	473.588
43.8	450.291
43.81	365
43.82	337.856
43.83	271
43.84	276.037
43.85	222.566
43.86	246.633
43.87	202.663
43.88	226.572
43.89	179
43.9	188.037
43.91	157
43.92	182
43.93	160.248
43.94	182
43.95	166.034
43.96	171
43.97	165.633
43.98	171
43.99	158.388
44	175.447
44.01	157.914
44.02	177.762
44.03	132.969
44.04	176.516
44.05	156
44.06	189
44.07	153
44.08	173
44.09	159
44.1	171.438
44.11	141
44.12	168.223
44.13	141
44.14	174.318
44.15	152
44.16	181
44.17	149
44.18	180.931
44.19	159
44.2	186
44.21	170.546
44.22	193
44.23	165
44.24	210
44.25	189
44.26	207
44.27	188.933
44.28	218.063
44.29	187
44.3	239.954
44.31	187
44.32	241.875
44.33	229.724
44.34	270
44.35	236
44.36	291.359
44.37	295.491
44.38	338.493
44.39	331
44.4	382.167
44.41	413
44.42	499.113
44.43	530.366
44.44	663.253
44.45	762
44.46	941.596
44.47	1149
44.48	1445
44.49	1736
44.5	2139.139
44.51	2486
44.52	3020
44.53	3504.989
44.54	4028
44.55	4377
44.56	4855.302
44.57	5006.356
44.58	5127.963
44.59	4958.438
44.6	5021.455
44.61	4664
44.62	4497.821
44.63	4167
44.64	4013.149
44.65	3698
44.66	3623
44.67	3363.966
44.68	3369.183
44.69	3156.618
44.7	3008.899
44.71	2718.326
44.72	2564.294
44.73	2128
44.74	2007.926
44.75	1628
44.76	1419.59
