#x	y_obs
40	114
40.01	86.729
40.02	111.738
40.03	96.746
40.04	111
40.05	87
40.06	107.772
40.07	98.781
40.08	105
40.09	100.798
40.1	106
40.11	97
40.12	104.825
40.13	100.834
40.14	105
40.15	86
40.16	110
40.17	97.872
40.18	106.881
40.19	91.891
40.2	103
40.21	96.91
40.22	107.92
40.23	90
40.24	108
40.25	91.949
40.26	105.96
40.27	92.97
40.28	115.98
40.29	100
40.3	104
40.31	96
40.32	114.022
40.33	91
40.34	110
40.35	99.054
40.36	106
40.37	97.076
40.38	102.087
40.39	83
40.4	106
40.41	97.121
40.42	108
40.43	98.144
40.44	109.155
40.45	100.167
40.46	104.179
40.47	91.191
40.48	105.203
40.49	101
40.5	106
40.51	94
40.52	106.252
40.53	97.265
40.54	130
40.55	78
40.56	116
40.57	97
40.58	105
40.59	99
40.6	115
40.61	84.369
40.62	106.383
40.63	96.397
40.64	112.41
40.65	95
40.66	102
40.67	78.453
40.68	107.467
40.69	89
40.7	101.496
40.71	100.511
40.72	121.525
40.73	95
40.74	114.556
40.75	101
40.76	104
40.77	93.602
40.78	103
40.79	100.633
40.8	106
40.81	92
40.82	129
40.83	91.698
40.84	107
40.85	96.731
40.86	115
40.87	100
40.88	106.782
40.89	91
40.9	116.817
40.91	91.835
40.92	110.853
40.93	91.871
40.94	103
40.95	94
40.96	118.926
40.97	95
40.98	101.964
40.99	93
41	110
41.01	97
41.02	103
41.03	87
41.04	102.082
41.05	90
41.06	105
41.07	83.144
41.08	104
41.09	96
41.1	104.207
41.11	77.229
41.12	112.251
41.13	89
41.14	103
41.15	97
41.16	102.34
41.17	99
41.18	102.387
41.19	80.41
41.2	110
41.21	92.458
41.22	109
41.23	98.507
41.24	118
41.25	86.557
41.26	112
41.27	80.608
41.28	113.634
41.29	83
41.3	112
41.31	99
41.32	106
41.33	89
41.34	114
41.35	100
41.36	103
41.37	100
41.38	115
41.39	99
41.4	114
41.41	86.999
41.42	106.03
41.43	96
41.44	116.092
41.45	91
41.46	108
41.47	97.188
41.48	122
41.49	99.254
41.5	110
41.51	89
41.52	103.355
41.53	100
41.54	104
41.55	99
41.56	119
41.57	93.534
41.58	103.571
41.59	91.608
41.6	110
41.61	83.685
41.62	116.723
41.63	93
41.64	109
41.65	97
41.66	115.884
41.67	94.926
41.68	109
41.69	83.011
41.7	103
41.71	96.098
41.72	103
41.73	92.188
41.74	128
41.75	83
41.76	117
41.77	90.374
41.78	107.423
41.79	93.472
41.8	107.521
41.81	101
41.82	107.623
41.83	86.675
41.84	112.727
41.85	98.781
41.86	117.835
41.87	99
41.88	110
41.89	93.002
41.9	121.06
41.91	102.118
41.92	104.177
41.93	89
41.94	112.299
41.95	97.361
41.96	106
41.97	70.488
41.98	119.553
41.99	84.619
42	111.686
42.01	102
42.02	105
42.03	87
42.04	103.965
42.05	102
42.06	106
42.07	99.187
42.08	107
42.09	93.341
42.1	108.42
42.11	100.501
42.12	109.582
42.13	98
42.14	119
42.15	101.836
42.16	117
42.17	100
42.18	109.104
42.19	82.197
42.2	109
42.21	99.387
42.22	107
42.23	104
42.24	115.686
42.25	103
42.26	123
42.27	92.002
42.28	109
42.29	76.224
42.3	118.337
42.31	94.454
42.32	112.572
42.33	98
42.34	107.816
42.35	92
42.36	123.071
42.37	93.202
42.38	112.336
42.39	101
42.4	111.612
42.41	103
42.42	107.901
42.43	99
42.44	116
42.45	91
42.46	118.517
42.47	97
42.48	110.847
42.49	89.018
42.5	114
42.51	100
42.52	110.554
42.53	101
42.54	113
42.55	102.13
42.56	121.332
42.57	98.539
42.58	121.751
42.59	100
42.6	108
42.61	105
42.62	123
42.63	83
42.64	118
42.65	88.399
42.66	108.661
42.67	99.93
42.68	110
42.69	103
42.7	108.784
42.71	100.086
42.72	111.396
42.73	108.716
42.74	122.045
42.75	101
42.76	112
42.77	107.097
42.78	112
42.79	107.907
42.8	115
42.81	95.716
42.82	111
42.83	101.581
42.84	124.036
42.85	89.507
42.86	127
42.87	97
42.88	113.025
42.89	91
42.9	116.134
42.91	90
42.92	129
42.93	108.989
42.94	126.648
42.95	101
42.96	117
42.97	112
42.98	143.572
42.99	105.384
43	122.232
43.01	115
43.02	124.046
43.03	100
43.04	122
43.05	91.104
43.06	123.226
43.07	119
43.08	123
43.09	107.952
43.1	128
43.11	110
43.12	133
43.13	118
43.14	144.663
43.15	123
43.16	134
43.17	125.485
43.18	137
43.19	119
43.2	140
43.21	129
43.22	162
43.23	126
43.24	151
43.25	111
43.26	143
43.27	127
43.28	154.603
43.29	136
43.3	153.921
43.31	150
43.32	157.278
43.33	133
43.34	170.3
43.35	159
43.36	202.995
43.37	176.252
43.38	194
43.39	189.617
43.4	218
43.41	195.27
43.42	255.745
43.43	235.25
43.44	294.349
43.45	302
43.46	366
43.47	387
43.48	504.48
43.49	571.351
43.5	718.769
43.51	821.284
43.52	1038.734
43.53	1223.128
43.54	1452.686
43.55	1627
43.56	1866.526
43.57	2008.922
43.58	2238.539
43.59	2254.515
43.6	2369.044
43.61	2280
43.62	2268
43.63	2069
43.64	2055.745
43.65	1837.747
43.66	1804.339
43.67	1633
43.68	1677
43.69	1515
43.7	1522
43.71	1435
43.72	1342
43.73	1202
43.74	1111.032
43.75	964
43.76	852.507
43.77	705
43.78	636.477
43.79	519.756
43.8	478.519
43.81	338
43.82	346.754
43.83	278
43.84	280
43.85	237
43.86	237.244
43.87	194
43.88	229.926
43.89	191
43.9	216
43.91	168.23
43.92	188.572
43.93	168.296
43.94	177.109
43.95	170.812
43.96	185.265
43.97	157.366
43.98	174
43.99	161.234
44	184.897
44.01	161.994
44.02	179.494
44.03	156.372
44.04	164
44.05	142.19
44.06	179
44.07	142.334
44.08	176.883
44.09	143
44.1	173
44.11	158.415
44.12	169
44.13	157.373
44.14	178.858
44.15	164.698
44.16	184
44.17	158.513
44.18	184.534
44.19	170
44.2	200.943
44.21	180
44.22	214.423
44.23	186
44.24	212
44.25	193
44.26	212.243
44.27	200
44.28	213
44.29	180.668
44.3	237
44.31	215
44.32	238
44.33	242
44.34	287.799
44.35	251.39
44.36	283.705
44.37	277
44.38	337.863
44.39	315
44.4	382
