# 2Theta,Counts
55.19,853
55.23,837
55.27,828
55.31,895
55.35,873
55.39,868
55.43,868
55.47,807
55.52,947
55.56,841
55.6,900
55.64,871
55.68,821
55.72,896
55.76,830
55.79,879
55.83,903
55.87,845
55.91,861
55.95,899
55.99,895
56.03,839
56.06,823
56.1,852
56.14,868
56.18,906
56.22,840
56.26,831
56.29,861
56.33,852
56.37,857
56.41,832
56.45,836
56.49,885
56.52,907
56.56,913
56.6,844
56.64,830
56.68,903
56.72,874
56.75,867
56.79,901
56.83,867
56.86,883
56.9,885
56.93,820
56.97,843
57.01,837
57.04,781
57.08,854
57.12,814
57.15,876
57.19,871
57.23,835
57.27,829
57.31,868
57.34,847
57.38,888
57.42,852
57.46,853
57.5,852
57.54,844
57.58,839
57.61,840
57.65,892
57.69,851
57.73,890
57.76,898
57.8,896
57.84,828
57.87,859
57.91,850
57.95,882
57.98,838
58.02,800
58.06,805
58.09,833
58.13,896
58.17,821
58.2,811
58.24,849
58.28,873
58.32,873
58.36,848
58.4,804
58.43,869
58.47,808
58.51,828
58.55,836
58.59,870
58.63,887
58.67,841
58.7,882
58.74,844
58.78,866
58.81,884
58.85,830
58.89,876
58.92,806
58.96,805
59,858
59.03,823
59.07,864
59.1,832
59.14,802
59.18,787
59.22,844
59.26,783
59.29,860
59.33,837
59.37,891
59.41,846
59.45,825
59.49,829
59.52,810
59.56,878
59.6,869
59.64,800
59.68,875
59.72,876
59.75,879
59.79,834
59.83,864
59.86,913
59.9,875
59.93,855
59.97,909
60.01,944
60.04,932
60.08,899
60.12,897
60.15,880
60.19,952
60.23,902
60.27,934
60.31,949
60.34,933
60.38,949
60.42,900
60.46,961
60.5,893
60.54,886
60.58,910
60.61,940
60.65,873
60.69,883
60.73,849
60.76,882
60.8,850
60.84,824
60.87,825
60.91,856
60.95,879
60.98,847
61.02,823
61.06,816
61.09,819
61.13,841
61.17,827
61.2,783
61.24,860
61.28,860
61.32,886
61.36,830
61.4,859
61.43,819
61.47,858
61.51,779
61.55,814
61.59,805
61.63,832
61.67,773
61.7,817
61.74,779
61.78,880
61.81,804
61.85,821
61.89,822
61.92,751
61.96,843
62,779
62.03,800
62.07,863
62.1,798
62.14,782
62.18,781
62.22,798
62.26,751
62.29,826
62.33,837
62.37,844
62.41,787
62.45,784
62.49,815
62.52,819
62.56,759
62.6,822
62.64,831
62.68,830
62.72,840
62.75,794
62.79,828
62.83,811
62.86,839
62.9,760
62.93,842
62.97,838
63.01,801
63.04,792
63.08,823
63.12,820
63.15,804
63.19,783
63.23,798
63.27,768
63.31,840
63.34,821
63.38,860
63.42,809
63.46,779
63.5,765
63.54,757
63.58,830
63.61,807
63.65,762
63.69,888
63.73,840
63.76,840
63.8,854
63.84,830
63.87,784
63.91,828
63.95,800
63.98,748
64.02,783
64.06,783
64.09,725
64.13,845
64.17,737
64.2,722
64.24,848
64.28,798
64.32,779
64.36,747
64.4,786
64.43,824
64.47,787
64.51,789
64.55,811
64.59,805
64.63,771
64.67,756
64.7,796
64.74,823
64.78,816
64.81,838
64.85,790
64.89,819
64.92,728
64.96,811
65,770
65.03,759
65.07,774
65.1,797
65.14,800
65.18,785
65.22,818
65.26,801
65.29,796
65.33,809
65.37,789
65.41,794
65.45,800
65.49,801
65.52,801
65.56,817
65.6,834
65.64,799
65.68,788
65.72,825
65.75,761
65.79,835
65.83,789
65.86,805
65.9,762
65.93,840
65.97,834
66.01,792
66.04,747
66.08,719
66.12,783
66.15,779
66.19,743
66.23,770
66.27,765
66.31,781
66.34,741
66.38,846
66.42,798
66.46,760
66.5,748
66.54,805
66.58,802
66.61,759
66.65,749
66.69,781
66.73,832
66.76,764
66.8,815
66.84,746
66.87,794
66.91,741
66.95,807
66.98,736
67.02,790
67.06,774
67.09,754
67.13,836
67.17,807
67.2,731
67.24,822
67.28,754
67.32,791
67.36,728
67.4,737
67.43,757
67.47,766
67.51,764
67.55,782
67.59,766
67.63,845
67.67,802
67.7,827
67.74,824
67.78,763
67.81,786
67.85,800
67.89,853
67.92,717
67.96,814
68,814
68.03,737
68.07,772
68.1,755
68.14,816
68.18,735
68.22,791
68.26,758
68.29,769
68.33,765
68.37,790
68.41,795
68.45,776
68.49,824
68.52,819
68.56,755
68.6,840
68.64,760
68.68,790
68.72,800
68.75,781
68.79,757
68.83,812
68.86,776
68.9,718
68.93,740
68.97,818
69.01,783
69.04,781
69.08,758
69.12,788
69.15,747
69.19,789
69.23,745
69.27,745
69.31,719
69.34,728
69.38,799
69.42,787
69.46,742
69.5,781
69.54,774
69.58,803
69.61,778
69.65,754
69.69,765
69.73,836
69.76,799
69.8,833
69.84,768
69.87,773
69.91,776
69.95,751
69.98,764
70.02,811
70.06,769
70.09,754
70.13,756
70.17,781
70.2,756
70.24,803
70.28,765
70.32,792
70.36,732
70.4,768
70.43,812
70.47,770
70.51,771
70.55,810
70.59,795
70.63,752
70.67,774
70.7,782
70.74,799
70.78,759
70.81,809
70.85,779
70.89,766
70.92,733
70.96,731
71,716
71.03,759
71.07,735
71.1,767
71.14,776
71.18,746
71.22,742
71.26,698
71.29,788
71.33,747
71.37,769
71.41,747
71.45,766
71.49,738
71.52,804
71.56,784
71.6,780
71.64,757
71.68,753
71.72,798
71.75,783
71.79,792
71.83,749
71.86,789
71.9,770
71.93,778
71.97,755
72.01,705
72.04,733
72.08,748
72.12,751
72.15,792
72.19,733
72.23,747
72.27,685
72.31,757
72.34,731
72.38,792
72.42,750
72.46,757
72.5,780
72.54,705
72.58,752
72.61,791
72.65,825
72.69,778
72.73,790
72.76,730
72.8,731
72.84,780
72.87,744
72.91,801
72.95,712
72.98,793
73.02,753
73.06,672
73.09,732
73.13,759
73.17,794
73.2,688
73.24,751
73.28,757
73.32,793
73.36,765
73.4,736
73.43,755
73.47,786
73.51,723
73.55,855
73.59,845
73.63,743
73.67,729
73.7,794
73.74,798
73.78,757
73.81,788
73.85,762
73.89,779
73.92,762
73.96,717
74,733
74.03,788
74.07,758
74.1,756
74.14,721
74.18,750
74.22,810
74.26,708
74.29,751
74.33,713
74.37,808
74.41,807
74.45,745
74.49,792
74.52,740
74.56,738
74.6,756
74.64,713
74.68,775
74.72,786
74.75,807
74.79,759
74.83,749
74.86,754
74.9,770
74.93,764
74.97,718
75.01,724
75.04,782
75.08,729
75.12,765
75.15,781
75.19,739
75.23,765
75.27,708
75.31,750
75.34,709
75.38,792
75.42,731
75.46,748
75.5,760
75.54,754
75.58,827
75.61,779
75.65,812
75.69,743
75.73,790
75.76,789
75.8,743
75.84,760
75.87,821
75.91,691
75.95,754
75.98,778
76.02,772
76.06,738
76.09,748
76.13,800
76.17,767
76.2,723
76.24,763
76.28,757
76.32,764
76.36,727
76.4,771
76.43,763
76.47,717
76.51,735
76.55,792
76.59,802
76.63,759
76.67,781
76.7,815
76.74,782
76.78,774
76.81,772
76.85,777
76.89,771
76.92,758
76.96,820
77,816
77.03,786
77.07,813
77.1,823
77.14,801
77.18,773
77.22,834
77.26,810
77.29,882
77.33,875
77.37,929
77.41,948
77.45,1010
77.49,1024
77.52,1119
77.56,1174
77.6,1289
77.64,1270
77.68,1392
77.72,1514
77.75,1608
77.79,1797
77.83,1777
77.86,1843
77.9,1879
77.93,1933
77.97,2009
78.01,2015
78.04,1932
78.08,1978
78.12,1782
78.15,1848
78.19,1713
78.23,1657
78.27,1616
78.31,1557
78.34,1446
78.38,1328
78.42,1283
78.46,1170
78.5,1078
78.54,1023
78.58,988
78.61,988
78.65,918
78.69,857
78.73,933
78.76,862
78.8,820
78.84,795
78.87,829
78.91,799
78.95,827
78.98,782
79.02,765
79.06,752
79.09,740
79.13,774
79.17,770
79.2,708
79.24,794
79.28,771
79.32,721
79.36,776
79.4,728
79.43,756
79.47,756
79.51,730
79.55,709
79.59,747
79.63,683
79.67,768
79.7,777
79.74,820
79.78,766
79.81,742
79.85,754
79.89,795
79.92,788
79.96,759
80,712
80.03,700
80.07,713
80.1,766
80.14,706
80.18,729
80.22,737
80.26,766
80.29,774
80.33,762
80.37,719
80.41,732
80.45,718
80.49,717
80.52,768
80.56,715
80.6,730
80.64,690
80.68,729
80.72,742
80.75,753
80.79,798
80.83,745
80.86,799
80.9,757
80.93,738
80.97,772
81.01,751
81.04,700
81.08,698
81.12,711
81.15,721
81.19,760
81.23,731
81.27,725
81.31,750
81.34,700
81.38,767
81.42,714
81.46,714
81.5,766
81.54,757
81.58,708
81.61,812
81.65,749
81.69,770
81.73,765
81.76,750
81.8,796
81.84,723
81.87,742
81.91,704
81.95,715
81.98,764
82.02,715
82.06,713
82.09,747
82.13,747
82.17,749
82.2,740
82.24,804
82.28,730
82.32,697
82.36,734
82.4,722
82.43,720
82.47,701
82.51,760
82.55,756
82.59,678
82.63,712
82.67,708
82.7,803
82.74,763
82.78,757
82.81,723
82.85,732
82.89,772
82.92,759
82.96,763
83,714
83.03,730
83.07,753
83.1,749
83.14,704
83.18,695
83.22,702
83.26,733
83.29,732
83.33,712
83.37,785
83.41,692
83.45,734
83.49,742
83.52,768
83.56,704
83.6,784
83.64,702
83.68,784
83.72,727
83.75,727
83.79,738
83.83,696
83.86,749
83.9,692
83.93,704
83.97,710
84.01,800
84.04,750
84.08,679
84.12,701
84.15,749
84.19,699
84.23,743
84.27,734
84.31,767
84.34,701
84.38,724
84.42,733
84.46,727
84.5,725
84.54,731
84.58,739
84.61,698
84.65,693
84.69,731
84.73,727
84.76,747
84.8,740
84.84,732
84.87,742
84.91,786
84.95,763
84.98,758
85.02,809
85.06,682
85.09,719
85.13,735
85.17,698
85.2,686
85.24,740
85.28,730
85.32,748
85.36,739
85.4,727
85.43,743
85.47,712
85.51,737
85.55,782
85.59,711
85.63,740
85.67,695
85.7,784
85.74,790
85.78,691
85.81,751
85.85,740
85.89,717
85.92,746
85.96,754
86,734
86.03,815
86.07,696
86.1,731
86.14,733
86.18,716
86.22,672
86.26,677
86.29,712
86.33,673
86.37,726
86.41,734
86.45,734
86.49,757
86.52,714
86.56,712
86.6,767
86.64,706
86.68,694
86.72,730
86.75,751
86.79,753
86.83,757
86.86,776
86.9,699
86.93,717
86.97,724
87.01,733
87.04,743
87.08,697
87.12,675
87.15,769
87.19,758
87.23,716
87.27,659
87.31,741
87.34,688
87.38,755
87.42,723
87.46,738
87.5,698
87.54,749
87.58,735
87.61,771
87.65,723
87.69,739
87.73,749
87.76,755
87.8,754
87.84,680
87.87,732
87.91,729
87.95,781
87.98,697
88.02,757
88.06,673
88.09,740
88.13,769
88.17,700
88.2,688
88.24,724
88.28,719
88.32,712
88.36,656
88.4,675
88.43,761
88.47,738
88.51,727
88.55,738
88.59,754
88.63,775
88.67,763
88.7,711
88.74,777
88.78,796
88.81,845
88.85,734
88.89,769
88.92,754
88.96,701
89,748
89.03,731
89.07,735
89.1,740
89.14,788
89.18,664
89.22,732
89.26,758
89.29,785
89.33,763
89.37,795
89.41,775
89.45,732
89.49,794
89.52,886
89.56,862
89.6,801
89.64,831
89.68,833
89.72,935
89.75,898
89.79,922
89.83,909
89.86,973
89.9,981
89.93,913
89.97,923
90.01,961
90.04,894
90.08,877
90.12,913
90.15,950
90.19,860
90.23,878
90.27,827
90.31,822
90.34,766
90.38,847
90.42,793
90.46,860
90.5,762
90.54,767
90.58,777
90.61,765
90.65,734
90.69,737
90.73,771
90.76,768
90.8,737
90.84,763
90.87,783
90.91,730
90.95,797
90.98,737
91.02,783
91.06,725
91.09,720
91.13,768
91.17,757
91.2,729
91.24,756
91.28,739
91.32,725
91.36,718
91.4,685
91.43,702
91.47,747
91.51,737
91.55,778
91.59,689
91.63,709
91.67,728
91.7,678
91.74,749
91.78,733
91.81,739
91.85,759
91.89,759
91.92,687
91.96,728
92,677
92.03,722
92.07,718
92.1,675
92.14,741
92.18,706
92.22,710
92.26,706
92.29,720
92.33,748
92.37,735
92.41,710
92.45,706
92.49,707
92.52,732
92.56,757
92.6,721
92.64,723
92.68,738
92.72,712
92.75,724
92.79,741
92.83,694
92.86,767
92.9,730
92.93,753
92.97,659
93.01,777
93.04,688
93.08,676
93.12,662
93.15,721
93.19,707
93.23,685
93.27,705
93.31,732
93.34,674
93.38,728
93.42,720
93.46,660
93.5,727
93.54,786
93.58,730
93.61,719
93.65,666
93.69,719
93.73,753
93.76,708
93.8,730
93.84,689
93.87,698
93.91,691
93.95,720
93.98,706
94.02,686
94.06,718
94.09,720
94.13,697
94.17,754
94.2,647
94.24,772
94.28,739
94.32,748
94.36,711
94.4,764
94.43,714
94.47,680
94.51,709
94.55,734
94.59,738
94.63,700
94.67,740
94.7,686
94.74,702
94.78,730
94.81,717
94.85,727
94.89,731
94.92,729
94.96,749
95,668
95.03,706
95.07,689
95.1,692
95.14,714
95.18,698
95.22,748
95.26,693
95.29,710
95.33,760
95.37,734
95.41,690
95.45,717
95.49,697
95.52,740
95.56,713
95.6,736
95.64,692
95.68,727
95.72,780
95.75,771
95.79,762
95.83,722
95.86,748
95.9,684
95.93,726
95.97,710
96.01,687
96.04,649
96.08,723
96.12,695
96.15,768
96.19,727
96.23,736
96.27,690
96.31,726
96.34,668
96.38,697
96.42,739
96.46,735
96.5,756
96.54,748
96.58,772
96.61,714
96.65,779
96.69,715
96.73,773
96.76,756
96.8,739
96.84,762
96.87,736
96.91,717
96.95,739
96.98,697
97.02,689
97.06,708
97.09,685
97.13,717
97.17,758
97.2,723
97.24,777
97.28,693
97.32,741
97.36,711
97.4,694
97.43,736
97.47,766
97.51,655
97.55,752
97.59,797
97.63,705
97.67,723
97.7,747
97.74,797
97.78,719
97.81,763
97.85,765
97.89,711
97.92,741
97.96,756
98,744
98.03,708
98.07,739
98.1,727
98.14,718
98.18,725
98.22,761
98.26,760
98.29,712
98.33,755
98.37,738
98.41,752
98.45,740
98.49,732
98.52,688
98.56,728
98.6,747
98.64,658
98.68,794
98.72,795
98.75,747
98.79,764
98.83,717
98.86,792
98.9,711
98.93,763
98.97,716
99.01,771
99.04,735
99.08,712
99.12,743
99.15,809
99.19,737
99.23,775
99.27,775
99.31,794
99.34,797
99.38,823
99.42,795
99.46,844
99.5,847
99.54,839
99.58,869
99.61,893
99.65,906
99.69,896
99.73,1032
99.76,1111
99.8,1083
99.84,1177
99.87,1279
99.91,1289
99.95,1449
99.98,1611
100.02,1699
100.06,1838
100.09,1930
100.13,2195
100.17,2312
100.2,2448
100.24,2766
100.28,2923
100.32,2989
100.36,2998
100.4,3103
100.43,3185
100.47,3190
100.51,3010
100.55,3140
100.59,3023
100.63,2843
100.67,2615
100.7,2582
100.74,2379
100.78,2239
100.81,2108
100.85,1918
100.89,1787
100.92,1608
100.96,1538
101,1407
101.03,1360
101.07,1254
101.1,1125
101.14,1083
101.18,940
101.22,972
101.26,927
101.29,866
101.33,919
101.37,906
101.41,841
101.45,797
101.49,881
101.52,796
101.56,804
101.6,836
101.64,777
101.68,797
101.72,783
101.75,812
101.79,820
101.83,755
101.86,872
101.9,767
101.93,740
101.97,779
102.01,692
102.04,691
102.08,832
102.12,748
102.15,807
102.19,692
102.23,752
102.27,750
102.31,766
102.34,754
102.38,770
102.42,748
102.46,813
102.5,725
102.54,746
102.58,742
102.61,746
102.65,700
102.69,752
102.73,778
102.76,763
102.8,720
102.84,719
102.87,755
102.91,747
102.95,741
102.98,688
103.02,712
103.06,721
103.09,801
103.13,727
103.17,738
103.2,702
103.24,721
103.28,664
103.32,712
103.36,693
103.4,673
103.43,807
103.47,731
103.51,742
103.55,736
103.59,720
103.63,688
103.67,709
103.7,718
103.74,713
103.78,748
103.81,688
103.85,744
103.89,751
103.92,684
103.96,745
104,700
104.03,705
104.07,700
104.1,681
104.14,759
104.18,698
104.22,694
104.26,717
104.29,704
104.33,715
104.37,740
104.41,724
104.45,683
104.49,734
104.52,756
104.56,741
104.6,752
104.64,697
104.68,723
104.72,726
104.75,708
104.79,747
104.83,754
104.86,761
104.9,703
104.93,702
104.97,734
105.01,750
105.04,699
105.08,680
105.12,716
105.15,719
105.19,740
105.23,696
105.27,681
105.31,800
105.34,692
105.38,733
105.42,701
105.46,719
105.5,706
105.54,681
105.58,743
105.61,753
105.65,706
105.69,745
105.73,788
105.76,709
105.8,758
105.84,763
105.87,709
105.91,710
105.95,754
105.98,706
106.02,708
106.06,653
106.09,680
106.13,724
106.17,716
106.2,711
106.24,710
106.28,672
106.32,720
106.36,699
106.4,694
106.43,755
106.47,712
106.51,742
106.55,764
106.59,721
106.63,748
106.67,686
106.7,737
106.74,759
106.78,736
106.81,752
106.85,707
106.89,726
106.92,721
106.96,705
107,718
107.03,722
107.07,709
107.1,759
107.14,729
107.18,648
107.22,772
107.26,737
107.29,719
107.33,706
107.37,723
107.41,750
107.45,706
107.49,716
107.52,753
107.56,748
107.6,764
107.64,683
107.68,745
107.72,782
107.75,684
107.79,742
107.83,729
107.86,742
107.9,722
107.93,724
107.97,703
108.01,720
108.04,737
108.08,710
108.12,709
108.15,721
108.19,706
108.23,723
108.27,693
108.31,741
108.34,676
108.38,766
108.42,692
108.46,680
108.5,714
108.54,763
108.58,765
108.61,702
108.65,738
108.69,761
108.73,704
108.76,748
108.8,732
108.84,724
108.87,744
108.91,714
108.95,700
108.98,770
109.02,752
109.06,700
109.09,689
109.13,696
109.17,749
109.2,715
109.24,738
109.28,739
109.32,726
109.36,769
109.4,688
109.43,736
109.47,715
109.51,732
109.55,743
109.59,759
109.63,753
109.67,699
109.7,773
109.74,837
109.78,725
109.81,724
109.85,712
109.89,748
109.92,717
109.96,766
110,770
110.03,670
110.07,728
110.1,692
110.14,725
110.18,736
110.22,708
110.26,764
110.29,719
110.33,737
110.37,720
110.41,772
110.45,755
110.49,799
110.52,710
110.56,714
110.6,758
110.64,690
110.68,780
110.72,793
110.75,747
110.79,787
110.83,772
110.86,799
110.9,705
110.93,729
110.97,733
111.01,793
111.04,734
111.08,754
111.12,755
111.15,798
111.19,805
111.23,747
111.27,781
111.31,784
111.34,788
111.38,827
111.42,800
111.46,773
111.5,828
111.54,820
111.58,820
111.61,770
111.65,850
111.69,788
111.73,814
111.76,784
111.8,805
111.84,769
111.87,786
111.91,837
111.95,783
111.98,797
112.02,742
112.06,749
112.09,808
112.13,787
112.17,827
112.2,795
112.24,766
112.28,765
112.32,761
112.36,743
112.4,763
112.43,745
112.47,760
112.51,742
112.55,814
112.59,723
112.63,748
112.67,766
112.7,747
112.74,723
112.78,736
112.81,745
112.85,692
112.89,761
112.92,750
112.96,747
113,766
113.03,681
113.07,699
113.1,679
113.14,691
113.18,721
113.22,744
113.26,749
113.29,742
113.33,680
113.37,746
113.41,740
113.45,729
113.49,693
113.52,708
113.56,698
113.6,771
113.64,726
113.68,727
113.72,730
113.75,766
113.79,723
113.83,732
113.86,823
113.9,698
113.93,730
113.97,710
114.01,713
114.04,716
114.08,697
114.12,699
114.15,726
114.19,695
114.23,712
114.27,701
114.31,768
114.34,659
114.38,762
114.42,669
114.46,707
114.5,715
114.54,730
114.58,731
114.61,734
114.65,741
114.69,762
114.73,684
114.76,731
114.8,691
114.84,739
114.87,770
114.91,704
114.95,727
114.98,713
115.02,738
115.06,720
115.09,685
115.13,686
115.17,724
115.2,734
115.24,720
115.28,704
115.32,726
115.36,738
115.4,685
115.43,771
115.47,716
115.51,782
115.55,788
115.59,749
115.63,725
115.67,684
115.7,727
115.74,763
115.78,690
115.81,752
115.85,718
115.89,748
115.92,708
115.96,721
116,734
116.03,703
116.07,681
116.1,742
116.14,686
116.18,668
116.22,732
116.26,708
116.29,765
116.33,673
116.37,736
116.41,721
116.45,707
116.49,725
116.52,705
116.56,748
116.6,719
116.64,711
116.68,755
116.72,781
116.75,779
116.79,713
116.83,724
116.86,737
116.9,705
116.93,750
116.97,752
117.01,747
117.04,714
117.08,705
117.12,765
117.15,712
117.19,718
117.23,748
117.27,690
117.31,673
117.34,736
117.38,770
117.42,736
117.46,740
117.5,682
117.54,733
117.58,743
117.61,712
117.65,705
117.69,724
117.73,718
117.76,757
117.8,725
117.84,754
117.87,686
117.91,769
117.95,712
117.98,778
118.02,731
118.06,714
118.09,711
118.13,675
118.17,743
118.2,729
118.24,760
118.28,748
118.32,735
118.36,683
118.4,735
118.43,727
118.47,726
118.51,714
118.55,737
118.59,720
118.63,734
118.67,741
118.7,754
118.74,767
118.78,762
118.81,776
118.85,778
118.89,736
118.92,717
118.96,720
119,757
119.03,719
119.07,712
119.1,697
119.14,767
119.18,730
119.22,731
119.26,726
119.29,698
119.33,734
119.37,743
119.41,737
119.45,680
119.49,775
119.52,775
119.56,781
119.6,711
119.64,705
119.68,740
119.72,775
119.75,711
119.79,790
119.83,775
119.86,766
119.9,744
119.93,730
119.97,769
120.01,756
120.04,761
120.08,728
120.12,745
120.15,746
120.19,734
120.23,742
120.27,729
120.31,702
120.34,703
120.38,739
120.42,748
120.46,692
120.5,718
120.54,763
120.58,739
120.61,712
120.65,725
120.69,700
120.73,770
120.76,766
120.8,771
120.84,726
120.87,790
120.91,752
120.95,737
120.98,786
121.02,734
121.06,737
121.09,710
121.13,732
121.17,764
121.2,714
121.24,753
121.28,696
121.32,724
121.36,719
121.4,746
121.43,768
121.47,700
121.51,722
121.55,779
121.59,691
121.63,755
121.67,754
121.7,823
121.74,790
121.78,745
121.81,766
121.85,700
121.89,749
121.92,721
121.96,761
122,737
122.03,750
122.07,763
122.1,763
122.14,759
122.18,717
122.22,788
122.26,747
122.29,731
122.33,726
122.37,752
122.41,738
122.45,785
122.49,757
122.52,748
122.56,740
122.6,728
122.64,739
122.68,766
122.72,758
122.75,709
122.79,782
122.83,771
122.86,752
122.9,739
122.93,761
122.97,728
123.01,698
123.04,724
123.08,715
123.12,737
123.15,756
123.19,705
123.23,754
123.27,759
123.31,749
123.34,767
123.38,793
123.42,709
123.46,737
123.5,779
123.54,783
123.58,733
123.61,761
123.65,712
123.69,814
123.73,806
123.76,797
123.8,837
123.84,774
123.87,836
123.91,851
123.95,735
123.98,814
124.02,858
124.06,807
124.09,758
124.13,812
124.17,806
124.2,756
124.24,906
124.28,832
124.32,872
124.36,866
124.4,873
124.43,841
124.47,921
124.51,905
124.55,899
124.59,922
124.63,911
124.67,885
124.7,882
124.74,946
124.78,889
124.81,918
124.85,900
124.89,941
124.92,872
124.96,952
125,920
125.03,858
125.07,804
125.1,830
125.14,861
125.18,840
125.22,828
125.26,838
125.29,857
125.33,772
125.37,811
125.41,794
125.45,794
125.49,806
125.52,772
125.56,772
125.6,796
125.64,772
125.68,823
125.72,811
125.75,730
125.79,803
125.83,744
125.86,783
125.9,754
125.93,764
125.97,733
126.01,779
126.04,780
126.08,774
126.12,725
126.15,828
126.19,781
126.23,778
126.27,752
126.31,716
126.34,716
126.38,832
126.42,744
126.46,709
126.5,751
126.54,776
126.58,773
126.61,737
126.65,713
126.69,777
126.73,817
126.76,783
126.8,830
126.84,736
126.87,818
126.91,749
126.95,773
126.98,774
127.02,675
127.06,694
127.09,738
127.13,778
127.17,755
127.2,704
127.24,767
127.28,750
127.32,785
127.36,734
127.4,728
127.43,803
127.47,698
127.51,742
127.55,764
127.59,775
127.63,754
127.67,756
127.7,767
127.74,716
127.78,771
127.81,787
127.85,729
127.89,781
127.92,696
127.96,764
128,738
128.03,748
128.07,721
128.1,726
128.14,763
128.18,736
128.22,739
128.26,752
128.29,739
128.33,770
128.37,749
128.41,741
128.45,722
128.49,792
128.52,717
128.56,728
128.6,747
128.64,762
128.68,767
128.72,785
128.75,758
128.79,785
128.83,764
128.86,731
128.9,781
128.93,799
128.97,787
129.01,702
129.04,819
129.08,792
129.12,712
129.15,782
129.19,699
129.23,748
129.27,765
129.31,674
129.34,730
129.38,767
129.42,729
129.46,759
129.5,861
129.54,799
129.58,733
129.61,788
129.65,738
129.69,793
129.73,760
129.76,768
129.8,775
129.84,740
129.87,717
129.91,757
129.95,809
129.98,729
130.02,741
130.06,722
130.09,723
130.13,771
130.17,739
130.2,714
130.24,771
130.28,749
130.32,818
130.36,802
130.4,750
130.43,806
130.47,759
130.51,726
130.55,855
130.59,793
130.63,750
130.67,788
130.7,788
130.74,755
130.78,806
130.81,763
130.85,721
130.89,725
130.92,726
130.96,746
131,752
131.03,720
131.07,726
131.1,732
131.14,737
131.18,737
131.22,778
131.26,789
131.29,747
131.33,707
131.37,740
131.41,741
131.45,744
131.49,766
131.52,777
131.56,773
131.6,728
131.64,762
131.68,827
131.72,771
131.75,759
131.79,730
131.83,743
131.86,787
131.9,831
131.93,700
131.97,779
132.01,716
132.04,759
132.08,798
132.12,784
132.15,826
132.19,761
132.23,789
132.27,788
132.31,721
132.34,780
132.38,792
132.42,759
132.46,773
132.5,718
132.54,750
132.58,770
132.61,749
132.65,765
132.69,814
132.73,796
132.76,797
132.8,785
132.84,840
132.87,762
132.91,758
132.95,768
132.98,787
133.02,798
133.06,751
133.09,774
133.13,804
133.17,763
133.2,748
133.24,775
133.28,757
133.32,761
133.36,742
133.4,787
133.43,775
133.47,783
133.51,737
133.55,803
133.59,752
133.63,783
133.67,734
133.7,773
133.74,823
133.78,810
133.81,777
133.85,708
133.89,795
133.92,771
133.96,784
