x            y_obs        weight       y_calc       y_bkg        
1.959        58.909       0.01698      0.0          0.0          
1.968        60.185       0.01662      0.0          0.0          
1.977        65.815       0.01519      0.0          0.0          
1.986        61.5         0.01626      0.0          0.0          
1.995        63.588       0.01573      0.0          0.0          
2.005        66.934       0.01494      0.0          0.0          
2.014        67.98        0.01471      0.0          0.0          
2.023        66.513       0.01503      0.0          0.0          
2.032        63.496       0.01575      0.0          0.0          
2.041        59.705       0.01675      0.0          0.0          
2.05         58.913       0.01697      0.0          0.0          
2.059        58.572       0.01707      0.0          0.0          
2.069        53.289       0.01877      0.0          0.0          
2.078        57.641       0.01735      0.0          0.0          
2.087        59.278       0.01687      0.0          0.0          
2.096        57.33        0.01744      0.0          0.0          
2.105        56.641       0.01766      0.0          0.0          
2.114        58.67        0.01704      0.0          0.0          
2.123        59.166       0.0169       0.0          0.0          
2.133        54.741       0.01827      0.0          0.0          
2.142        57.923       0.01726      0.0          0.0          
2.151        53.643       0.01864      0.0          0.0          
2.16         60.953       0.01641      0.0          0.0          
2.169        58.485       0.0171       0.0          0.0          
2.178        59.286       0.01687      0.0          0.0          
2.187        56.903       0.01757      0.0          0.0          
2.197        57.263       0.01746      0.0          0.0          
2.206        57.369       0.01743      0.0          0.0          
2.215        58.268       0.01716      0.0          0.0          
2.224        59.594       0.01678      0.0          0.0          
2.233        59.52        0.0168       0.0          0.0          
2.242        58.24        0.01717      0.0          0.0          
2.251        57.965       0.01725      0.0          0.0          
2.261        56.873       0.01758      0.0          0.0          
2.27         57.377       0.01743      0.0          0.0          
2.279        59.254       0.01688      0.0          0.0          
2.288        57.887       0.01728      0.0          0.0          
2.297        59.254       0.01688      0.0          0.0          
2.306        55.019       0.01818      0.0          0.0          
2.315        56.715       0.01763      0.0          0.0          
2.325        56.297       0.01776      0.0          0.0          
2.334        58.074       0.01722      0.0          0.0          
2.343        57.325       0.01744      0.0          0.0          
2.352        55.923       0.01788      0.0          0.0          
2.361        59.948       0.01668      0.0          0.0          
2.37         58.242       0.01717      0.0          0.0          
2.379        59.957       0.01668      0.0          0.0          
2.389        56.045       0.01784      0.0          0.0          
2.398        58.456       0.01711      0.0          0.0          
2.407        58.522       0.01709      0.0          0.0          
2.416        57.231       0.01747      0.0          0.0          
2.425        59.15        0.01691      0.0          0.0          
2.434        57.926       0.01726      0.0          0.0          
2.443        61.4         0.01629      0.0          0.0          
2.453        57.087       0.01752      0.0          0.0          
2.462        59.226       0.01688      0.0          0.0          
2.471        59.1         0.01692      0.0          0.0          
2.48         59.8         0.01672      0.0          0.0          
2.489        60.014       0.01666      0.0          0.0          
2.498        59.206       0.01689      0.0          0.0          
2.507        60.053       0.01665      0.0          0.0          
2.517        58.193       0.01718      0.0          0.0          
2.526        57.635       0.01735      0.0          0.0          
2.535        59.427       0.01683      0.0          0.0          
2.544        60.022       0.01666      0.0          0.0          
2.553        58.452       0.01711      0.0          0.0          
2.562        56.82        0.0176       0.0          0.0          
2.571        57.056       0.01753      0.0          0.0          
2.581        61.744       0.0162       0.0          0.0          
2.59         62.641       0.01596      0.0          0.0          
2.599        60.008       0.01666      0.0          0.0          
2.608        59.554       0.01679      0.0          0.0          
2.617        56.873       0.01758      0.0          0.0          
2.626        59.51        0.0168       0.0          0.0          
2.635        59.353       0.01685      0.0          0.0          
2.645        56.068       0.01784      0.0          0.0          
2.654        55.942       0.01788      0.0          0.0          
2.663        60.435       0.01655      0.0          0.0          
2.672        61.565       0.01624      0.0          0.0          
2.681        60.849       0.01643      0.0          0.0          
2.69         58.149       0.0172       0.0          0.0          
2.699        59.333       0.01685      0.0          0.0          
2.709        59.211       0.01689      0.0          0.0          
2.718        60.674       0.01648      0.0          0.0          
2.727        57.923       0.01726      0.0          0.0          
2.736        59.806       0.01672      0.0          0.0          
2.745        61.226       0.01633      0.0          0.0          
2.754        59.94        0.01668      0.0          0.0          
2.763        61.125       0.01636      0.0          0.0          
2.773        59.91        0.01669      0.0          0.0          
2.782        58.316       0.01715      0.0          0.0          
2.791        61.773       0.01619      0.0          0.0          
2.8          61.024       0.01639      0.0          0.0          
2.809        58.528       0.01709      0.0          0.0          
2.818        57.842       0.01729      0.0          0.0          
2.827        64.712       0.01545      0.0          0.0          
2.837        60.596       0.0165       0.0          0.0          
2.846        61.019       0.01639      0.0          0.0          
2.855        59.167       0.0169       0.0          0.0          
2.864        57.344       0.01744      0.0          0.0          
2.873        61.96        0.01614      0.0          0.0          
2.882        59.555       0.01679      0.0          0.0          
2.891        62.395       0.01603      0.0          0.0          
2.901        59.868       0.0167       0.0          0.0          
2.91         62.217       0.01607      0.0          0.0          
2.919        60.521       0.01652      0.0          0.0          
2.928        59.98        0.01667      0.0          0.0          
2.937        61.092       0.01637      0.0          0.0          
2.946        59.523       0.0168       0.0          0.0          
2.955        61.973       0.01614      0.0          0.0          
2.965        59.836       0.01671      0.0          0.0          
