x            y_obs        weight       y_calc       y_bkg        
1.959        58.126       0.0172       0.0          0.0          
1.968        65.981       0.01516      0.0          0.0          
1.977        63.413       0.01577      0.0          0.0          
1.986        61.359       0.0163       0.0          0.0          
1.995        56.796       0.01761      0.0          0.0          
2.005        63.67        0.01571      0.0          0.0          
2.014        64.858       0.01542      0.0          0.0          
2.023        65.935       0.01517      0.0          0.0          
2.032        60.672       0.01648      0.0          0.0          
2.041        62.995       0.01587      0.0          0.0          
2.05         59.433       0.01683      0.0          0.0          
2.059        60.349       0.01657      0.0          0.0          
2.069        57.411       0.01742      0.0          0.0          
2.078        57.833       0.01729      0.0          0.0          
2.087        57.628       0.01735      0.0          0.0          
2.096        61.482       0.01626      0.0          0.0          
2.105        55.731       0.01794      0.0          0.0          
2.114        57.634       0.01735      0.0          0.0          
2.123        56.671       0.01765      0.0          0.0          
2.133        56.909       0.01757      0.0          0.0          
2.142        59.637       0.01677      0.0          0.0          
2.151        60.114       0.01664      0.0          0.0          
2.16         58.773       0.01701      0.0          0.0          
2.169        60.167       0.01662      0.0          0.0          
2.178        61.251       0.01633      0.0          0.0          
2.187        61.195       0.01634      0.0          0.0          
2.197        56.52        0.01769      0.0          0.0          
2.206        58.781       0.01701      0.0          0.0          
2.215        54.932       0.0182       0.0          0.0          
2.224        58.496       0.0171       0.0          0.0          
2.233        53.757       0.0186       0.0          0.0          
2.242        61.263       0.01632      0.0          0.0          
2.251        55.809       0.01792      0.0          0.0          
2.261        60.813       0.01644      0.0          0.0          
2.27         59.957       0.01668      0.0          0.0          
2.279        64.571       0.01549      0.0          0.0          
2.288        61.154       0.01635      0.0          0.0          
2.297        60.742       0.01646      0.0          0.0          
2.306        58.034       0.01723      0.0          0.0          
2.315        58.735       0.01703      0.0          0.0          
2.325        59.377       0.01684      0.0          0.0          
2.334        58.557       0.01708      0.0          0.0          
2.343        58.096       0.01721      0.0          0.0          
2.352        59.218       0.01689      0.0          0.0          
2.361        57.966       0.01725      0.0          0.0          
2.37         56.395       0.01773      0.0          0.0          
2.379        59.265       0.01687      0.0          0.0          
2.389        60.132       0.01663      0.0          0.0          
2.398        56.374       0.01774      0.0          0.0          
2.407        59.087       0.01692      0.0          0.0          
2.416        54.804       0.01825      0.0          0.0          
2.425        59.969       0.01668      0.0          0.0          
2.434        57.788       0.0173       0.0          0.0          
2.443        58.265       0.01716      0.0          0.0          
2.453        60.27        0.01659      0.0          0.0          
2.462        56.691       0.01764      0.0          0.0          
2.471        57.719       0.01733      0.0          0.0          
2.48         60.693       0.01648      0.0          0.0          
2.489        58.823       0.017        0.0          0.0          
2.498        57.361       0.01743      0.0          0.0          
2.507        59.03        0.01694      0.0          0.0          
2.517        56.401       0.01773      0.0          0.0          
2.526        55.76        0.01793      0.0          0.0          
2.535        60.161       0.01662      0.0          0.0          
2.544        60.322       0.01658      0.0          0.0          
2.553        59.099       0.01692      0.0          0.0          
2.562        62.19        0.01608      0.0          0.0          
2.571        59.731       0.01674      0.0          0.0          
2.581        63.054       0.01586      0.0          0.0          
2.59         58.887       0.01698      0.0          0.0          
2.599        62.2         0.01608      0.0          0.0          
2.608        59.379       0.01684      0.0          0.0          
2.617        61.344       0.0163       0.0          0.0          
2.626        57.283       0.01746      0.0          0.0          
2.635        59.601       0.01678      0.0          0.0          
2.645        58.483       0.0171       0.0          0.0          
2.654        62.662       0.01596      0.0          0.0          
2.663        60.12        0.01663      0.0          0.0          
2.672        61.4         0.01629      0.0          0.0          
2.681        59.193       0.01689      0.0          0.0          
2.69         61.025       0.01639      0.0          0.0          
2.699        59.328       0.01686      0.0          0.0          
2.709        59.189       0.0169       0.0          0.0          
2.718        59.837       0.01671      0.0          0.0          
2.727        60.269       0.01659      0.0          0.0          
2.736        60.871       0.01643      0.0          0.0          
2.745        59.436       0.01682      0.0          0.0          
2.754        61.484       0.01626      0.0          0.0          
2.763        58.365       0.01713      0.0          0.0          
2.773        59.006       0.01695      0.0          0.0          
2.782        58.9         0.01698      0.0          0.0          
2.791        61.809       0.01618      0.0          0.0          
2.8          58.859       0.01699      0.0          0.0          
2.809        60.189       0.01661      0.0          0.0          
2.818        63.149       0.01584      0.0          0.0          
2.827        61.286       0.01632      0.0          0.0          
2.837        58.62        0.01706      0.0          0.0          
2.846        59.111       0.01692      0.0          0.0          
2.855        61.114       0.01636      0.0          0.0          
2.864        63.335       0.01579      0.0          0.0          
2.873        61.709       0.01621      0.0          0.0          
2.882        60.284       0.01659      0.0          0.0          
2.891        58.258       0.01717      0.0          0.0          
