#x	y_obs
1.959	60.072
1.968	59.933
1.977	61.586
1.986	59.911
1.995	62.806
2.005	65.248
2.014	68.257
2.023	65.349
2.032	60.111
2.041	60.174
2.05	58.883
2.059	59.447
2.069	57.736
2.078	56.06
2.087	59.412
2.096	61.422
2.105	56.804
2.114	59.926
2.123	58.159
2.133	58.8
2.142	58.693
2.151	58.169
2.16	58.751
2.169	57.668
2.178	59.244
2.187	61.609
2.197	61.353
2.206	59.299
2.215	61
2.224	56.95
2.233	60.446
2.242	59.943
2.251	59.305
2.261	57.974
2.27	58.675
2.279	61.36
2.288	57.755
2.297	58.976
2.306	58.175
2.315	60.043
2.325	56.669
2.334	59.003
2.343	57.906
2.352	58.03
2.361	57.835
2.37	58.178
2.379	55.74
2.389	59.196
2.398	55.923
2.407	59.548
2.416	56.517
2.425	56.362
2.434	58.766
2.443	57.111
2.453	58.507
2.462	57.254
2.471	60.37
2.48	61.551
2.489	58.897
2.498	58.97
2.507	57.709
2.517	59.621
2.526	56.103
2.535	58.351
2.544	59.378
2.553	58.297
2.562	60.63
2.571	61.801
2.581	59.641
2.59	59.928
2.599	58.499
2.608	60.554
2.617	57.301
2.626	58.126
2.635	59.448
2.645	58.109
2.654	57.904
2.663	58.42
2.672	61.732
2.681	55.781
2.69	55.89
2.699	57.648
2.709	59.27
2.718	58.697
2.727	56.975
2.736	61.424
2.745	61.557
2.754	57.456
2.763	61.411
2.773	56.81
2.782	59.557
2.791	58.151
2.8	57.419
2.809	59.759
2.818	60.701
2.827	59.559
2.837	57.136
2.846	60.661
2.855	60.645
2.864	57.604
2.873	60.277
2.882	59.516
2.891	63.894
2.901	57.995
2.91	56.899
2.919	60.503
2.928	59.111
2.937	59.032
2.946	57.719
2.955	63.045
2.965	62.488
2.974	59.041
2.983	59.887
2.992	60.257
3.001	61.427
3.01	62.471
3.019	61.646
3.029	59.251
3.038	61.333
3.047	62.48
3.056	61.938
3.065	62.141
3.074	59.102
3.083	60.524
3.093	60.603
3.102	61.417
3.111	63.539
3.12	63.634
3.129	62.417
3.138	61.127
3.147	62.357
3.157	63.137
3.166	65.172
3.175	65.321
3.184	64.074
3.193	67.956
3.202	70.617
3.211	75.866
3.221	83.331
3.23	79.05
3.239	70.125
3.248	66.847
3.257	62.592
3.266	62.418
3.275	63.924
3.285	62.607
3.294	63.387
3.303	62.709
3.312	61.47
3.321	66.537
3.33	63.333
3.339	63.927
3.349	65.14
3.358	62.431
3.367	66.487
3.376	62.778
3.385	64.063
3.394	62.04
3.403	67.012
3.413	64.005
3.422	64.518
3.431	65.938
3.44	63.148
3.449	66.93
3.458	64.551
3.468	68.652
3.477	66.323
3.486	68.035
3.495	67.217
3.504	66.392
3.513	68.81
3.522	66.032
3.532	67.212
3.541	68.678
3.55	68.531
3.559	68.695
3.568	68.34
3.577	68.329
3.586	70.367
3.596	69.496
3.605	69.44
3.614	71.457
3.623	69.866
3.632	71.405
3.641	72.352
3.65	71.428
3.66	69.289
3.669	71.748
3.678	71.073
3.687	77.145
3.696	82.02
3.705	87.14
3.714	96.012
3.724	96.696
3.733	90.792
3.742	85.876
3.751	82.074
3.76	82.811
3.769	86.222
3.778	85.443
3.788	87.137
3.797	86.413
3.806	87.932
3.815	89.44
3.824	94.059
3.833	96.669
3.842	99.575
3.852	105.124
3.861	106.763
3.87	116.182
3.879	124.641
3.888	138.337
3.897	157.124
3.906	193.095
3.916	269.281
3.925	475.056
3.934	1066.817
3.943	2133.744
3.952	2874.1
3.961	2562.413
3.971	1488.624
3.98	970.872
3.989	1279.407
3.998	2416.951
4.007	4611.631
4.016	7677.372
4.025	9858.53
4.035	10133.456
4.044	8337.603
4.053	5624.796
4.062	3243.81
4.071	1578.681
4.08	782.311
