#x	y_obs
1.959	64.026
1.968	68.154
1.977	68.248
1.986	62.479
1.995	64.724
2.005	67.39
2.014	72.349
2.023	66.337
2.032	60.846
2.041	62.266
2.05	57.752
2.059	60.648
2.069	58.255
2.078	59.146
2.087	58.903
2.096	56.2
2.105	59.262
2.114	58.785
2.123	58.129
2.133	58.574
2.142	58.501
2.151	60.433
2.16	60.602
2.169	57.462
2.178	59.34
2.187	59.233
2.197	56.976
2.206	55.981
2.215	58.199
2.224	58.996
2.233	57.898
2.242	60.569
2.251	58.893
2.261	60.149
2.27	63.772
2.279	60.536
2.288	62.287
2.297	62.4
2.306	60.303
2.315	59.993
2.325	58.031
2.334	59.772
2.343	57.207
2.352	57.837
2.361	57.885
2.37	59.62
2.379	56.97
2.389	62.931
2.398	58.301
2.407	58.995
2.416	58.881
2.425	59.719
2.434	58.455
2.443	60.87
2.453	58.935
2.462	57.493
2.471	61.543
2.48	58.952
2.489	57.408
2.498	60.506
2.507	58.061
2.517	61.613
2.526	58.515
2.535	61.773
2.544	59.374
2.553	59.207
2.562	57.741
2.571	57.863
2.581	58.17
2.59	57.675
2.599	59.573
2.608	57.519
2.617	58.067
2.626	60.845
2.635	57.996
2.645	59.818
2.654	60.651
2.663	61.95
2.672	57.477
2.681	60.416
2.69	59.953
2.699	57.863
2.709	57.913
2.718	59.556
2.727	59.696
2.736	58.8
2.745	61.288
2.754	60.969
2.763	60.983
2.773	62.543
2.782	61.441
2.791	58.331
2.8	60.402
2.809	63.456
2.818	57.688
2.827	60.321
2.837	58.934
2.846	62.777
2.855	62.214
2.864	62.256
2.873	63.271
2.882	61.306
2.891	60.833
2.901	61.106
2.91	63.2
2.919	60.191
2.928	61.443
2.937	57.599
2.946	61.025
2.955	60.503
2.965	60.588
2.974	61.573
2.983	63.963
2.992	62.552
3.001	61.495
3.01	62.785
3.019	64.878
3.029	62.445
3.038	60.834
3.047	65.002
3.056	62.322
3.065	60.762
3.074	61.354
3.083	63.125
3.093	63.231
3.102	64.6
3.111	62.315
3.12	64.478
3.129	63.064
3.138	65.024
3.147	65.858
3.157	64.417
3.166	63.846
3.175	64.737
3.184	67.028
3.193	69.629
3.202	77.346
3.211	83.951
3.221	87.52
3.23	82.692
3.239	74.235
3.248	71.302
3.257	67.338
3.266	63.68
3.275	66.449
3.285	62.931
3.294	66.453
3.303	65.446
3.312	64.905
3.321	67.562
3.33	65.378
3.339	64.994
3.349	65.035
3.358	65.231
3.367	64.424
3.376	66.642
3.385	66.689
3.394	66.225
3.403	67.707
3.413	67.958
3.422	67.049
3.431	66.316
3.44	67.615
3.449	66.662
3.458	68.696
3.468	68.761
3.477	70.37
3.486	69.506
3.495	71.11
3.504	70.952
3.513	72.167
3.522	69.32
3.532	71.969
3.541	69.449
3.55	69.482
3.559	71.709
3.568	70.486
3.577	72.382
3.586	73.808
3.596	75.268
3.605	74.987
3.614	74.954
3.623	76.619
3.632	77.692
3.641	76.464
3.65	76.787
3.66	79.377
3.669	77.488
3.678	79.411
3.687	79.903
3.696	86.858
3.705	98.582
3.714	108.029
3.724	113.629
3.733	104.505
3.742	97.625
3.751	94.999
3.76	95.758
3.769	97.174
3.778	100.586
3.788	103.106
3.797	104.833
3.806	103.415
3.815	107.593
3.824	115.939
3.833	122.846
3.842	130.617
3.852	138.111
3.861	147.873
3.87	166.172
3.879	184.172
3.888	214.56
3.897	266.523
3.906	341.804
3.916	551.622
3.925	1165.91
3.934	2911.959
3.943	5618.336
3.952	7093.352
3.961	5460.575
3.971	2693.414
3.98	1581.217
3.989	1744.564
3.998	2983.635
4.007	5841.113
4.016	9623.764
4.025	12048.498
4.035	12028.674
4.044	10140.364
4.053	6890.728
4.062	3868.081
4.071	1907.348
4.08	945.194
4.089	552.963
4.099	367.063
4.108	281.112
4.117	232.257
4.126	198.621
4.135	179.019
4.144	164.528
4.153	150.185
4.163	139.466
4.172	129.86
4.181	124.658
4.19	117.76
4.199	110.364
4.208	109.537
4.217	102.299
4.227	100.48
4.236	98.447
4.245	97.514
4.254	96.797
4.263	89.917
4.272	91.797
4.281	91.695
4.291	86.214
4.3	87.768
4.309	88.918
4.318	89.757
4.327	87.004
4.336	84.332
4.346	83.881
4.355	78.892
4.364	82.618
4.373	85.322
4.382	82.782
4.391	81.452
4.4	82.885
4.41	83.081
4.419	82.377
4.428	84.928
4.437	85.534
4.446	89.276
4.455	91.141
4.464	93.254
4.474	94.923
4.483	103.063
4.492	111.407
4.501	124.537
4.51	156
4.519	210.002
4.528	323.595
4.538	582.371
4.547	950.609
4.556	1352.244
4.565	1419.901
4.574	1139.462
4.583	661.118
4.593	376.681
4.602	223.922
4.611	155.126
4.62	121.855
4.629	102.369
4.638	94.287
4.647	89.75
4.657	82.683
4.666	80.357
4.675	76.001
4.684	76.286
4.693	76.472
4.702	74.555
4.711	73.293
4.721	71.303
4.73	71.759
4.739	71.57
4.748	70.786
4.757	71.675
4.766	72.105
4.775	73.183
4.785	69.998
4.794	70.204
4.803	70.294
4.812	69.829
4.821	69.277
4.83	68.941
4.84	71.42
4.849	69.433
4.858	68.556
4.867	69.204
4.876	66.05
4.885	68.141
4.894	65.376
4.904	69.535
4.913	67.057
4.922	69.14
4.931	66.066
4.94	68.832
4.949	68.678
4.958	65.402
4.968	64.936
4.977	68.186
4.986	66.455
4.995	66.115
5.004	66.363
5.013	66.959
5.023	67.025
5.032	66.996
5.041	67.324
5.05	66.512
5.059	67.288
5.068	69.448
5.077	68.426
5.087	66.892
5.096	68.772
5.105	65.497
5.114	65.965
5.123	66.716
5.132	65.541
5.141	65.792
5.151	68.799
5.16	67.03
5.169	65.637
5.178	65.993
5.187	67.797
5.196	68.959
5.206	68.332
5.215	67.86
5.224	66.98
5.233	70.4
5.242	71.207
5.251	74.22
5.26	72.73
5.27	75.872
5.279	73.99
5.288	69.255
5.297	68.526
5.306	68.644
5.315	67.342
5.324	71.183
5.334	70.057
5.343	66.849
5.352	68.291
5.361	69.171
5.37	66.49
5.379	67.993
5.389	68.063
5.398	68.614
5.407	69.677
5.416	71.367
5.425	70.219
5.434	69.731
5.443	68.817
5.453	70.979
5.462	70.148
5.471	68.845
5.48	70.942
5.489	74.641
5.498	70.879
5.507	70.893
5.517	74.809
5.526	75.78
5.535	75.411
5.544	75.19
5.553	76.896
5.562	80.612
5.572	84.534
5.581	90.666
5.59	99.902
5.599	114.642
5.608	143.176
5.617	190.074
5.626	250.455
5.636	328.553
5.645	433.288
5.654	602.494
5.663	739.367
5.672	827.158
5.681	935.579
5.691	1008.58
5.7	1073.789
5.709	1077.291
5.718	1074.336
5.727	997.352
5.736	838.852
5.745	672.6
5.755	512.875
5.764	428.679
5.773	304.333
5.782	217.076
5.791	157.256
5.8	122.941
5.81	109.52
5.819	95.771
5.828	88.75
5.837	83.101
5.846	77.078
5.855	77.542
5.864	74.946
5.874	74.936
5.883	74.433
5.892	73.35
5.901	70.62
5.91	71.999
5.919	70.848
5.928	72.168
5.938	70.46
5.947	71.959
5.956	69.021
5.965	69.213
5.974	69.414
5.983	69.106
5.993	71.1
6.002	69.899
6.011	69.47
6.02	72.693
6.029	67.826
6.038	71.226
6.047	71.914
6.057	69.376
6.066	69.888
6.075	70.541
6.084	68.682
6.093	69.989
6.102	71.847
6.112	70.088
6.121	71.529
6.13	70.202
6.139	70.69
6.148	74.024
6.157	74.181
6.166	74.766
6.176	76.877
6.185	75.274
6.194	74.979
6.203	73.268
6.212	71.801
6.221	72.137
6.231	70.963
6.24	71.623
6.249	72.362
6.258	71.517
6.267	72.895
6.276	74.72
6.285	73.228
6.295	76.256
6.304	77.181
6.313	75.462
6.322	76.153
6.331	78.306
6.34	79.796
6.35	82.29
6.359	85.162
6.368	84.75
6.377	96.889
6.386	102.319
6.395	116.547
6.404	140.938
6.414	157.074
6.423	287.443
6.432	537.645
6.441	1045.983
6.45	1680.106
6.459	1504.163
6.469	1746.718
6.478	1079.831
6.487	580.131
6.496	307.58
6.505	187.446
6.514	149.771
6.524	126.021
6.533	109.936
6.542	98.742
6.551	90.107
6.56	88.313
6.569	87.004
6.578	84.416
6.588	83.743
6.597	81.416
6.606	80.06
6.615	78.007
6.624	79.793
6.633	78.093
6.643	76.463
6.652	76.987
6.661	78.447
6.67	78.451
6.679	79.093
6.688	78.833
6.697	79.093
6.707	75.425
6.716	77.974
6.725	76.093
6.734	76.273
6.743	78.474
6.752	77.864
6.762	79.752
6.771	79.327
6.78	81.618
6.789	81.935
6.798	83.09
6.807	81.567
6.817	81.263
6.826	83.995
6.835	86.343
6.844	87.665
6.853	89.392
6.862	92.595
6.871	96.939
6.881	104.291
6.89	110.573
6.899	123.023
6.908	147.939
6.917	193.798
6.926	274.762
6.936	420.039
6.945	630.143
6.954	920.69
6.963	1226.691
6.972	1548.067
6.981	1802.461
6.991	1928.136
7	1899.912
7.009	1741.032
7.018	1430.573
7.027	1051.348
7.036	723.208
7.045	463.774
7.055	304.755
7.064	212.254
7.073	157.973
7.082	130.823
7.091	117.427
7.1	107.098
7.11	99.988
7.119	96.398
7.128	93.352
7.137	92.562
7.146	89.279
7.155	87.599
7.165	86.002
7.174	86.118
7.183	84.962
7.192	83.228
7.201	82.233
7.21	81.879
7.219	81.151
7.229	81.942
7.238	80.052
7.247	79.704
7.256	82.027
7.265	82.799
7.274	81.022
7.284	80.294
7.293	82.115
7.302	79.308
7.311	78.12
7.32	80.952
7.329	79.843
7.339	78.77
7.348	82.226
7.357	80.364
7.366	78.969
7.375	81.024
7.384	82.323
7.394	81.212
7.403	84.06
7.412	83.65
7.421	85.949
7.43	86.126
7.439	87.144
7.448	87.467
7.458	91.942
7.467	93.985
7.476	96.544
7.485	100.276
7.494	106.461
7.503	121.66
7.513	145.038
7.522	188.847
7.531	272.335
7.54	417.577
7.549	755.405
7.558	1307.688
7.568	1828.256
7.577	1879.598
7.586	1473.922
7.595	1039.08
7.604	665.444
7.613	388.92
7.623	249.647
7.632	172.658
7.641	137.476
7.65	121.157
7.659	109.683
7.668	100.985
7.677	94.685
7.687	92.062
7.696	87.038
7.705	87.448
7.714	86.09
7.723	84.12
7.732	82.978
7.742	83.684
7.751	82.848
7.76	82.96
7.769	81.795
7.778	82.342
7.787	79.92
7.797	83.255
7.806	84.185
7.815	82.458
7.824	82.642
7.833	84.216
7.842	89.423
7.852	91.95
7.861	102.999
7.87	122.367
7.879	170.148
7.888	258.755
7.897	422.047
7.907	526.365
7.916	536.711
7.925	413.971
7.934	274.564
7.943	188.863
7.952	139.97
7.962	115.306
7.971	108.942
7.98	111.59
