#x	y_obs
4.08	857.392
4.089	476.481
4.099	314.825
4.108	238.774
4.117	195.723
4.126	175.956
4.135	159.059
4.144	145.268
4.153	132.769
4.163	123.153
4.172	117.904
4.181	114.88
4.19	107.809
4.199	102.24
4.208	100.254
4.217	97.806
4.227	96.638
4.236	92.358
4.245	92.445
4.254	89.058
4.263	87.106
4.272	88.418
4.281	85.637
4.291	87.187
4.3	83.541
4.309	85.849
4.318	83.726
4.327	83.16
4.336	81.733
4.346	82.908
4.355	83.291
4.364	79.769
4.373	83.765
4.382	80.217
4.391	81.448
4.4	80.859
4.41	81.002
4.419	80.77
4.428	79.848
4.437	82.785
4.446	84.347
4.455	84.77
4.464	85.081
4.474	88.192
4.483	87.664
4.492	94.093
4.501	103.314
4.51	119.837
4.519	148.557
4.528	206.622
4.538	341.96
4.547	563.581
4.556	759.075
4.565	790.788
4.574	594.264
4.583	368.14
4.593	224.784
4.602	158.915
4.611	120.941
4.62	100.589
4.629	93.06
4.638	86.032
4.647	78.625
4.657	77.246
4.666	77.858
4.675	74.69
4.684	75.518
4.693	72.759
4.702	72.569
4.711	73.533
4.721	72.362
4.73	70.477
4.739	69.809
4.748	71.906
4.757	69.742
4.766	68.479
4.775	69.709
4.785	69.152
4.794	67.888
4.803	69.48
4.812	68.546
4.821	68.919
4.83	69.507
4.84	67.936
4.849	66.878
4.858	67.785
4.867	68.626
4.876	67.925
4.885	66.402
4.894	67.114
4.904	66.312
4.913	65.303
4.922	66.617
4.931	65.06
4.94	67.03
4.949	66.216
4.958	65.362
4.968	65.167
4.977	67.884
4.986	66.528
4.995	65.957
5.004	65.487
5.013	65.13
5.023	64.2
5.032	64.507
5.041	66.276
5.05	66.002
5.059	66.24
5.068	67.452
5.077	67.541
5.087	66.366
5.096	66.669
5.105	66.952
5.114	67.051
5.123	67.439
5.132	65.749
5.141	65.396
5.151	67.151
5.16	66.053
5.169	69.763
5.178	65.502
5.187	64.619
5.196	67.16
5.206	67.26
5.215	68.701
5.224	68.695
5.233	70.214
5.242	69.59
5.251	70.028
5.26	72
5.27	75.093
5.279	73.394
5.288	72.046
5.297	67.347
5.306	65.853
5.315	68.026
5.324	68.197
5.334	67.409
5.343	68.483
5.352	69.262
5.361	65.927
5.37	65.314
5.379	67.242
5.389	65.281
5.398	66.715
5.407	68.31
5.416	68.46
5.425	67.795
5.434	66.963
5.443	68.536
5.453	68.804
5.462	67.914
5.471	70.05
5.48	68.749
5.489	69.058
5.498	71.224
5.507	70.017
5.517	71.086
5.526	72.65
5.535	69.017
5.544	74.766
5.553	74.778
5.562	77.222
5.572	78.682
5.581	83.835
5.59	90.618
5.599	102.693
5.608	120.683
5.617	147.34
5.626	190.319
5.636	262.167
5.645	346.607
5.654	469.86
5.663	583.786
5.672	689.938
5.681	757.185
5.691	800.982
5.7	855.976
5.709	850.493
5.718	801.013
5.727	740.861
5.736	649.676
5.745	533.144
5.755	423.05
5.764	313.223
5.773	232.386
5.782	170.839
5.791	135.944
5.8	109.904
5.81	93.995
5.819	86.555
5.828	80.444
5.837	79.581
5.846	74.884
5.855	73.569
5.864	73.341
5.874	73.321
5.883	70.449
5.892	71.95
5.901	70.18
5.91	70.083
5.919	71.164
5.928	69.709
5.938	69.607
5.947	70.723
5.956	70.063
5.965	68.09
5.974	66.694
5.983	68.905
5.993	68.132
6.002	68.622
6.011	69.967
6.02	69.584
6.029	67.625
6.038	68.018
6.047	69.654
6.057	70.01
6.066	70.041
6.075	68.771
6.084	68.856
6.093	68.028
6.102	69.956
6.112	68.824
6.121	69.447
6.13	69.931
6.139	70.388
6.148	74.395
6.157	74.736
6.166	75.306
6.176	75.773
6.185	74.803
6.194	73.737
6.203	71.576
6.212	70.639
6.221	69.431
6.231	71.003
6.24	70.627
6.249	70.552
6.258	72.705
6.267	70.591
6.276	70.85
6.285	72.228
6.295	70.537
6.304	71.502
6.313	72.916
6.322	74.37
6.331	72.296
6.34	75.027
6.35	76.075
6.359	78.076
6.368	79.6
6.377	82.962
6.386	88.632
6.395	97.622
6.404	116.929
6.414	151.872
6.423	239.114
6.432	423.293
6.441	678.66
6.45	860.626
6.459	851.089
6.469	668.19
6.478	427.498
6.487	253.38
6.496	170.927
6.505	127.704
6.514	106.681
6.524	93.613
6.533	87.398
6.542	83.829
6.551	82.854
6.56	79.206
6.569	79.9
6.578	77.644
6.588	78.48
6.597	75.868
6.606	77.459
6.615	74.846
6.624	75.634
6.633	76.4
6.643	75.6
6.652	76.04
6.661	78.345
6.67	76.878
6.679	76.159
6.688	74.536
6.697	75.736
6.707	77.927
6.716	74.93
6.725	78.936
6.734	78.129
6.743	78.833
6.752	79.174
6.762	81.401
6.771	82.502
6.78	80.774
6.789	80.079
6.798	82.854
6.807	82.758
6.817	84.232
6.826	86.703
6.835	87.716
6.844	90.399
6.853	95.031
6.862	96.524
6.871	100.717
6.881	107.69
6.89	119.643
6.899	138.686
6.908	174.823
6.917	241.217
6.926	354.698
6.936	546.352
6.945	841.749
6.954	1202.214
6.963	1574.175
6.972	1867.381
6.981	2045.787
6.991	2068.721
7	1955.533
7.009	1695.468
7.018	1327.409
7.027	958.527
7.036	636.602
7.045	412.61
7.055	270.971
7.064	192.237
7.073	150.309
7.082	125.409
7.091	112.889
7.1	103.694
7.11	100.309
7.119	96.561
7.128	91.714
7.137	89.246
7.146	89.594
7.155	85.07
7.165	84.566
7.174	83.443
7.183	84.668
7.192	82.556
7.201	80.92
7.21	82.569
7.219	80.87
7.229	81.714
7.238	80.065
7.247	78.652
7.256	79.544
7.265	79.339
7.274	78.896
7.284	78.076
7.293	78.669
7.302	76.106
7.311	77.823
7.32	78.337
7.329	78.345
7.339	77.913
7.348	78.712
7.357	79.627
7.366	77.482
7.375	77.957
7.384	79.995
7.394	79.277
7.403	78.801
7.412	77.398
7.421	80.546
7.43	80.686
7.439	83.269
7.448	84.576
7.458	85.84
7.467	87.391
7.476	90.892
7.485	92.579
7.494	98.259
7.503	109.252
7.513	127.427
7.522	163.004
7.531	222.44
7.54	357.002
7.549	565.873
7.558	925.228
7.568	1249.249
7.577	1277.921
7.586	1124.751
7.595	751.997
7.604	469.706
7.613	289.197
7.623	195.793
7.632	146.867
7.641	117.046
7.65	106.501
7.659	95.344
7.668	89.528
7.677	88.24
7.687	84.931
7.696	82.062
7.705	80.94
7.714	80.645
7.723	79.975
7.732	77.945
7.742	79.436
7.751	77.473
7.76	77.643
7.769	77.606
7.778	78.33
7.787	78.366
7.797	78.012
7.806	77.332
7.815	78.953
7.824	78.998
7.833	80.066
7.842	80.581
7.852	86.683
7.861	92.968
7.87	107.686
7.879	147.294
7.888	216.738
7.897	321.104
7.907	389.36
7.916	360.919
7.925	288.551
7.934	198.126
7.943	142.171
7.952	110.835
7.962	97.929
7.971	96.587
7.98	96.769
7.989	101.401
7.998	118.145
8.007	146.187
8.016	190.674
8.026	255.595
8.035	337.647
8.044	420.969
8.053	487.605
8.062	540.482
8.071	554.033
8.081	545.979
8.09	514.613
8.099	462.79
8.108	396.637
8.117	320.979
8.126	251.828
8.136	193.327
8.145	149.088
8.154	118.409
8.163	102.443
8.172	90.555
8.181	84.03
8.191	83.118
8.2	80.63
8.209	77.772
8.218	78.116
8.227	75.289
8.236	78.162
8.246	76.361
8.255	74.011
8.264	73.38
8.273	75.245
8.282	74.467
8.291	72.121
8.301	74.411
8.31	74.269
8.319	75.832
8.328	76.427
8.337	74.718
8.346	73.76
8.356	72.773
8.365	72.233
8.374	73.076
8.383	73.373
8.392	74.223
8.401	70.985
8.411	73.336
8.42	72.645
8.429	71.49
8.438	71.42
8.447	71.451
8.456	72.776
8.466	73.62
8.475	71.59
8.484	70.757
8.493	71.628
8.502	72.335
8.511	73.09
8.521	70.535
8.53	70.054
8.539	71.068
8.548	69.856
8.557	71.013
8.566	71.253
8.576	70.786
8.585	70.12
8.594	72.09
8.603	72.3
8.612	72.108
8.621	72.213
8.631	72.964
8.64	72.163
8.649	72.114
8.658	71.391
8.667	71.574
8.676	72.162
8.686	72.671
8.695	72.721
8.704	72.055
8.713	72.622
8.722	73.052
8.731	73.019
8.741	72.301
8.75	71.883
8.759	71.184
8.768	73.088
8.777	73.459
8.786	73.581
8.796	71.808
8.805	73.971
8.814	73.568
8.823	75.205
8.832	74.177
8.841	74.995
8.851	77.726
8.86	77.45
8.869	80.464
8.878	82.147
8.887	85.192
8.896	89.987
8.906	96.789
8.915	104.207
8.924	120.367
8.933	138.031
8.942	161.51
8.951	190.27
8.961	220.852
8.97	253.693
8.979	285.575
8.988	312.887
8.997	343.351
9.006	369.384
9.016	389.833
9.025	410.361
9.034	414.68
9.043	415.499
9.052	405.421
9.061	386.037
9.071	359.544
9.08	327.668
9.089	301.26
9.098	284.531
9.107	290.208
9.116	311.193
9.126	358.591
9.135	412.467
9.144	411.679
9.153	370.166
9.162	310.959
9.171	238.993
9.181	185.914
9.19	150.323
9.199	123.689
9.208	107.715
9.217	95.634
9.226	91.588
9.236	86.497
9.245	84.278
9.254	82.384
9.263	78.915
9.272	77.382
9.282	76.608
9.291	76.28
9.3	77.063
9.309	74.739
9.318	75.413
9.327	75.52
9.337	73.5
9.346	73.103
9.355	73.574
9.364	72.841
9.373	74.2
9.382	73.021
9.392	72.239
9.401	73.373
9.41	73.839
9.419	72.449
9.428	73.517
9.437	73.488
9.447	71.15
9.456	72.359
9.465	71.595
9.474	72.486
9.483	72.965
9.492	71.543
9.502	72.534
9.511	71.765
9.52	71.805
9.529	73.68
9.538	71.994
9.547	72.842
9.557	71.455
9.566	73.392
9.575	72.026
9.584	71.53
9.593	73.185
9.603	72.827
9.612	70.789
9.621	73.49
9.63	72.678
9.639	73.042
9.648	73.432
9.658	74.113
9.667	73.786
9.676	75.613
9.685	73.909
9.694	75.414
9.703	74.041
9.713	74.9
9.722	75.666
9.731	74.01
9.74	75.843
9.749	75.541
9.758	74.966
9.768	77.056
9.777	76.368
9.786	77.581
9.795	80.035
9.804	80.047
9.814	84.92
9.823	90.04
9.832	101.271
9.841	115.309
9.85	139.338
9.859	170.596
9.869	207.48
9.878	247.047
9.887	279.594
9.896	300.333
9.905	290.702
9.914	257.534
9.924	227.576
9.933	222.71
9.942	250.133
9.951	289.853
9.96	311.138
9.97	295.287
9.979	242.081
9.988	191.112
9.997	146.982
10.006	120.904
10.015	103.413
10.025	94.021
10.034	87.921
10.043	87.46
10.052	83.634
10.061	82.108
10.07	80.691
10.08	80.697
10.089	80.162
10.098	81.395
10.107	81.583
10.116	80.495
10.125	81.282
10.135	82.363
10.144	84.812
10.153	89.312
10.162	99.092
10.171	111.308
10.181	132.6
10.19	167.033
10.199	218.73
10.208	266.8
10.217	297.01
10.226	287.241
10.236	248.255
10.245	205.023
10.254	167.99
10.263	132.776
10.272	114.4
10.282	100.346
10.291	92.356
10.3	87.579
10.309	83.622
10.318	81.56
10.327	81.191
10.337	78.405
10.346	80.579
10.355	80.307
10.364	79.744
10.373	78.844
10.382	78.563
10.392	78.983
10.401	78.135
10.41	76.514
10.419	79.914
10.428	79.104
10.438	79.441
10.447	79.218
10.456	79.948
10.465	79.097
10.474	78.258
10.483	79.913
10.493	79.902
10.502	81.149
10.511	81.451
10.52	83.496
10.529	82.348
10.539	85.816
10.548	86.781
10.557	89.721
10.566	92.881
10.575	96.449
10.584	105.578
10.594	116.81
10.603	135.529
10.612	165.059
10.621	203.857
10.63	248.845
10.639	304.144
10.649	358.043
10.658	409.243
10.667	457.881
10.676	488.349
10.685	506.169
10.695	506.029
10.704	497.88
10.713	480.282
10.722	435.618
10.731	385.154
10.74	324.317
10.75	265.674
10.759	217.769
10.768	178.362
10.777	143.298
10.786	121.297
10.796	108.618
10.805	100.237
10.814	94.414
10.823	90.611
10.832	85.316
10.841	85.692
10.851	84.872
10.86	81.848
10.869	82.75
10.878	80.797
10.887	80.731
10.897	79.88
10.906	79.69
10.915	79.87
10.924	77.655
10.933	78.754
10.942	79.355
10.952	79.25
10.961	79.315
10.97	76.933
10.979	78.546
10.988	77.513
10.998	77.395
11.007	78.968
11.016	77.854
11.025	79.09
11.034	77.569
11.043	77.245
11.053	79.494
11.062	77.205
11.071	78.059
11.08	77.742
11.089	77.129
11.099	78.426
11.108	79.904
