x	y_obs
4.977	67.881
4.986	65.984
4.995	67.834
5.004	66.242
5.013	66.316
5.023	63.754
5.032	64.745
5.041	67.102
5.05	68.17
5.059	65.68
5.068	65.359
5.077	66.04
5.087	64.964
5.096	67.416
5.105	66.777
5.114	64.857
5.123	66.865
5.132	65.344
5.141	64.084
5.151	66.713
5.16	64.121
5.169	67.498
5.178	64.583
5.187	64.31
5.196	66.343
5.206	65.78
5.215	66.928
5.224	69.203
5.233	68.83
5.242	71.186
5.251	69.979
5.26	71.253
5.27	70.65
5.279	71.209
5.288	70.026
5.297	67.859
5.306	66.044
5.315	65.247
5.324	69.676
5.334	67.742
5.343	66.416
5.352	67.963
5.361	65.843
5.37	66.121
5.379	66.263
5.389	66.743
5.398	67.084
5.407	65.908
5.416	64.606
5.425	66.401
5.434	67.87
5.443	67.928
5.453	66.417
5.462	67.774
5.471	66.44
5.48	67.409
5.489	68.754
5.498	67.353
5.507	68.83
5.517	67.388
5.526	69.171
5.535	67.985
5.544	70.277
5.553	71.303
5.562	71.635
5.572	72.658
5.581	76.635
5.59	82.334
5.599	87.021
5.608	101.549
5.617	115.809
5.626	148.695
5.636	194.881
5.645	260.053
5.654	324.786
5.663	410.712
5.672	476.593
5.681	541.972
5.691	588.822
5.7	626.103
5.709	659.24
5.718	652.47
5.727	609.667
5.736	524.545
5.745	433.393
5.755	341.171
5.764	259.723
5.773	194.324
5.782	148.338
5.791	117.668
5.8	99.986
5.81	85.978
5.819	79.292
5.828	75.615
5.837	73.545
5.846	72.214
5.855	70.864
5.864	69.19
5.874	69.239
5.883	69.211
5.892	68.307
5.901	69.152
5.91	66.861
5.919	68.074
5.928	69.358
5.938	67.977
5.947	66.86
5.956	68.006
5.965	67.536
5.974	66.616
5.983	68.246
5.993	66.707
6.002	66.608
6.011	67.788
6.02	66.9
6.029	65.068
6.038	67.921
6.047	66.799
6.057	68.824
6.066	68.401
6.075	65.587
6.084	67.932
6.093	67.661
6.102	69.173
6.112	68.237
6.121	66.736
6.13	68.565
6.139	67.442
6.148	70.804
6.157	73.453
6.166	73.875
6.176	74.253
6.185	72.252
6.194	71.577
6.203	69.646
6.212	68.272
6.221	68.624
6.231	68.717
6.24	68.425
6.249	69.534
6.258	71.323
6.267	69.172
6.276	68.607
6.285	69.173
6.295	70.854
6.304	69.99
6.313	70.431
6.322	71.486
6.331	71.829
6.34	73.931
6.35	72.958
6.359	73.475
6.368	76.419
6.377	77.858
6.386	79.797
6.395	85.075
6.404	99.224
6.414	120.418
6.423	171.3
6.432	279.103
6.441	476.272
6.45	663.412
6.459	724.541
6.469	582.877
6.478	407.782
6.487	258.306
6.496	169.703
6.505	125.477
6.514	105.126
6.524	91.439
6.533	83.659
6.542	82.673
6.551	78.408
6.56	76.841
6.569	77.328
6.578	75.672
6.588	74.793
6.597	74.555
6.606	75.023
6.615	77.125
6.624	72.572
6.633	74.822
6.643	75.212
6.652	74.067
6.661	74.944
6.67	75.098
6.679	75.715
6.688	73.884
6.697	75.904
6.707	74.172
6.716	73.552
6.725	75.25
6.734	75.455
6.743	76.959
6.752	75.968
6.762	77.66
6.771	77.196
6.78	78.153
6.789	80.327
6.798	78.801
6.807	80.644
6.817	83.549
6.826	83.294
6.835	84.86
6.844	87.315
6.853	89.902
6.862	91.28
6.871	96.776
6.881	103.271
6.89	111.664
6.899	125.473
6.908	155.938
6.917	208.523
6.926	299.962
6.936	462.107
6.945	698.724
6.954	1004.539
6.963	1328.27
6.972	1623.171
6.981	1833.025
6.991	1921.383
7	1836.295
7.009	1583.271
7.018	1237.799
7.027	886.432
7.036	601.528
7.045	394.542
7.055	258.882
7.064	185.285
7.073	144.275
7.082	119.824
7.091	110.388
7.1	100.922
7.11	95.776
7.119	92.404
7.128	89.788
7.137	88.183
7.146	88.529
7.155	86.357
7.165	83.177
7.174	83.872
7.183	81.772
7.192	80.689
7.201	80.228
7.21	78.903
7.219	79.804
7.229	80.354
7.238	79.702
7.247	80
7.256	78.4
7.265	76.854
7.274	78.898
7.284	76.768
7.293	77.848
7.302	79.003
7.311	77.077
7.32	75.746
7.329	78.892
7.339	77.682
7.348	75.953
7.357	76.928
7.366	77.338
7.375	78.817
7.384	77.523
7.394	77.574
7.403	77.418
7.412	80.223
7.421	80.157
7.43	81.263
7.439	83.854
7.448	84.395
7.458	84.027
7.467	86.544
7.476	88.781
7.485	90.982
7.494	96.907
7.503	108.904
7.513	129.956
7.522	171.728
7.531	256.066
7.54	384.064
7.549	625.951
7.558	914.007
7.568	1048.76
7.577	989.84
7.586	785.434
7.595	515.082
7.604	344.101
7.613	222.555
7.623	158.318
7.632	124.885
7.641	106.526
7.65	95.604
7.659	88.701
7.668	85.209
7.677	83.175
7.687	83.589
7.696	81.078
7.705	80.205
7.714	79.356
7.723	79.066
7.732	76.957
7.742	78.626
7.751	77.072
7.76	75.803
7.769	78.894
7.778	76.326
7.787	76.293
7.797	75.2
7.806	75.623
7.815	77.559
7.824	78.349
7.833	79.661
7.842	81.578
7.852	83.519
7.861	86.59
7.87	99.371
7.879	125.98
7.888	194.849
7.897	299.173
7.907	388.77
7.916	418.286
7.925	347.959
7.934	236.036
7.943	158.819
7.952	124.944
7.962	104.193
7.971	99.217
7.98	98.9
7.989	105.488
7.998	121.843
8.007	155.204
8.016	208.161
8.026	287.894
8.035	384.605
8.044	482.281
8.053	572.123
8.062	623.92
8.071	637.866
8.081	605.639
8.09	555.167
8.099	479.971
8.108	404.109
8.117	321.176
8.126	244.472
8.136	186.793
8.145	142.432
8.154	114.511
8.163	98.975
8.172	90.136
8.181	85.559
8.191	82.704
8.2	79.199
8.209	77.673
8.218	76.043
8.227	76.35
8.236	76.88
8.246	75.877
8.255	74.683
8.264	73.996
8.273	74.054
8.282	74.486
8.291	74.589
8.301	73.509
8.31	76.865
8.319	74.331
8.328	75.84
8.337	76.345
8.346	72.095
8.356	75.193
8.365	73.53
8.374	70.526
8.383	72.3
8.392	71.428
8.401	72.029
8.411	72.052
8.42	71.328
8.429	71.193
8.438	70.275
8.447	72.67
8.456	69.962
8.466	69.533
8.475	71.787
8.484	71.124
8.493	69.776
8.502	68.676
8.511	69.681
8.521	70.793
8.53	71.177
8.539	70.28
8.548	71.605
8.557	71.558
8.566	70.193
8.576	69.897
8.585	69.448
8.594	69.154
8.603	71.208
8.612	70.567
8.621	72.639
8.631	70.853
8.64	71.65
8.649	72.061
8.658	71.456
8.667	70.762
8.676	72.057
8.686	71.712
8.695	72.242
8.704	69.247
8.713	72.551
8.722	71.703
8.731	72.202
8.741	72.579
8.75	71.559
8.759	69.98
8.768	71.706
8.777	72.364
8.786	73.004
8.796	72.502
8.805	73.381
8.814	73.05
8.823	72.962
8.832	74.442
8.841	75.456
8.851	76.103
8.86	75.985
8.869	78.48
8.878	80.372
8.887	83.745
8.896	85.012
8.906	92.42
8.915	103.023
8.924	114.689
8.933	130.705
8.942	152.58
8.951	181.748
8.961	211.209
8.97	242.691
8.979	275.006
8.988	311.7
8.997	342.149
9.006	375.968
9.016	400.394
9.025	423.197
9.034	437.466
9.043	439.787
9.052	425.564
9.061	402.568
9.071	367.84
9.08	329.413
9.089	291.352
9.098	253.282
9.107	225.242
9.116	204.151
9.126	197.232
9.135	191.406
9.144	179.793
9.153	159.74
9.162	139.84
9.171	119.574
9.181	104.602
9.19	94.095
9.199	87.988
9.208	84.137
9.217	80.603
9.226	78.437
9.236	75.251
9.245	75.961
9.254	75.812
9.263	74.353
9.272	73.697
9.282	73.702
9.291	73.451
9.3	73.034
9.309	72.862
9.318	72.334
9.327	71.398
9.337	72.169
9.346	72.382
9.355	72.056
9.364	73.062
9.373	72.554
9.382	70.713
9.392	71.614
9.401	72.873
9.41	71.43
9.419	70.955
9.428	72.387
9.437	71.487
9.447	72.214
9.456	70.994
9.465	71.776
9.474	72.372
9.483	71.127
9.492	70.765
9.502	71.227
9.511	70.119
9.52	71.446
9.529	70.958
9.538	71.15
9.547	69.701
9.557	70.741
9.566	73.304
9.575	71.602
9.584	70.507
9.593	70.536
9.603	71.743
9.612	73.102
9.621	72.844
9.63	72.322
9.639	73.204
9.648	74.678
9.658	74.107
9.667	73.644
9.676	74.066
9.685	74.934
9.694	74.353
9.703	74.773
9.713	73.925
9.722	73.729
9.731	74.836
9.74	72.799
9.749	74.669
9.758	75.121
9.768	74.074
9.777	75.178
9.786	74.707
9.795	77.645
9.804	78.739
9.814	79.999
9.823	85.844
9.832	93.275
9.841	105.688
9.85	123.584
9.859	147.912
9.869	176.522
9.878	208.351
9.887	233.622
9.896	245.533
9.905	233.82
9.914	213.977
9.924	205.799
9.933	214.622
9.942	247.768
9.951	288.973
9.96	308.095
9.97	292.331
9.979	241.427
9.988	187.775
9.997	142.096
10.006	112.826
10.015	98.633
10.025	90.79
10.034	85.042
10.043	83.074
10.052	81.009
10.061	81.692
10.07	80.547
10.08	80.174
10.089	79.836
10.098	79.011
10.107	79.247
10.116	79.901
10.125	80.417
10.135	82.017
10.144	82.177
10.153	86.828
10.162	91.111
10.171	102.66
10.181	120.473
10.19	152.889
10.199	197.83
10.208	241.275
10.217	288.567
10.226	276.063
10.236	255.839
10.245	208.86
10.254	171.225
10.263	135.979
10.272	111.455
10.282	100.055
10.291	89.834
10.3	85.767
10.309	81.782
10.318	80.519
10.327	79.491
10.337	79.081
10.346	77.921
10.355	79.027
10.364	77.539
10.373	77.294
10.382	77.995
10.392	77.819
10.401	77.226
10.41	77.128
10.419	76.737
10.428	78.063
10.438	79.044
10.447	77.86
10.456	76.883
10.465	80.292
10.474	79.102
10.483	78.873
10.493	80.029
10.502	79.859
10.511	80.946
10.52	82.723
10.529	82.597
10.539	85.282
10.548	86.955
10.557	88.858
10.566	92.072
10.575	96.911
10.584	105.949
10.594	119.431
10.603	140.172
10.612	169.502
10.621	209.807
10.63	256.905
10.639	311.634
10.649	366.849
10.658	416.377
10.667	459.533
10.676	486.025
10.685	499.449
10.695	497.699
10.704	480.631
10.713	445.667
10.722	400.322
10.731	348.529
10.74	291.166
10.75	238.257
10.759	193.3
10.768	156.757
10.777	132.195
10.786	114.38
10.796	102.829
10.805	94.448
10.814	91.198
10.823	87.99
10.832	85.197
10.841	83.154
10.851	83.006
10.86	82.009
10.869	81.586
10.878	79.734
10.887	79.451
10.897	78.47
10.906	78.777
10.915	79.734
10.924	78.484
10.933	78.028
10.942	78.993
10.952	78.487
10.961	78.973
10.97	77.611
10.979	77.756
10.988	77.119
10.998	78.239
11.007	79.264
11.016	78.245
11.025	77.589
11.034	77.645
11.043	77.533
11.053	78.196
11.062	76.255
11.071	76.752
11.08	77.493
11.089	77.763
11.099	77.406
11.108	78.954
