# 2Theta,Counts
  40.19372, 176.43328
  40.21374, 178.05820
  40.23376, 162.72106
  40.25378, 174.29666
  40.27379, 177.49930
  40.29381, 186.23833
  40.31383, 180.91560
  40.33385, 171.09531
  40.35387, 173.13712
  40.37388, 168.34553
  40.39390, 160.73591
  40.41392, 173.96040
  40.43394, 171.54840
  40.45396, 177.18938
  40.47398, 177.02314
  40.49399, 179.54668
  40.51401, 175.63312
  40.53403, 156.60557
  40.55405, 173.56810
  40.57407, 175.68563
  40.59409, 182.81137
  40.61410, 180.59741
  40.63412, 175.63299
  40.65414, 168.27991
  40.67416, 179.26070
  40.69418, 172.01627
  40.71420, 170.04959
  40.73421, 175.18288
  40.75423, 173.07808
  40.77425, 176.85396
  40.79427, 177.22455
  40.81429, 174.39264
  40.83431, 171.97568
  40.85432, 169.58360
  40.87434, 169.42307
  40.89436, 177.17859
  40.91438, 173.49312
  40.93440, 180.87016
  40.95442, 168.76413
  40.97443, 172.50203
  40.99445, 185.51601
  41.01447, 165.15221
  41.03449, 173.88480
  41.05451, 172.06322
  41.07452, 176.50801
  41.09454, 163.20656
  41.11456, 174.45485
  41.13458, 165.63671
  41.15460, 169.15633
  41.17462, 170.07370
  41.19464, 168.10771
  41.21465, 181.65956
  41.23467, 168.80004
  41.25469, 165.18993
  41.27471, 170.49064
  41.29473, 167.75922
  41.31475, 165.97434
  41.33476, 171.68260
  41.35478, 173.58892
  41.37480, 176.08967
  41.39482, 176.17229
  41.41484, 168.40902
  41.43486, 171.90417
  41.45487, 173.27935
  41.47489, 165.88013
  41.49491, 167.61833
  41.51493, 168.08665
  41.53495, 167.79457
  41.55497, 163.64732
  41.57499, 164.33276
  41.59500, 165.24885
  41.61502, 171.25961
  41.63504, 164.82224
  41.65506, 169.69221
  41.67508, 171.62743
  41.69510, 176.02904
  41.71511, 174.09769
  41.73513, 168.98290
  41.75515, 169.58497
  41.77517, 169.18663
  41.79519, 168.60539
  41.81521, 166.06907
  41.83522, 168.98979
  41.85524, 169.31961
  41.87526, 165.84464
  41.89528, 165.18881
  41.91530, 164.39475
  41.93532, 168.95792
  41.95534, 176.59509
  41.97535, 169.04888
  41.99537, 172.70239
  42.01539, 165.32901
  42.03541, 153.01483
  42.05543, 165.90258
  42.07545, 161.82086
  42.09546, 159.02804
  42.11548, 166.57611
  42.13550, 168.03613
  42.15552, 168.01164
  42.17554, 171.91908
  42.19556, 168.75282
  42.21558, 166.05535
  42.23559, 168.21547
  42.25561, 170.22293
  42.27563, 166.95015
  42.29565, 162.69778
  42.31567, 168.54823
  42.33569, 169.03333
  42.35571, 176.08463
  42.37572, 162.24099
  42.39574, 169.64014
  42.41576, 166.54768
  42.43578, 167.62985
  42.45580, 165.53211
  42.47582, 171.37329
  42.49584, 171.78972
  42.51585, 153.35084
  42.53587, 167.64254
  42.55589, 154.20765
  42.57591, 165.94934
  42.59593, 165.80171
  42.61595, 167.31492
  42.63597, 172.53075
  42.65598, 170.92347
  42.67600, 164.15240
  42.69602, 162.50589
  42.71604, 165.86238
  42.73606, 162.94966
  42.75608, 170.50840
  42.77610, 167.55693
  42.79611, 169.01922
  42.81613, 175.88445
  42.83615, 165.22438
  42.85617, 162.53199
  42.87619, 171.26918
  42.89621, 166.76274
  42.91622, 162.88693
  42.93624, 165.84039
  42.95626, 179.06567
  42.97628, 176.30409
  42.99630, 173.06834
  43.01632, 177.75066
  43.03634, 180.27236
  43.05636, 179.29875
  43.07637, 178.29729
  43.09639, 184.08016
  43.11641, 173.43200
  43.13643, 174.08235
  43.15645, 182.32026
  43.17647, 189.61063
  43.19649, 190.34290
  43.21650, 185.67117
  43.23652, 199.94071
  43.25654, 211.50555
  43.27656, 206.36299
  43.29658, 219.55450
  43.31660, 221.92623
  43.33662, 238.34055
  43.35663, 233.02278
  43.37665, 253.70156
  43.39667, 280.00469
  43.41669, 314.04329
  43.43671, 364.31396
  43.45673, 412.30989
  43.47675, 532.17311
  43.49676, 759.38447
  43.51678,1095.59060
  43.53680,1474.17490
  43.55682,1845.00760
  43.57684,2147.81690
  43.59686,2268.91000
  43.61688,2264.33160
  43.63689,2107.87100
  43.65691,1900.37840
  43.67693,1667.57230
  43.69695,1504.07360
  43.71697,1366.55890
  43.73699,1185.51480
  43.75701, 978.99071
  43.77703, 739.81042
  43.79704, 545.08723
  43.81706, 419.45919
  43.83708, 354.01003
  43.85710, 299.00407
  43.87712, 281.50231
  43.89714, 256.24946
  43.91716, 241.76877
  43.93718, 222.55603
  43.95719, 215.33969
  43.97721, 212.71969
  43.99723, 203.43428
  44.01725, 198.17439
  44.03727, 189.92038
  44.05729, 192.67294
  44.07731, 188.53443
  44.09733, 170.49400
  44.11734, 173.99684
  44.13736, 171.19008
  44.15738, 174.02017
  44.17740, 176.42331
  44.19742, 171.76714
  44.21744, 166.31742
  44.23746, 178.69528
  44.25748, 167.48716
  44.27749, 166.05641
  44.29751, 167.86990
  44.31753, 168.56507
  44.33755, 166.92466
  44.35757, 167.54612
  44.37759, 171.66477
  44.39761, 173.54979
  44.41763, 185.38587
  44.43764, 181.49491
  44.45766, 197.77828
  44.47768, 202.85466
  44.49770, 218.27556
  44.51772, 235.10299
  44.53774, 255.64189
  44.55776, 256.35464
  44.57778, 271.57104
  44.59780, 265.37880
  44.61781, 265.23708
  44.63783, 238.13474
  44.65785, 235.38444
  44.67787, 233.78997
  44.69789, 228.71581
  44.71791, 208.43859
  44.73793, 204.78461
  44.75794, 181.48685
  44.77796, 169.57035
  44.79798, 173.94212
  44.81800, 158.37094
  44.83802, 163.42272
  44.85804, 160.96403
  44.87806, 158.48147
  44.89808, 161.48025
  44.91810, 154.65215
  44.93811, 154.52390
  44.95813, 151.80196
  44.97815, 149.02659
  44.99817, 153.48024
  45.01819, 145.02656
  45.03821, 153.18352
  45.05823, 148.82076
  45.07825, 143.95576
  45.09827, 155.64486
  45.11828, 153.02543
  45.13830, 145.19617
  45.15832, 149.24299
  45.17834, 146.53304
  45.19836, 150.52494
  45.21838, 151.14068
  45.23840, 148.62573
  45.25842, 145.90484
  45.27844, 150.20237
  45.29845, 144.89352
  45.31847, 155.61267
  45.33849, 150.56587
  45.35851, 145.71590
  45.37853, 142.87150
  45.39855, 138.70508
  45.41857, 141.97200
  45.43859, 153.26195
  45.45861, 146.99313
  45.47862, 155.11119
  45.49864, 149.70528
  45.51866, 134.30201
  45.53868, 147.51065
  45.55870, 147.80611
  45.57872, 148.04363
  45.59874, 148.00037
  45.61876, 147.06043
  45.63878, 146.52290
  45.65880, 147.51823
  45.67881, 138.98073
  45.69883, 153.13197
  45.71885, 145.28307
  45.73887, 141.75255
  45.75889, 141.75341
  45.77891, 150.97644
  45.79893, 154.62259
  45.81895, 144.84030
  45.83897, 133.35731
  45.85898, 132.78648
  45.87900, 146.70643
  45.89902, 142.75266
  45.91904, 145.57953
  45.93906, 139.38573
  45.95908, 137.25174
  45.97910, 143.02083
  45.99912, 143.26372
  46.01914, 146.61323
  46.03916, 147.68277
  46.05917, 134.46721
  46.07919, 137.96650
  46.09921, 143.45609
  46.11923, 146.17443
  46.13925, 137.95476
  46.15927, 134.20897
  46.17929, 131.81345
  46.19931, 137.42982
  46.21933, 145.15208
  46.23935, 135.73404
  46.25937, 150.83729
  46.27938, 136.19316
  46.29940, 142.42148
  46.31942, 149.27959
  46.33944, 138.25974
  46.35946, 139.73778
  46.37948, 149.32171
  46.39950, 142.03923
  46.41952, 141.91979
  46.43954, 147.24501
  46.45956, 145.83252
  46.47957, 141.59491
  46.49959, 138.94080
  46.51961, 144.18681
  46.53963, 145.01730
  46.55965, 139.11789
  46.57967, 140.80118
  46.59969, 132.50880
  46.61971, 127.84055
  46.63973, 134.17528
  46.65975, 136.25084
  46.67977, 137.45927
  46.69978, 134.97903
  46.71980, 142.09015
  46.73982, 136.27352
  46.75984, 140.94177
  46.77986, 144.22169
  46.79988, 137.01432
  46.81990, 131.52474
  46.83992, 137.40132
  46.85994, 140.39800
  46.87996, 135.90128
  46.89997, 132.21868
  46.91999, 135.88661
  46.94001, 132.35389
  46.96003, 131.10942
  46.98005, 125.81498
  47.00007, 128.80807
  47.02009, 135.85835
  47.04011, 141.03976
  47.06013, 136.92525
  47.08015, 132.66516
  47.10017, 141.48929
  47.12019, 136.06874
  47.14021, 139.64045
  47.16022, 137.69395
  47.18024, 142.51628
  47.20026, 133.55759
  47.22028, 130.31312
  47.24030, 137.16938
  47.26032, 134.53839
  47.28034, 130.78347
  47.30036, 130.57199
  47.32038, 126.80830
  47.34040, 134.83799
  47.36042, 139.25180
  47.38043, 142.12166
  47.40046, 135.48461
  47.42047, 137.64855
  47.44049, 130.50001
  47.46051, 137.20040
  47.48053, 139.53534
  47.50055, 131.36206
  47.52057, 143.61420
  47.54059, 144.22342
  47.56061, 134.03392
  47.58063, 146.15865
  47.60065, 135.98902
  47.62067, 132.83364
  47.64068, 139.85823
  47.66071, 144.26772
  47.68072, 137.90995
  47.70074, 131.68252
  47.72076, 134.26801
  47.74078, 139.43715
  47.76080, 134.73808
  47.78082, 136.75054
  47.80084, 137.96200
  47.82086, 121.83462
  47.84088, 130.29378
  47.86090, 133.97141
  47.88092, 133.63168
  47.90094, 136.91187
  47.92095, 127.18002
  47.94097, 133.32851
  47.96099, 129.90165
  47.98101, 132.01111
  48.00103, 132.51366
  48.02105, 128.80706
  48.04107, 137.43202
  48.06109, 128.78843
  48.08111, 129.21084
  48.10113, 133.34734
  48.12115, 136.29543
  48.14117, 126.76416
  48.16119, 130.94723
  48.18121, 141.13341
  48.20123, 134.86797
  48.22124, 130.81159
  48.24126, 131.17376
  48.26128, 127.96869
  48.28130, 129.16390
  48.30132, 129.19716
  48.32134, 137.13756
  48.34136, 130.68140
  48.36138, 134.17642
  48.38140, 127.40157
  48.40142, 131.79599
  48.42144, 132.84340
  48.44146, 132.38455
  48.46148, 140.78078
  48.48150, 131.20948
  48.50152, 131.19932
  48.52154, 130.44327
  48.54155, 139.63019
  48.56157, 135.38444
  48.58159, 134.31260
  48.60161, 136.19566
  48.62163, 134.48883
  48.64165, 130.65169
  48.66167, 131.04805
  48.68169, 134.57589
  48.70171, 135.72199
  48.72173, 133.86103
  48.74175, 136.96913
  48.76177, 130.14750
  48.78179, 131.41281
  48.80181, 133.40705
  48.82183, 134.67761
  48.84184, 135.08679
  48.86186, 132.92251
  48.88188, 124.72719
  48.90190, 130.36502
  48.92192, 136.26198
  48.94194, 126.09638
  48.96196, 132.03619
  48.98198, 129.58870
  49.00200, 124.00851
  49.02202, 129.33393
  49.04204, 128.40802
  49.06206, 136.11625
  49.08208, 130.68454
  49.10210, 132.66127
  49.12212, 129.72346
  49.14214, 125.62625
  49.16216, 130.56973
  49.18218, 131.09804
  49.20219, 128.23089
  49.22221, 135.85910
  49.24223, 125.58967
  49.26225, 127.99797
  49.28227, 122.19489
  49.30229, 132.57357
  49.32231, 132.60690
  49.34233, 125.31997
  49.36235, 123.00518
  49.38237, 131.50451
  49.40239, 135.93503
  49.42241, 129.57180
  49.44243, 132.64722
  49.46245, 132.34017
  49.48247, 124.70138
  49.50249, 125.45654
  49.52251, 125.68158
  49.54253, 136.56353
  49.56255, 133.83609
  49.58257, 130.21083
  49.60259, 130.77634
  49.62260, 126.44440
  49.64262, 131.93156
  49.66264, 128.33913
  49.68266, 122.03686
  49.70268, 126.83748
  49.72270, 128.60034
  49.74272, 127.51379
  49.76274, 121.14074
  49.78276, 137.87017
  49.80278, 138.02959
  49.82280, 130.00147
  49.84282, 127.69060
  49.86284, 126.43460
  49.88286, 132.78981
  49.90288, 132.04349
  49.92290, 125.57699
  49.94292, 129.92967
  49.96294, 130.26307
  49.98296, 123.69572
  50.00298, 133.17717
  50.02300, 133.83309
  50.04302, 130.54648
  50.06304, 129.32481
  50.08305, 139.66656
  50.10307, 122.55572
  50.12309, 130.19364
  50.14311, 133.57704
  50.16313, 138.93613
  50.18315, 136.25612
  50.20317, 141.32935
  50.22319, 145.40417
  50.24321, 145.15743
  50.26323, 145.36281
  50.28325, 146.24854
  50.30327, 150.65175
  50.32329, 146.49913
  50.34331, 146.03340
  50.36333, 145.40732
  50.38335, 151.97457
  50.40337, 146.87345
  50.42339, 154.82135
  50.44341, 160.35002
  50.46343, 160.86467
  50.48345, 172.10652
  50.50347, 180.75731
  50.52349, 193.22172
  50.54351, 196.99506
  50.56353, 217.09838
  50.58355, 236.71773
  50.60357, 273.57597
  50.62358, 299.73009
  50.64361, 349.72717
  50.66362, 412.53768
  50.68364, 491.66760
  50.70366, 601.12554
  50.72368, 712.54362
  50.74370, 784.09018
  50.76372, 839.84867
  50.78374, 876.28393
  50.80376, 845.10856
  50.82378, 792.93064
  50.84380, 740.83842
  50.86382, 675.83581
  50.88384, 654.44987
  50.90386, 593.09281
  50.92388, 534.63139
  50.94390, 478.26312
  50.96392, 423.75248
  50.98394, 354.90440
  51.00396, 293.37144
  51.02398, 263.36008
  51.04400, 242.36926
  51.06402, 216.33177
  51.08404, 190.25161
  51.10406, 177.55296
  51.12408, 173.54207
  51.14410, 160.44744
  51.16412, 149.37350
  51.18414, 148.73144
  51.20416, 143.93171
  51.22418, 146.54022
  51.24420, 136.45316
  51.26422, 139.75445
  51.28424, 134.80566
  51.30426, 132.29152
  51.32428, 129.63454
  51.34430, 134.09308
  51.36432, 129.11683
  51.38434, 132.62043
  51.40436, 127.84465
  51.42438, 123.56552
  51.44440, 129.05782
  51.46441, 123.46858
  51.48444, 116.47681
  51.50446, 119.51421
  51.52447, 127.03302
  51.54449, 119.83346
  51.56451, 121.75240
  51.58453, 116.62142
  51.60455, 117.95930
  51.62457, 123.77065
  51.64459, 116.69253
  51.66461, 124.77462
  51.68463, 124.23617
  51.70465, 122.04821
  51.72467, 122.47830
  51.74469, 109.84687
  51.76471, 116.14026
  51.78473, 116.37149
  51.80475, 131.64158
  51.82477, 118.58338
  51.84479, 119.94710
  51.86481, 120.58775
  51.88483, 116.11723
  51.90485, 124.37233
  51.92487, 124.76019
  51.94489, 114.49732
  51.96491, 119.77047
  51.98493, 119.85470
  52.00495, 111.30178
  52.02497, 112.46470
  52.04499, 113.62976
  52.06501, 119.32984
  52.08503, 120.06822
  52.10505, 118.45504
  52.12507, 118.14871
  52.14509, 120.46962
  52.16511, 117.59575
  52.18513, 117.52901
  52.20515, 113.14372
  52.22517, 119.23403
  52.24519, 115.13566
  52.26521, 110.87388
  52.28523, 108.16757
  52.30525, 118.36811
  52.32527, 116.13029
  52.34529, 111.24154
  52.36531, 106.67157
  52.38533, 115.77117
  52.40535, 111.98164
  52.42537, 118.35081
  52.44539, 115.68426
  52.46541, 115.36911
  52.48543, 115.63067
  52.50545, 112.47357
  52.52547, 109.01325
  52.54549, 109.34119
  52.56551, 107.78989
  52.58553, 102.22814
  52.60555, 115.47570
  52.62557, 116.16155
  52.64559, 113.13586
  52.66561, 113.63491
  52.68563, 111.51189
  52.70565, 113.66991
  52.72567, 113.95263
  52.74569, 112.12797
  52.76571, 113.66051
  52.78573, 112.36676
  52.80575, 109.25985
  52.82577, 117.26222
  52.84579, 113.17179
  52.86581, 107.84389
  52.88583, 110.22716
  52.90585, 112.04040
  52.92587, 113.18362
  52.94589, 107.36592
  52.96591, 109.28457
  52.98593, 109.58462
  53.00595, 108.96023
  53.02597, 113.63544
  53.04599, 117.80047
  53.06601, 110.63403
  53.08603, 106.89066
  53.10605, 112.13725
  53.12607, 116.25647
  53.14609, 119.26019
  53.16611, 112.31056
  53.18613, 113.74953
  53.20615, 110.32646
  53.22617, 110.78211
  53.24619, 102.86578
  53.26621, 107.50765
  53.28623, 106.65402
  53.30626, 113.40283
  53.32627, 108.38451
  53.34630, 115.19332
  53.36632, 112.82759
  53.38633, 109.64551
  53.40635, 112.49537
  53.42638, 108.36604
  53.44640, 109.70395
  53.46642, 108.86047
  53.48644, 114.25302
  53.50646, 110.78519
  53.52648, 102.95435
  53.54650, 110.23964
  53.56652, 109.47554
  53.58654, 101.39653
  53.60656, 109.86267
  53.62658, 109.23869
  53.64660, 109.76600
  53.66662, 108.61089
  53.68664, 110.06700
  53.70666, 109.52693
  53.72668, 105.46672
  53.74670, 109.53292
  53.76672, 108.51565
  53.78674, 111.55315
  53.80676, 108.71441
  53.82678, 106.55689
  53.84680, 114.58765
  53.86682, 111.06311
  53.88684, 112.61696
  53.90686, 107.20494
  53.92688, 102.99334
  53.94690, 101.39316
  53.96692, 110.77261
  53.98694,  91.73825
  54.00696, 106.39160
  54.02698, 111.80202
  54.04700, 114.84738
  54.06702, 111.39208
  54.08704, 111.85398
  54.10706, 114.31621
  54.12708, 110.51282
  54.14710, 105.09100
  54.16712, 108.39187
  54.18714, 104.65737
  54.20716, 107.64292
  54.22718, 111.28050
  54.24721, 106.03651
  54.26723, 104.24531
  54.28725,  99.73813
  54.30727, 101.18165
  54.32729, 105.24372
  54.34731, 112.91778
  54.36733, 103.58603
  54.38735, 104.17827
  54.40737, 103.71503
  54.42739, 107.33304
  54.44741, 107.17844
  54.46743, 109.38030
  54.48745, 110.35385
  54.50747, 108.89242
  54.52749, 103.29928
  54.54751, 106.77920
  54.56753, 110.03934
  54.58755, 109.09098
  54.60757, 102.49797
  54.62759, 106.68341
  54.64761, 106.57872
  54.66763, 107.02298
  54.68765, 107.81919
  54.70767, 111.54569
  54.72770, 104.85729
  54.74771, 103.00284
  54.76773, 108.04717
  54.78776, 108.95777
  54.80778, 101.93030
  54.82780, 111.72473
  54.84782, 111.52716
  54.86784, 104.80724
  54.88786, 105.16930
  54.90788, 105.18713
  54.92790, 112.65398
  54.94792, 112.52759
  54.96794, 109.00951
  54.98796, 101.30072
  55.00798, 103.82019
  55.02800, 107.70019
  55.04802, 101.42475
  55.06804, 107.89764
  55.08806, 108.00357
  55.10808,  95.24640
  55.12810, 100.85213
  55.14812, 101.30661
  55.16814,  97.89874
  55.18816, 100.37364
  55.20819, 103.66577
  55.22821, 108.73192
  55.24823, 102.21743
  55.26825, 107.00174
  55.28827, 109.84345
  55.30829, 104.81589
  55.32831, 100.08344
  55.34833, 101.78983
  55.36835, 102.57608
  55.38837, 105.88573
  55.40839, 105.25273
  55.42841, 110.51256
  55.44843, 112.71872
  55.46845, 108.42312
  55.48847, 106.95638
  55.50849, 107.52425
  55.52851, 105.68953
  55.54853, 100.77990
  55.56855, 102.80627
  55.58857, 107.42403
  55.60860, 103.85445
  55.62862, 108.76943
  55.64864,  99.71062
  55.66866,  96.34959
  55.68868, 100.60113
  55.70870, 100.27511
  55.72872, 104.54203
  55.74874, 100.39042
  55.76876, 103.50322
  55.78878, 100.34195
  55.80880, 101.83305
  55.82882, 103.85117
  55.84884, 102.91570
  55.86886,  99.26298
  55.88888, 103.09886
  55.90890, 102.28076
  55.92893, 103.17537
  55.94895, 104.19779
  55.96897, 105.87154
  55.98899, 105.89299
  56.00901, 102.13936
  56.02903, 100.16198
  56.04905, 103.43257
  56.06907, 101.31910
  56.08909, 102.46821
  56.10911, 104.34806
  56.12913, 101.61273
  56.14915, 103.51905
  56.16917, 103.28397
  56.18919,  98.59618
  56.20921, 104.08729
  56.22924, 101.88342
  56.24926,  95.38163
  56.26928, 102.58711
  56.28930,  95.81819
  56.30932,  96.04491
  56.32934, 108.26985
  56.34936, 106.57290
  56.36938, 103.07041
  56.38940, 105.33799
  56.40942, 100.67662
  56.42944, 101.44045
  56.44946, 108.07576
  56.46948, 101.26487
  56.48950, 104.43584
  56.50953,  99.36617
  56.52955,  99.38322
  56.54957, 107.19689
  56.56959,  98.08536
  56.58961, 106.01671
  56.60963, 106.96346
  56.62965, 103.79019
  56.64967, 102.21278
  56.66969,  95.94971
  56.68971, 102.92420
  56.70973, 102.89296
  56.72975, 103.27817
  56.74978,  96.48010
  56.76980, 106.00734
  56.78982, 101.62296
  56.80984, 102.66845
  56.82986, 103.21849
  56.84988,  98.30384
  56.86990, 104.71510
  56.88992, 104.10740
  56.90994,  98.24613
  56.92996, 101.06028
  56.94998, 101.86338
  56.97000,  99.34651
  56.99002,  99.53703
  57.01005, 108.46254
  57.03007, 101.24446
  57.05009, 105.71694
  57.07011,  98.56508
  57.09013, 100.95318
  57.11015,  96.95354
  57.13017,  94.98528
  57.15019,  97.40904
  57.17021,  99.77962
  57.19023,  96.61165
  57.21025,  97.45492
  57.23028,  97.72956
  57.25030,  94.45638
  57.27032,  92.59038
  57.29034,  98.38424
  57.31036,  99.07149
  57.33038, 100.28495
  57.35040,  98.02202
  57.37042,  99.92471
  57.39044,  94.42107
  57.41046, 104.48169
  57.43048,  98.37073
  57.45050, 102.41109
  57.47053, 102.76586
  57.49055, 103.39112
  57.51057,  96.72504
  57.53059, 100.58112
  57.55061, 108.88319
  57.57063,  91.47249
  57.59065,  92.84986
  57.61067, 103.74402
  57.63069, 102.96152
  57.65071,  95.54519
  57.67073,  92.29510
  57.69076,  96.83978
  57.71078, 101.24340
  57.73080,  95.90968
  57.75082,  98.16224
  57.77084, 100.87321
  57.79086,  99.69174
  57.81088, 100.01636
  57.83090, 100.09411
  57.85093, 101.79865
  57.87094, 103.72191
  57.89097,  96.23454
  57.91099, 105.55175
  57.93101,  97.34789
  57.95103,  99.85143
  57.97105, 102.55905
  57.99107,  94.17902
  58.01109, 100.44670
  58.03111,  95.05651
  58.05113,  90.11766
  58.07116,  97.10813
  58.09118,  97.33614
  58.11120,  90.96254
  58.13122,  92.00943
  58.15124,  97.40569
  58.17126,  97.26655
  58.19128,  95.36677
  58.21130,  97.77163
  58.23132,  97.46502
  58.25134,  94.32077
  58.27137,  91.62788
  58.29139,  95.73314
  58.31141,  96.20368
  58.33143,  96.23221
  58.35145,  95.03954
  58.37147,  94.62210
  58.39149,  93.47149
  58.41151,  93.20900
  58.43154,  94.43647
  58.45156,  94.67882
  58.47158,  97.13189
  58.49160,  92.76841
  58.51162,  91.05144
  58.53164,  92.35308
  58.55166,  96.83004
  58.57168, 101.49725
  58.59170,  98.86575
  58.61173, 103.64874
  58.63175,  93.46052
  58.65177,  99.88340
  58.67179,  97.40565
  58.69181,  91.18875
  58.71183, 102.41915
  58.73185,  90.94317
  58.75187,  87.87367
  58.77189,  93.84980
  58.79192,  88.92774
  58.81194,  96.42177
  58.83196,  92.50754
  58.85198,  89.46437
  58.87200,  93.77843
  58.89202,  94.97793
  58.91204,  91.57835
  58.93206,  94.72177
  58.95209,  97.51694
  58.97211,  99.72734
  58.99213,  90.03511
  59.01215,  93.02528
  59.03217,  95.76714
  59.05219, 100.96158
  59.07221,  92.91123
  59.09223,  96.56675
  59.11226,  93.99652
  59.13228,  87.97039
  59.15230,  88.22911
  59.17232,  95.00884
  59.19234,  96.03989
