# 2Theta,Counts
  36.29020,  49.21923
  36.31022,  56.77087
  36.33024,  55.92749
  36.35025,  49.86642
  36.37027,  56.74296
  36.39029,  51.68979
  36.41031,  47.38064
  36.43033,  51.46860
  36.45034,  49.36961
  36.47036,  46.46964
  36.49038,  52.04458
  36.51040,  53.07716
  36.53041,  58.76172
  36.55043,  55.67571
  36.57045,  56.78066
  36.59047,  49.28242
  36.61049,  44.27351
  36.63050,  44.45330
  36.65052,  52.20745
  36.67054,  48.30697
  36.69056,  50.83811
  36.71058,  48.01219
  36.73059,  47.17026
  36.75061,  44.87526
  36.77063,  56.99346
  36.79065,  54.61106
  36.81067,  52.26359
  36.83068,  56.02410
  36.85070,  52.09042
  36.87072,  51.53709
  36.89074,  52.18267
  36.91075,  48.48394
  36.93077,  51.61372
  36.95079,  49.95572
  36.97081,  47.41434
  36.99083,  56.45635
  37.01084,  49.79105
  37.03086,  46.28781
  37.05088,  43.64579
  37.07090,  47.50534
  37.09092,  52.21657
  37.11093,  48.69602
  37.13095,  53.11724
  37.15097,  52.41797
  37.17099,  50.01639
  37.19100,  50.76629
  37.21102,  47.45771
  37.23104,  52.63901
  37.25106,  48.33167
  37.27108,  48.36360
  37.29110,  49.87150
  37.31111,  46.53435
  37.33113,  47.27106
  37.35115,  47.70503
  37.37117,  52.02155
  37.39118,  53.02822
  37.41120,  51.25119
  37.43122,  51.43921
  37.45124,  53.52161
  37.47126,  50.08575
  37.49127,  44.41786
  37.51129,  50.64932
  37.53131,  53.09945
  37.55133,  49.96987
  37.57135,  49.54801
  37.59136,  50.89863
  37.61138,  49.12313
  37.63140,  45.99353
  37.65142,  48.23376
  37.67144,  57.07943
  37.69145,  51.37311
  37.71147,  48.43501
  37.73149,  46.99472
  37.75151,  49.82113
  37.77152,  51.75082
  37.79154,  48.67850
  37.81156,  47.57580
  37.83158,  51.38946
  37.85160,  49.93199
  37.87162,  51.68119
  37.89163,  45.90045
  37.91165,  49.67968
  37.93167,  51.44276
  37.95169,  49.34042
  37.97171,  51.79524
  37.99172,  46.02530
