# 2Theta,Counts
  36.33024,  48.03161
  36.35026,  45.29916
  36.37027,  47.53574
  36.39029,  51.35227
  36.41031,  50.74251
  36.43033,  45.19811
  36.45034,  48.93760
  36.47036,  50.74859
  36.49038,  48.43770
  36.51040,  48.77363
  36.53042,  46.62277
  36.55043,  47.03914
  36.57045,  44.23959
  36.59047,  47.65355
  36.61049,  49.10269
  36.63050,  51.53692
  36.65052,  51.04635
  36.67054,  56.09505
  36.69056,  53.75519
  36.71058,  49.21078
  36.73059,  49.38336
  36.75061,  49.05006
  36.77063,  45.89305
  36.79065,  49.43335
  36.81067,  44.77598
  36.83068,  44.48128
  36.85070,  48.00170
  36.87072,  48.73986
  36.89074,  48.60682
  36.91076,  48.61173
  36.93077,  52.55859
  36.95079,  47.57302
  36.97081,  50.38387
  36.99083,  51.75690
  37.01084,  46.92913
  37.03086,  55.68263
  37.05088,  49.82440
  37.07090,  47.25504
  37.09092,  47.31138
  37.11093,  48.52482
  37.13095,  45.89532
  37.15097,  47.86379
  37.17099,  48.45541
  37.19101,  52.92503
  37.21102,  48.93073
  37.23104,  47.47664
  37.25106,  43.46198
  37.27108,  50.93279
  37.29110,  49.88833
  37.31111,  49.62182
  37.33113,  48.19181
  37.35115,  47.22842
  37.37117,  44.30264
  37.39118,  42.06426
  37.41120,  52.47731
  37.43122,  44.44304
  37.45124,  42.07889
  37.47126,  44.42688
  37.49127,  48.85904
  37.51129,  47.89002
  37.53131,  44.21447
  37.55133,  48.79757
  37.57135,  45.24484
  37.59136,  44.18331
  37.61138,  40.61934
  37.63140,  45.99338
  37.65142,  47.19159
  37.67144,  51.31658
  37.69145,  49.34489
  37.71147,  47.73041
  37.73149,  45.88675
  37.75151,  44.31549
  37.77153,  48.52816
  37.79154,  53.09309
  37.81156,  49.72375
  37.83158,  49.75035
  37.85160,  46.93596
  37.87162,  49.19264
  37.89163,  45.92712
  37.91165,  50.05537
  37.93167,  46.37221
  37.95169,  47.21942
