x            y_obs        weight       y_calc       y_bkg        
40.0         111.771      0.00895      100.885      100.0        
40.01        95.0         0.01053      100.89       100.0        
40.02        117.788      0.00849      100.894      100.0        
40.03        74.797       0.01337      100.898      100.0        
40.04        102.806      0.00973      100.903      100.0        
40.05        96.0         0.01042      100.907      100.0        
40.06        105.0        0.00952      100.912      100.0        
40.07        93.833       0.01066      100.916      100.0        
40.08        111.842      0.00894      100.921      100.0        
40.09        90.851       0.01101      100.926      100.0        
40.1         108.86       0.00919      100.93       100.0        
40.11        95.87        0.01043      100.935      100.0        
40.12        123.879      0.00807      100.94       100.0        
40.13        87.0         0.01149      100.944      100.0        
40.14        123.0        0.00813      100.949      100.0        
40.15        91.908       0.01088      100.954      100.0        
40.16        115.917      0.00863      100.959      100.0        
40.17        94.0         0.01064      100.964      100.0        
40.18        104.0        0.00962      100.969      100.0        
40.19        97.0         0.01031      100.973      100.0        
40.2         118.957      0.00841      100.978      100.0        
40.21        90.967       0.01099      100.984      100.0        
40.22        105.977      0.00944      100.989      100.0        
40.23        87.987       0.01137      100.994      100.0        
40.24        113.0        0.00885      100.999      100.0        
40.25        91.0         0.01099      101.004      100.0        
40.26        113.019      0.00885      101.009      100.0        
40.27        92.029       0.01087      101.015      100.0        
40.28        117.0        0.00855      101.02       100.0        
40.29        92.0         0.01087      101.025      100.0        
40.3         103.0        0.00971      101.031      100.0        
40.31        96.0         0.01042      101.036      100.0        
40.32        111.083      0.009        101.042      100.0        
40.33        94.094       0.01063      101.047      100.0        
40.34        105.0        0.00952      101.053      100.0        
40.35        97.0         0.01031      101.058      100.0        
40.36        112.128      0.00892      101.064      100.0        
40.37        93.0         0.01075      101.07       100.0        
40.38        112.0        0.00893      101.076      100.0        
40.39        98.0         0.0102       101.081      100.0        
40.4         106.175      0.00942      101.087      100.0        
40.41        91.186       0.01097      101.093      100.0        
40.42        116.0        0.00862      101.099      100.0        
40.43        82.21        0.01216      101.105      100.0        
40.44        110.0        0.00909      101.111      100.0        
40.45        90.235       0.01108      101.117      100.0        
40.46        101.247      0.00988      101.124      100.0        
40.47        94.26        0.01061      101.13       100.0        
40.48        109.272      0.00915      101.136      100.0        
40.49        94.0         0.01064      101.142      100.0        
40.5         105.298      0.0095       101.149      100.0        
40.51        86.0         0.01163      101.155      100.0        
40.52        110.0        0.00909      101.162      100.0        
40.53        87.0         0.01149      101.168      100.0        
40.54        121.35       0.00824      101.175      100.0        
40.55        95.0         0.01053      101.182      100.0        
40.56        128.377      0.00779      101.188      100.0        
40.57        97.0         0.01031      101.195      100.0        
40.58        102.404      0.00977      101.202      100.0        
40.59        93.0         0.01075      101.209      100.0        
40.6         113.0        0.00885      101.216      100.0        
40.61        98.446       0.01016      101.223      100.0        
40.62        105.46       0.00948      101.23       100.0        
40.63        101.0        0.0099       101.237      100.0        
40.64        105.0        0.00952      101.244      100.0        
40.65        74.503       0.01342      101.252      100.0        
40.66        104.518      0.00957      101.259      100.0        
40.67        93.533       0.01069      101.266      100.0        
40.68        113.0        0.00885      101.274      100.0        
40.69        91.563       0.01092      101.281      100.0        
40.7         110.578      0.00904      101.289      100.0        
40.71        87.593       0.01142      101.297      100.0        
40.72        111.0        0.00901      101.304      100.0        
40.73        91.0         0.01099      101.312      100.0        
40.74        107.0        0.00935      101.32       100.0        
40.75        99.0         0.0101       101.328      100.0        
40.76        103.672      0.00965      101.336      100.0        
