x            y_obs        weight       y_calc       y_bkg        
40.0         114.0        0.00877      100.861      100.0        
40.01        86.729       0.01153      100.865      100.0        
40.02        111.738      0.00895      100.869      100.0        
40.03        96.746       0.01034      100.873      100.0        
40.04        111.0        0.00901      100.877      100.0        
40.05        87.0         0.01149      100.882      100.0        
40.06        107.772      0.00928      100.886      100.0        
40.07        98.781       0.01012      100.89       100.0        
40.08        105.0        0.00952      100.895      100.0        
40.09        100.798      0.00992      100.899      100.0        
40.1         106.0        0.00943      100.904      100.0        
40.11        97.0         0.01031      100.908      100.0        
40.12        104.825      0.00954      100.913      100.0        
40.13        100.834      0.00992      100.917      100.0        
40.14        105.0        0.00952      100.922      100.0        
40.15        86.0         0.01163      100.926      100.0        
40.16        110.0        0.00909      100.931      100.0        
40.17        97.872       0.01022      100.936      100.0        
40.18        106.881      0.00936      100.941      100.0        
40.19        91.891       0.01088      100.945      100.0        
40.2         103.0        0.00971      100.95       100.0        
40.21        96.91        0.01032      100.955      100.0        
40.22        107.92       0.00927      100.96       100.0        
40.23        90.0         0.01111      100.965      100.0        
40.24        108.0        0.00926      100.97       100.0        
40.25        91.949       0.01088      100.975      100.0        
40.26        105.96       0.00944      100.98       100.0        
40.27        92.97        0.01076      100.985      100.0        
40.28        115.98       0.00862      100.99       100.0        
40.29        100.0        0.01         100.995      100.0        
40.3         104.0        0.00962      101.0        100.0        
40.31        96.0         0.01042      101.006      100.0        
40.32        114.022      0.00877      101.011      100.0        
40.33        91.0         0.01099      101.016      100.0        
40.34        110.0        0.00909      101.022      100.0        
40.35        99.054       0.0101       101.027      100.0        
40.36        106.0        0.00943      101.032      100.0        
40.37        97.076       0.0103       101.038      100.0        
40.38        102.087      0.0098       101.043      100.0        
40.39        83.0         0.01205      101.049      100.0        
40.4         106.0        0.00943      101.055      100.0        
40.41        97.121       0.0103       101.06       100.0        
40.42        108.0        0.00926      101.066      100.0        
40.43        98.144       0.01019      101.072      100.0        
40.44        109.155      0.00916      101.078      100.0        
40.45        100.167      0.00998      101.084      100.0        
40.46        104.179      0.0096       101.089      100.0        
40.47        91.191       0.01097      101.095      100.0        
40.48        105.203      0.00951      101.101      100.0        
40.49        101.0        0.0099       101.108      100.0        
40.5         106.0        0.00943      101.114      100.0        
40.51        94.0         0.01064      101.12       100.0        
40.52        106.252      0.00941      101.126      100.0        
40.53        97.265       0.01028      101.132      100.0        
40.54        130.0        0.00769      101.139      100.0        
40.55        78.0         0.01282      101.145      100.0        
40.56        116.0        0.00862      101.152      100.0        
40.57        97.0         0.01031      101.158      100.0        
40.58        105.0        0.00952      101.165      100.0        
40.59        99.0         0.0101       101.171      100.0        
40.6         115.0        0.0087       101.178      100.0        
40.61        84.369       0.01185      101.185      100.0        
40.62        106.383      0.0094       101.191      100.0        
40.63        96.397       0.01037      101.198      100.0        
40.64        112.41       0.0089       101.205      100.0        
40.65        95.0         0.01053      101.212      100.0        
40.66        102.0        0.0098       101.219      100.0        
40.67        78.453       0.01275      101.226      100.0        
40.68        107.467      0.00931      101.233      100.0        
40.69        89.0         0.01124      101.241      100.0        
40.7         101.496      0.00985      101.248      100.0        
40.71        100.511      0.00995      101.255      100.0        
40.72        121.525      0.00823      101.263      100.0        
40.73        95.0         0.01053      101.27       100.0        
40.74        114.556      0.00873      101.278      100.0        
40.75        101.0        0.0099       101.285      100.0        
40.76        104.0        0.00962      101.293      100.0        
40.77        93.602       0.01068      101.301      100.0        
40.78        103.0        0.00971      101.309      100.0        
40.79        100.633      0.00994      101.317      100.0        
40.8         106.0        0.00943      101.325      100.0        
40.81        92.0         0.01087      101.333      100.0        
40.82        129.0        0.00775      101.341      100.0        
40.83        91.698       0.01091      101.349      100.0        
40.84        107.0        0.00935      101.357      100.0        
40.85        96.731       0.01034      101.366      100.0        
40.86        115.0        0.0087       101.374      100.0        
40.87        100.0        0.01         101.383      100.0        
40.88        106.782      0.00936      101.391      100.0        
40.89        91.0         0.01099      101.4        100.0        
40.9         116.817      0.00856      101.409      100.0        
40.91        91.835       0.01089      101.418      100.0        
40.92        110.853      0.00902      101.426      100.0        
40.93        91.871       0.01088      101.436      100.0        
40.94        103.0        0.00971      101.445      100.0        
40.95        94.0         0.01064      101.454      100.0        
40.96        118.926      0.00841      101.463      100.0        
40.97        95.0         0.01053      101.473      100.0        
40.98        101.964      0.00981      101.482      100.0        
40.99        93.0         0.01075      101.492      100.0        
41.0         110.0        0.00909      101.501      100.0        
41.01        97.0         0.01031      101.511      100.0        
41.02        103.0        0.00971      101.521      100.0        
41.03        87.0         0.01149      101.531      100.0        
41.04        102.082      0.0098       101.541      100.0        
41.05        90.0         0.01111      101.551      100.0        
41.06        105.0        0.00952      101.561      100.0        
41.07        83.144       0.01203      101.572      100.0        
41.08        104.0        0.00962      101.582      100.0        
41.09        96.0         0.01042      101.593      100.0        
41.1         104.207      0.0096       101.604      100.0        
41.11        77.229       0.01295      101.614      100.0        
41.12        112.251      0.00891      101.625      100.0        
41.13        89.0         0.01124      101.636      100.0        
41.14        103.0        0.00971      101.648      100.0        
41.15        97.0         0.01031      101.659      100.0        
41.16        102.34       0.00977      101.67       100.0        
41.17        99.0         0.0101       101.682      100.0        
41.18        102.387      0.00977      101.693      100.0        
41.19        80.41        0.01244      101.705      100.0        
41.2         110.0        0.00909      101.717      100.0        
41.21        92.458       0.01082      101.729      100.0        
41.22        109.0        0.00917      101.741      100.0        
41.23        98.507       0.01015      101.753      100.0        
41.24        118.0        0.00847      101.766      100.0        
41.25        86.557       0.01155      101.778      100.0        
41.26        112.0        0.00893      101.791      100.0        
41.27        80.608       0.01241      101.804      100.0        
41.28        113.634      0.0088       101.817      100.0        
