#x,y_calc
57.698,1
57.7,1
57.702,1
57.704,1
57.706,1
57.708,1
57.71,1
57.712,1
57.714,1
57.716,1
57.718,1
57.72,1
57.722,1
57.724,1
57.726,1
57.728,1
57.73,1
57.732,1
57.734,1
57.736,1
57.738,1
57.74,1
57.742,1
57.744,1
57.746,1
57.748,1
57.75,1
57.752,1
57.754,1
57.756,1
57.758,1
57.76,1
57.762,1
57.764,1
57.766,1
57.768,1
57.77,1
57.772,1
57.774,1
57.776,1
57.778,1
57.78,1
57.782,1
57.784,1
57.786,1
57.788,1
57.79,1
57.792,1
57.794,1
57.796,1
57.798,1
57.8,1
57.802,1
57.804,1
57.806,1
57.808,1
57.81,1
57.812,1
57.814,1
57.816,1
57.818,1
57.82,1
57.822,1
57.824,1
57.826,1
57.828,1
57.83,1
57.832,1
57.834,1
57.836,1
57.838,1
57.84,1
57.842,1
57.844,1
57.846,1
57.848,1
57.85,1
57.852,1
57.854,1
57.856,1
57.858,1
57.86,1
57.862,1
57.864,1
57.866,1
57.868,1
57.87,1
57.872,1
57.874,1
57.876,1
57.878,1
57.88,1
57.882,1
57.884,1
57.886,1
57.888,1
57.89,1
57.892,1
57.894,1
57.896,1
57.898,1
57.9,1
57.902,1
57.904,1
57.906,1
57.908,1
57.91,1
57.912,1
57.914,1
57.916,1
57.918,1
57.92,1
57.922,1
57.924,1
57.926,1
57.928,1
57.93,1
57.932,1
57.934,1
57.936,1
57.938,1
57.94,1
57.942,1
57.944,1
57.946,1
57.948,1
57.95,1
57.952,1
57.954,1
57.956,1
57.958,1
57.96,1
57.962,1
57.964,1
57.966,1
57.968,1
57.97,1
57.972,1
57.974,1
57.976,1
57.978,1
57.98,1
57.982,1
57.984,1
57.986,1
57.988,1
57.99,1
57.992,1
57.994,1
57.996,1
57.998,1
58,1
58.002,1
58.004,1
58.006,1
58.008,1
58.01,1
58.012,1
58.014,1
58.016,1
58.018,1
58.02,1
58.022,1
58.024,1
58.026,1
58.028,1
58.03,1
58.032,1
58.034,1
58.036,1
58.038,1
58.04,1
58.042,1
58.044,1
58.046,1
58.048,1
58.05,1
58.052,1
58.054,1
58.056,1
58.058,1
58.06,1
58.062,1
58.064,1
58.066,1
58.068,1
58.07,1
58.072,1
58.074,1
58.076,1
58.078,1
58.08,1
58.082,1
58.084,1
58.086,1
58.088,1
58.09,1
58.092,1
58.094,1
58.096,1
58.098,1
58.1,1
58.102,1
58.104,1
58.106,1
58.108,1
58.11,1
58.112,1
58.114,1
58.116,1
58.118,1
58.12,1
58.122,1
58.124,1
58.126,1
58.128,1
58.13,1
58.132,1
58.134,1
58.136,1
58.138,1
58.14,1
58.142,1
58.144,1
58.146,1
58.148,1
58.15,1
58.152,1
58.154,1
58.156,1
58.158,1
58.16,1
58.162,1
58.164,1
58.166,1
58.168,1
58.17,1
58.172,1
58.174,1
58.176,1
58.178,1
58.18,1
58.182,1
58.184,1
58.186,1
58.188,1
58.19,1
58.192,1
58.194,1
58.196,1
58.198,1
58.2,1
58.202,1
58.204,1
58.206,1
58.208,1
58.21,1
58.212,1
58.214,1
58.216,1
58.218,1
58.22,1
58.222,1
58.224,1
58.226,1
58.228,1
58.23,1
58.232,1
58.234,1
58.236,1
58.238,1
58.24,1
58.242,1
58.244,1
58.246,1
58.248,1
58.25,1
58.252,1
58.254,1
58.256,1
58.258,1
58.26,1
58.262,1
58.264,1
58.266,1
58.268,1
58.27,1
58.272,1
58.274,1
58.276,1
58.278,1
58.28,1
58.282,1
58.284,1
58.286,1
58.288,1
58.29,1
58.292,1
58.294,1
58.296,1
58.298,1
58.3,1
58.302,1
58.304,1
58.306,1
58.308,1
58.31,1
58.312,1
58.314,1
58.316,1
58.318,1
58.32,1
58.322,1
58.324,1
58.326,1
58.328,1
58.33,1
58.332,1
58.334,1
58.336,1
58.338,1
58.34,1
58.342,1
58.344,1
58.346,1
58.348,1
58.35,1
58.352,1
58.354,1
58.356,1
58.358,1
58.36,1
58.362,1
58.364,1
58.366,1
58.368,1
58.37,1
58.372,1
58.374,1
58.376,1
58.378,1
58.38,1
58.382,1
58.384,1
58.386,1
58.388,1
58.39,1
58.392,1
58.394,1
58.396,1
58.398,1
58.4,1
58.402,1
58.404,1
58.406,1
58.408,1
58.41,1
58.412,1
58.414,1
58.416,1
58.418,1
58.42,1
58.422,1
58.424,1
58.426,1
58.428,1
58.43,1
58.432,1
58.434,1
58.436,1
58.438,1
58.44,1
58.442,1
58.444,1
58.446,1
58.448,1
58.45,1
58.452,1
58.454,1
58.456,1
58.458,1
58.46,1
58.462,1
58.464,1
58.466,1
58.468,1
58.47,1
58.472,1
58.474,1
58.476,1
58.478,1
58.48,1
58.482,1
58.484,1
58.486,1
58.488,1
58.49,1
58.492,1
58.494,1
58.496,1
58.498,1
58.5,1
58.502,1
58.504,1
58.506,1
58.508,1
58.51,1
58.512,1
58.514,1
58.516,1
58.518,1
58.52,1
58.522,1
58.524,1
58.526,1
58.528,1
58.53,1
58.532,1
58.534,1
58.536,1
58.538,1
58.54,1
58.542,1
58.544,1
58.546,1
58.548,1
58.55,1
58.552,1
58.554,1
58.556,1
58.558,1
58.56,1
58.562,1
58.564,1
58.566,1
58.568,1
58.57,1
58.572,1
58.574,1
58.576,1
58.578,1
58.58,1
58.582,1
58.584,1
58.586,1
58.588,1
58.59,1
58.592,1
58.594,1
58.596,1
58.598,1
58.6,1
58.602,1
58.604,1
58.606,1
58.608,1
58.61,1
58.612,1
58.614,1
58.616,1
58.618,1
58.62,1
58.622,1
58.624,1
58.626,1
58.628,1
58.63,1
58.632,1
58.634,1
58.636,1
58.638,1
58.64,1
58.642,1
58.644,1
58.646,1
58.648,1
58.65,1
58.652,1
58.654,1
58.656,1
58.658,1
58.66,1
58.662,1
58.664,1
58.666,1
58.668,1
58.67,1
58.672,1
58.674,1
58.676,1
58.678,1
58.68,1
58.682,1
58.684,1
58.686,1
58.688,1
58.69,1
58.692,1
58.694,1
58.696,1
58.698,1
58.7,1
58.702,1
58.704,1
58.706,1
58.708,1
58.71,1
58.712,1
58.714,1
58.716,1
58.718,1
58.72,1
58.722,1
58.724,1
58.726,1
58.728,1
58.73,1
58.732,1
58.734,1
58.736,1
58.738,1
58.74,1
58.742,1
58.744,1
58.746,1
58.748,1
58.75,1
58.752,1
58.754,1
58.756,1
58.758,1
58.76,1
58.762,1
58.764,1
58.766,1
58.768,1
58.77,1
58.772,1
58.774,1
58.776,1
58.778,1
58.78,1
58.782,1
58.784,1
58.786,1
58.788,1
58.79,1
58.792,1
58.794,1
58.796,1
58.798,1
58.8,1
58.802,1
58.804,1
58.806,1
58.808,1
58.81,1
58.812,1
58.814,1
58.816,1
58.818,1
58.82,1
58.822,1
58.824,1
58.826,1
58.828,1
58.83,1
58.832,1
58.834,1
58.836,1
58.838,1
58.84,1
58.842,1
58.844,1
58.846,1
58.848,1
58.85,1
58.852,1
58.854,1
58.856,1
58.858,1
58.86,1
58.862,1
58.864,1
58.866,1
58.868,1
58.87,1
58.872,1
58.874,1
58.876,1
58.878,1
58.88,1
58.882,1
58.884,1
58.886,1
58.888,1
58.89,1
58.892,1
58.894,1
58.896,1
58.898,1
58.9,1
58.902,1
58.904,1
58.906,1
58.908,1
58.91,1
58.912,1
58.914,1
58.916,1
58.918,1
58.92,1
58.922,1
58.924,1
58.926,1
58.928,1
58.93,1
58.932,1
58.934,1
58.936,1
58.938,1
58.94,1
58.942,1
58.944,1
58.946,1
58.948,1
58.95,1
58.952,1
58.954,1
58.956,1
58.958,1
58.96,1
58.962,1
58.964,1
58.966,1
58.968,1
58.97,1
58.972,1
58.974,1
58.976,1
58.978,1
58.98,1
58.982,1
58.984,1
58.986,1
58.988,1
58.99,1
58.992,1
58.994,1
58.996,1
58.998,1
59,1
59.002,1
59.004,1
59.006,1
59.008,1
59.01,1
59.012,1
59.014,1
59.016,1
59.018,1
59.02,1
59.022,1
59.024,1
59.026,1
59.028,1
59.03,1
59.032,1
59.034,1
59.036,1
59.038,1
59.04,1
59.042,1
59.044,1
59.046,1
59.048,1
59.05,1
59.052,1
59.054,1
59.056,1
59.058,1
59.06,1
59.062,1
59.064,1
59.066,1
59.068,1
59.07,1
59.072,1
59.074,1
59.076,1
59.078,1
59.08,1
59.082,1
59.084,1
59.086,1
59.088,1
59.09,1
59.092,1
59.094,1
59.096,1
59.098,1
59.1,1
59.102,1
59.104,1
59.106,1
59.108,1
59.11,1
59.112,1
59.114,1
59.116,1
59.118,1
59.12,1
59.122,1
59.124,1
59.126,1
59.128,1
59.13,1
59.132,1
59.134,1
59.136,1
59.138,1
59.14,1
59.142,1
59.144,1
59.146,1
59.148,1
59.15,1
59.152,1
59.154,1
59.156,1
59.158,1
59.16,1
59.162,1
59.164,1
59.166,1
59.168,1
59.17,1
59.172,1
59.174,1
59.176,1
59.178,1
59.18,1
59.182,1
59.184,1
59.186,1
59.188,1
59.19,1
59.192,1
59.194,1
59.196,1
59.198,1
59.2,1
59.202,1
59.204,1
59.206,1
59.208,1
59.21,1
59.212,1
59.214,1
59.216,1
59.218,1
59.22,1
59.222,1
59.224,1
59.226,1
59.228,1
59.23,1
59.232,1
59.234,1
59.236,1
59.238,1
59.24,1
59.242,1
59.244,1
59.246,1
59.248,1
59.25,1
59.252,1
59.254,1
59.256,1
59.258,1
59.26,1
59.262,1
59.264,1
59.266,1
59.268,1
59.27,1
59.272,1
59.274,1
59.276,1
59.278,1
59.28,1
59.282,1
59.284,1
59.286,1
59.288,1
59.29,1
59.292,1
59.294,1
59.296,1
59.298,1
59.3,1
59.302,1
59.304,1
59.306,1
59.308,1
59.31,1
59.312,1
59.314,1
59.316,1
59.318,1
59.32,1
59.322,1
59.324,1
59.326,1
59.328,1
59.33,1
59.332,1
59.334,1
59.336,1
59.338,1
59.34,1
59.342,1
59.344,1
59.346,1
59.348,1
59.35,1
59.352,1
59.354,1
59.356,1
59.358,1
59.36,1
59.362,1
59.364,1
59.366,1
59.368,1
59.37,1
59.372,1
59.374,1
59.376,1
59.378,1
59.38,1
59.382,1
59.384,1
59.386,1
59.388,1
59.39,1
59.392,1
59.394,1
59.396,1
59.398,1
59.4,1
59.402,1
59.404,1
59.406,1
59.408,1
59.41,1
59.412,1
59.414,1
59.416,1
59.418,1
59.42,1
59.422,1
59.424,1
59.426,1
59.428,1
59.43,1
59.432,1
59.434,1
59.436,1
59.438,1
59.44,1
59.442,1
59.444,1
59.446,1
59.448,1
59.45,1
59.452,1
59.454,1
59.456,1
59.458,1
59.46,1
59.462,1
59.464,1
59.466,1
59.468,1
59.47,1
59.472,1
59.474,1
59.476,1
59.478,1
59.48,1
59.482,1
59.484,1
59.486,1
59.488,1
59.49,1
59.492,1
59.494,1
59.496,1
59.498,1
59.5,1
59.502,1
59.504,1
59.506,1
59.508,1
59.51,1
59.512,1
59.514,1
59.516,1
59.518,1
59.52,1
59.522,1
59.524,1
59.526,1
59.528,1
59.53,1
59.532,1
59.534,1
59.536,1
59.538,1
59.54,1
59.542,1
59.544,1
59.546,1
59.548,1
59.55,1
59.552,1
59.554,1
59.556,1
59.558,1
59.56,1
59.562,1
59.564,1
59.566,1
59.568,1
59.57,1
59.572,1
59.574,1
59.576,1
59.578,1
59.58,1
59.582,1
59.584,1
59.586,1
59.588,1
59.59,1
59.592,1
59.594,1
59.596,1
59.598,1
59.6,1
59.602,1
59.604,1
59.606,1
59.608,1
59.61,1
59.612,1
59.614,1
59.616,1
59.618,1
59.62,1
59.622,1
59.624,1
59.626,1
59.628,1
59.63,1
59.632,1
59.634,1
59.636,1
59.638,1
59.64,1
59.642,1
59.644,1
59.646,1
59.648,1
59.65,1
59.652,1
59.654,1
59.656,1
59.658,1
59.66,1
59.662,1
59.664,1
59.666,1
59.668,1
59.67,1
59.672,1
59.674,1
59.676,1
59.678,1
59.68,1
59.682,1
59.684,1
59.686,1
59.688,1
59.69,1
59.692,1
59.694,1
59.696,1
59.698,1
59.7,1
59.702,1
59.704,1
59.706,1
59.708,1
59.71,1
59.712,1
59.714,1
59.716,1
59.718,1
59.72,1
59.722,1
59.724,1
59.726,1
59.728,1
59.73,1
59.732,1
59.734,1
59.736,1
59.738,1
59.74,1
59.742,1
59.744,1
59.746,1
59.748,1
59.75,1
59.752,1
59.754,1
59.756,1
59.758,1
59.76,1
59.762,1
59.764,1
59.766,1
59.768,1
59.77,1
59.772,1
59.774,1
59.776,1
59.778,1
59.78,1
59.782,1
59.784,1
59.786,1
59.788,1
59.79,1
59.792,1
59.794,1
59.796,1
59.798,1
59.8,1
59.802,1
59.804,1
59.806,1
59.808,1
59.81,1
59.812,1
59.814,1
59.816,1
59.818,1
59.82,1
59.822,1
59.824,1
59.826,1
59.828,1
59.83,1
59.832,1
59.834,1
59.836,1
59.838,1
59.84,1
59.842,1
59.844,1
59.846,1
59.848,1
59.85,1
59.852,1
59.854,1
59.856,1
59.858,1
59.86,1
59.862,1
59.864,1
59.866,1
59.868,1
59.87,1
59.872,1
59.874,1
59.876,1
59.878,1
59.88,1
59.882,1
59.884,1
59.886,1
59.888,1
59.89,1
59.892,1
59.894,1
59.896,1
59.898,1
59.9,1
59.902,1
59.904,1
59.906,1
59.908,1
59.91,1
59.912,1
59.914,1
59.916,1
59.918,1
59.92,1
59.922,1
59.924,1
59.926,1
59.928,1
59.93,1
59.932,1
59.934,1
59.936,1
59.938,1
59.94,1
59.942,1
59.944,1
59.946,1
59.948,1
59.95,1
59.952,1
59.954,1
59.956,1
59.958,1
59.96,1
59.962,1
59.964,1
59.966,1
59.968,1
59.97,1
59.972,1
59.974,1
59.976,1
59.978,1.16142
59.98,1.16156
59.982,1.16169
59.984,1.16182
59.986,1.16195
59.988,1.16209
59.99,1.16222
59.992,1.16235
59.994,1.16248
59.996,1.16262
59.998,1.16275
60,1.16289
60.002,1.16302
60.004,1.16315
60.006,1.16329
60.008,1.16342
60.01,1.16356
60.012,1.16369
60.014,1.16383
60.016,1.16396
60.018,1.1641
60.02,1.16423
60.022,1.16437
60.024,1.1645
60.026,1.16464
60.028,1.16477
60.03,1.16491
60.032,1.16505
60.034,1.16518
60.036,1.16532
60.038,1.16546
60.04,1.16559
60.042,1.16573
60.044,1.16587
60.046,1.16601
60.048,1.16614
60.05,1.16628
60.052,1.16642
60.054,1.16656
60.056,1.1667
60.058,1.16683
60.06,1.16697
60.062,1.16711
60.064,1.16725
60.066,1.16739
60.068,1.16753
60.07,1.16767
60.072,1.16781
60.074,1.16795
60.076,1.16809
60.078,1.16823
60.08,1.16837
60.082,1.16851
60.084,1.16865
60.086,1.16879
60.088,1.16893
60.09,1.16907
60.092,1.16922
60.094,1.16936
60.096,1.1695
60.098,1.16964
60.1,1.16978
60.102,1.16993
60.104,1.17007
60.106,1.17021
60.108,1.17036
60.11,1.1705
60.112,1.17064
60.114,1.17079
60.116,1.17093
60.118,1.17107
60.12,1.17122
60.122,1.17136
60.124,1.17151
60.126,1.17165
60.128,1.17179
60.13,1.17194
60.132,1.17208
60.134,1.17223
60.136,1.17238
60.138,1.17252
60.14,1.17267
60.142,1.17281
60.144,1.17296
60.146,1.17311
60.148,1.17325
60.15,1.1734
60.152,1.17355
60.154,1.17369
60.156,1.17384
60.158,1.25471
60.16,1.25493
60.162,1.25514
60.164,1.25535
60.166,1.25557
60.168,1.25578
60.17,1.256
60.172,1.25621
60.174,1.25643
60.176,1.25665
60.178,1.25686
60.18,1.25708
60.182,1.2573
60.184,1.25751
60.186,1.25773
60.188,1.25795
60.19,1.25817
60.192,1.25838
60.194,1.2586
60.196,1.25882
60.198,1.25904
60.2,1.25926
60.202,1.25948
60.204,1.2597
60.206,1.25992
60.208,1.26014
60.21,1.26036
60.212,1.26058
60.214,1.2608
60.216,1.26102
60.218,1.26124
60.22,1.26147
60.222,1.26169
60.224,1.26191
60.226,1.26214
60.228,1.26236
60.23,1.26258
60.232,1.26281
60.234,1.26303
60.236,1.26325
60.238,1.26348
60.24,1.2637
60.242,1.26393
60.244,1.26415
60.246,1.26438
60.248,1.26461
60.25,1.26483
60.252,1.26506
60.254,1.26529
60.256,1.26551
60.258,1.26574
60.26,1.26597
60.262,1.2662
60.264,1.26642
60.266,1.26665
60.268,1.26688
60.27,1.26711
60.272,1.26734
60.274,1.26757
60.276,1.2678
60.278,1.26803
60.28,1.26826
60.282,1.26849
60.284,1.26873
60.286,1.26896
60.288,1.26919
60.29,1.26942
60.292,1.26965
60.294,1.26989
60.296,1.27012
60.298,1.27035
60.3,1.27059
60.302,1.27082
60.304,1.27106
60.306,1.27129
60.308,1.27153
60.31,1.27176
60.312,1.272
60.314,1.27223
60.316,1.27247
60.318,1.2727
60.32,1.27294
60.322,1.27318
60.324,1.27342
60.326,1.27365
60.328,1.27389
60.33,1.27413
60.332,1.27437
60.334,1.27461
60.336,1.27485
60.338,1.27509
60.34,1.27533
60.342,1.27557
60.344,1.27581
60.346,1.27605
60.348,1.27629
60.35,1.27653
60.352,1.27677
60.354,1.27702
60.356,1.27726
60.358,1.2775
60.36,1.27774
60.362,1.27799
60.364,1.27823
60.366,1.27848
60.368,1.27872
60.37,1.27896
60.372,1.27921
60.374,1.27945
60.376,1.2797
60.378,1.27995
60.38,1.28019
60.382,1.28044
60.384,1.28069
60.386,1.28093
60.388,1.28118
60.39,1.28143
60.392,1.28168
60.394,1.28193
60.396,1.28218
60.398,1.28242
60.4,1.28267
60.402,1.28292
60.404,1.28317
60.406,1.28342
60.408,1.28368
60.41,1.28393
60.412,1.28418
60.414,1.28443
60.416,1.28468
60.418,1.28494
60.42,1.28519
60.422,1.28544
60.424,1.2857
60.426,1.28595
60.428,1.2862
60.43,1.28646
60.432,1.28671
60.434,1.28697
60.436,1.28722
60.438,1.28748
60.44,1.28774
60.442,1.28799
60.444,1.28825
60.446,1.28851
60.448,1.28877
60.45,1.28902
60.452,1.28928
60.454,1.28954
60.456,1.2898
60.458,1.29006
60.46,1.29032
60.462,1.29058
60.464,1.29084
60.466,1.2911
60.468,1.29136
60.47,1.29162
60.472,1.29189
60.474,1.29215
60.476,1.29241
60.478,1.29267
60.48,1.29294
60.482,1.2932
60.484,1.29346
60.486,1.29373
60.488,1.29399
60.49,1.29426
60.492,1.29452
60.494,1.29479
60.496,1.29506
60.498,1.29532
60.5,1.29559
60.502,1.29586
60.504,1.29612
60.506,1.29639
60.508,1.29666
60.51,1.29693
60.512,1.2972
60.514,1.29747
60.516,1.29774
60.518,1.29801
60.52,1.29828
60.522,1.29855
60.524,1.29882
60.526,1.29909
60.528,1.29936
60.53,1.29964
60.532,1.29991
60.534,1.30018
60.536,1.30046
60.538,1.30073
60.54,1.301
60.542,1.30128
60.544,1.30155
60.546,1.30183
60.548,1.30211
60.55,1.30238
60.552,1.30266
60.554,1.30294
60.556,1.30321
60.558,1.30349
60.56,1.30377
60.562,1.30405
60.564,1.30433
60.566,1.30461
60.568,1.30488
60.57,1.30516
60.572,1.30544
60.574,1.30573
60.576,1.30601
60.578,1.30629
60.58,1.30657
60.582,1.30685
60.584,1.30714
60.586,1.30742
60.588,1.3077
60.59,1.30799
60.592,1.30827
60.594,1.30855
60.596,1.30884
60.598,1.30913
60.6,1.30941
60.602,1.3097
60.604,1.30998
60.606,1.31027
60.608,1.31056
60.61,1.31085
60.612,1.31113
60.614,1.31142
60.616,1.31171
60.618,1.312
60.62,1.31229
60.622,1.31258
60.624,1.31287
60.626,1.31316
60.628,1.31346
60.63,1.31375
60.632,1.31404
60.634,1.31433
60.636,1.31463
60.638,1.31492
60.64,1.31521
60.642,1.31551
60.644,1.3158
60.646,1.3161
60.648,1.31639
60.65,1.31669
60.652,1.31698
60.654,1.31728
60.656,1.31758
60.658,1.31788
60.66,1.31818
60.662,1.31847
60.664,1.31877
60.666,1.31907
60.668,1.31937
60.67,1.31967
60.672,1.31997
60.674,1.32027
60.676,1.32058
60.678,1.32088
60.68,1.32118
60.682,1.32148
60.684,1.32179
60.686,1.32209
60.688,1.32239
60.69,1.3227
60.692,1.323
60.694,1.32331
60.696,1.32361
60.698,1.32392
60.7,1.32423
60.702,1.32453
60.704,1.32484
60.706,1.32515
60.708,1.32546
60.71,1.32577
60.712,1.32607
60.714,1.32638
60.716,1.3267
60.718,1.32701
60.72,1.32732
60.722,1.32763
60.724,1.32794
60.726,1.32825
60.728,1.32857
60.73,1.32888
60.732,1.32919
60.734,1.32951
60.736,1.32982
60.738,1.33014
60.74,1.33045
60.742,1.33077
60.744,1.33108
60.746,1.3314
60.748,1.33172
60.75,1.33204
60.752,1.33235
60.754,1.33267
60.756,1.33299
60.758,1.33331
60.76,1.33363
60.762,1.33395
60.764,1.33427
60.766,1.33459
60.768,1.33492
60.77,1.33524
60.772,1.33556
60.774,1.33589
60.776,1.33621
60.778,1.33653
60.78,1.33686
60.782,1.33718
60.784,1.33751
60.786,1.33784
60.788,1.33816
60.79,1.33849
60.792,1.33882
60.794,1.33914
60.796,1.33947
60.798,1.3398
60.8,1.34013
60.802,1.34046
60.804,1.34079
60.806,1.34112
60.808,1.34145
60.81,1.34179
60.812,1.34212
60.814,1.34245
60.816,1.34278
60.818,1.34312
60.82,1.34345
60.822,1.34379
60.824,1.34412
60.826,1.34446
60.828,1.34479
60.83,1.34513
60.832,1.34547
60.834,1.34581
60.836,1.34615
60.838,1.34648
60.84,1.34682
60.842,1.34716
60.844,1.3475
60.846,1.34784
60.848,1.34818
60.85,1.34853
60.852,1.34887
60.854,1.34921
60.856,1.34956
60.858,1.3499
60.86,1.35024
60.862,1.35059
60.864,1.35093
60.866,1.35128
60.868,1.35163
60.87,1.35197
60.872,1.35232
60.874,1.35267
60.876,1.35302
60.878,1.35336
60.88,1.35371
60.882,1.35406
60.884,1.35441
60.886,1.35477
60.888,1.35512
60.89,1.35547
60.892,1.35582
60.894,1.35617
60.896,1.35653
60.898,1.35688
60.9,1.35724
60.902,1.35759
60.904,1.35795
60.906,1.3583
60.908,1.35866
60.91,1.35902
60.912,1.35938
60.914,1.35973
60.916,1.36009
60.918,1.36045
60.92,1.36081
60.922,1.36117
60.924,1.36153
60.926,1.3619
60.928,1.36226
60.93,1.36262
60.932,1.36298
60.934,1.36335
60.936,1.36371
60.938,1.36408
60.94,1.36444
60.942,1.36481
60.944,1.36517
60.946,1.36554
60.948,1.36591
60.95,1.36628
60.952,1.36665
60.954,1.36702
60.956,1.36739
60.958,1.36776
60.96,1.36813
60.962,1.3685
60.964,1.36887
60.966,1.36924
60.968,1.36962
60.97,1.36999
60.972,1.37036
60.974,1.37074
60.976,1.37112
60.978,1.37149
60.98,1.37187
60.982,1.37225
60.984,1.37262
60.986,1.373
60.988,1.37338
60.99,1.37376
60.992,1.37414
60.994,1.37452
60.996,1.3749
60.998,1.37528
61,1.37567
61.002,1.37605
61.004,1.37643
61.006,1.37682
61.008,1.3772
61.01,1.37759
61.012,1.37797
61.014,1.37836
61.016,1.37875
61.018,1.37913
61.02,1.37952
61.022,1.37991
61.024,1.3803
61.026,1.38069
61.028,1.38108
61.03,1.38147
61.032,1.38187
61.034,1.38226
61.036,1.38265
61.038,1.38305
61.04,1.38344
61.042,1.38383
61.044,1.38423
61.046,1.38463
61.048,1.38502
61.05,1.38542
61.052,1.38582
61.054,1.38622
61.056,1.38662
61.058,1.38702
61.06,1.38742
61.062,1.38782
61.064,1.38822
61.066,1.38862
61.068,1.38903
61.07,1.38943
61.072,1.38983
61.074,1.39024
61.076,1.39064
61.078,1.39105
61.08,1.39146
61.082,1.39186
61.084,1.39227
61.086,1.39268
61.088,1.39309
61.09,1.3935
61.092,1.39391
61.094,1.39432
61.096,1.39473
61.098,1.39515
61.1,1.39556
61.102,1.39597
61.104,1.39639
61.106,1.3968
61.108,1.39722
61.11,1.39764
61.112,1.39805
61.114,1.39847
61.116,1.39889
61.118,1.39931
61.12,1.39973
61.122,1.40015
61.124,1.40057
61.126,1.40099
61.128,1.40141
61.13,1.40184
61.132,1.40226
61.134,1.40269
61.136,1.40311
61.138,1.40354
61.14,1.40396
61.142,1.40439
61.144,1.40482
61.146,1.40525
61.148,1.40568
61.15,1.40611
61.152,1.40654
61.154,1.40697
61.156,1.4074
61.158,1.40783
61.16,1.40827
61.162,1.4087
61.164,1.40913
61.166,1.40957
61.168,1.41001
61.17,1.41044
61.172,1.41088
61.174,1.41132
61.176,1.41176
61.178,1.4122
61.18,1.41264
61.182,1.41308
61.184,1.41352
61.186,1.41396
61.188,1.4144
61.19,1.41485
61.192,1.41529
61.194,1.41574
61.196,1.41618
61.198,1.41663
61.2,1.41708
61.202,1.41753
61.204,1.41798
61.206,1.41843
61.208,1.41888
61.21,1.41933
61.212,1.41978
61.214,1.42023
61.216,1.42068
61.218,1.42114
61.22,1.42159
61.222,1.42205
61.224,1.4225
61.226,1.42296
61.228,1.42342
61.23,1.42388
61.232,1.42434
61.234,1.4248
61.236,1.42526
61.238,1.42572
61.24,1.42618
61.242,1.42664
61.244,1.42711
61.246,1.42757
61.248,1.42804
61.25,1.4285
61.252,1.42897
61.254,1.42944
61.256,1.4299
61.258,1.43037
61.26,1.43084
61.262,1.43131
61.264,1.43179
61.266,1.43226
61.268,1.43273
61.27,1.4332
61.272,1.43368
61.274,1.43415
61.276,1.43463
61.278,1.43511
61.28,1.43558
61.282,1.43606
61.284,1.43654
61.286,1.43702
61.288,1.4375
61.29,1.43798
61.292,1.43846
61.294,1.43895
61.296,1.43943
61.298,1.43992
61.3,1.4404
61.302,1.44089
61.304,1.44138
61.306,1.44186
61.308,1.44235
61.31,1.44284
61.312,1.44333
61.314,1.44382
61.316,1.44432
61.318,1.44481
61.32,1.4453
61.322,1.4458
61.324,1.44629
61.326,1.44679
61.328,1.44728
61.33,1.44778
61.332,1.44828
61.334,1.44878
61.336,1.44928
61.338,1.44978
61.34,1.45028
61.342,1.45079
61.344,1.45129
61.346,1.45179
61.348,1.4523
61.35,1.45281
61.352,1.45331
61.354,1.45382
61.356,1.45433
61.358,1.45484
61.36,1.45535
61.362,1.45586
61.364,1.45637
61.366,1.45689
61.368,1.4574
61.37,1.45791
61.372,1.45843
61.374,1.45895
61.376,1.45946
61.378,1.45998
61.38,1.4605
61.382,1.46102
61.384,1.46154
61.386,1.46206
61.388,1.46259
61.39,1.46311
61.392,1.46363
61.394,1.46416
61.396,1.46468
61.398,1.46521
61.4,1.46574
61.402,1.46627
61.404,1.4668
61.406,1.46733
61.408,1.46786
61.41,1.46839
61.412,1.46893
61.414,1.46946
61.416,1.47
61.418,1.47053
61.42,1.47107
61.422,1.47161
61.424,1.47215
61.426,1.47269
61.428,1.47323
61.43,1.47377
61.432,1.47431
61.434,1.47485
61.436,1.4754
61.438,1.47594
61.44,1.47649
61.442,1.47704
61.444,1.47759
61.446,1.47814
61.448,1.47869
61.45,1.47924
61.452,1.47979
61.454,1.48034
61.456,1.4809
61.458,1.48145
61.46,1.48201
61.462,1.48256
61.464,1.48312
61.466,1.48368
61.468,1.48424
61.47,1.4848
61.472,1.48536
61.474,1.48592
61.476,1.48649
61.478,1.48705
61.48,1.48762
61.482,1.48818
61.484,1.48875
61.486,1.48932
61.488,1.48989
61.49,1.49046
61.492,1.49103
61.494,1.49161
61.496,1.49218
61.498,1.49275
61.5,1.49333
61.502,1.49391
61.504,1.49448
61.506,1.49506
61.508,1.49564
61.51,1.49622
61.512,1.4968
61.514,1.49739
61.516,1.49797
61.518,1.49856
61.52,1.49914
61.522,1.49973
61.524,1.50032
61.526,1.50091
61.528,1.50149
61.53,1.50209
61.532,1.50268
61.534,1.50327
61.536,1.50387
61.538,1.50446
61.54,1.50506
61.542,1.50565
61.544,1.50625
61.546,1.50685
61.548,1.50745
61.55,1.50805
61.552,1.50866
61.554,1.50926
61.556,1.50986
61.558,1.51047
61.56,1.51108
61.562,1.51168
61.564,1.51229
61.566,1.5129
61.568,1.51352
