#x,y_calc
40.452,3.28675
40.454,3.28932
40.456,3.29191
40.458,3.29449
40.46,3.29708
40.462,3.29968
40.464,3.30228
40.466,3.30488
40.468,3.80925
40.47,3.81234
40.472,3.81544
40.474,3.81854
40.476,3.82164
40.478,3.82475
40.48,3.82787
40.482,3.83099
40.484,3.83411
40.486,3.83724
40.488,3.84038
40.49,3.84352
40.492,3.84667
40.494,3.84982
40.496,3.85297
40.498,3.85614
40.5,3.85931
40.502,3.86248
40.504,3.86566
40.506,3.86884
40.508,3.87203
40.51,3.87523
40.512,3.87843
40.514,3.88163
40.516,3.88484
40.518,3.88806
40.52,3.89128
40.522,3.89451
40.524,3.89774
40.526,3.90098
40.528,3.90422
40.53,3.90748
40.532,3.91073
40.534,3.91399
40.536,3.91726
40.538,3.92053
40.54,3.92381
40.542,3.92709
40.544,3.93038
40.546,3.93368
40.548,3.93698
40.55,3.94028
40.552,3.94359
40.554,3.94691
40.556,3.95023
40.558,3.95356
40.56,3.9569
40.562,3.96024
40.564,3.96358
40.566,3.96694
40.568,3.97029
40.57,3.97366
40.572,3.97703
40.574,3.9804
40.576,3.98378
40.578,3.98717
40.58,3.99056
40.582,3.99396
40.584,3.99737
40.586,4.00078
40.588,4.00419
40.59,4.00762
40.592,4.01105
40.594,4.01448
40.596,4.01792
40.598,4.02137
40.6,4.02482
40.602,4.02828
40.604,4.03174
40.606,4.03521
40.608,4.03869
40.61,4.04217
40.612,4.04566
40.614,4.04916
40.616,4.05266
40.618,4.05617
40.62,4.05968
40.622,4.0632
40.624,4.06673
40.626,4.07026
40.628,4.0738
40.63,4.07734
40.632,4.08089
40.634,4.08445
40.636,4.08801
40.638,4.09158
40.64,4.09516
40.642,4.09874
40.644,4.10233
40.646,4.10592
40.648,4.10953
40.65,4.11313
40.652,4.11675
40.654,4.12037
40.656,4.124
40.658,4.12763
40.66,4.13127
40.662,4.13492
40.664,4.13857
40.666,4.14223
40.668,4.1459
40.67,4.14957
40.672,4.15325
40.674,4.15693
40.676,4.16063
40.678,4.16433
40.68,4.16803
40.682,4.17174
40.684,4.17546
40.686,4.17919
40.688,4.18292
40.69,4.18666
40.692,4.19041
40.694,4.19416
40.696,4.19792
40.698,4.20169
40.7,4.20546
40.702,4.20924
40.704,4.21302
40.706,4.21682
40.708,4.22062
40.71,4.22443
40.712,4.22824
40.714,4.23206
40.716,4.23589
40.718,4.23972
40.72,4.24357
40.722,4.24742
40.724,4.25127
40.726,4.25513
40.728,4.259
40.73,4.26288
40.732,4.26677
40.734,4.27066
40.736,4.27456
40.738,4.27846
40.74,4.28237
40.742,4.28629
40.744,4.29022
40.746,4.29415
40.748,4.2981
40.75,4.30205
40.752,4.306
40.754,4.30996
40.756,4.31393
40.758,4.31791
40.76,4.3219
40.762,4.32589
40.764,4.32989
40.766,4.3339
40.768,4.33791
40.77,4.34193
40.772,4.34596
40.774,4.35
40.776,4.35404
40.778,4.35809
40.78,4.36216
40.782,4.36622
40.784,4.3703
40.786,4.37438
40.788,4.37847
40.79,4.38257
40.792,4.38667
40.794,4.39078
40.796,4.3949
40.798,4.39903
40.8,4.40317
40.802,4.40731
40.804,4.41146
40.806,4.41562
40.808,4.41978
40.81,4.42396
40.812,4.42814
40.814,4.43233
40.816,4.43653
40.818,4.44073
40.82,4.44495
40.822,4.44917
40.824,4.4534
40.826,4.45764
40.828,4.46188
40.83,4.46614
40.832,4.4704
40.834,4.47467
40.836,4.47894
40.838,4.48323
40.84,4.48752
40.842,4.49183
40.844,4.49613
40.846,4.50045
40.848,4.50478
40.85,4.50912
40.852,4.51346
40.854,4.51781
40.856,4.52217
40.858,4.52653
40.86,4.53091
40.862,4.5353
40.864,4.53969
40.866,4.54409
40.868,4.5485
40.87,4.55292
40.872,4.55734
40.874,4.56178
40.876,4.56622
40.878,4.57067
40.88,4.57513
40.882,4.5796
40.884,4.58408
40.886,4.58857
40.888,4.59306
40.89,4.59757
40.892,4.60208
40.894,4.6066
40.896,4.61113
40.898,4.61566
40.9,4.62021
40.902,4.62477
40.904,4.62933
40.906,4.63391
40.908,4.63849
40.91,4.64308
40.912,4.64768
40.914,4.65229
40.916,4.65691
40.918,4.66153
40.92,4.66617
40.922,4.67082
40.924,4.67547
40.926,4.68013
40.928,4.6848
40.93,4.68949
40.932,4.69418
40.934,4.69888
40.936,4.70359
40.938,4.7083
40.94,4.71303
40.942,4.71777
40.944,4.72251
40.946,4.72727
40.948,4.73203
40.95,4.73681
40.952,4.74159
40.954,4.74638
40.956,4.75119
40.958,4.756
40.96,4.76082
40.962,4.76565
40.964,4.77049
40.966,4.77534
40.968,4.78019
40.97,4.78507
40.972,4.78995
40.974,4.79483
40.976,4.79974
40.978,4.80464
40.98,4.80956
40.982,4.81448
40.984,4.81942
40.986,4.82437
40.988,4.82932
40.99,4.83429
40.992,4.83927
40.994,4.84425
40.996,4.84926
40.998,4.85425
41,4.85928
41.002,4.8643
41.004,4.86934
41.006,4.87439
41.008,4.87944
41.01,4.88451
41.012,4.88959
41.014,4.89467
41.016,4.89978
41.018,4.90488
41.02,4.91
41.022,4.91513
41.024,4.92026
41.026,4.92542
41.028,4.93057
41.03,4.93575
41.032,4.94093
41.034,4.94612
41.036,4.95132
41.038,4.95653
41.04,4.96176
41.042,4.96699
41.044,4.97223
41.046,4.97749
41.048,4.98275
41.05,4.98803
41.052,4.99332
41.054,4.99861
41.056,5.00393
41.058,5.00924
41.06,5.01457
41.062,5.01991
41.064,5.02527
41.066,5.03063
41.068,5.036
41.07,5.04139
41.072,5.04679
41.074,5.05219
41.076,5.05762
41.078,5.06304
41.08,5.06848
41.082,5.07394
41.084,5.0794
41.086,5.08488
41.088,5.09036
41.09,5.09586
41.092,5.10137
41.094,5.10689
41.096,5.11242
41.098,5.11796
41.1,5.12352
41.102,5.12908
41.104,5.13466
41.106,5.14026
41.108,5.14585
41.11,5.15147
41.112,5.15709
41.114,5.16273
41.116,5.16838
41.118,5.17403
41.12,5.17971
41.122,5.18539
41.124,5.19108
41.126,5.1968
41.128,5.20251
41.13,5.20825
41.132,5.21399
41.134,5.21974
41.136,5.22551
41.138,5.23129
41.14,5.23709
41.142,5.24289
41.144,5.24871
41.146,5.25454
41.148,5.26037
41.15,5.26623
41.152,5.2721
41.154,5.27797
41.156,5.28387
41.158,5.28977
41.16,5.29569
41.162,5.30162
41.164,5.30756
41.166,5.31352
41.168,5.31947
41.17,5.32546
41.172,5.33145
41.174,5.33746
41.176,5.34348
41.178,5.3495
41.18,5.35555
41.182,5.36161
41.184,5.36768
41.186,5.37376
41.188,5.37985
41.19,5.38597
41.192,5.39209
41.194,5.39822
41.196,5.40438
41.198,5.41053
41.2,5.41671
41.202,5.4229
41.204,5.4291
41.206,5.43532
41.208,5.44154
41.21,5.44779
41.212,5.45404
41.214,5.46031
41.216,5.4666
41.218,5.47289
41.22,5.47921
41.222,5.48553
41.224,5.49187
41.226,5.49822
41.228,5.50458
41.23,5.51097
41.232,5.51736
41.234,5.52376
41.236,5.53019
41.238,5.53662
41.24,5.54308
41.242,5.54954
41.244,5.55602
41.246,5.56252
41.248,5.56901
41.25,5.57554
41.252,5.58207
41.254,5.58862
41.256,5.5952
41.258,5.60177
41.26,5.60837
41.262,5.61497
41.264,5.62159
41.266,5.62824
41.268,5.63488
41.27,5.64156
41.272,5.64824
41.274,5.65493
41.276,5.66165
41.278,5.66837
41.28,5.67512
41.282,5.68187
41.284,5.68864
41.286,5.69544
41.288,5.70223
41.29,5.70905
41.292,5.71588
41.294,5.72273
41.296,5.7296
41.298,5.73647
41.3,5.74337
41.302,5.75028
41.304,5.75721
41.306,5.76416
41.308,5.7711
41.31,5.77808
41.312,5.78507
41.314,5.79207
41.316,5.7991
41.318,5.80613
41.32,5.81319
41.322,5.82025
41.324,5.82733
41.326,5.83444
41.328,5.84155
41.33,5.84869
41.332,5.85584
41.334,5.863
41.336,5.87019
41.338,5.87738
41.34,5.8846
41.342,5.89183
41.344,5.89908
41.346,5.90635
41.348,5.91362
41.35,5.92092
41.352,5.92824
41.354,5.93557
41.356,5.94292
41.358,5.95028
41.36,5.95767
41.362,5.96506
41.364,5.97248
41.366,5.97992
41.368,5.98736
41.37,5.99484
41.372,6.00232
41.374,6.00982
41.376,6.01735
41.378,6.02488
41.38,6.03244
41.382,6.04001
41.384,6.0476
41.386,6.05522
41.388,6.06283
41.39,6.07049
41.392,6.07815
41.394,6.08583
41.396,6.09353
41.398,6.10124
41.4,6.10898
41.402,6.11673
41.404,6.1245
41.406,6.1323
41.408,6.14009
41.41,6.14793
41.412,6.15577
41.414,6.16363
41.416,6.17152
41.418,6.17941
41.42,6.18733
41.422,6.19527
41.424,6.20323
41.426,6.21121
41.428,6.21919
41.43,6.22721
41.432,6.23524
41.434,6.24329
41.436,6.25137
41.438,6.25945
41.44,6.26757
41.442,6.2757
41.444,6.28384
41.446,6.29202
41.448,6.3002
41.45,6.30841
41.452,6.31664
41.454,6.32488
41.456,6.33316
41.458,6.34143
41.46,6.34975
41.462,6.35807
41.464,6.36642
41.466,6.37479
41.468,6.38317
41.47,6.39158
41.472,6.40001
41.474,6.40846
41.476,6.41694
41.478,6.42541
41.48,6.43393
41.482,6.44246
41.484,6.45101
41.486,6.45959
41.488,6.46818
41.49,6.4768
41.492,6.48543
41.494,6.49409
41.496,6.50278
41.498,6.51146
41.5,6.52019
41.502,6.52893
41.504,6.5377
41.506,6.54649
41.508,6.55529
41.51,6.56412
41.512,6.57297
41.514,6.58184
41.516,6.59075
41.518,6.59965
41.52,6.6086
41.522,6.61756
41.524,6.62654
41.526,6.63555
41.528,6.64457
41.53,6.65363
41.532,6.6627
41.534,6.6718
41.536,6.68092
41.538,6.69005
41.54,6.69923
41.542,6.70841
41.544,6.71762
41.546,6.72686
41.548,6.73611
41.55,6.7454
41.552,6.7547
41.554,6.76402
41.556,6.77338
41.558,6.78274
41.56,6.79215
41.562,6.80157
41.564,6.81102
41.566,6.82049
41.568,6.82997
41.57,6.8395
41.572,6.84904
41.574,6.85861
41.576,6.86821
41.578,6.87781
41.58,6.88746
41.582,6.89712
41.584,6.90681
41.586,6.91653
41.588,6.92625
41.59,6.93603
41.592,6.94581
41.594,6.95563
41.596,6.96548
41.598,6.97533
41.6,6.98523
41.602,6.99514
41.604,7.00508
41.606,7.01505
41.608,7.02503
41.61,7.03506
41.612,7.0451
41.614,7.05517
41.616,7.06528
41.618,7.07539
41.62,7.08555
41.622,7.09572
41.624,7.10592
41.626,7.11616
41.628,7.1264
41.63,7.13669
41.632,7.147
41.634,7.15734
41.636,7.16771
41.638,7.17808
41.64,7.18851
41.642,7.19895
41.644,7.20943
41.646,7.21994
41.648,7.23045
41.65,7.24102
41.652,7.2516
41.654,7.26221
41.656,7.27286
41.658,7.28352
41.66,7.29422
41.662,7.30494
41.664,7.3157
41.666,7.32649
41.668,7.33729
41.67,7.34814
41.672,7.359
41.674,7.3699
41.676,7.38084
41.678,7.39178
41.68,7.40278
41.682,7.41379
41.684,7.42483
41.686,7.43592
41.688,7.44701
41.69,7.45816
41.692,7.46931
41.694,7.48051
41.696,7.49175
41.698,7.50299
41.7,7.51428
41.702,7.5256
41.704,7.53694
41.706,7.54833
41.708,7.55973
41.71,7.57118
41.712,7.58265
41.714,7.59415
41.716,7.60569
41.718,7.61724
41.72,7.62885
41.722,7.64048
41.724,7.65214
41.726,7.66384
41.728,7.67555
41.73,7.68732
41.732,7.69911
41.734,7.71093
41.736,7.7228
41.738,7.73467
41.74,7.7466
41.742,7.75855
41.744,7.77054
41.746,7.78257
41.748,7.79461
41.75,7.80671
41.752,7.81883
41.754,7.83098
41.756,7.84318
41.758,7.85539
41.76,7.86766
41.762,7.87995
41.764,7.89227
41.766,7.90465
41.768,7.91702
41.77,7.92947
41.772,7.94193
41.774,7.95443
41.776,7.96698
41.778,7.97953
41.78,7.99215
41.782,8.00479
41.784,8.01747
41.786,8.03019
41.788,8.04293
41.79,8.05572
41.792,8.06854
41.794,8.0814
41.796,8.09431
41.798,8.10723
41.8,8.12021
41.802,8.13321
41.804,8.14626
41.806,8.15935
41.808,8.17245
41.81,8.18562
41.812,8.19881
41.814,8.21205
41.816,8.22533
41.818,8.23862
41.82,8.25198
41.822,8.26536
41.824,8.27879
41.826,8.29227
41.828,8.30575
41.83,8.31931
41.832,8.33289
41.834,8.34651
41.836,8.36019
41.838,8.37387
41.84,8.38762
41.842,8.4014
41.844,8.41522
41.846,8.4291
41.848,8.44298
41.85,8.45694
41.852,8.47092
41.854,8.48495
41.856,8.49903
41.858,8.51312
41.86,8.52729
41.862,8.54147
41.864,8.55571
41.866,8.57
41.868,8.5843
41.87,8.59868
41.872,8.61308
41.874,8.62753
41.876,8.64203
41.878,8.65655
41.88,8.67114
41.882,8.68575
41.884,8.70042
41.886,8.71515
41.888,8.72988
41.89,8.74469
41.892,8.75953
41.894,8.77442
41.896,8.78936
41.898,8.80432
41.9,8.81936
41.902,8.83442
41.904,8.84954
41.906,8.86471
41.908,8.8799
41.91,8.89517
41.912,8.91046
41.914,8.92581
41.916,8.94121
41.918,8.95663
41.92,8.97213
41.922,8.98766
41.924,9.00324
41.926,9.01889
41.928,9.03455
41.93,9.05029
41.932,9.06606
41.934,9.08188
41.936,9.09777
41.938,9.11367
41.94,9.12966
41.942,9.14567
41.944,9.16174
41.946,9.17788
41.948,9.19403
41.95,9.21027
41.952,9.22653
41.954,9.24286
41.956,9.25925
41.958,9.27565
41.96,9.29214
41.962,9.30866
41.964,9.32524
41.966,9.34189
41.968,9.35855
41.97,9.37531
41.972,9.39209
41.974,9.40894
41.976,9.42585
41.978,9.44278
41.98,9.4598
41.982,9.47685
41.984,9.49397
41.986,9.51115
41.988,9.52835
41.99,9.54564
41.992,9.56297
41.994,9.58036
41.996,9.59782
41.998,9.6153
42,9.63287
42.002,9.65047
42.004,9.66815
42.006,9.68589
42.008,9.70365
42.01,9.72151
42.012,9.7394
42.014,9.75736
42.016,9.77539
42.018,9.79344
42.02,9.81159
42.022,9.82978
42.024,9.84803
42.026,9.86636
42.028,9.88471
42.03,9.90316
42.032,9.92164
42.034,9.9402
42.036,9.95883
42.038,9.97748
42.04,9.99623
42.042,10.015
42.044,10.0339
42.046,10.0528
42.048,10.0718
42.05,10.0909
42.052,10.11
42.054,10.1291
42.056,10.1484
42.058,10.1677
42.06,10.1871
42.062,10.2065
42.064,10.226
42.066,10.2456
42.068,10.2652
42.07,10.2849
42.072,10.3046
42.074,10.3245
42.076,10.3444
42.078,10.3643
42.08,10.3844
42.082,10.4045
42.084,10.4246
42.086,10.4449
42.088,10.4652
42.09,10.4856
42.092,10.506
42.094,10.5265
42.096,10.5471
42.098,10.5677
42.1,10.5885
42.102,10.6093
42.104,10.6301
42.106,10.6511
42.108,10.6721
42.11,10.6932
42.112,10.7143
42.114,10.7356
42.116,10.7569
42.118,10.7783
42.12,10.7997
42.122,10.8212
42.124,10.8429
42.126,10.8646
42.128,10.8863
42.13,10.9081
42.132,10.93
42.134,10.952
42.136,10.9741
42.138,10.9962
42.14,11.0184
42.142,11.0407
42.144,11.0631
42.146,11.0856
42.148,11.1081
42.15,11.1307
42.152,11.1534
42.154,11.1762
42.156,11.1991
42.158,11.222
42.16,11.245
42.162,11.2681
42.164,11.2913
42.166,11.3146
42.168,11.3379
42.17,11.3614
42.172,11.3849
42.174,11.4085
42.176,11.4322
42.178,11.4559
42.18,11.4798
42.182,11.5038
42.184,11.5278
42.186,11.552
42.188,11.5761
42.19,11.6005
42.192,11.6248
42.194,11.6493
42.196,11.6739
42.198,11.6985
42.2,11.7233
42.202,11.7482
42.204,11.7731
42.206,11.7981
42.208,11.8232
42.21,11.8485
42.212,11.8738
42.214,11.8992
42.216,11.9247
42.218,11.9502
42.22,11.976
42.222,12.0017
42.224,12.0276
42.226,12.0536
42.228,12.0796
42.23,12.1058
42.232,12.1321
42.234,12.1585
42.236,12.185
42.238,12.2115
42.24,12.2382
42.242,12.265
42.244,12.2918
42.246,12.3188
42.248,12.3459
42.25,12.3731
42.252,12.4004
42.254,12.4278
42.256,12.4553
42.258,12.4828
42.26,12.5106
42.262,12.5384
42.264,12.5663
42.266,12.5944
42.268,12.6225
42.27,12.6507
42.272,12.6791
42.274,12.7076
42.276,12.7362
42.278,12.7648
42.28,12.7937
42.282,12.8226
42.284,12.8516
42.286,12.8808
42.288,12.91
42.29,12.9394
42.292,12.9689
42.294,12.9985
42.296,13.0282
42.298,13.058
42.3,13.088
42.302,13.1181
42.304,13.1483
42.306,13.1786
42.308,13.209
42.31,13.2396
42.312,13.2703
42.314,13.3011
42.316,13.3321
42.318,13.3631
42.32,13.3943
42.322,13.4256
42.324,13.4571
42.326,13.4887
42.328,13.5203
42.33,13.5522
42.332,13.5841
42.334,13.6162
42.336,13.6484
42.338,13.6807
42.34,13.7132
42.342,13.7458
42.344,13.7786
42.346,13.8115
42.348,13.8445
42.35,13.8777
42.352,13.9109
42.354,13.9444
42.356,13.978
42.358,14.0116
42.36,14.0455
42.362,14.0795
42.364,14.1136
42.366,14.1479
42.368,14.1823
42.37,14.2169
42.372,14.2516
42.374,14.2865
42.376,14.3215
42.378,14.3566
42.38,14.3919
42.382,14.4274
42.384,14.463
42.386,14.4988
42.388,14.5346
42.39,14.5707
42.392,14.6069
42.394,14.6433
42.396,14.6799
42.398,14.7165
42.4,14.7534
42.402,14.7904
42.404,14.8275
42.406,14.8649
42.408,14.9023
42.41,14.94
42.412,14.9778
42.414,15.0158
42.416,15.054
42.418,15.0923
42.42,15.1308
42.422,15.1694
42.424,15.2082
42.426,15.2473
42.428,15.2864
42.43,15.3258
42.432,15.3653
42.434,15.405
42.436,15.4449
42.438,15.4849
42.44,15.5251
42.442,15.5655
42.444,15.6061
42.446,15.6469
42.448,15.6878
42.45,15.729
42.452,15.7703
42.454,15.8118
42.456,15.8536
42.458,15.8954
42.46,15.9375
42.462,15.9798
42.464,16.0222
42.466,16.0649
42.468,16.1077
42.47,16.1508
42.472,16.1941
42.474,16.2375
42.476,16.2812
42.478,16.325
42.48,16.3691
42.482,16.4133
42.484,16.4578
42.486,16.5026
42.488,16.5474
42.49,16.5925
42.492,16.6378
42.494,16.6833
42.496,16.7291
42.498,16.775
42.5,16.8212
42.502,16.8676
42.504,16.9142
42.506,16.9611
42.508,17.0081
42.51,17.0554
42.512,17.1029
42.514,17.1506
42.516,17.1986
42.518,17.2467
42.52,17.2952
42.522,17.3438
42.524,17.3927
42.526,17.4419
42.528,17.4912
42.53,17.5409
42.532,17.5907
42.534,17.6408
42.536,17.6912
42.538,17.7417
42.54,17.7926
42.542,17.8437
42.544,17.895
42.546,17.9467
42.548,17.9985
42.55,18.0506
42.552,18.1029
42.554,18.1556
42.556,18.2085
42.558,18.2616
42.56,18.3151
42.562,18.3688
42.564,18.4227
42.566,18.477
42.568,18.5315
42.57,18.5863
42.572,18.6413
42.574,18.6967
42.576,18.7524
42.578,18.8082
42.58,18.8645
42.582,18.9209
42.584,18.9777
42.586,19.0348
42.588,19.0921
42.59,19.1498
42.592,19.2078
42.594,19.266
42.596,19.3247
42.598,19.3835
42.6,19.4427
42.602,19.5021
42.604,19.562
42.606,19.6222
42.608,19.6825
42.61,19.7433
42.612,19.8043
42.614,19.8658
42.616,19.9276
42.618,19.9896
42.62,20.052
42.622,20.1147
42.624,20.1778
42.626,20.2412
42.628,20.3049
42.63,20.369
42.632,20.4334
42.634,20.4982
42.636,20.5634
42.638,20.6288
42.64,20.6947
42.642,20.7609
42.644,20.8275
42.646,20.8945
42.648,20.9617
42.65,21.0294
42.652,21.0974
42.654,21.1659
42.656,21.2348
42.658,21.3039
42.66,21.3735
42.662,21.4435
42.664,21.5139
42.666,21.5847
42.668,21.6557
42.67,21.7274
42.672,21.7993
42.674,21.8717
42.676,21.9446
42.678,22.0177
42.68,22.0914
42.682,22.1653
42.684,22.2398
42.686,22.3148
42.688,22.39
42.69,22.4659
42.692,22.542
42.694,22.6187
42.696,22.6959
42.698,22.7733
42.7,22.8514
42.702,22.9298
42.704,23.0087
42.706,23.0882
42.708,23.168
42.71,23.2484
42.712,23.3291
42.714,23.4104
42.716,23.4923
42.718,23.5744
42.72,23.6573
42.722,23.7404
42.724,23.8242
42.726,23.9086
42.728,23.9932
42.73,24.0786
42.732,24.1643
42.734,24.2507
42.736,24.3376
42.738,24.4249
42.74,24.5129
42.742,24.6013
42.744,24.6903
42.746,24.78
42.748,24.87
42.75,24.9607
42.752,25.0519
42.754,25.1438
42.756,25.2362
42.758,25.3291
42.76,25.4227
42.762,25.5168
42.764,25.6116
42.766,25.707
42.768,25.8029
42.77,25.8995
42.772,25.9966
42.774,26.0945
42.776,26.193
42.778,26.292
42.78,26.3918
42.782,26.492
42.784,26.5931
42.786,26.6949
42.788,26.7971
42.79,26.9002
42.792,27.0038
42.794,27.1082
42.796,27.2133
42.798,27.3189
42.8,27.4255
42.802,27.5326
42.804,27.6405
42.806,27.7492
42.808,27.8584
42.81,27.9686
42.812,28.0793
42.814,28.1909
42.816,28.3033
42.818,28.4163
42.82,28.5302
42.822,28.6448
42.824,28.7602
42.826,28.8766
42.828,28.9934
42.83,29.1114
42.832,29.2299
42.834,29.3494
42.836,29.4699
42.838,29.5908
42.84,29.713
42.842,29.8357
42.844,29.9595
42.846,30.0842
42.848,30.2095
42.85,30.336
42.852,30.4632
42.854,30.5915
42.856,30.7207
42.858,30.8506
42.86,30.9817
42.862,31.1135
42.864,31.2464
42.866,31.3804
42.868,31.5151
42.87,31.651
42.872,31.7877
42.874,31.9256
42.876,32.0646
42.878,32.2043
42.88,32.3454
42.882,32.4872
42.884,32.6303
42.886,32.7746
42.888,32.9196
42.89,33.066
42.892,33.2133
42.894,33.3619
42.896,33.5117
42.898,33.6623
42.9,33.8144
42.902,33.9673
42.904,34.1217
42.906,34.2774
42.908,34.4339
42.91,34.592
42.912,34.7509
42.914,34.9115
42.916,35.0733
42.918,35.236
42.92,35.4004
42.922,35.5658
42.924,35.7327
42.926,35.9011
42.928,36.0704
42.93,36.2415
42.932,36.4136
42.934,36.5874
42.936,36.7626
42.938,36.9389
42.94,37.117
42.942,37.2962
42.944,37.4772
42.946,37.6598
42.948,37.8434
42.95,38.029
42.952,38.2158
42.954,38.4044
42.956,38.5947
42.958,38.7862
42.96,38.9797
42.962,39.1745
42.964,39.3712
42.966,39.5697
42.968,39.7694
42.97,39.9714
42.972,40.1746
42.974,40.38
42.976,40.5872
42.978,40.7957
42.98,41.0065
42.982,41.2188
42.984,41.4333
42.986,41.6497
42.988,41.8676
42.99,42.0879
42.992,42.3097
42.994,42.5339
42.996,42.7602
42.998,42.988
43,43.2184
43.002,43.4504
43.004,43.6849
43.006,43.9217
43.008,44.1601
43.01,44.4012
43.012,44.644
43.014,44.8896
43.016,45.1375
43.018,45.3872
43.02,45.6398
43.022,45.8942
43.024,46.1515
43.026,46.4114
43.028,46.6731
43.03,46.9379
43.032,47.2046
43.034,47.4745
43.036,47.7471
43.038,48.0216
43.04,48.2995
43.042,48.5795
43.044,48.8628
43.046,49.1489
43.048,49.4372
43.05,49.7291
43.052,50.0232
43.054,50.3209
43.056,50.6216
43.058,50.9247
43.06,51.2315
43.062,51.5408
43.064,51.8539
43.066,52.1702
43.068,52.4891
43.07,52.812
43.072,53.1375
43.074,53.4671
43.076,53.8003
43.078,54.1361
43.08,54.4763
43.082,54.8193
43.084,55.1667
43.086,55.5179
43.088,55.8719
43.09,56.2307
43.092,56.5926
43.094,56.9591
43.096,57.3297
43.098,57.7034
43.1,58.0822
43.102,58.4643
43.104,58.8515
43.106,59.243
43.108,59.638
43.11,60.0384
43.112,60.4424
43.114,60.8518
43.116,61.266
43.118,61.6839
43.12,62.1076
43.122,62.5353
